"focal_rte","migclass","excl_dir","dir_core","dir_diff","n_spp","mig_plot"
34075,"resident",0.541735262704215,0.555341,0.0136057372957848,72,"Resident (72)"
34075,"short distance",0.589310130588347,0.555341,-0.0339691305883473,78,"Short Distance (78)"
34075,"long distance",0.536081181780054,0.555341,0.0192598182199464,123,"Long Distance (123)"
34076,"resident",0.547519521146661,0.5564234,0.00890387885333888,72,"Resident (72)"
34076,"short distance",0.588113902160987,0.5564234,-0.0316905021609872,78,"Short Distance (78)"
34076,"long distance",0.538462614993339,0.5564234,0.0179607850066612,123,"Long Distance (123)"
34078,"resident",0.544815086383968,0.5543837,0.00956861361603223,72,"Resident (72)"
34078,"short distance",0.578769393072436,0.5543837,-0.024385693072436,78,"Short Distance (78)"
34078,"long distance",0.539333244587604,0.5543837,0.0150504554123964,123,"Long Distance (123)"
34079,"resident",0.599704009145066,0.5930032,-0.00670080914506654,72,"Resident (72)"
34079,"short distance",0.599687532630825,0.5930032,-0.00668433263082469,78,"Short Distance (78)"
34079,"long distance",0.578170642494931,0.5930032,0.0148325575050687,123,"Long Distance (123)"
34080,"resident",0.611801020419914,0.5960626,-0.015738420419914,72,"Resident (72)"
34080,"short distance",0.594405787837989,0.5960626,0.00165681216201108,78,"Short Distance (78)"
34080,"long distance",0.579082498286273,0.5960626,0.0169801017137274,123,"Long Distance (123)"
35005,"resident",0.530327048064839,0.5712049,0.0408778519351607,72,"Resident (72)"
35005,"short distance",0.580277516330569,0.5712049,-0.00907261633056911,78,"Short Distance (78)"
35005,"long distance",0.608501999062882,0.5712049,-0.037297099062882,123,"Long Distance (123)"
35009,"resident",0.53708450993742,0.5750605,0.0379759900625798,72,"Resident (72)"
35009,"short distance",0.579902101298247,0.5750605,-0.00484160129824751,78,"Short Distance (78)"
35009,"long distance",0.614742229207458,0.5750605,-0.0396817292074578,123,"Long Distance (123)"
35010,"resident",0.533688654656684,0.5465393,0.0128506453433163,72,"Resident (72)"
35010,"short distance",0.567698190616653,0.5465393,-0.0211588906166528,78,"Short Distance (78)"
35010,"long distance",0.542673673614273,0.5465393,0.00386562638572685,123,"Long Distance (123)"
35011,"resident",0.538862926107965,0.5473425,0.00847957389203446,72,"Resident (72)"
35011,"short distance",0.568226009788241,0.5473425,-0.0208835097882411,78,"Short Distance (78)"
35011,"long distance",0.539610080779827,0.5473425,0.00773241922017309,123,"Long Distance (123)"
35012,"resident",0.539738156170827,0.5474038,0.00766564382917312,72,"Resident (72)"
35012,"short distance",0.560049404940795,0.5474038,-0.0126456049407951,78,"Short Distance (78)"
35012,"long distance",0.545876879726215,0.5474038,0.0015269202737852,123,"Long Distance (123)"
35013,"resident",0.520505370375008,0.5170954,-0.00340997037500834,72,"Resident (72)"
35013,"short distance",0.515960734362224,0.5170954,0.00113466563777642,78,"Short Distance (78)"
35013,"long distance",0.51482711530072,0.5170954,0.00226828469928009,123,"Long Distance (123)"
35014,"resident",0.533272183427198,0.5362466,0.00297441657280251,72,"Resident (72)"
35014,"short distance",0.546200978176304,0.5362466,-0.0099543781763044,78,"Short Distance (78)"
35014,"long distance",0.532001373490225,0.5362466,0.00424522650977543,123,"Long Distance (123)"
35020,"resident",0.528226823541259,0.5219384,-0.00628842354125903,72,"Resident (72)"
35020,"short distance",0.515254269810504,0.5219384,0.00668413018949565,78,"Short Distance (78)"
35020,"long distance",0.52182624407308,0.5219384,0.00011215592691971,123,"Long Distance (123)"
35021,"resident",0.596182616423274,0.5690525,-0.027130116423274,72,"Resident (72)"
35021,"short distance",0.557688009440544,0.5690525,0.0113644905594561,78,"Short Distance (78)"
35021,"long distance",0.552811919945644,0.5690525,0.0162405800543559,123,"Long Distance (123)"
35022,"resident",0.585908003246312,0.5659995,-0.0199085032463119,72,"Resident (72)"
35022,"short distance",0.563316289536034,0.5659995,0.00268321046396647,78,"Short Distance (78)"
35022,"long distance",0.547469455732942,0.5659995,0.0185300442670576,123,"Long Distance (123)"
35026,"resident",0.585908003246312,0.5659995,-0.0199085032463119,72,"Resident (72)"
35026,"short distance",0.563316289536034,0.5659995,0.00268321046396647,78,"Short Distance (78)"
35026,"long distance",0.547469455732942,0.5659995,0.0185300442670576,123,"Long Distance (123)"
35029,"resident",0.534551210206756,0.5263607,-0.0081905102067561,72,"Resident (72)"
35029,"short distance",0.533154657327761,0.5263607,-0.00679395732776122,78,"Short Distance (78)"
35029,"long distance",0.511216734548915,0.5263607,0.0151439654510848,123,"Long Distance (123)"
35035,"resident",0.586367840034699,0.5670363,-0.0193315400346989,72,"Resident (72)"
35035,"short distance",0.558021550523723,0.5670363,0.00901474947627678,78,"Short Distance (78)"
35035,"long distance",0.557017886626179,0.5670363,0.0100184133738209,123,"Long Distance (123)"
35038,"resident",0.575783573986127,0.567591,-0.00819257398612738,72,"Resident (72)"
35038,"short distance",0.57053812552399,0.567591,-0.00294712552398957,78,"Short Distance (78)"
35038,"long distance",0.555835289962028,0.567591,0.0117557100379723,123,"Long Distance (123)"
35115,"resident",0.533299478511964,0.5223696,-0.0109298785119641,72,"Resident (72)"
35115,"short distance",0.514609797202541,0.5223696,0.0077598027974588,78,"Short Distance (78)"
35115,"long distance",0.518013503833318,0.5223696,0.00435609616668231,123,"Long Distance (123)"
36002,"resident",0.541841156051281,0.5551618,0.0133206439487191,72,"Resident (72)"
36002,"short distance",0.571863931344691,0.5551618,-0.0167021313446913,78,"Short Distance (78)"
36002,"long distance",0.552213100930997,0.5551618,0.00294869906900319,123,"Long Distance (123)"
36003,"resident",0.546885278608364,0.5578269,0.0109416213916356,72,"Resident (72)"
36003,"short distance",0.571339544720567,0.5578269,-0.0135126447205675,78,"Short Distance (78)"
36003,"long distance",0.555274083881905,0.5578269,0.00255281611809466,123,"Long Distance (123)"
36006,"resident",0.547986510262659,0.5776098,0.0296232897373406,72,"Resident (72)"
36006,"short distance",0.593172896278281,0.5776098,-0.0155630962782813,78,"Short Distance (78)"
36006,"long distance",0.5953900531427,0.5776098,-0.0177802531426997,123,"Long Distance (123)"
36011,"resident",0.536005332294357,0.5499929,0.0139875677056428,72,"Resident (72)"
36011,"short distance",0.560208422112749,0.5499929,-0.0102155221127491,78,"Short Distance (78)"
36011,"long distance",0.555857735880403,0.5499929,-0.00586483588040343,123,"Long Distance (123)"
36013,"resident",0.310496111342357,0.3137579,0.00326178865764265,72,"Resident (72)"
36013,"short distance",0.314920895799339,0.3137579,-0.00116299579933887,78,"Short Distance (78)"
36013,"long distance",0.315672402073891,0.3137579,-0.00191450207389127,123,"Long Distance (123)"
36014,"resident",0.310496111342357,0.3137579,0.00326178865764265,72,"Resident (72)"
36014,"short distance",0.314920895799339,0.3137579,-0.00116299579933887,78,"Short Distance (78)"
36014,"long distance",0.315672402073891,0.3137579,-0.00191450207389127,123,"Long Distance (123)"
36017,"resident",0.549145188553397,0.5746262,0.0254810114466032,72,"Resident (72)"
36017,"short distance",0.586743695847387,0.5746262,-0.0121174958473865,78,"Short Distance (78)"
36017,"long distance",0.590903343022494,0.5746262,-0.0162771430224937,123,"Long Distance (123)"
36028,"resident",0.570478917339839,0.5711779,0.000698982660160663,72,"Resident (72)"
36028,"short distance",0.581452088514407,0.5711779,-0.0102741885144073,78,"Short Distance (78)"
36028,"long distance",0.56222100050497,0.5711779,0.00895689949503042,123,"Long Distance (123)"
36032,"resident",0.309931954321309,0.3116562,0.00172424567869084,72,"Resident (72)"
36032,"short distance",0.312270237573085,0.3116562,-0.00061403757308548,78,"Short Distance (78)"
36032,"long distance",0.312540145211814,0.3116562,-0.000883945211813508,123,"Long Distance (123)"
36033,"resident",0.570846478048882,0.5787096,0.00786312195111838,72,"Resident (72)"
36033,"short distance",0.59190893811485,0.5787096,-0.0131993381148504,78,"Short Distance (78)"
36033,"long distance",0.574874273219505,0.5787096,0.0038353267804947,123,"Long Distance (123)"
38001,"resident",0.553697350712566,0.5497216,-0.00397575071256628,72,"Resident (72)"
38001,"short distance",0.549261007845573,0.5497216,0.000460592154427064,78,"Short Distance (78)"
38001,"long distance",0.545812782937958,0.5497216,0.00390881706204205,123,"Long Distance (123)"
38003,"resident",0.547416441453554,0.5485438,0.00112735854644563,72,"Resident (72)"
38003,"short distance",0.54926426160891,0.5485438,-0.000720461608909595,78,"Short Distance (78)"
38003,"long distance",0.5500010940783,0.5485438,-0.0014572940783002,123,"Long Distance (123)"
38014,"resident",0.551757796976099,0.5493574,-0.00240039697609917,72,"Resident (72)"
38014,"short distance",0.54845998090677,0.5493574,0.000897419093230378,78,"Short Distance (78)"
38014,"long distance",0.548352894336428,0.5493574,0.0010045056635718,123,"Long Distance (123)"
38015,"resident",0.551757796976099,0.5493574,-0.00240039697609917,72,"Resident (72)"
38015,"short distance",0.54845998090677,0.5493574,0.000897419093230378,78,"Short Distance (78)"
38015,"long distance",0.548352894336428,0.5493574,0.0010045056635718,123,"Long Distance (123)"
38016,"resident",0.554189048183143,0.5519174,-0.00227164818314307,72,"Resident (72)"
38016,"short distance",0.551368351321452,0.5519174,0.000549048678547659,78,"Short Distance (78)"
38016,"long distance",0.550766681408038,0.5519174,0.00115071859196181,123,"Long Distance (123)"
38017,"resident",0.551757796976099,0.5493574,-0.00240039697609917,72,"Resident (72)"
38017,"short distance",0.54845998090677,0.5493574,0.000897419093230378,78,"Short Distance (78)"
38017,"long distance",0.548352894336428,0.5493574,0.0010045056635718,123,"Long Distance (123)"
38026,"resident",0.551757796976099,0.5493574,-0.00240039697609917,72,"Resident (72)"
38026,"short distance",0.54845998090677,0.5493574,0.000897419093230378,78,"Short Distance (78)"
38026,"long distance",0.548352894336428,0.5493574,0.0010045056635718,123,"Long Distance (123)"
38027,"resident",0.551757796976099,0.5493574,-0.00240039697609917,72,"Resident (72)"
38027,"short distance",0.54845998090677,0.5493574,0.000897419093230378,78,"Short Distance (78)"
38027,"long distance",0.548352894336428,0.5493574,0.0010045056635718,123,"Long Distance (123)"
38029,"resident",0.554189048183143,0.5519174,-0.00227164818314307,72,"Resident (72)"
38029,"short distance",0.551368351321452,0.5519174,0.000549048678547659,78,"Short Distance (78)"
38029,"long distance",0.550766681408038,0.5519174,0.00115071859196181,123,"Long Distance (123)"
39001,"resident",0.485549656791644,0.4843229,-0.00122675679164413,72,"Resident (72)"
39001,"short distance",0.487562766370346,0.4843229,-0.00323986637034585,78,"Short Distance (78)"
39001,"long distance",0.479293787562198,0.4843229,0.00502911243780191,123,"Long Distance (123)"
39003,"resident",0.54695868427769,0.5842502,0.0372915157223105,72,"Resident (72)"
39003,"short distance",0.581120318988151,0.5842502,0.00312988101184952,78,"Short Distance (78)"
39003,"long distance",0.630579659049767,0.5842502,-0.0463294590497666,123,"Long Distance (123)"
39006,"resident",0.59348904934109,0.5985513,0.00506225065890953,72,"Resident (72)"
39006,"short distance",0.613848914045442,0.5985513,-0.0152976140454423,78,"Short Distance (78)"
39006,"long distance",0.588645070716925,0.5985513,0.00990622928307483,123,"Long Distance (123)"
39009,"resident",0.584146853389194,0.5884158,0.00426894661080601,72,"Resident (72)"
39009,"short distance",0.60621948728174,0.5884158,-0.0178036872817396,78,"Short Distance (78)"
39009,"long distance",0.573395343546461,0.5884158,0.0150204564535388,123,"Long Distance (123)"
39010,"resident",0.487630553809588,0.4842505,-0.00338005380958772,72,"Resident (72)"
39010,"short distance",0.49234518319785,0.4842505,-0.00809468319785023,78,"Short Distance (78)"
39010,"long distance",0.470780261894045,0.4842505,0.0134702381059554,123,"Long Distance (123)"
39021,"resident",0.579136958496611,0.5811464,0.00200944150338878,72,"Resident (72)"
39021,"short distance",0.592536863759221,0.5811464,-0.0113904637592215,78,"Short Distance (78)"
39021,"long distance",0.57118519483858,0.5811464,0.00996120516141996,123,"Long Distance (123)"
39025,"resident",0.578733224554195,0.57568,-0.00305322455419466,72,"Resident (72)"
39025,"short distance",0.583289100221322,0.57568,-0.00760910022132166,78,"Short Distance (78)"
39025,"long distance",0.564056007236439,0.57568,0.0116239927635613,123,"Long Distance (123)"
39036,"resident",0.61077152407337,0.6036767,-0.00709482407336992,72,"Resident (72)"
39036,"short distance",0.613699158787797,0.6036767,-0.010022458787797,78,"Short Distance (78)"
39036,"long distance",0.583567274468293,0.6036767,0.020109425531707,123,"Long Distance (123)"
39039,"resident",0.578302930233317,0.5715926,-0.00671033023331669,72,"Resident (72)"
39039,"short distance",0.578621583265325,0.5715926,-0.00702898326532531,78,"Short Distance (78)"
39039,"long distance",0.556774153928842,0.5715926,0.0148184460711581,123,"Long Distance (123)"
39040,"resident",0.578733224554195,0.57568,-0.00305322455419466,72,"Resident (72)"
39040,"short distance",0.583289100221322,0.57568,-0.00760910022132166,78,"Short Distance (78)"
39040,"long distance",0.564056007236439,0.57568,0.0116239927635613,123,"Long Distance (123)"
39041,"resident",0.578733224554195,0.57568,-0.00305322455419466,72,"Resident (72)"
39041,"short distance",0.583289100221322,0.57568,-0.00760910022132166,78,"Short Distance (78)"
39041,"long distance",0.564056007236439,0.57568,0.0116239927635613,123,"Long Distance (123)"
39044,"resident",0.578733224554195,0.57568,-0.00305322455419466,72,"Resident (72)"
39044,"short distance",0.583289100221322,0.57568,-0.00760910022132166,78,"Short Distance (78)"
39044,"long distance",0.564056007236439,0.57568,0.0116239927635613,123,"Long Distance (123)"
39137,"resident",0.578302930233317,0.5715926,-0.00671033023331669,72,"Resident (72)"
39137,"short distance",0.578621583265325,0.5715926,-0.00702898326532531,78,"Short Distance (78)"
39137,"long distance",0.556774153928842,0.5715926,0.0148184460711581,123,"Long Distance (123)"
42012,"resident",0.57690527783475,0.5967122,0.0198069221652503,72,"Resident (72)"
42012,"short distance",0.592855462891348,0.5967122,0.0038567371086522,78,"Short Distance (78)"
42012,"long distance",0.625661662345451,0.5967122,-0.0289494623454506,123,"Long Distance (123)"
44001,"resident",0.576468690953403,0.6072143,0.0307456090465973,72,"Resident (72)"
44001,"short distance",0.607958104428344,0.6072143,-0.000743804428343542,78,"Short Distance (78)"
44001,"long distance",0.632070928837731,0.6072143,-0.0248566288377313,123,"Long Distance (123)"
44003,"resident",0.591390789568396,0.5825374,-0.00885338956839588,72,"Resident (72)"
44003,"short distance",0.565371049241766,0.5825374,0.0171663507582338,78,"Short Distance (78)"
44003,"long distance",0.582572779490473,0.5825374,-3.537949047272e-05,123,"Long Distance (123)"
44004,"resident",0.576468690953403,0.6072143,0.0307456090465973,72,"Resident (72)"
44004,"short distance",0.607958104428344,0.6072143,-0.000743804428343542,78,"Short Distance (78)"
44004,"long distance",0.632070928837731,0.6072143,-0.0248566288377313,123,"Long Distance (123)"
44006,"resident",0.394210834686033,0.3931265,-0.0010843346860327,72,"Resident (72)"
44006,"short distance",0.404359337157371,0.3931265,-0.0112328371573714,78,"Short Distance (78)"
44006,"long distance",0.378515668331516,0.3931265,0.0146108316684836,123,"Long Distance (123)"
44007,"resident",0.391181409975464,0.3899231,-0.00125830997546433,72,"Resident (72)"
44007,"short distance",0.398593806317827,0.3899231,-0.00867070631782729,78,"Short Distance (78)"
44007,"long distance",0.375277311757231,0.3899231,0.0146457882427695,123,"Long Distance (123)"
44009,"resident",0.597764214164452,0.5836419,-0.014122314164452,72,"Resident (72)"
44009,"short distance",0.568953192057604,0.5836419,0.0146887079423961,78,"Short Distance (78)"
44009,"long distance",0.577069909977299,0.5836419,0.0065719900227007,123,"Long Distance (123)"
44010,"resident",0.393731648397111,0.3924964,-0.00123524839711087,72,"Resident (72)"
44010,"short distance",0.404715917007545,0.3924964,-0.0122195170075447,78,"Short Distance (78)"
44010,"long distance",0.377085779055841,0.3924964,0.0154106209441593,123,"Long Distance (123)"
44012,"resident",0.600487866190323,0.585639,-0.0148488661903228,72,"Resident (72)"
44012,"short distance",0.571497464837877,0.585639,0.0141415351621228,78,"Short Distance (78)"
44012,"long distance",0.577318574178465,0.585639,0.00832042582153525,123,"Long Distance (123)"
44013,"resident",0.600864721697127,0.5830206,-0.017844121697127,72,"Resident (72)"
44013,"short distance",0.569128729129183,0.5830206,0.013891870870817,78,"Short Distance (78)"
44013,"long distance",0.570852377644971,0.5830206,0.0121682223550292,123,"Long Distance (123)"
44019,"resident",0.391622510524391,0.3903812,-0.00124131052439147,72,"Resident (72)"
44019,"short distance",0.403512580825155,0.3903812,-0.0131313808251553,78,"Short Distance (78)"
44019,"long distance",0.374568711749663,0.3903812,0.0158124882503365,123,"Long Distance (123)"
44026,"resident",0.386557327132612,0.3843731,-0.00218422713261174,72,"Resident (72)"
44026,"short distance",0.391076923498493,0.3843731,-0.00670382349849308,78,"Short Distance (78)"
44026,"long distance",0.370573925434882,0.3843731,0.0137991745651176,123,"Long Distance (123)"
44031,"resident",0.393731648397111,0.3924964,-0.00123524839711087,72,"Resident (72)"
44031,"short distance",0.404715917007545,0.3924964,-0.0122195170075447,78,"Short Distance (78)"
44031,"long distance",0.377085779055841,0.3924964,0.0154106209441593,123,"Long Distance (123)"
44032,"resident",0.393731648397111,0.3924964,-0.00123524839711087,72,"Resident (72)"
44032,"short distance",0.404715917007545,0.3924964,-0.0122195170075447,78,"Short Distance (78)"
44032,"long distance",0.377085779055841,0.3924964,0.0154106209441593,123,"Long Distance (123)"
44033,"resident",0.377731037330109,0.3763597,-0.00137133733010919,72,"Resident (72)"
44033,"short distance",0.379404292515028,0.3763597,-0.00304459251502825,78,"Short Distance (78)"
44033,"long distance",0.369019771120544,0.3763597,0.00733992887945573,123,"Long Distance (123)"
44120,"resident",0.366653083665877,0.3650488,-0.00160428366587717,72,"Resident (72)"
44120,"short distance",0.373486872446701,0.3650488,-0.00843807244670053,78,"Short Distance (78)"
44120,"long distance",0.352896983212411,0.3650488,0.0121518167875894,123,"Long Distance (123)"
45002,"resident",0.310109385029399,0.3168591,0.00674971497060095,72,"Resident (72)"
45002,"short distance",0.319075771298078,0.3168591,-0.00221667129807807,78,"Short Distance (78)"
45002,"long distance",0.321951729139202,0.3168591,-0.00509262913920216,123,"Long Distance (123)"
45005,"resident",0.310109385029399,0.3168591,0.00674971497060095,72,"Resident (72)"
45005,"short distance",0.319075771298078,0.3168591,-0.00221667129807807,78,"Short Distance (78)"
45005,"long distance",0.321951729139202,0.3168591,-0.00509262913920216,123,"Long Distance (123)"
45018,"resident",0.30483209704503,0.3153395,0.0105074029549699,72,"Resident (72)"
45018,"short distance",0.316997413271097,0.3153395,-0.00165791327109699,78,"Short Distance (78)"
45018,"long distance",0.326570301647922,0.3153395,-0.0112308016479217,123,"Long Distance (123)"
45021,"resident",0.30483209704503,0.3153395,0.0105074029549699,72,"Resident (72)"
45021,"short distance",0.316997413271097,0.3153395,-0.00165791327109699,78,"Short Distance (78)"
45021,"long distance",0.326570301647922,0.3153395,-0.0112308016479217,123,"Long Distance (123)"
45101,"resident",0.316036587234577,0.3139003,-0.00213628723457726,72,"Resident (72)"
45101,"short distance",0.312340107616922,0.3139003,0.00156019238307753,78,"Short Distance (78)"
45101,"long distance",0.309956306157894,0.3139003,0.00394399384210614,123,"Long Distance (123)"
45105,"resident",0.31016556042958,0.3172083,0.00704273957041973,72,"Resident (72)"
45105,"short distance",0.317425854543311,0.3172083,-0.000217554543310683,78,"Short Distance (78)"
45105,"long distance",0.325148063212189,0.3172083,-0.00793976321218864,123,"Long Distance (123)"
45107,"resident",0.31016556042958,0.3172083,0.00704273957041973,72,"Resident (72)"
45107,"short distance",0.317425854543311,0.3172083,-0.000217554543310683,78,"Short Distance (78)"
45107,"long distance",0.325148063212189,0.3172083,-0.00793976321218864,123,"Long Distance (123)"
45113,"resident",0.316036587234577,0.3139003,-0.00213628723457726,72,"Resident (72)"
45113,"short distance",0.312340107616922,0.3139003,0.00156019238307753,78,"Short Distance (78)"
45113,"long distance",0.309956306157894,0.3139003,0.00394399384210614,123,"Long Distance (123)"
45116,"resident",0.30999272345335,0.3174714,0.00747867654665035,72,"Resident (72)"
45116,"short distance",0.317564692980432,0.3174714,-9.32929804317584e-05,78,"Short Distance (78)"
45116,"long distance",0.326304324608105,0.3174714,-0.0088329246081047,123,"Long Distance (123)"
46001,"resident",0.465258318543396,0.4906328,0.0253744814566043,72,"Resident (72)"
46001,"short distance",0.48622619330958,0.4906328,0.00440660669042042,78,"Short Distance (78)"
46001,"long distance",0.535145385270611,0.4906328,-0.0445125852706106,123,"Long Distance (123)"
46003,"resident",0.466047784446649,0.4890854,0.0230376155533508,72,"Resident (72)"
46003,"short distance",0.4855066727537,0.4890854,0.00357872724630037,78,"Short Distance (78)"
46003,"long distance",0.527072350412988,0.4890854,-0.0379869504129875,123,"Long Distance (123)"
46004,"resident",0.459222439786242,0.4839136,0.0246911602137579,72,"Resident (72)"
46004,"short distance",0.473554275265469,0.4839136,0.0103593247345311,78,"Short Distance (78)"
46004,"long distance",0.539230454075315,0.4839136,-0.0553168540753152,123,"Long Distance (123)"
46005,"resident",0.458686261427,0.4834499,0.0247636385729995,72,"Resident (72)"
46005,"short distance",0.475497962188261,0.4834499,0.00795193781173897,78,"Short Distance (78)"
46005,"long distance",0.532388119526294,0.4834499,-0.0489382195262943,123,"Long Distance (123)"
46006,"resident",0.460968359147891,0.490192,0.0292236408521087,72,"Resident (72)"
46006,"short distance",0.48429322184764,0.490192,0.00589877815236001,78,"Short Distance (78)"
46006,"long distance",0.541908063036905,0.490192,-0.0517160630369047,123,"Long Distance (123)"
46007,"resident",0.460968359147891,0.490192,0.0292236408521087,72,"Resident (72)"
46007,"short distance",0.48429322184764,0.490192,0.00589877815236001,78,"Short Distance (78)"
46007,"long distance",0.541908063036905,0.490192,-0.0517160630369047,123,"Long Distance (123)"
46008,"resident",0.460968359147891,0.490192,0.0292236408521087,72,"Resident (72)"
46008,"short distance",0.48429322184764,0.490192,0.00589877815236001,78,"Short Distance (78)"
46008,"long distance",0.541908063036905,0.490192,-0.0517160630369047,123,"Long Distance (123)"
46011,"resident",0.495786532711347,0.5342981,0.0385115672886525,72,"Resident (72)"
46011,"short distance",0.53458296773697,0.5342981,-0.000284867736969674,78,"Short Distance (78)"
46011,"long distance",0.57407151999999,0.5342981,-0.0397734199999904,123,"Long Distance (123)"
46013,"resident",0.495786532711347,0.5342981,0.0385115672886525,72,"Resident (72)"
46013,"short distance",0.53458296773697,0.5342981,-0.000284867736969674,78,"Short Distance (78)"
46013,"long distance",0.57407151999999,0.5342981,-0.0397734199999904,123,"Long Distance (123)"
46014,"resident",0.495786532711347,0.5342981,0.0385115672886525,72,"Resident (72)"
46014,"short distance",0.53458296773697,0.5342981,-0.000284867736969674,78,"Short Distance (78)"
46014,"long distance",0.57407151999999,0.5342981,-0.0397734199999904,123,"Long Distance (123)"
46015,"resident",0.495786532711347,0.5342981,0.0385115672886525,72,"Resident (72)"
46015,"short distance",0.53458296773697,0.5342981,-0.000284867736969674,78,"Short Distance (78)"
46015,"long distance",0.57407151999999,0.5342981,-0.0397734199999904,123,"Long Distance (123)"
46016,"resident",0.495786532711347,0.5342981,0.0385115672886525,72,"Resident (72)"
46016,"short distance",0.53458296773697,0.5342981,-0.000284867736969674,78,"Short Distance (78)"
46016,"long distance",0.57407151999999,0.5342981,-0.0397734199999904,123,"Long Distance (123)"
46017,"resident",0.495786532711347,0.5342981,0.0385115672886525,72,"Resident (72)"
46017,"short distance",0.53458296773697,0.5342981,-0.000284867736969674,78,"Short Distance (78)"
46017,"long distance",0.57407151999999,0.5342981,-0.0397734199999904,123,"Long Distance (123)"
46027,"resident",0.558439732150093,0.6021607,0.0437209678499074,72,"Resident (72)"
46027,"short distance",0.618502483349912,0.6021607,-0.016341783349912,78,"Short Distance (78)"
46027,"long distance",0.622093650880197,0.6021607,-0.019932950880197,123,"Long Distance (123)"
46029,"resident",0.558439732150093,0.6021607,0.0437209678499074,72,"Resident (72)"
46029,"short distance",0.618502483349912,0.6021607,-0.016341783349912,78,"Short Distance (78)"
46029,"long distance",0.622093650880197,0.6021607,-0.019932950880197,123,"Long Distance (123)"
46030,"resident",0.556959665023875,0.6018948,0.0449351349761246,72,"Resident (72)"
46030,"short distance",0.615090656514622,0.6018948,-0.0131958565146217,78,"Short Distance (78)"
46030,"long distance",0.625613644831902,0.6018948,-0.0237188448319018,123,"Long Distance (123)"
46031,"resident",0.556959665023875,0.6018948,0.0449351349761246,72,"Resident (72)"
46031,"short distance",0.615090656514622,0.6018948,-0.0131958565146217,78,"Short Distance (78)"
46031,"long distance",0.625613644831902,0.6018948,-0.0237188448319018,123,"Long Distance (123)"
46032,"resident",0.495786532711347,0.5342981,0.0385115672886525,72,"Resident (72)"
46032,"short distance",0.53458296773697,0.5342981,-0.000284867736969674,78,"Short Distance (78)"
46032,"long distance",0.57407151999999,0.5342981,-0.0397734199999904,123,"Long Distance (123)"
46033,"resident",0.581855000911929,0.6193666,0.0375115990880709,72,"Resident (72)"
46033,"short distance",0.630195850925086,0.6193666,-0.0108292509250862,78,"Short Distance (78)"
46033,"long distance",0.637398718132714,0.6193666,-0.0180321181327141,123,"Long Distance (123)"
46035,"resident",0.581855000911929,0.6193666,0.0375115990880709,72,"Resident (72)"
46035,"short distance",0.630195850925086,0.6193666,-0.0108292509250862,78,"Short Distance (78)"
46035,"long distance",0.637398718132714,0.6193666,-0.0180321181327141,123,"Long Distance (123)"
46036,"resident",0.57873448052181,0.6166937,0.0379592194781898,72,"Resident (72)"
46036,"short distance",0.625071551326566,0.6166937,-0.00837785132656621,78,"Short Distance (78)"
46036,"long distance",0.638005204470927,0.6166937,-0.0213115044709273,123,"Long Distance (123)"
46037,"resident",0.57873448052181,0.6166937,0.0379592194781898,72,"Resident (72)"
46037,"short distance",0.625071551326566,0.6166937,-0.00837785132656621,78,"Short Distance (78)"
46037,"long distance",0.638005204470927,0.6166937,-0.0213115044709273,123,"Long Distance (123)"
46038,"resident",0.575003410239649,0.6162683,0.0412648897603514,72,"Resident (72)"
46038,"short distance",0.629328902587109,0.6162683,-0.0130606025871088,78,"Short Distance (78)"
46038,"long distance",0.636624259469875,0.6162683,-0.0203559594698748,123,"Long Distance (123)"
46039,"resident",0.575003410239649,0.6162683,0.0412648897603514,72,"Resident (72)"
46039,"short distance",0.629328902587109,0.6162683,-0.0130606025871088,78,"Short Distance (78)"
46039,"long distance",0.636624259469875,0.6162683,-0.0203559594698748,123,"Long Distance (123)"
46041,"resident",0.558439732150093,0.6021607,0.0437209678499074,72,"Resident (72)"
46041,"short distance",0.618502483349912,0.6021607,-0.016341783349912,78,"Short Distance (78)"
46041,"long distance",0.622093650880197,0.6021607,-0.019932950880197,123,"Long Distance (123)"
46042,"resident",0.558439732150093,0.6021607,0.0437209678499074,72,"Resident (72)"
46042,"short distance",0.618502483349912,0.6021607,-0.016341783349912,78,"Short Distance (78)"
46042,"long distance",0.622093650880197,0.6021607,-0.019932950880197,123,"Long Distance (123)"
46043,"resident",0.558439732150093,0.6021607,0.0437209678499074,72,"Resident (72)"
46043,"short distance",0.618502483349912,0.6021607,-0.016341783349912,78,"Short Distance (78)"
46043,"long distance",0.622093650880197,0.6021607,-0.019932950880197,123,"Long Distance (123)"
46044,"resident",0.554712580693232,0.5991026,0.0443900193067677,72,"Resident (72)"
46044,"short distance",0.613949785308643,0.5991026,-0.0148471853086432,78,"Short Distance (78)"
46044,"long distance",0.62076965412306,0.5991026,-0.0216670541230597,123,"Long Distance (123)"
46046,"resident",0.559425248206055,0.6058182,0.0463929517939452,72,"Resident (72)"
46046,"short distance",0.622918178693286,0.6058182,-0.0170999786932865,78,"Short Distance (78)"
46046,"long distance",0.627490220975015,0.6058182,-0.0216720209750149,123,"Long Distance (123)"
46047,"resident",0.559425248206055,0.6058182,0.0463929517939452,72,"Resident (72)"
46047,"short distance",0.622918178693286,0.6058182,-0.0170999786932865,78,"Short Distance (78)"
46047,"long distance",0.627490220975015,0.6058182,-0.0216720209750149,123,"Long Distance (123)"
