"focal_rte","spp_excl_dir","Foraging","excl_dir","dir_diff"
36006,0.565526778292367,"swoops",0.50343284423506,0.0620939340573072
36011,0.540590921146094,"ground glean",0.501026315290635,0.0395646058554586
36011,0.540590921146094,"foliage glean",0.514355213091286,0.0262357080548083
36011,0.540590921146094,"bark glean",0.513163689793335,0.0274272313527593
36011,0.540590921146094,"aerial foraging",0.506165662716514,0.0344252584295796
36011,0.540590921146094,"hover/glean",0.510726337692251,0.0298645834538429
36011,0.540590921146094,"hawks",0.52672835432731,0.0138625668187838
36011,0.540590921146094,"swoops",0.509905620985595,0.030685300160499
36013,0.310036539446519,"ground glean",0.319510764264324,-0.00947422481780463
36013,0.310036539446519,"foliage glean",0.313986089191533,-0.0039495497450136
36013,0.310036539446519,"bark glean",0.317311714770683,-0.007275175324164
36013,0.310036539446519,"aerial foraging",0.317607540860525,-0.00757100141400596
36013,0.310036539446519,"hawks",0.31490624201634,-0.00486970256982072
36013,0.310036539446519,"hover/glean",0.325111880468697,-0.0150753410221778
36013,0.310036539446519,"swoops",0.317968262254724,-0.00793172280820514
36014,0.310036539446519,"ground glean",0.319510764264324,-0.00947422481780463
36014,0.310036539446519,"foliage glean",0.313986089191533,-0.0039495497450136
36014,0.310036539446519,"bark glean",0.317311714770683,-0.007275175324164
36014,0.310036539446519,"aerial foraging",0.317607540860525,-0.00757100141400596
36014,0.310036539446519,"hawks",0.31490624201634,-0.00486970256982072
36014,0.310036539446519,"hover/glean",0.325111880468697,-0.0150753410221778
36014,0.310036539446519,"swoops",0.317968262254724,-0.00793172280820514
36017,0.564191870027097,"ground glean",0.501907263935581,0.0622846060915159
36017,0.564191870027097,"foliage glean",0.506539598011247,0.0576522720158497
36017,0.564191870027097,"bark glean",0.511396410935077,0.0527954590920201
36017,0.564191870027097,"aerial foraging",0.505761345450667,0.0584305245764296
36017,0.564191870027097,"hawks",0.511966214662973,0.0522256553641242
36017,0.564191870027097,"hover/glean",0.507201566576147,0.0569903034509502
36017,0.564191870027097,"swoops",0.50773242962931,0.0564594403977867
36028,0.558585016213244,"ground glean",0.538161133640105,0.0204238825731391
36028,0.558585016213244,"foliage glean",0.567179201756431,-0.00859418554318736
36028,0.558585016213244,"bark glean",0.536726556739994,0.02185845947325
36028,0.558585016213244,"aerial foraging",0.52875610234475,0.0298289138684937
36028,0.558585016213244,"hover/glean",0.535266180632279,0.0233188355809647
36028,0.558585016213244,"hawks",0.538291243949366,0.0202937722638781
36028,0.558585016213244,"swoops",0.531682186308742,0.026902829904502
36032,0.308137443157577,"ground glean",0.316323126637377,-0.00818568347980003
36032,0.308137443157577,"foliage glean",0.311713452754127,-0.00357600959654991
36032,0.308137443157577,"bark glean",0.312694184669981,-0.00455674151240404
36032,0.308137443157577,"aerial foraging",0.31289921618703,-0.00476177302945274
36032,0.308137443157577,"hawks",0.309568251759621,-0.00143080860204398
36032,0.308137443157577,"hover/glean",0.318908765477436,-0.0107713223198587
36032,0.308137443157577,"swoops",0.313396987783205,-0.00525954462562828
36033,0.56030675692284,"ground glean",0.52738597133523,0.0329207855876104
36033,0.56030675692284,"foliage glean",0.545382007369617,0.0149247495532234
36033,0.56030675692284,"bark glean",0.525556468372552,0.0347502885502879
36033,0.56030675692284,"aerial foraging",0.522500073423591,0.0378066834992487
36033,0.56030675692284,"hover/glean",0.525351077191772,0.0349556797310676
36033,0.56030675692284,"hawks",0.525301410458767,0.0350053464640732
36033,0.56030675692284,"swoops",0.522708636893857,0.0375981200289828
38001,0.541836593905753,"ground glean",0.532934619721469,0.00890197418428418
38001,0.541836593905753,"foliage glean",0.554503072117878,-0.0126664782121254
38001,0.541836593905753,"bark glean",0.543192137676916,-0.00135554377116343
38001,0.541836593905753,"aerial foraging",0.527802036454683,0.0140345574510697
38001,0.541836593905753,"hover/glean",0.530391471458792,0.0114451224469614
38001,0.541836593905753,"hawks",0.536321459432136,0.0055151344736174
38001,0.541836593905753,"swoops",0.530259679673783,0.0115769142319702
38003,0.540970947563161,"ground glean",0.530496771166421,0.0104741763967395
38003,0.540970947563161,"foliage glean",0.563995273105081,-0.0230243255419205
38003,0.540970947563161,"bark glean",0.537734861887023,0.00323608567613798
38003,0.540970947563161,"aerial foraging",0.524016808853686,0.016954138709475
38003,0.540970947563161,"hover/glean",0.527672931536602,0.0132980160265589
38003,0.540970947563161,"hawks",0.534988004118099,0.00598294344506167
38003,0.540970947563161,"swoops",0.527658955539933,0.0133119920232284
38014,0.541818406411645,"ground glean",0.533061335974382,0.0087570704372627
38014,0.541818406411645,"foliage glean",0.559970162943671,-0.0181517565320259
38014,0.541818406411645,"bark glean",0.53717847048766,0.00463993592398537
38014,0.541818406411645,"aerial foraging",0.52482971221694,0.0169886941947052
38014,0.541818406411645,"hover/glean",0.530068320175326,0.0117500862363192
38014,0.541818406411645,"hawks",0.533099322515533,0.00871908389611165
38014,0.541818406411645,"swoops",0.529237521889578,0.0125808845220668
38015,0.541818406411645,"ground glean",0.533061335974382,0.0087570704372627
38015,0.541818406411645,"foliage glean",0.559970162943671,-0.0181517565320259
38015,0.541818406411645,"bark glean",0.53717847048766,0.00463993592398537
38015,0.541818406411645,"aerial foraging",0.52482971221694,0.0169886941947052
38015,0.541818406411645,"hover/glean",0.530068320175326,0.0117500862363192
38015,0.541818406411645,"hawks",0.533099322515533,0.00871908389611165
38015,0.541818406411645,"swoops",0.529237521889578,0.0125808845220668
38016,0.544270017788373,"ground glean",0.534914741017866,0.00935527677050718
38016,0.544270017788373,"foliage glean",0.566645073852163,-0.0223750560637903
38016,0.544270017788373,"bark glean",0.540639596138632,0.00363042164974114
38016,0.544270017788373,"aerial foraging",0.52848589510534,0.0157841226830329
38016,0.544270017788373,"hover/glean",0.53529738263561,0.0089726351527627
38016,0.544270017788373,"hawks",0.535926708858637,0.00834330892973567
38016,0.544270017788373,"swoops",0.532990203708791,0.0112798140795821
38017,0.541818406411645,"ground glean",0.533061335974382,0.0087570704372627
38017,0.541818406411645,"foliage glean",0.559970162943671,-0.0181517565320259
38017,0.541818406411645,"bark glean",0.53717847048766,0.00463993592398537
38017,0.541818406411645,"aerial foraging",0.52482971221694,0.0169886941947052
38017,0.541818406411645,"hover/glean",0.530068320175326,0.0117500862363192
38017,0.541818406411645,"hawks",0.533099322515533,0.00871908389611165
38017,0.541818406411645,"swoops",0.529237521889578,0.0125808845220668
38026,0.541818406411645,"ground glean",0.533061335974382,0.0087570704372627
38026,0.541818406411645,"foliage glean",0.559970162943671,-0.0181517565320259
38026,0.541818406411645,"bark glean",0.53717847048766,0.00463993592398537
38026,0.541818406411645,"aerial foraging",0.52482971221694,0.0169886941947052
38026,0.541818406411645,"hover/glean",0.530068320175326,0.0117500862363192
38026,0.541818406411645,"hawks",0.533099322515533,0.00871908389611165
38026,0.541818406411645,"swoops",0.529237521889578,0.0125808845220668
38027,0.541818406411645,"ground glean",0.533061335974382,0.0087570704372627
38027,0.541818406411645,"foliage glean",0.559970162943671,-0.0181517565320259
38027,0.541818406411645,"bark glean",0.53717847048766,0.00463993592398537
38027,0.541818406411645,"aerial foraging",0.52482971221694,0.0169886941947052
38027,0.541818406411645,"hover/glean",0.530068320175326,0.0117500862363192
38027,0.541818406411645,"hawks",0.533099322515533,0.00871908389611165
38027,0.541818406411645,"swoops",0.529237521889578,0.0125808845220668
38029,0.544270017788373,"ground glean",0.534914741017866,0.00935527677050718
38029,0.544270017788373,"foliage glean",0.566645073852163,-0.0223750560637903
38029,0.544270017788373,"bark glean",0.540639596138632,0.00363042164974114
38029,0.544270017788373,"aerial foraging",0.52848589510534,0.0157841226830329
38029,0.544270017788373,"hover/glean",0.53529738263561,0.0089726351527627
38029,0.544270017788373,"hawks",0.535926708858637,0.00834330892973567
38029,0.544270017788373,"swoops",0.532990203708791,0.0112798140795821
39001,0.461080406724764,"ground glean",0.429917821914906,0.0311625848098585
39001,0.461080406724764,"foliage glean",0.41495593426243,0.0461244724623336
39001,0.461080406724764,"bark glean",0.432619908296714,0.02846049842805
39001,0.461080406724764,"aerial foraging",0.417595772735033,0.0434846339897306
39001,0.461080406724764,"hover/glean",0.433355676427517,0.0277247302972469
39001,0.461080406724764,"hawks",0.428317127531379,0.0327632791933855
39003,0.54803131951968,"ground glean",0.500655265400408,0.0473760541192717
39003,0.54803131951968,"foliage glean",0.534349030458057,0.0136822890616228
39003,0.54803131951968,"bark glean",0.545912188115202,0.00211913140447761
39003,0.54803131951968,"aerial foraging",0.532916312043873,0.0151150074758066
39003,0.54803131951968,"hover/glean",0.530528015224099,0.0175033042955811
39003,0.54803131951968,"hawks",0.522011954756494,0.0260193647631864
39003,0.54803131951968,"swoops",0.527374245813745,0.0206570737059346
39006,0.575484632769873,"ground glean",0.507759401448045,0.067725231321828
39006,0.575484632769873,"foliage glean",0.520142673073578,0.0553419596962947
39006,0.575484632769873,"bark glean",0.532974792330482,0.0425098404393911
39006,0.575484632769873,"aerial foraging",0.517570901307568,0.0579137314623047
39006,0.575484632769873,"hover/glean",0.523691131664276,0.0517935011055971
39006,0.575484632769873,"hawks",0.524743035093889,0.0507415976759841
39006,0.575484632769873,"swoops",0.520202581921462,0.0552820508484115
39009,0.565515475322285,"ground glean",0.520102238002534,0.0454132373197511
39009,0.565515475322285,"foliage glean",0.485403580417162,0.0801118949051234
39009,0.565515475322285,"bark glean",0.512475547618288,0.0530399277039968
39009,0.565515475322285,"aerial foraging",0.501986010108784,0.0635294652135009
39009,0.565515475322285,"hover/glean",0.508859941954253,0.056655533368032
39009,0.565515475322285,"hawks",0.514084873644683,0.0514306016776018
39009,0.565515475322285,"swoops",0.506217810213985,0.0592976651083004
39010,0.462962187980703,"ground glean",0.427325106607957,0.0356370813727463
39010,0.462962187980703,"foliage glean",0.406044038074856,0.0569181499058471
39010,0.462962187980703,"bark glean",0.428391440315701,0.0345707476650016
39010,0.462962187980703,"aerial foraging",0.411396239163613,0.0515659488170896
39010,0.462962187980703,"hover/glean",0.428201386884817,0.0347608010958861
39010,0.462962187980703,"hawks",0.422384113480658,0.0405780745000451
39021,0.561645344367724,"ground glean",0.507225452483196,0.054419891884528
39021,0.561645344367724,"foliage glean",0.492328483629085,0.0693168607386385
39021,0.561645344367724,"bark glean",0.506630280151346,0.0550150642163777
39021,0.561645344367724,"aerial foraging",0.498771943181435,0.0628734011862888
39021,0.561645344367724,"hover/glean",0.508375938483362,0.0532694058843624
39021,0.561645344367724,"hawks",0.514604486737705,0.0470408576300191
39021,0.561645344367724,"swoops",0.504359572413428,0.0572857719542955
39025,0.5555374630237,"ground glean",0.493902061997932,0.0616354010257676
39025,0.5555374630237,"foliage glean",0.494476405644261,0.061061057379439
39025,0.5555374630237,"bark glean",0.500079351226113,0.0554581117975872
39025,0.5555374630237,"aerial foraging",0.484529017742184,0.0710084452815161
39025,0.5555374630237,"hover/glean",0.500393406319645,0.0551440567040546
39025,0.5555374630237,"hawks",0.503086322540559,0.0524511404831406
39025,0.5555374630237,"swoops",0.495595921524321,0.0599415414993794
39036,0.573793200078895,"ground glean",0.496501783644953,0.0772914164339418
39036,0.573793200078895,"foliage glean",0.54676187608035,0.0270313239985454
39036,0.573793200078895,"bark glean",0.549582253937105,0.0242109461417896
39036,0.573793200078895,"aerial foraging",0.525751045028655,0.0480421550502398
39036,0.573793200078895,"hover/glean",0.537718555862146,0.0360746442167486
39036,0.573793200078895,"hawks",0.544797343563577,0.0289958565153177
39036,0.573793200078895,"swoops",0.534572286294445,0.0392209137844501
39039,0.551625078317725,"ground glean",0.494236857667648,0.0573882206500768
39039,0.551625078317725,"foliage glean",0.492110431786785,0.05951464653094
39039,0.551625078317725,"bark glean",0.50550732387673,0.0461177544409954
39039,0.551625078317725,"aerial foraging",0.483612139990462,0.0680129383272625
39039,0.551625078317725,"hover/glean",0.501586373221811,0.0500387050959141
39039,0.551625078317725,"hawks",0.504622186218711,0.047002892099014
39039,0.551625078317725,"swoops",0.496477424680089,0.0551476536376355
39040,0.5555374630237,"ground glean",0.493902061997932,0.0616354010257676
39040,0.5555374630237,"foliage glean",0.494476405644261,0.061061057379439
39040,0.5555374630237,"bark glean",0.500079351226113,0.0554581117975872
39040,0.5555374630237,"aerial foraging",0.484529017742184,0.0710084452815161
39040,0.5555374630237,"hover/glean",0.500393406319645,0.0551440567040546
39040,0.5555374630237,"hawks",0.503086322540559,0.0524511404831406
39040,0.5555374630237,"swoops",0.495595921524321,0.0599415414993794
39041,0.5555374630237,"ground glean",0.493902061997932,0.0616354010257676
39041,0.5555374630237,"foliage glean",0.494476405644261,0.061061057379439
39041,0.5555374630237,"bark glean",0.500079351226113,0.0554581117975872
39041,0.5555374630237,"aerial foraging",0.484529017742184,0.0710084452815161
39041,0.5555374630237,"hover/glean",0.500393406319645,0.0551440567040546
39041,0.5555374630237,"hawks",0.503086322540559,0.0524511404831406
39041,0.5555374630237,"swoops",0.495595921524321,0.0599415414993794
39044,0.5555374630237,"ground glean",0.493902061997932,0.0616354010257676
39044,0.5555374630237,"foliage glean",0.494476405644261,0.061061057379439
39044,0.5555374630237,"bark glean",0.500079351226113,0.0554581117975872
39044,0.5555374630237,"aerial foraging",0.484529017742184,0.0710084452815161
39044,0.5555374630237,"hover/glean",0.500393406319645,0.0551440567040546
39044,0.5555374630237,"hawks",0.503086322540559,0.0524511404831406
39044,0.5555374630237,"swoops",0.495595921524321,0.0599415414993794
39137,0.551625078317725,"ground glean",0.494236857667648,0.0573882206500768
39137,0.551625078317725,"foliage glean",0.492110431786785,0.05951464653094
39137,0.551625078317725,"bark glean",0.50550732387673,0.0461177544409954
39137,0.551625078317725,"aerial foraging",0.483612139990462,0.0680129383272625
39137,0.551625078317725,"hover/glean",0.501586373221811,0.0500387050959141
39137,0.551625078317725,"hawks",0.504622186218711,0.047002892099014
39137,0.551625078317725,"swoops",0.496477424680089,0.0551476536376355
42012,0.570478981536794,"ground glean",0.519564154979848,0.0509148265569456
42012,0.570478981536794,"foliage glean",0.545591201393806,0.0248877801429878
42012,0.570478981536794,"bark glean",0.5488407497373,0.0216382317994944
42012,0.570478981536794,"aerial foraging",0.520530117800673,0.0499488637361214
42012,0.570478981536794,"hover/glean",0.533306112758032,0.0371728687787618
42012,0.570478981536794,"hawks",0.524938990816755,0.0455399907200387
42012,0.570478981536794,"swoops",0.527540636666491,0.0429383448703032
44001,0.580831744012666,"ground glean",0.511958932029608,0.0688728119830578
44001,0.580831744012666,"foliage glean",0.535301582674352,0.0455301613383142
44001,0.580831744012666,"bark glean",0.5269784057312,0.0538533382814663
44001,0.580831744012666,"aerial foraging",0.52978903316205,0.0510427108506162
44001,0.580831744012666,"hover/glean",0.535033410324001,0.0457983336886654
44001,0.580831744012666,"hawks",0.545122338723046,0.0357094052896196
44003,0.571247823528928,"ground glean",0.525662255909577,0.0455855676193513
44003,0.571247823528928,"foliage glean",0.537922516579409,0.0333253069495189
44003,0.571247823528928,"bark glean",0.536373509434831,0.0348743140940966
44003,0.571247823528928,"aerial foraging",0.532509728290354,0.0387380952385744
44003,0.571247823528928,"hover/glean",0.53393516799122,0.0373126555377082
44003,0.571247823528928,"hawks",0.534505956003714,0.0367418675252138
44004,0.580831744012666,"ground glean",0.511958932029608,0.0688728119830578
44004,0.580831744012666,"foliage glean",0.535301582674352,0.0455301613383142
44004,0.580831744012666,"bark glean",0.5269784057312,0.0538533382814663
44004,0.580831744012666,"aerial foraging",0.52978903316205,0.0510427108506162
44004,0.580831744012666,"hover/glean",0.535033410324001,0.0457983336886654
44004,0.580831744012666,"hawks",0.545122338723046,0.0357094052896196
44006,0.388052153351839,"ground glean",0.367626089707885,0.020426063643954
44006,0.388052153351839,"foliage glean",0.367733057298214,0.0203190960536247
44006,0.388052153351839,"bark glean",0.368018725821815,0.0200334275300242
44006,0.388052153351839,"aerial foraging",0.36587913456872,0.0221730187831194
44006,0.388052153351839,"hover/glean",0.362531173537959,0.0255209798138803
44006,0.388052153351839,"hawks",0.369611678959647,0.0184404743921919
44007,0.38425266659819,"ground glean",0.365514163263568,0.0187385033346225
44007,0.38425266659819,"foliage glean",0.368069757794849,0.0161829088033413
44007,0.38425266659819,"bark glean",0.364912412345479,0.0193402542527105
44007,0.38425266659819,"aerial foraging",0.36415881685198,0.0200938497462096
44007,0.38425266659819,"hover/glean",0.360007851158402,0.0242448154397876
44007,0.38425266659819,"hawks",0.365590812294021,0.0186618543041693
44009,0.573268956117492,"ground glean",0.526543092426156,0.0467258636913357
44009,0.573268956117492,"foliage glean",0.537544384255809,0.0357245718616831
44009,0.573268956117492,"bark glean",0.53747316882313,0.0357957872943617
44009,0.573268956117492,"aerial foraging",0.536355460414333,0.0369134957031594
44009,0.573268956117492,"hover/glean",0.534595780472825,0.0386731756446671
44009,0.573268956117492,"hawks",0.531528811928549,0.041740144188943
44010,0.387593944008638,"ground glean",0.368477252671249,0.0191166913373885
44010,0.387593944008638,"foliage glean",0.368484006760337,0.019109937248301
44010,0.387593944008638,"bark glean",0.368428889405972,0.0191650546026664
44010,0.387593944008638,"aerial foraging",0.366160667104165,0.0214332769044731
44010,0.387593944008638,"hover/glean",0.362874754266386,0.0247191897422521
44010,0.387593944008638,"hawks",0.369849273005607,0.0177446710030307
44012,0.575311636528196,"ground glean",0.530213718366873,0.0450979181613231
44012,0.575311636528196,"foliage glean",0.545660521144148,0.0296511153840475
44012,0.575311636528196,"bark glean",0.541276375214627,0.0340352613135688
44012,0.575311636528196,"aerial foraging",0.539694423522808,0.0356172130053876
44012,0.575311636528196,"hover/glean",0.539865867163964,0.035445769364232
44012,0.575311636528196,"hawks",0.538212182183684,0.0370994543445121
44013,0.57337982344903,"ground glean",0.530001076768227,0.0433787466808034
44013,0.57337982344903,"foliage glean",0.539696388634208,0.0336834348148217
44013,0.57337982344903,"bark glean",0.539560719790927,0.0338191036581029
44013,0.57337982344903,"aerial foraging",0.539483108842756,0.0338967146062736
44013,0.57337982344903,"hover/glean",0.534886260699828,0.0384935627492021
44013,0.57337982344903,"hawks",0.530690394406376,0.0426894290426545
44019,0.385445593900689,"ground glean",0.368019922273094,0.017425671627595
44019,0.385445593900689,"foliage glean",0.367300905221121,0.0181446886795678
44019,0.385445593900689,"bark glean",0.366958161453006,0.018487432447683
44019,0.385445593900689,"aerial foraging",0.364904692765745,0.0205409011349437
44019,0.385445593900689,"hover/glean",0.361002961075343,0.0244426328253461
44019,0.385445593900689,"hawks",0.368740975313456,0.0167046185872326
44026,0.380100348654282,"ground glean",0.360662165447352,0.0194381832069304
44026,0.380100348654282,"foliage glean",0.358339609824083,0.0217607388301986
44026,0.380100348654282,"bark glean",0.36563785971822,0.0144624889360618
44026,0.380100348654282,"aerial foraging",0.3651833533164,0.0149169953378818
44026,0.380100348654282,"hover/glean",0.362159809191948,0.0179405394623339
44026,0.380100348654282,"hawks",0.37172236712838,0.00837798152590169
44031,0.387593944008638,"ground glean",0.368477252671249,0.0191166913373885
44031,0.387593944008638,"foliage glean",0.368484006760337,0.019109937248301
44031,0.387593944008638,"bark glean",0.368428889405972,0.0191650546026664
44031,0.387593944008638,"aerial foraging",0.366160667104165,0.0214332769044731
44031,0.387593944008638,"hover/glean",0.362874754266386,0.0247191897422521
44031,0.387593944008638,"hawks",0.369849273005607,0.0177446710030307
44032,0.387593944008638,"ground glean",0.368477252671249,0.0191166913373885
44032,0.387593944008638,"foliage glean",0.368484006760337,0.019109937248301
44032,0.387593944008638,"bark glean",0.368428889405972,0.0191650546026664
44032,0.387593944008638,"aerial foraging",0.366160667104165,0.0214332769044731
44032,0.387593944008638,"hover/glean",0.362874754266386,0.0247191897422521
44032,0.387593944008638,"hawks",0.369849273005607,0.0177446710030307
44033,0.372248075403028,"ground glean",0.349858620425838,0.0223894549771902
44033,0.372248075403028,"foliage glean",0.354618118095602,0.0176299573074258
44033,0.372248075403028,"bark glean",0.359140915016482,0.0131071603865459
44033,0.372248075403028,"aerial foraging",0.358581612165308,0.0136664632377203
44033,0.372248075403028,"hover/glean",0.355085073364109,0.0171630020389192
44033,0.372248075403028,"hawks",0.363144234250942,0.00910384115208607
44120,0.361152844142287,"ground glean",0.342591132163351,0.0185617119789359
44120,0.361152844142287,"foliage glean",0.344907140189588,0.0162457039526992
44120,0.361152844142287,"bark glean",0.347098088966396,0.0140547551758908
44120,0.361152844142287,"aerial foraging",0.346120193824813,0.0150326503174745
44120,0.361152844142287,"hover/glean",0.340165448148097,0.0209873959941904
44120,0.361152844142287,"hawks",0.348978500728598,0.0121743434136892
45002,0.31397685746149,"ground glean",0.318200049689287,-0.0042231922277971
45002,0.31397685746149,"foliage glean",0.312138104702153,0.00183875275933715
45002,0.31397685746149,"bark glean",0.31530486452704,-0.00132800706555014
45002,0.31397685746149,"hawks",0.317012780272095,-0.00303592281060466
45002,0.31397685746149,"hover/glean",0.318727172955337,-0.00475031549384691
45002,0.31397685746149,"aerial foraging",0.315898792915071,-0.00192193545358127
45002,0.31397685746149,"swoops",0.314920521647478,-0.000943664185988125
45005,0.31397685746149,"ground glean",0.318200049689287,-0.0042231922277971
45005,0.31397685746149,"foliage glean",0.312138104702153,0.00183875275933715
45005,0.31397685746149,"bark glean",0.31530486452704,-0.00132800706555014
45005,0.31397685746149,"hawks",0.317012780272095,-0.00303592281060466
45005,0.31397685746149,"hover/glean",0.318727172955337,-0.00475031549384691
45005,0.31397685746149,"aerial foraging",0.315898792915071,-0.00192193545358127
45005,0.31397685746149,"swoops",0.314920521647478,-0.000943664185988125
45018,0.310652747210868,"ground glean",0.324687365554778,-0.0140346183439095
45018,0.310652747210868,"foliage glean",0.309075316668098,0.00157743054277037
45018,0.310652747210868,"bark glean",0.315849027323319,-0.0051962801124511
45018,0.310652747210868,"hawks",0.321499941279532,-0.0108471940686641
45018,0.310652747210868,"hover/glean",0.317917521137377,-0.00726477392650909
45018,0.310652747210868,"aerial foraging",0.316620848803098,-0.00596810159223027
45018,0.310652747210868,"swoops",0.315760825848693,-0.0051080786378247
45021,0.310652747210868,"ground glean",0.324687365554778,-0.0140346183439095
45021,0.310652747210868,"foliage glean",0.309075316668098,0.00157743054277037
45021,0.310652747210868,"bark glean",0.315849027323319,-0.0051962801124511
45021,0.310652747210868,"hawks",0.321499941279532,-0.0108471940686641
45021,0.310652747210868,"hover/glean",0.317917521137377,-0.00726477392650909
45021,0.310652747210868,"aerial foraging",0.316620848803098,-0.00596810159223027
45021,0.310652747210868,"swoops",0.315760825848693,-0.0051080786378247
45101,0.310413045330962,"ground glean",0.307260466521049,0.00315257880991343
45101,0.310413045330962,"foliage glean",0.304809171769934,0.00560387356102771
45101,0.310413045330962,"bark glean",0.301970700844135,0.00844234448682663
45101,0.310413045330962,"hawks",0.304901324933645,0.00551172039731745
45101,0.310413045330962,"hover/glean",0.301813549485601,0.00859949584536146
45101,0.310413045330962,"aerial foraging",0.301655402617191,0.00875764271377105
45105,0.314144258713067,"ground glean",0.320418864642798,-0.00627460592973095
45105,0.314144258713067,"foliage glean",0.311459809021545,0.00268444969152182
45105,0.314144258713067,"bark glean",0.315283179862573,-0.00113892114950581
45105,0.314144258713067,"hawks",0.317607689798014,-0.00346343108494723
45105,0.314144258713067,"hover/glean",0.31741610885573,-0.00327185014266296
45105,0.314144258713067,"aerial foraging",0.315810098494612,-0.00166583978154516
45105,0.314144258713067,"swoops",0.314959442622382,-0.000815183909315453
45107,0.314144258713067,"ground glean",0.320418864642798,-0.00627460592973095
45107,0.314144258713067,"foliage glean",0.311459809021545,0.00268444969152182
45107,0.314144258713067,"bark glean",0.315283179862573,-0.00113892114950581
45107,0.314144258713067,"hawks",0.317607689798014,-0.00346343108494723
45107,0.314144258713067,"hover/glean",0.31741610885573,-0.00327185014266296
45107,0.314144258713067,"aerial foraging",0.315810098494612,-0.00166583978154516
45107,0.314144258713067,"swoops",0.314959442622382,-0.000815183909315453
45113,0.310413045330962,"ground glean",0.307260466521049,0.00315257880991343
45113,0.310413045330962,"foliage glean",0.304809171769934,0.00560387356102771
45113,0.310413045330962,"bark glean",0.301970700844135,0.00844234448682663
45113,0.310413045330962,"hawks",0.304901324933645,0.00551172039731745
45113,0.310413045330962,"hover/glean",0.301813549485601,0.00859949584536146
45113,0.310413045330962,"aerial foraging",0.301655402617191,0.00875764271377105
45116,0.313829172752091,"ground glean",0.323858706870464,-0.010029534118373
45116,0.313829172752091,"foliage glean",0.313366151671349,0.000463021080742365
45116,0.313829172752091,"bark glean",0.316899873556983,-0.00307070080489247
45116,0.313829172752091,"hawks",0.319301151313184,-0.0054719785610931
45116,0.313829172752091,"hover/glean",0.318616961847877,-0.00478778909578614
45116,0.313829172752091,"aerial foraging",0.317375316101343,-0.00354614334925185
45116,0.313829172752091,"swoops",0.316519223779144,-0.00269005102705289
46001,0.481311287740528,"ground glean",0.425898299389863,0.0554129883506654
46001,0.481311287740528,"foliage glean",0.480166532365972,0.00114475537455622
46001,0.481311287740528,"bark glean",0.462469061499599,0.0188422262409289
46001,0.481311287740528,"aerial foraging",0.461595391621221,0.0197158961193074
46001,0.481311287740528,"hover/glean",0.466657576278301,0.0146537114622267
46001,0.481311287740528,"hawks",0.468540038145819,0.0127712495947088
46003,0.47947920108218,"ground glean",0.419931419940534,0.0595477811416459
46003,0.47947920108218,"foliage glean",0.475770381837673,0.00370881924450744
46003,0.47947920108218,"bark glean",0.461832485498269,0.0176467155839111
46003,0.47947920108218,"aerial foraging",0.457153901728235,0.0223252993539448
46003,0.47947920108218,"hover/glean",0.462652854952059,0.0168263461301212
46003,0.47947920108218,"hawks",0.464529244598731,0.0149499564834491
46003,0.47947920108218,"swoops",0.457685365381919,0.0217938357002609
46004,0.473906817863137,"ground glean",0.4221047086883,0.0518021091748369
46004,0.473906817863137,"foliage glean",0.477219732670686,-0.00331291480754853
46004,0.473906817863137,"bark glean",0.450278058818279,0.0236287590448582
46004,0.473906817863137,"aerial foraging",0.450307078213488,0.0235997396496487
46004,0.473906817863137,"hover/glean",0.449596913482202,0.0243099043809348
46004,0.473906817863137,"hawks",0.453222021614483,0.020684796248654
46005,0.474126318247695,"ground glean",0.427855994440058,0.0462703238076372
46005,0.474126318247695,"foliage glean",0.471431531550993,0.00269478669670192
46005,0.474126318247695,"bark glean",0.452957963255282,0.0211683549924129
46005,0.474126318247695,"aerial foraging",0.454223034025392,0.0199032842223029
46005,0.474126318247695,"hover/glean",0.455224239669499,0.0189020785781963
46005,0.474126318247695,"hawks",0.460197699111422,0.0139286191362734
46006,0.479291896595799,"ground glean",0.429221870983454,0.050070025612345
46006,0.479291896595799,"foliage glean",0.485314324010778,-0.00602242741497938
46006,0.479291896595799,"bark glean",0.452864173372859,0.0264277232229403
46006,0.479291896595799,"aerial foraging",0.453695377071227,0.0255965195245721
46006,0.479291896595799,"hover/glean",0.452731423069577,0.0265604735262216
46006,0.479291896595799,"hawks",0.45172706903056,0.0275648275652394
46007,0.479291896595799,"ground glean",0.429221870983454,0.050070025612345
46007,0.479291896595799,"foliage glean",0.485314324010778,-0.00602242741497938
46007,0.479291896595799,"bark glean",0.452864173372859,0.0264277232229403
46007,0.479291896595799,"aerial foraging",0.453695377071227,0.0255965195245721
46007,0.479291896595799,"hover/glean",0.452731423069577,0.0265604735262216
46007,0.479291896595799,"hawks",0.45172706903056,0.0275648275652394
46008,0.479291896595799,"ground glean",0.429221870983454,0.050070025612345
46008,0.479291896595799,"foliage glean",0.485314324010778,-0.00602242741497938
46008,0.479291896595799,"bark glean",0.452864173372859,0.0264277232229403
46008,0.479291896595799,"aerial foraging",0.453695377071227,0.0255965195245721
46008,0.479291896595799,"hover/glean",0.452731423069577,0.0265604735262216
46008,0.479291896595799,"hawks",0.45172706903056,0.0275648275652394
46011,0.524187567304256,"ground glean",0.429560382394367,0.094627184909889
46011,0.524187567304256,"foliage glean",0.511841720022447,0.0123458472818088
