"focal_rte","spp_excl_dir","Foraging","excl_dir","dir_diff"
2050,0.572695136876591,"bark glean",0.557448367112456,0.0152467697641345
2050,0.572695136876591,"aerial foraging",0.543550212330856,0.0291449245457353
2050,0.572695136876591,"hover/glean",0.546478641621823,0.026216495254768
2050,0.572695136876591,"hawks",0.538056767747361,0.0346383691292301
2050,0.572695136876591,"swoops",0.539893645481874,0.0328014913947166
2052,0.583345260040795,"ground glean",0.536067405935486,0.0472778541053092
2052,0.583345260040795,"foliage glean",0.566292274684933,0.0170529853558624
2052,0.583345260040795,"bark glean",0.570106257494677,0.0132390025461181
2052,0.583345260040795,"aerial foraging",0.53968732217037,0.0436579378704248
2052,0.583345260040795,"hover/glean",0.552757660582053,0.0305875994587425
2052,0.583345260040795,"hawks",0.544938940148557,0.0384063198922379
2052,0.583345260040795,"swoops",0.547666433083983,0.0356788269568121
2053,0.577744208923398,"ground glean",0.519358324573952,0.0583858843494455
2053,0.577744208923398,"foliage glean",0.560927307804927,0.0168169011184706
2053,0.577744208923398,"bark glean",0.562820234104042,0.0149239748193555
2053,0.577744208923398,"aerial foraging",0.539636356502906,0.0381078524204923
2053,0.577744208923398,"hover/glean",0.546019150097154,0.031725058826244
2053,0.577744208923398,"hawks",0.534495530164141,0.0432486787592572
2053,0.577744208923398,"swoops",0.540697190341991,0.0370470185814072
2054,0.579979336740954,"ground glean",0.531745594126661,0.0482337426142929
2054,0.579979336740954,"foliage glean",0.575469828027107,0.00450950871384737
2054,0.579979336740954,"bark glean",0.573405036236051,0.00657430050490293
2054,0.579979336740954,"aerial foraging",0.548619999238329,0.0313593375026253
2054,0.579979336740954,"hawks",0.55031712289178,0.0296622138491742
2054,0.579979336740954,"swoops",0.551969988995504,0.0280093477454496
2054,0.579979336740954,"hover/glean",0.559066274893512,0.0209130618474423
2057,0.462962187980703,"ground glean",0.427325106607957,0.0356370813727463
2057,0.462962187980703,"foliage glean",0.406044038074856,0.0569181499058471
2057,0.462962187980703,"bark glean",0.428391440315701,0.0345707476650016
2057,0.462962187980703,"aerial foraging",0.411396239163613,0.0515659488170896
2057,0.462962187980703,"hover/glean",0.428201386884817,0.0347608010958861
2057,0.462962187980703,"hawks",0.422384113480658,0.0405780745000451
2060,0.55142914688785,"ground glean",0.504316881984445,0.0471122649034051
2060,0.55142914688785,"foliage glean",0.53417696992546,0.0172521769623901
2060,0.55142914688785,"bark glean",0.53718027250528,0.0142488743825703
2060,0.55142914688785,"aerial foraging",0.523203586018721,0.0282255608691292
2060,0.55142914688785,"hover/glean",0.527269954058767,0.0241591928290831
2060,0.55142914688785,"hawks",0.52109146794821,0.0303376789396396
2060,0.55142914688785,"swoops",0.522506333020088,0.028922813867762
2065,0.576717253581176,"ground glean",0.509525152264195,0.0671921013169812
2065,0.576717253581176,"foliage glean",0.575378984927871,0.00133826865330544
2065,0.576717253581176,"bark glean",0.569437888841161,0.00727936474001467
2065,0.576717253581176,"aerial foraging",0.54792528583127,0.0287919677499064
2065,0.576717253581176,"hover/glean",0.553213853731666,0.0235033998495098
2065,0.576717253581176,"hawks",0.545498275481144,0.0312189781000322
2065,0.576717253581176,"swoops",0.550145151935807,0.0265721016453691
2066,0.572602422081813,"ground glean",0.512739671976111,0.0598627501057022
2066,0.572602422081813,"foliage glean",0.555687285407114,0.0169151366746989
2066,0.572602422081813,"bark glean",0.554647117339401,0.0179553047424121
2066,0.572602422081813,"aerial foraging",0.535787301914843,0.0368151201669695
2066,0.572602422081813,"hover/glean",0.539018256685376,0.0335841653964368
2066,0.572602422081813,"hawks",0.527880636811274,0.0447217852705394
2066,0.572602422081813,"swoops",0.532328667959269,0.0402737541225441
2072,0.569163708643927,"ground glean",0.507969518494565,0.061194190149362
2072,0.569163708643927,"foliage glean",0.526417159439221,0.0427465492047064
2072,0.569163708643927,"bark glean",0.537969647510121,0.0311940611338064
2072,0.569163708643927,"aerial foraging",0.524421102909963,0.0447426057339636
2072,0.569163708643927,"hover/glean",0.527753606745478,0.0414101018984485
2072,0.569163708643927,"hawks",0.532128197292959,0.0370355113509677
2072,0.569163708643927,"swoops",0.525358500452976,0.0438052081909512
2140,0.577377260827987,"ground glean",0.526291084047554,0.051086176780433
2140,0.577377260827987,"foliage glean",0.559022743907371,0.0183545169206155
2140,0.577377260827987,"bark glean",0.563448800959944,0.0139284598680428
2140,0.577377260827987,"aerial foraging",0.536699104368006,0.0406781564599811
2140,0.577377260827987,"hover/glean",0.545028172217221,0.0323490886107664
2140,0.577377260827987,"hawks",0.53535891510811,0.0420183457198774
2140,0.577377260827987,"swoops",0.539033000625093,0.0383442602028938
2142,0.569488672802292,"ground glean",0.513744075421994,0.0557445973802979
2142,0.569488672802292,"foliage glean",0.555500484710451,0.0139881880918409
2142,0.569488672802292,"bark glean",0.555217769754517,0.0142709030477755
2142,0.569488672802292,"aerial foraging",0.535803733722439,0.0336849390798535
2142,0.569488672802292,"hawks",0.529152452295959,0.0403362205063332
2142,0.569488672802292,"swoops",0.534086607387644,0.0354020654146482
2142,0.569488672802292,"hover/glean",0.540673287555911,0.0288153852463806
3021,0.311715896126363,"bark glean",0.303790460157657,0.00792543596870621
3021,0.311715896126363,"hover/glean",0.307767529321349,0.0039483668050142
3021,0.311715896126363,"hawks",0.305801820325921,0.00591407580044179
3021,0.311715896126363,"ground glean",0.314036502071812,-0.00232060594544886
3021,0.311715896126363,"foliage glean",0.303556529339598,0.00815936678676493
3021,0.311715896126363,"aerial foraging",0.304104265224559,0.00761163090180367
3224,0.311715896126363,"bark glean",0.303790460157657,0.00792543596870621
3224,0.311715896126363,"hover/glean",0.307767529321349,0.0039483668050142
3224,0.311715896126363,"hawks",0.305801820325921,0.00591407580044179
3224,0.311715896126363,"ground glean",0.314036502071812,-0.00232060594544886
3224,0.311715896126363,"foliage glean",0.303556529339598,0.00815936678676493
3224,0.311715896126363,"aerial foraging",0.304104265224559,0.00761163090180367
3429,0.311715896126363,"bark glean",0.303790460157657,0.00792543596870621
3429,0.311715896126363,"hover/glean",0.307767529321349,0.0039483668050142
3429,0.311715896126363,"hawks",0.305801820325921,0.00591407580044179
3429,0.311715896126363,"ground glean",0.314036502071812,-0.00232060594544886
3429,0.311715896126363,"foliage glean",0.303556529339598,0.00815936678676493
3429,0.311715896126363,"aerial foraging",0.304104265224559,0.00761163090180367
4002,0.291708774815072,"ground glean",0.300297443213153,-0.00858866839808115
4002,0.291708774815072,"hawks",0.30136959945423,-0.00966082463915835
4002,0.291708774815072,"hover/glean",0.297882785856139,-0.00617401104106702
4002,0.291708774815072,"foliage glean",0.290668006236814,0.00104076857825819
4002,0.291708774815072,"swoops",0.296266865281334,-0.00455809046626188
4002,0.291708774815072,"bark glean",0.296714123224794,-0.00500534840972161
4002,0.291708774815072,"aerial foraging",0.296929003649137,-0.00522022883406464
4004,0.291708774815072,"ground glean",0.300297443213153,-0.00858866839808115
4004,0.291708774815072,"hawks",0.30136959945423,-0.00966082463915835
4004,0.291708774815072,"hover/glean",0.297882785856139,-0.00617401104106702
4004,0.291708774815072,"foliage glean",0.290668006236814,0.00104076857825819
4004,0.291708774815072,"swoops",0.296266865281334,-0.00455809046626188
4004,0.291708774815072,"bark glean",0.296714123224794,-0.00500534840972161
4004,0.291708774815072,"aerial foraging",0.296929003649137,-0.00522022883406464
4007,0.288054573453174,"ground glean",0.298842886354317,-0.0107883129011427
4007,0.288054573453174,"hawks",0.29893421092077,-0.0108796374675957
4007,0.288054573453174,"hover/glean",0.29627177959162,-0.00821720613844651
4007,0.288054573453174,"foliage glean",0.287689334890844,0.000365238562329784
4007,0.288054573453174,"swoops",0.29461726225586,-0.00656268880268629
4007,0.288054573453174,"bark glean",0.295021987887918,-0.00696741443474425
4007,0.288054573453174,"aerial foraging",0.295057350508545,-0.00700277705537145
4010,0.321439624388403,"ground glean",0.315037498130258,0.00640212625814524
4010,0.321439624388403,"bark glean",0.313805550847194,0.00763407354120876
4010,0.321439624388403,"hover/glean",0.314054978495762,0.00738464589264076
4010,0.321439624388403,"hawks",0.316708080551017,0.00473154383738633
4010,0.321439624388403,"foliage glean",0.316736922284559,0.00470270210384427
4010,0.321439624388403,"swoops",0.315518376357845,0.00592124803055771
4010,0.321439624388403,"aerial foraging",0.315666994439777,0.00577262994862571
4014,0.288054573453174,"ground glean",0.298842886354317,-0.0107883129011427
4014,0.288054573453174,"hawks",0.29893421092077,-0.0108796374675957
4014,0.288054573453174,"hover/glean",0.29627177959162,-0.00821720613844651
4014,0.288054573453174,"foliage glean",0.287689334890844,0.000365238562329784
4014,0.288054573453174,"swoops",0.29461726225586,-0.00656268880268629
4014,0.288054573453174,"bark glean",0.295021987887918,-0.00696741443474425
4014,0.288054573453174,"aerial foraging",0.295057350508545,-0.00700277705537145
4017,0.323146315817897,"ground glean",0.317899671419365,0.00524664439853206
4017,0.323146315817897,"bark glean",0.315274545000478,0.00787177081741897
4017,0.323146315817897,"hover/glean",0.317002802053279,0.00614351376461836
4017,0.323146315817897,"hawks",0.320638366535678,0.00250794928221859
4017,0.323146315817897,"foliage glean",0.317507411491319,0.00563890432657771
4017,0.323146315817897,"swoops",0.317427354637819,0.00571896118007836
4017,0.323146315817897,"aerial foraging",0.317051640089538,0.00609467572835859
4018,0.293880244731758,"ground glean",0.306998161870866,-0.0131179171391078
4018,0.293880244731758,"hawks",0.299095546351537,-0.0052153016197789
4018,0.293880244731758,"hover/glean",0.295263627713964,-0.00138338298220581
4018,0.293880244731758,"foliage glean",0.289802246950586,0.00407799778117168
4018,0.293880244731758,"swoops",0.295267554757749,-0.00138731002599063
4018,0.293880244731758,"bark glean",0.295063773596181,-0.00118352886442347
4018,0.293880244731758,"aerial foraging",0.295682877104757,-0.0018026323729986
4027,0.293880244731758,"ground glean",0.306998161870866,-0.0131179171391078
4027,0.293880244731758,"hawks",0.299095546351537,-0.0052153016197789
4027,0.293880244731758,"hover/glean",0.295263627713964,-0.00138338298220581
4027,0.293880244731758,"foliage glean",0.289802246950586,0.00407799778117168
4027,0.293880244731758,"swoops",0.295267554757749,-0.00138731002599063
4027,0.293880244731758,"bark glean",0.295063773596181,-0.00118352886442347
4027,0.293880244731758,"aerial foraging",0.295682877104757,-0.0018026323729986
4028,0.293880244731758,"ground glean",0.306998161870866,-0.0131179171391078
4028,0.293880244731758,"hawks",0.299095546351537,-0.0052153016197789
4028,0.293880244731758,"hover/glean",0.295263627713964,-0.00138338298220581
4028,0.293880244731758,"foliage glean",0.289802246950586,0.00407799778117168
4028,0.293880244731758,"swoops",0.295267554757749,-0.00138731002599063
4028,0.293880244731758,"bark glean",0.295063773596181,-0.00118352886442347
4028,0.293880244731758,"aerial foraging",0.295682877104757,-0.0018026323729986
4029,0.293880244731758,"ground glean",0.306998161870866,-0.0131179171391078
4029,0.293880244731758,"hawks",0.299095546351537,-0.0052153016197789
4029,0.293880244731758,"hover/glean",0.295263627713964,-0.00138338298220581
4029,0.293880244731758,"foliage glean",0.289802246950586,0.00407799778117168
4029,0.293880244731758,"swoops",0.295267554757749,-0.00138731002599063
4029,0.293880244731758,"bark glean",0.295063773596181,-0.00118352886442347
4029,0.293880244731758,"aerial foraging",0.295682877104757,-0.0018026323729986
4105,0.310098498261207,"ground glean",0.306883241380779,0.00321525688042795
4105,0.310098498261207,"bark glean",0.304907317647064,0.00519118061414336
4105,0.310098498261207,"hover/glean",0.304446759626749,0.00565173863445806
4105,0.310098498261207,"hawks",0.306231235890526,0.00386726237068097
4105,0.310098498261207,"foliage glean",0.30832664581576,0.00177185244544698
4105,0.310098498261207,"swoops",0.306187067678233,0.003911430582974
4105,0.310098498261207,"aerial foraging",0.306140753483973,0.00395774477723415
4113,0.288054573453174,"ground glean",0.298842886354317,-0.0107883129011427
4113,0.288054573453174,"hawks",0.29893421092077,-0.0108796374675957
4113,0.288054573453174,"hover/glean",0.29627177959162,-0.00821720613844651
4113,0.288054573453174,"foliage glean",0.287689334890844,0.000365238562329784
4113,0.288054573453174,"swoops",0.29461726225586,-0.00656268880268629
4113,0.288054573453174,"bark glean",0.295021987887918,-0.00696741443474425
4113,0.288054573453174,"aerial foraging",0.295057350508545,-0.00700277705537145
4114,0.288054573453174,"ground glean",0.298842886354317,-0.0107883129011427
4114,0.288054573453174,"hawks",0.29893421092077,-0.0108796374675957
4114,0.288054573453174,"hover/glean",0.29627177959162,-0.00821720613844651
4114,0.288054573453174,"foliage glean",0.287689334890844,0.000365238562329784
4114,0.288054573453174,"swoops",0.29461726225586,-0.00656268880268629
4114,0.288054573453174,"bark glean",0.295021987887918,-0.00696741443474425
4114,0.288054573453174,"aerial foraging",0.295057350508545,-0.00700277705537145
4115,0.288054573453174,"ground glean",0.298842886354317,-0.0107883129011427
4115,0.288054573453174,"hawks",0.29893421092077,-0.0108796374675957
4115,0.288054573453174,"hover/glean",0.29627177959162,-0.00821720613844651
4115,0.288054573453174,"foliage glean",0.287689334890844,0.000365238562329784
4115,0.288054573453174,"swoops",0.29461726225586,-0.00656268880268629
4115,0.288054573453174,"bark glean",0.295021987887918,-0.00696741443474425
4115,0.288054573453174,"aerial foraging",0.295057350508545,-0.00700277705537145
4128,0.293880244731758,"ground glean",0.306998161870866,-0.0131179171391078
4128,0.293880244731758,"hawks",0.299095546351537,-0.0052153016197789
4128,0.293880244731758,"hover/glean",0.295263627713964,-0.00138338298220581
4128,0.293880244731758,"foliage glean",0.289802246950586,0.00407799778117168
4128,0.293880244731758,"swoops",0.295267554757749,-0.00138731002599063
4128,0.293880244731758,"bark glean",0.295063773596181,-0.00118352886442347
4128,0.293880244731758,"aerial foraging",0.295682877104757,-0.0018026323729986
4129,0.288054573453174,"ground glean",0.298842886354317,-0.0107883129011427
4129,0.288054573453174,"hawks",0.29893421092077,-0.0108796374675957
4129,0.288054573453174,"hover/glean",0.29627177959162,-0.00821720613844651
4129,0.288054573453174,"foliage glean",0.287689334890844,0.000365238562329784
4129,0.288054573453174,"swoops",0.29461726225586,-0.00656268880268629
4129,0.288054573453174,"bark glean",0.295021987887918,-0.00696741443474425
4129,0.288054573453174,"aerial foraging",0.295057350508545,-0.00700277705537145
4196,0.325613985031856,"ground glean",0.319267332863926,0.00634665216792979
4196,0.325613985031856,"bark glean",0.317635981324165,0.00797800370769058
4196,0.325613985031856,"hover/glean",0.31789410623054,0.0077198788013163
4196,0.325613985031856,"hawks",0.321647139178322,0.00396684585353446
4196,0.325613985031856,"foliage glean",0.319313309027181,0.00630067600467482
4196,0.325613985031856,"swoops",0.319114428167428,0.0064995568644276
4196,0.325613985031856,"aerial foraging",0.31895932513544,0.00665465989641645
6052,0.421891863626869,"ground glean",0.399748865251756,0.0221429983751133
6052,0.421891863626869,"bark glean",0.416742453138191,0.00514941048867767
6052,0.421891863626869,"hover/glean",0.411582209322028,0.0103096543048406
6052,0.421891863626869,"hawks",0.414478888450952,0.00741297517591649
6052,0.421891863626869,"foliage glean",0.427861717057238,-0.00596985343036932
6052,0.421891863626869,"aerial foraging",0.416970492313159,0.0049213713137099
6052,0.421891863626869,"swoops",0.414967737357894,0.00692412626897448
7020,0.52235863139242,"ground glean",0.440299827015605,0.0820588043768148
7020,0.52235863139242,"foliage glean",0.474621582442252,0.0477370489501682
7020,0.52235863139242,"bark glean",0.498242389169658,0.0241162422227618
7020,0.52235863139242,"aerial foraging",0.465469072108247,0.0568895592841732
7020,0.52235863139242,"hover/glean",0.47464917106789,0.0477094603245302
7020,0.52235863139242,"hawks",0.471566618683277,0.0507920127091431
7020,0.52235863139242,"swoops",0.47118082638449,0.05117780500793
7023,0.52235863139242,"ground glean",0.440299827015605,0.0820588043768148
7023,0.52235863139242,"foliage glean",0.474621582442252,0.0477370489501682
7023,0.52235863139242,"bark glean",0.498242389169658,0.0241162422227618
7023,0.52235863139242,"aerial foraging",0.465469072108247,0.0568895592841732
7023,0.52235863139242,"hover/glean",0.47464917106789,0.0477094603245302
7023,0.52235863139242,"hawks",0.471566618683277,0.0507920127091431
7023,0.52235863139242,"swoops",0.47118082638449,0.05117780500793
7026,0.52235863139242,"ground glean",0.440299827015605,0.0820588043768148
7026,0.52235863139242,"foliage glean",0.474621582442252,0.0477370489501682
7026,0.52235863139242,"bark glean",0.498242389169658,0.0241162422227618
7026,0.52235863139242,"aerial foraging",0.465469072108247,0.0568895592841732
7026,0.52235863139242,"hover/glean",0.47464917106789,0.0477094603245302
7026,0.52235863139242,"hawks",0.471566618683277,0.0507920127091431
7026,0.52235863139242,"swoops",0.47118082638449,0.05117780500793
7028,0.52235863139242,"ground glean",0.440299827015605,0.0820588043768148
7028,0.52235863139242,"foliage glean",0.474621582442252,0.0477370489501682
7028,0.52235863139242,"bark glean",0.498242389169658,0.0241162422227618
7028,0.52235863139242,"aerial foraging",0.465469072108247,0.0568895592841732
7028,0.52235863139242,"hover/glean",0.47464917106789,0.0477094603245302
7028,0.52235863139242,"hawks",0.471566618683277,0.0507920127091431
7028,0.52235863139242,"swoops",0.47118082638449,0.05117780500793
11007,0.324854584453501,"ground glean",0.313786834165563,0.0110677502879379
11007,0.324854584453501,"bark glean",0.314210299098032,0.0106442853554693
11007,0.324854584453501,"hover/glean",0.314266482725681,0.0105881017278198
11007,0.324854584453501,"hawks",0.317847702617053,0.0070068818364476
11007,0.324854584453501,"foliage glean",0.31650125559852,0.0083533288549813
11007,0.324854584453501,"swoops",0.315361345129655,0.00949323932384588
11007,0.324854584453501,"aerial foraging",0.315321951848201,0.00953263260529957
11009,0.299855012079169,"bark glean",0.305408750615829,-0.00555373853665991
11009,0.299855012079169,"aerial foraging",0.301411560049889,-0.0015565479707198
11009,0.299855012079169,"hawks",0.300114117760962,-0.000259105681793104
11009,0.299855012079169,"ground glean",0.294481431216158,0.00537358086301126
11009,0.299855012079169,"foliage glean",0.30920041905896,-0.00934540697979119
11009,0.299855012079169,"hover/glean",0.3010783536115,-0.0012233415323315
11009,0.299855012079169,"swoops",0.302539001069675,-0.00268398899050554
11010,0.308274465290493,"foliage glean",0.298228094025543,0.0100463712649497
11010,0.308274465290493,"ground glean",0.315530980926279,-0.00725651563578622
11010,0.308274465290493,"bark glean",0.300280778271838,0.00799368701865455
11010,0.308274465290493,"aerial foraging",0.299697813797879,0.00857665149261427
11010,0.308274465290493,"hover/glean",0.303271639760939,0.00500282552955433
11010,0.308274465290493,"hawks",0.301476529000409,0.00679793629008402
11010,0.308274465290493,"swoops",0.302401801005639,0.00587266428485433
11029,0.323146315817897,"ground glean",0.317899671419365,0.00524664439853206
11029,0.323146315817897,"bark glean",0.315274545000478,0.00787177081741897
11029,0.323146315817897,"hover/glean",0.317002802053279,0.00614351376461836
11029,0.323146315817897,"hawks",0.320638366535678,0.00250794928221859
11029,0.323146315817897,"foliage glean",0.317507411491319,0.00563890432657771
11029,0.323146315817897,"swoops",0.317427354637819,0.00571896118007836
11029,0.323146315817897,"aerial foraging",0.317051640089538,0.00609467572835859
11033,0.313390049958221,"ground glean",0.298454145807902,0.0149359041503188
11033,0.313390049958221,"bark glean",0.304224345136921,0.00916570482129986
11033,0.313390049958221,"hover/glean",0.303605356972005,0.00978469298621565
11033,0.313390049958221,"hawks",0.306085783819405,0.00730426613881585
11033,0.313390049958221,"foliage glean",0.308548731794053,0.00484131816416755
11033,0.313390049958221,"swoops",0.304154075212181,0.00923597474603993
11033,0.313390049958221,"aerial foraging",0.303526983021117,0.00986306693710398
11045,0.313390049958221,"ground glean",0.298454145807902,0.0149359041503188
11045,0.313390049958221,"bark glean",0.304224345136921,0.00916570482129986
11045,0.313390049958221,"hover/glean",0.303605356972005,0.00978469298621565
11045,0.313390049958221,"hawks",0.306085783819405,0.00730426613881585
11045,0.313390049958221,"foliage glean",0.308548731794053,0.00484131816416755
11045,0.313390049958221,"swoops",0.304154075212181,0.00923597474603993
11045,0.313390049958221,"aerial foraging",0.303526983021117,0.00986306693710398
11065,0.318535719056121,"ground glean",0.304974094410013,0.0135616246461075
11065,0.318535719056121,"bark glean",0.310486062098923,0.00804965695719756
11065,0.318535719056121,"hover/glean",0.31044873820179,0.00808698085433091
11065,0.318535719056121,"hawks",0.313642222504548,0.00489349655157301
11065,0.318535719056121,"foliage glean",0.314793264014429,0.00374245504169168
11065,0.318535719056121,"swoops",0.310676446619469,0.0078592724366523
11065,0.318535719056121,"aerial foraging",0.310427161180356,0.00810855787576525
11208,0.299855012079169,"bark glean",0.305408750615829,-0.00555373853665991
11208,0.299855012079169,"aerial foraging",0.301411560049889,-0.0015565479707198
11208,0.299855012079169,"hawks",0.300114117760962,-0.000259105681793104
11208,0.299855012079169,"ground glean",0.294481431216158,0.00537358086301126
11208,0.299855012079169,"foliage glean",0.30920041905896,-0.00934540697979119
11208,0.299855012079169,"hover/glean",0.3010783536115,-0.0012233415323315
11208,0.299855012079169,"swoops",0.302539001069675,-0.00268398899050554
11210,0.308274465290493,"foliage glean",0.298228094025543,0.0100463712649497
11210,0.308274465290493,"ground glean",0.315530980926279,-0.00725651563578622
