"focal_rte","scale","Breeding.Biome","excl_dir","dir_core_regional","dir_core_local","dir_diff","n_spp","hab_plot"
2036,"nesting_dir_local","Habitat Generalist",0.434018385032667,0.6012256,0.434006002611822,-1.23824208454471e-05,23,"Habitat Generalist (23)"
2036,"nesting_dir_local","Aridlands",0.433035130569375,0.6012256,0.434006002611822,0.000970872042446558,34,"Aridlands (34)"
2036,"nesting_dir_local","Grassland",0.430274309368403,0.6012256,0.434006002611822,0.00373169324341849,25,"Grassland (25)"
2036,"nesting_dir_local","Introduced",0.43884808567987,0.6012256,0.434006002611822,-0.00484208306804795,8,"Introduced (8)"
2043,"nesting_dir","Eastern Forest",0.605892900805008,0.5985387,0.458886493596771,-0.00735420080500815,56,"Eastern Forest (56)"
2043,"nesting_dir","Habitat Generalist",0.603659103918364,0.5985387,0.458886493596771,-0.00512040391836399,23,"Habitat Generalist (23)"
2043,"nesting_dir","Forest Generalist",0.609433536099041,0.5985387,0.458886493596771,-0.0108948360990408,31,"Forest Generalist (31)"
2043,"nesting_dir","Grassland",0.589698133979644,0.5985387,0.458886493596771,0.00884056602035599,25,"Grassland (25)"
2043,"nesting_dir","Introduced",0.584753787332038,0.5985387,0.458886493596771,0.0137849126679618,8,"Introduced (8)"
2043,"nesting_dir","Aridlands",0.5998150352412,0.5985387,0.458886493596771,-0.00127633524119997,34,"Aridlands (34)"
2043,"nesting_dir_local","Eastern Forest",0.458025395872966,0.5985387,0.458886493596771,0.00086109772380516,56,"Eastern Forest (56)"
2043,"nesting_dir_local","Forest Generalist",0.456503207098808,0.5985387,0.458886493596771,0.00238328649796293,31,"Forest Generalist (31)"
2043,"nesting_dir_local","Habitat Generalist",0.474105251770875,0.5985387,0.458886493596771,-0.015218758174104,23,"Habitat Generalist (23)"
2043,"nesting_dir_local","Grassland",0.451084942471312,0.5985387,0.458886493596771,0.00780155112545866,25,"Grassland (25)"
2043,"nesting_dir_local","Introduced",0.456926510456342,0.5985387,0.458886493596771,0.00195998314042867,8,"Introduced (8)"
2045,"nesting_dir","Eastern Forest",0.566785709850504,0.5796823,0.452727030919831,0.0128965901494963,56,"Eastern Forest (56)"
2045,"nesting_dir","Habitat Generalist",0.601597473491075,0.5796823,0.452727030919831,-0.021915173491075,23,"Habitat Generalist (23)"
2045,"nesting_dir","Forest Generalist",0.586485410048453,0.5796823,0.452727030919831,-0.00680311004845291,31,"Forest Generalist (31)"
2045,"nesting_dir","Grassland",0.571125578039281,0.5796823,0.452727030919831,0.00855672196071899,25,"Grassland (25)"
2045,"nesting_dir","Introduced",0.570302690491517,0.5796823,0.452727030919831,0.00937960950848338,8,"Introduced (8)"
2045,"nesting_dir","Aridlands",0.579915542225364,0.5796823,0.452727030919831,-0.000233242225364361,34,"Aridlands (34)"
2045,"nesting_dir_local","Eastern Forest",0.437067755907728,0.5796823,0.452727030919831,0.0156592750121035,56,"Eastern Forest (56)"
2045,"nesting_dir_local","Habitat Generalist",0.458330907069383,0.5796823,0.452727030919831,-0.00560387614955221,23,"Habitat Generalist (23)"
2045,"nesting_dir_local","Forest Generalist",0.457818612409839,0.5796823,0.452727030919831,-0.00509158149000821,31,"Forest Generalist (31)"
2045,"nesting_dir_local","Grassland",0.451025476562409,0.5796823,0.452727030919831,0.00170155435742231,25,"Grassland (25)"
2045,"nesting_dir_local","Introduced",0.448635907006724,0.5796823,0.452727030919831,0.00409112391310662,8,"Introduced (8)"
2047,"nesting_dir","Eastern Forest",0.581449682391773,0.5840343,0.44169292838787,0.0025846176082267,56,"Eastern Forest (56)"
2047,"nesting_dir","Habitat Generalist",0.588675435746265,0.5840343,0.44169292838787,-0.00464113574626501,23,"Habitat Generalist (23)"
2047,"nesting_dir","Forest Generalist",0.595434710993738,0.5840343,0.44169292838787,-0.0114004109937381,31,"Forest Generalist (31)"
2047,"nesting_dir","Grassland",0.575997938650001,0.5840343,0.44169292838787,0.00803636134999941,25,"Grassland (25)"
2047,"nesting_dir","Introduced",0.577791748295257,0.5840343,0.44169292838787,0.00624255170474308,8,"Introduced (8)"
2047,"nesting_dir","Aridlands",0.58469146323066,0.5840343,0.44169292838787,-0.00065716323066034,34,"Aridlands (34)"
2047,"nesting_dir_local","Eastern Forest",0.401876055920816,0.5840343,0.44169292838787,0.0398168724670543,56,"Eastern Forest (56)"
2047,"nesting_dir_local","Forest Generalist",0.441826843856007,0.5840343,0.44169292838787,-0.00013391546813657,31,"Forest Generalist (31)"
2047,"nesting_dir_local","Habitat Generalist",0.465372005629008,0.5840343,0.44169292838787,-0.0236790772411384,23,"Habitat Generalist (23)"
2047,"nesting_dir_local","Grassland",0.439199723257047,0.5840343,0.44169292838787,0.00249320513082346,25,"Grassland (25)"
2047,"nesting_dir_local","Introduced",0.445853478392765,0.5840343,0.44169292838787,-0.0041605500048954,8,"Introduced (8)"
2050,"nesting_dir","Eastern Forest",0.59609907135913,0.5929405,0.492141340689184,-0.00315857135912989,56,"Eastern Forest (56)"
2050,"nesting_dir","Forest Generalist",0.603420431672072,0.5929405,0.492141340689184,-0.0104799316720718,31,"Forest Generalist (31)"
2050,"nesting_dir","Habitat Generalist",0.606280896264216,0.5929405,0.492141340689184,-0.0133403962642165,23,"Habitat Generalist (23)"
2050,"nesting_dir","Grassland",0.581729122467123,0.5929405,0.492141340689184,0.0112113775328774,25,"Grassland (25)"
2050,"nesting_dir","Introduced",0.578816810024786,0.5929405,0.492141340689184,0.0141236899752138,8,"Introduced (8)"
2050,"nesting_dir","Aridlands",0.594093672126388,0.5929405,0.492141340689184,-0.00115317212638755,34,"Aridlands (34)"
2050,"nesting_dir","Wetland",0.593234923869382,0.5929405,0.492141340689184,-0.000294423869381832,6,"Wetland (6)"
