"focal_rte","spp_excl_dir","nesting_group","excl_dir","dir_diff"
2065,0.576717253581176,"Grassland",0.552155952028302,0.0245613015528737
2066,0.572602422081813,"Urban",0.529889186498366,0.042713235583447
2066,0.572602422081813,"Woodland",0.549726252471519,0.0228761696102943
2066,0.572602422081813,"Deciduous forest",0.535585124505472,0.037017297576341
2066,0.572602422081813,"Coniferous forest",0.547602247819978,0.0250001742618353
2066,0.572602422081813,"Grassland",0.537579830014365,0.035022592067448
2072,0.569163708643927,"Urban",0.527506565348486,0.0416571432954409
2072,0.569163708643927,"Woodland",0.50833448064585,0.0608292279980767
2072,0.569163708643927,"Deciduous forest",0.524869522284334,0.0442941863595933
2072,0.569163708643927,"Grassland",0.531304661176068,0.0378590474678591
2072,0.569163708643927,"Coniferous forest",0.527266281410538,0.0418974272333885
2140,0.577377260827987,"Urban",0.542062256385863,0.0353150044421239
2140,0.577377260827987,"Woodland",0.556098473983126,0.0212787868448615
2140,0.577377260827987,"Deciduous forest",0.541900266414793,0.0354769944131943
2140,0.577377260827987,"Coniferous forest",0.555488989228112,0.0218882715998752
2140,0.577377260827987,"Grassland",0.543974660469792,0.033402600358195
2142,0.569488672802292,"Urban",0.530452308972723,0.0390363638295691
2142,0.569488672802292,"Woodland",0.551348588546731,0.0181400842555615
2142,0.569488672802292,"Deciduous forest",0.535906576083782,0.0335820967185095
2142,0.569488672802292,"Coniferous forest",0.547868512129968,0.021620160672324
2142,0.569488672802292,"Grassland",0.538552282369479,0.0309363904328134
3021,0.311715896126363,"Woodland",0.307647600084887,0.00406829604147624
3021,0.311715896126363,"Coniferous forest",0.307606927628911,0.00410896849745163
3021,0.311715896126363,"Urban",0.300206317346767,0.0115095787795961
3021,0.311715896126363,"Deciduous forest",0.307295878517424,0.00442001760893951
3224,0.311715896126363,"Woodland",0.307647600084887,0.00406829604147624
3224,0.311715896126363,"Coniferous forest",0.307606927628911,0.00410896849745163
3224,0.311715896126363,"Urban",0.300206317346767,0.0115095787795961
3224,0.311715896126363,"Deciduous forest",0.307295878517424,0.00442001760893951
3429,0.311715896126363,"Woodland",0.307647600084887,0.00406829604147624
3429,0.311715896126363,"Coniferous forest",0.307606927628911,0.00410896849745163
3429,0.311715896126363,"Urban",0.300206317346767,0.0115095787795961
3429,0.311715896126363,"Deciduous forest",0.307295878517424,0.00442001760893951
4002,0.291708774815072,"Grassland",0.299382519179959,-0.00767374436488732
4002,0.291708774815072,"Urban",0.298760285861727,-0.00705151104665513
4002,0.291708774815072,"Woodland",0.297388637679684,-0.00567986286461158
4002,0.291708774815072,"Deciduous forest",0.297629775475925,-0.00592100066085316
4002,0.291708774815072,"Coniferous forest",0.297035736237317,-0.00532696142224487
4004,0.291708774815072,"Grassland",0.299382519179959,-0.00767374436488732
4004,0.291708774815072,"Urban",0.298760285861727,-0.00705151104665513
4004,0.291708774815072,"Woodland",0.297388637679684,-0.00567986286461158
4004,0.291708774815072,"Deciduous forest",0.297629775475925,-0.00592100066085316
4004,0.291708774815072,"Coniferous forest",0.297035736237317,-0.00532696142224487
4007,0.288054573453174,"Grassland",0.300157135126128,-0.0121025616729543
4007,0.288054573453174,"Urban",0.297147971432643,-0.00909339797946862
4007,0.288054573453174,"Woodland",0.296104658309721,-0.00805008485654679
4007,0.288054573453174,"Deciduous forest",0.296156033524802,-0.00810146007162832
4007,0.288054573453174,"Coniferous forest",0.295093808860576,-0.00703923540740153
4010,0.321439624388403,"Woodland",0.314427927954031,0.00701169643437177
4010,0.321439624388403,"Deciduous forest",0.313699666364819,0.00773995802358352
4010,0.321439624388403,"Coniferous forest",0.312951308046145,0.00848831634225755
4010,0.321439624388403,"Urban",0.315972743749485,0.00546688063891765
4010,0.321439624388403,"Grassland",0.315922366551306,0.00551725783709678
4014,0.288054573453174,"Grassland",0.300157135126128,-0.0121025616729543
4014,0.288054573453174,"Urban",0.297147971432643,-0.00909339797946862
4014,0.288054573453174,"Woodland",0.296104658309721,-0.00805008485654679
4014,0.288054573453174,"Deciduous forest",0.296156033524802,-0.00810146007162832
4014,0.288054573453174,"Coniferous forest",0.295093808860576,-0.00703923540740153
4017,0.323146315817897,"Woodland",0.316796036702938,0.00635027911495872
4017,0.323146315817897,"Deciduous forest",0.316506106769257,0.00664020904864043
4017,0.323146315817897,"Coniferous forest",0.314556847746885,0.00858946807101213
4017,0.323146315817897,"Urban",0.317701562248067,0.00544475356982971
4017,0.323146315817897,"Grassland",0.317689825577237,0.00545649024065975
4018,0.293880244731758,"Grassland",0.300502184569037,-0.00662193983727927
4018,0.293880244731758,"Urban",0.298697670802209,-0.00481742607045149
4018,0.293880244731758,"Woodland",0.2943363120962,-0.000456067364442037
4018,0.293880244731758,"Deciduous forest",0.294458555544764,-0.000578310813005856
4018,0.293880244731758,"Coniferous forest",0.295676145312899,-0.00179590058114065
4027,0.293880244731758,"Grassland",0.300502184569037,-0.00662193983727927
4027,0.293880244731758,"Urban",0.298697670802209,-0.00481742607045149
4027,0.293880244731758,"Woodland",0.2943363120962,-0.000456067364442037
4027,0.293880244731758,"Deciduous forest",0.294458555544764,-0.000578310813005856
4027,0.293880244731758,"Coniferous forest",0.295676145312899,-0.00179590058114065
4028,0.293880244731758,"Grassland",0.300502184569037,-0.00662193983727927
4028,0.293880244731758,"Urban",0.298697670802209,-0.00481742607045149
4028,0.293880244731758,"Woodland",0.2943363120962,-0.000456067364442037
4028,0.293880244731758,"Deciduous forest",0.294458555544764,-0.000578310813005856
4028,0.293880244731758,"Coniferous forest",0.295676145312899,-0.00179590058114065
4029,0.293880244731758,"Grassland",0.300502184569037,-0.00662193983727927
4029,0.293880244731758,"Urban",0.298697670802209,-0.00481742607045149
4029,0.293880244731758,"Woodland",0.2943363120962,-0.000456067364442037
4029,0.293880244731758,"Deciduous forest",0.294458555544764,-0.000578310813005856
4029,0.293880244731758,"Coniferous forest",0.295676145312899,-0.00179590058114065
4105,0.310098498261207,"Woodland",0.304109723550052,0.00598877471115461
4105,0.310098498261207,"Deciduous forest",0.303675249846473,0.00642324841473391
4105,0.310098498261207,"Coniferous forest",0.30331992862532,0.00677856963588741
4105,0.310098498261207,"Urban",0.306341413676815,0.00375708458439172
4105,0.310098498261207,"Grassland",0.307598811999947,0.00249968626125968
4113,0.288054573453174,"Grassland",0.300157135126128,-0.0121025616729543
4113,0.288054573453174,"Urban",0.297147971432643,-0.00909339797946862
4113,0.288054573453174,"Woodland",0.296104658309721,-0.00805008485654679
4113,0.288054573453174,"Deciduous forest",0.296156033524802,-0.00810146007162832
4113,0.288054573453174,"Coniferous forest",0.295093808860576,-0.00703923540740153
4114,0.288054573453174,"Grassland",0.300157135126128,-0.0121025616729543
4114,0.288054573453174,"Urban",0.297147971432643,-0.00909339797946862
4114,0.288054573453174,"Woodland",0.296104658309721,-0.00805008485654679
4114,0.288054573453174,"Deciduous forest",0.296156033524802,-0.00810146007162832
4114,0.288054573453174,"Coniferous forest",0.295093808860576,-0.00703923540740153
4115,0.288054573453174,"Grassland",0.300157135126128,-0.0121025616729543
4115,0.288054573453174,"Urban",0.297147971432643,-0.00909339797946862
4115,0.288054573453174,"Woodland",0.296104658309721,-0.00805008485654679
4115,0.288054573453174,"Deciduous forest",0.296156033524802,-0.00810146007162832
4115,0.288054573453174,"Coniferous forest",0.295093808860576,-0.00703923540740153
4128,0.293880244731758,"Grassland",0.300502184569037,-0.00662193983727927
4128,0.293880244731758,"Urban",0.298697670802209,-0.00481742607045149
4128,0.293880244731758,"Woodland",0.2943363120962,-0.000456067364442037
4128,0.293880244731758,"Deciduous forest",0.294458555544764,-0.000578310813005856
4128,0.293880244731758,"Coniferous forest",0.295676145312899,-0.00179590058114065
4129,0.288054573453174,"Grassland",0.300157135126128,-0.0121025616729543
4129,0.288054573453174,"Urban",0.297147971432643,-0.00909339797946862
4129,0.288054573453174,"Woodland",0.296104658309721,-0.00805008485654679
4129,0.288054573453174,"Deciduous forest",0.296156033524802,-0.00810146007162832
4129,0.288054573453174,"Coniferous forest",0.295093808860576,-0.00703923540740153
4196,0.325613985031856,"Woodland",0.316251525566501,0.00936245946535497
4196,0.325613985031856,"Deciduous forest",0.317584736651015,0.00802924838084068
4196,0.325613985031856,"Coniferous forest",0.315889678556418,0.00972430647543798
4196,0.325613985031856,"Urban",0.319933160681025,0.00568082435083128
4196,0.325613985031856,"Grassland",0.319273872244242,0.00634011278761426
6052,0.421891863626869,"Urban",0.411437956989189,0.0104539066376797
6052,0.421891863626869,"Woodland",0.427135257537893,-0.0052433939110243
6052,0.421891863626869,"Coniferous forest",0.424512507526735,-0.00262064389986605
6052,0.421891863626869,"Deciduous forest",0.416681639589498,0.0052102240373707
6052,0.421891863626869,"Grassland",0.41566218700493,0.0062296766219393
7020,0.52235863139242,"Urban",0.467878585682032,0.0544800457103879
7020,0.52235863139242,"Woodland",0.483072689160673,0.039285942231747
7020,0.52235863139242,"Deciduous forest",0.480226508552324,0.0421321228400964
7020,0.52235863139242,"Grassland",0.473922929050351,0.0484357023420692
7020,0.52235863139242,"Coniferous forest",0.472423150224825,0.0499354811675947
7023,0.52235863139242,"Urban",0.467878585682032,0.0544800457103879
7023,0.52235863139242,"Woodland",0.483072689160673,0.039285942231747
7023,0.52235863139242,"Deciduous forest",0.480226508552324,0.0421321228400964
7023,0.52235863139242,"Grassland",0.473922929050351,0.0484357023420692
7023,0.52235863139242,"Coniferous forest",0.472423150224825,0.0499354811675947
7026,0.52235863139242,"Urban",0.467878585682032,0.0544800457103879
7026,0.52235863139242,"Woodland",0.483072689160673,0.039285942231747
7026,0.52235863139242,"Deciduous forest",0.480226508552324,0.0421321228400964
7026,0.52235863139242,"Grassland",0.473922929050351,0.0484357023420692
7026,0.52235863139242,"Coniferous forest",0.472423150224825,0.0499354811675947
7028,0.52235863139242,"Urban",0.467878585682032,0.0544800457103879
7028,0.52235863139242,"Woodland",0.483072689160673,0.039285942231747
7028,0.52235863139242,"Deciduous forest",0.480226508552324,0.0421321228400964
7028,0.52235863139242,"Grassland",0.473922929050351,0.0484357023420692
7028,0.52235863139242,"Coniferous forest",0.472423150224825,0.0499354811675947
11007,0.324854584453501,"Woodland",0.31309681660384,0.011757767849661
11007,0.324854584453501,"Deciduous forest",0.314140277832785,0.0107143066207156
11007,0.324854584453501,"Coniferous forest",0.313628063553192,0.0112265209003092
11007,0.324854584453501,"Urban",0.31684668718958,0.0080078972639212
11007,0.324854584453501,"Grassland",0.314703188759852,0.010151395693649
11009,0.299855012079169,"Woodland",0.307303083905895,-0.00744807182672608
11009,0.299855012079169,"Coniferous forest",0.307163616241394,-0.00730860416222501
11009,0.299855012079169,"Urban",0.303516655071396,-0.00366164299222738
11009,0.299855012079169,"Grassland",0.301396736997057,-0.00154172491788829
11009,0.299855012079169,"Deciduous forest",0.301560955482168,-0.00170594340299868
11010,0.308274465290493,"Woodland",0.30265054147712,0.0056239238133729
11010,0.308274465290493,"Urban",0.299173270474029,0.00910119481646432
11010,0.308274465290493,"Coniferous forest",0.303327386278725,0.00494707901176811
11010,0.308274465290493,"Deciduous forest",0.303366555036362,0.0049079102541309
11029,0.323146315817897,"Woodland",0.316796036702938,0.00635027911495872
11029,0.323146315817897,"Deciduous forest",0.316506106769257,0.00664020904864043
11029,0.323146315817897,"Coniferous forest",0.314556847746885,0.00858946807101213
11029,0.323146315817897,"Urban",0.317701562248067,0.00544475356982971
11029,0.323146315817897,"Grassland",0.317689825577237,0.00545649024065975
11033,0.313390049958221,"Woodland",0.307911981942485,0.00547806801573564
11033,0.313390049958221,"Deciduous forest",0.303231953181465,0.010158096776756
11033,0.313390049958221,"Coniferous forest",0.306228325852769,0.00716172410545235
11033,0.313390049958221,"Urban",0.303507906913094,0.00988214304512663
11033,0.313390049958221,"Grassland",0.303365912412566,0.010024137545655
11045,0.313390049958221,"Woodland",0.307911981942485,0.00547806801573564
11045,0.313390049958221,"Deciduous forest",0.303231953181465,0.010158096776756
11045,0.313390049958221,"Coniferous forest",0.306228325852769,0.00716172410545235
11045,0.313390049958221,"Urban",0.303507906913094,0.00988214304512663
11045,0.313390049958221,"Grassland",0.303365912412566,0.010024137545655
11065,0.318535719056121,"Woodland",0.315155793082432,0.00337992597368941
11065,0.318535719056121,"Deciduous forest",0.309977837782631,0.00855788127348955
11065,0.318535719056121,"Coniferous forest",0.312295202216223,0.00624051683989796
11065,0.318535719056121,"Urban",0.310708082181469,0.00782763687465238
11065,0.318535719056121,"Grassland",0.310308965406311,0.0082267536498104
11208,0.299855012079169,"Woodland",0.307303083905895,-0.00744807182672608
11208,0.299855012079169,"Coniferous forest",0.307163616241394,-0.00730860416222501
11208,0.299855012079169,"Urban",0.303516655071396,-0.00366164299222738
11208,0.299855012079169,"Grassland",0.301396736997057,-0.00154172491788829
11208,0.299855012079169,"Deciduous forest",0.301560955482168,-0.00170594340299868
11210,0.308274465290493,"Woodland",0.30265054147712,0.0056239238133729
11210,0.308274465290493,"Urban",0.299173270474029,0.00910119481646432
11210,0.308274465290493,"Coniferous forest",0.303327386278725,0.00494707901176811
11210,0.308274465290493,"Deciduous forest",0.303366555036362,0.0049079102541309
11223,0.310526552462264,"Woodland",0.306092810223806,0.00443374223845822
11223,0.310526552462264,"Coniferous forest",0.306733530738361,0.00379302172390261
11223,0.310526552462264,"Urban",0.302015684167241,0.00851086829502318
11223,0.310526552462264,"Deciduous forest",0.307116413016017,0.00341013944624735
11255,0.314060006178084,"Woodland",0.307860385254453,0.00619962092363074
11255,0.314060006178084,"Deciduous forest",0.303937203047063,0.0101228031310209
11255,0.314060006178084,"Coniferous forest",0.306067189549611,0.00799281662847284
11255,0.314060006178084,"Urban",0.305246540301711,0.00881346587637294
11255,0.314060006178084,"Grassland",0.304216657148078,0.00984334903000628
11256,0.314060006178084,"Woodland",0.307860385254453,0.00619962092363074
11256,0.314060006178084,"Deciduous forest",0.303937203047063,0.0101228031310209
11256,0.314060006178084,"Coniferous forest",0.306067189549611,0.00799281662847284
11256,0.314060006178084,"Urban",0.305246540301711,0.00881346587637294
11256,0.314060006178084,"Grassland",0.304216657148078,0.00984334903000628
11270,0.313390049958221,"Woodland",0.307911981942485,0.00547806801573564
11270,0.313390049958221,"Deciduous forest",0.303231953181465,0.010158096776756
11270,0.313390049958221,"Coniferous forest",0.306228325852769,0.00716172410545235
11270,0.313390049958221,"Urban",0.303507906913094,0.00988214304512663
11270,0.313390049958221,"Grassland",0.303365912412566,0.010024137545655
11609,0.299855012079169,"Woodland",0.307303083905895,-0.00744807182672608
11609,0.299855012079169,"Coniferous forest",0.307163616241394,-0.00730860416222501
11609,0.299855012079169,"Urban",0.303516655071396,-0.00366164299222738
11609,0.299855012079169,"Grassland",0.301396736997057,-0.00154172491788829
11609,0.299855012079169,"Deciduous forest",0.301560955482168,-0.00170594340299868
11709,0.299855012079169,"Woodland",0.307303083905895,-0.00744807182672608
11709,0.299855012079169,"Coniferous forest",0.307163616241394,-0.00730860416222501
11709,0.299855012079169,"Urban",0.303516655071396,-0.00366164299222738
11709,0.299855012079169,"Grassland",0.301396736997057,-0.00154172491788829
11709,0.299855012079169,"Deciduous forest",0.301560955482168,-0.00170594340299868
14001,0.309065290583565,"Woodland",0.303290808097051,0.0057744824865143
14001,0.309065290583565,"Urban",0.298656020220802,0.0104092703627635
14001,0.309065290583565,"Coniferous forest",0.30452639744378,0.00453889313978545
14001,0.309065290583565,"Deciduous forest",0.301764072681178,0.00730121790238658
14006,0.309065290583565,"Woodland",0.303290808097051,0.0057744824865143
14006,0.309065290583565,"Urban",0.298656020220802,0.0104092703627635
14006,0.309065290583565,"Coniferous forest",0.30452639744378,0.00453889313978545
14006,0.309065290583565,"Deciduous forest",0.301764072681178,0.00730121790238658
14014,0.309065290583565,"Woodland",0.303290808097051,0.0057744824865143
14014,0.309065290583565,"Urban",0.298656020220802,0.0104092703627635
14014,0.309065290583565,"Coniferous forest",0.30452639744378,0.00453889313978545
14014,0.309065290583565,"Deciduous forest",0.301764072681178,0.00730121790238658
14166,0.449148060177185,"Urban",0.444386448208108,0.00476161196907698
14166,0.449148060177185,"Grassland",0.440414089250105,0.00873397092708023
14166,0.449148060177185,"Woodland",0.451646285964748,-0.00249822578756331
14166,0.449148060177185,"Coniferous forest",0.451952777620301,-0.00280471744311633
14166,0.449148060177185,"Deciduous forest",0.444058546671332,0.00508951350585318
14168,0.448068673500381,"Urban",0.443554132936962,0.00451454056341882
14168,0.448068673500381,"Grassland",0.438584260725981,0.00948441277440004
14168,0.448068673500381,"Woodland",0.448708524830488,-0.00063985133010741
14168,0.448068673500381,"Coniferous forest",0.448427569473061,-0.000358895972679629
14168,0.448068673500381,"Deciduous forest",0.443232941233564,0.00483573226681727
14198,0.309065290583565,"Woodland",0.303290808097051,0.0057744824865143
14198,0.309065290583565,"Urban",0.298656020220802,0.0104092703627635
14198,0.309065290583565,"Coniferous forest",0.30452639744378,0.00453889313978545
14198,0.309065290583565,"Deciduous forest",0.301764072681178,0.00730121790238658
14199,0.437464177667877,"Urban",0.428478777679859,0.00898539998801773
14199,0.437464177667877,"Grassland",0.423726992901385,0.0137371847664921
14199,0.437464177667877,"Woodland",0.433828448673956,0.00363572899392139
14199,0.437464177667877,"Coniferous forest",0.434811401756269,0.00265277591160767
14199,0.437464177667877,"Deciduous forest",0.428596838237592,0.00886733943028534
17001,NA,"Urban",0.433942507183369,NA
17001,NA,"Grassland",0.4331917488047,NA
17001,NA,"Woodland",0.444570685002154,NA
17001,NA,"Coniferous forest",0.439841819870473,NA
17001,NA,"Deciduous forest",0.434925137239759,NA
17003,0.411488620267154,"Urban",0.38390714788726,0.0275814723798942
17003,0.411488620267154,"Woodland",0.388097397141115,0.0233912231260393
17003,0.411488620267154,"Coniferous forest",0.388303004599735,0.0231856156674193
17003,0.411488620267154,"Grassland",0.388487818005517,0.0230008022616366
17003,0.411488620267154,"Deciduous forest",0.386982812360478,0.0245058079066762
17004,0.412768525837513,"Urban",0.385682053382871,0.0270864724546424
17004,0.412768525837513,"Woodland",0.389799148068145,0.0229693777693681
17004,0.412768525837513,"Coniferous forest",0.38958999559271,0.0231785302448026
17004,0.412768525837513,"Grassland",0.388084688802774,0.0246838370347391
17004,0.412768525837513,"Deciduous forest",0.387688043936079,0.0250804819014344
17009,0.406626183169915,"Urban",0.376344433305955,0.0302817498639603
17009,0.406626183169915,"Woodland",0.37965559961665,0.0269705835532646
17009,0.406626183169915,"Coniferous forest",0.380754298768521,0.0258718844013937
17009,0.406626183169915,"Grassland",0.381674476437109,0.0249517067328061
17009,0.406626183169915,"Deciduous forest",0.380739928070185,0.0258862550997296
17011,0.414675161264317,"Urban",0.38683998959087,0.0278351716734472
17011,0.414675161264317,"Woodland",0.385755520409583,0.0289196408547338
17011,0.414675161264317,"Coniferous forest",0.387429640782976,0.0272455204813407
17011,0.414675161264317,"Grassland",0.388422973074955,0.026252188189362
17011,0.414675161264317,"Deciduous forest",0.388029771458338,0.0266453898059794
17017,0.405930207280468,"Urban",0.382327941708911,0.023602265571557
17017,0.405930207280468,"Woodland",0.38096111351153,0.0249690937689382
17017,0.405930207280468,"Coniferous forest",0.384495496428712,0.0214347108517557
17017,0.405930207280468,"Grassland",0.387027222736129,0.0189029845443389
17017,0.405930207280468,"Deciduous forest",0.386272324617546,0.0196578826629218
17031,0.405406455119985,"Urban",0.369212807592164,0.0361936475278211
17031,0.405406455119985,"Woodland",0.372887235760159,0.0325192193598258
17031,0.405406455119985,"Coniferous forest",0.374580688935596,0.0308257661843889
17031,0.405406455119985,"Grassland",0.375814143088759,0.0295923120312264
17031,0.405406455119985,"Deciduous forest",0.374870157857992,0.0305362972619934
17032,0.406626183169915,"Urban",0.376344433305955,0.0302817498639603
17032,0.406626183169915,"Woodland",0.37965559961665,0.0269705835532646
17032,0.406626183169915,"Coniferous forest",0.380754298768521,0.0258718844013937
17032,0.406626183169915,"Grassland",0.381674476437109,0.0249517067328061
17032,0.406626183169915,"Deciduous forest",0.380739928070185,0.0258862550997296
17040,0.411164803926791,"Urban",0.38532983728502,0.0258349666417706
17040,0.411164803926791,"Woodland",0.385821666696468,0.0253431372303234
17040,0.411164803926791,"Coniferous forest",0.385916965984757,0.0252478379420336
17040,0.411164803926791,"Grassland",0.386616744521753,0.0245480594050378
17040,0.411164803926791,"Deciduous forest",0.386049798734178,0.0251150051926128
17047,0.405968044472644,"Urban",0.383534611236383,0.0224334332362613
17047,0.405968044472644,"Woodland",0.386915216088015,0.0190528283846291
