"focal_rte","spp_excl_dir","Trophic.Group","excl_dir","dir_diff"
11009,0.299855012079169,"omnivore",0.302215292992754,-0.00236028091358509
11009,0.299855012079169,"granivore",0.304703773486326,-0.00484876140715673
11009,0.299855012079169,"insct/om",0.298961798675451,0.000893213403717785
11009,0.299855012079169,"nectarivore",0.302352337562002,-0.00249732548283349
11009,0.299855012079169,"herbivore",0.302423791039334,-0.00256877896016516
11010,0.308274465290493,"granivore",0.301679631878484,0.00659483341200895
11010,0.308274465290493,"insectivore",0.285690897454558,0.0225835678359351
11010,0.308274465290493,"nectarivore",0.302913062983608,0.00536140230688548
11010,0.308274465290493,"omnivore",0.312770898894267,-0.00449643360377427
11010,0.308274465290493,"insct/om",0.300936002000574,0.00733846328991938
11029,0.323146315817897,"omnivore",0.315714445869278,0.00743186994861933
11029,0.323146315817897,"insectivore",0.319426515032435,0.00371980078546236
11029,0.323146315817897,"nectarivore",0.316685251869024,0.00646106394887269
11029,0.323146315817897,"insct/om",0.315112379160276,0.00803393665762053
11029,0.323146315817897,"granivore",0.322094239235417,0.00105207658248035
11029,0.323146315817897,"herbivore",0.316911873450159,0.0062344423677384
11033,0.313390049958221,"omnivore",0.303944295701122,0.00944575425709898
11033,0.313390049958221,"insectivore",0.305493410628731,0.00789663932948964
11033,0.313390049958221,"nectarivore",0.30366124848323,0.00972880147499067
11033,0.313390049958221,"insct/om",0.298765216821118,0.0146248331371027
11033,0.313390049958221,"granivore",0.308878272931496,0.00451177702672512
11033,0.313390049958221,"herbivore",0.303940082476018,0.0094499674822035
11045,0.313390049958221,"omnivore",0.303944295701122,0.00944575425709898
11045,0.313390049958221,"insectivore",0.305493410628731,0.00789663932948964
11045,0.313390049958221,"nectarivore",0.30366124848323,0.00972880147499067
11045,0.313390049958221,"insct/om",0.298765216821118,0.0146248331371027
11045,0.313390049958221,"granivore",0.308878272931496,0.00451177702672512
11045,0.313390049958221,"herbivore",0.303940082476018,0.0094499674822035
11065,0.318535719056121,"omnivore",0.310035812494903,0.00849990656121785
11065,0.318535719056121,"insectivore",0.314770128485634,0.00376559057048698
11065,0.318535719056121,"nectarivore",0.310213252431691,0.00832246662443037
11065,0.318535719056121,"insct/om",0.305449340607387,0.0130863784487343
11065,0.318535719056121,"granivore",0.315627617120648,0.00290810193547325
11065,0.318535719056121,"herbivore",0.310476406654852,0.00805931240126906
11208,0.299855012079169,"insectivore",0.301131986897823,-0.0012769748186543
11208,0.299855012079169,"omnivore",0.302215292992754,-0.00236028091358509
11208,0.299855012079169,"granivore",0.304703773486326,-0.00484876140715673
11208,0.299855012079169,"insct/om",0.298961798675451,0.000893213403717785
11208,0.299855012079169,"nectarivore",0.302352337562002,-0.00249732548283349
11208,0.299855012079169,"herbivore",0.302423791039334,-0.00256877896016516
11210,0.308274465290493,"granivore",0.301679631878484,0.00659483341200895
11210,0.308274465290493,"insectivore",0.285690897454558,0.0225835678359351
11210,0.308274465290493,"nectarivore",0.302913062983608,0.00536140230688548
11210,0.308274465290493,"omnivore",0.312770898894267,-0.00449643360377427
11210,0.308274465290493,"insct/om",0.300936002000574,0.00733846328991938
11223,0.310526552462264,"insectivore",0.289179670824797,0.0213468816374666
11223,0.310526552462264,"nectarivore",0.306879624319186,0.00364692814307799
11223,0.310526552462264,"omnivore",0.315668399701306,-0.00514184723904237
11223,0.310526552462264,"granivore",0.304697096893637,0.00582945556862663
11223,0.310526552462264,"insct/om",0.305158352102833,0.00536820035943081
11255,0.314060006178084,"omnivore",0.304041773286891,0.010018232891193
11255,0.314060006178084,"insectivore",0.309384587059271,0.00467541911881258
11255,0.314060006178084,"nectarivore",0.304415330332537,0.00964467584554735
11255,0.314060006178084,"insct/om",0.300245459436039,0.0138145467420446
