"focal_rte","scale","Trophic.Group","excl_dir","dir_core_regional","dir_core_local","dir_diff","n_spp","trophic_plot"
2045,"trophic_dir","omnivore",0.580290639759442,0.5796823,0.452727030919831,-0.000608339759442411,22,"Omnivore (22)"
2045,"trophic_dir","nectarivore",0.580753857487037,0.5796823,0.452727030919831,-0.00107155748703658,6,"Nectarivore (6)"
2045,"trophic_dir","insect/omnivore",0.577379218934893,0.5796823,0.452727030919831,0.00230308106510679,55,"Insect/Omnivore (55)"
2045,"trophic_dir_local","herbivore",0.442687782956704,0.5796823,0.452727030919831,0.0100392479631272,8,"Herbivore (8)"
2045,"trophic_dir_local","granivore",0.450965317352905,0.5796823,0.452727030919831,0.00176171356692589,23,"Granivore (23)"
2045,"trophic_dir_local","insectivore",0.483184010192915,0.5796823,0.452727030919831,-0.0304569792730843,162,"Insectivore (162)"
2045,"trophic_dir_local","omnivore",0.453495270874453,0.5796823,0.452727030919831,-0.000768239954621552,22,"Omnivore (22)"
2045,"trophic_dir_local","nectarivore",0.454143482205605,0.5796823,0.452727030919831,-0.00141645128577383,6,"Nectarivore (6)"
2045,"trophic_dir_local","insect/omnivore",0.449142882353482,0.5796823,0.452727030919831,0.00358414856634881,55,"Insect/Omnivore (55)"
2047,"trophic_dir","herbivore",0.552954612160367,0.5840343,0.44169292838787,0.0310796878396334,8,"Herbivore (8)"
2047,"trophic_dir","granivore",0.586089588341184,0.5840343,0.44169292838787,-0.00205528834118351,23,"Granivore (23)"
2047,"trophic_dir","insectivore",0.649723442896676,0.5840343,0.44169292838787,-0.0656891428966757,162,"Insectivore (162)"
2047,"trophic_dir","omnivore",0.579879756076458,0.5840343,0.44169292838787,0.00415454392354242,22,"Omnivore (22)"
2047,"trophic_dir","nectarivore",0.586279259538211,0.5840343,0.44169292838787,-0.00224495953821102,6,"Nectarivore (6)"
2047,"trophic_dir","insect/omnivore",0.580556139562997,0.5840343,0.44169292838787,0.00347816043700333,55,"Insect/Omnivore (55)"
2047,"trophic_dir_local","herbivore",0.414001935201327,0.5840343,0.44169292838787,0.0276909931865425,8,"Herbivore (8)"
2047,"trophic_dir_local","omnivore",0.448689676060128,0.5840343,0.44169292838787,-0.00699674767225783,22,"Omnivore (22)"
2047,"trophic_dir_local","granivore",0.442290774818775,0.5840343,0.44169292838787,-0.000597846430905047,23,"Granivore (23)"
2047,"trophic_dir_local","insectivore",0.470615685048071,0.5840343,0.44169292838787,-0.0289227566602008,162,"Insectivore (162)"
2047,"trophic_dir_local","nectarivore",0.442721004893779,0.5840343,0.44169292838787,-0.00102807650590891,6,"Nectarivore (6)"
2047,"trophic_dir_local","insect/omnivore",0.446772960200918,0.5840343,0.44169292838787,-0.005080031813048,55,"Insect/Omnivore (55)"
2050,"trophic_dir","herbivore",0.572695136876591,0.5929405,0.492141340689184,0.0202453631234091,8,"Herbivore (8)"
2050,"trophic_dir","omnivore",0.592672430261104,0.5929405,0.492141340689184,0.000268069738895704,22,"Omnivore (22)"
2050,"trophic_dir","granivore",0.596615584899002,0.5929405,0.492141340689184,-0.00367508489900192,23,"Granivore (23)"
2050,"trophic_dir","insectivore",0.635610194270448,0.5929405,0.492141340689184,-0.042669694270448,162,"Insectivore (162)"
2050,"trophic_dir","nectarivore",0.59334861414344,0.5929405,0.492141340689184,-0.000408114143439886,6,"Nectarivore (6)"
2050,"trophic_dir","insect/omnivore",0.587796203250702,0.5929405,0.492141340689184,0.00514429674929839,55,"Insect/Omnivore (55)"
2050,"trophic_dir_local","herbivore",0.47987913713475,0.5929405,0.492141340689184,0.0122622035544336,8,"Herbivore (8)"
2050,"trophic_dir_local","omnivore",0.496580421807589,0.5929405,0.492141340689184,-0.00443908111840524,22,"Omnivore (22)"
2050,"trophic_dir_local","granivore",0.479395020379892,0.5929405,0.492141340689184,0.0127463203092925,23,"Granivore (23)"
2050,"trophic_dir_local","insectivore",0.55450263895867,0.5929405,0.492141340689184,-0.0623612982694857,162,"Insectivore (162)"
2050,"trophic_dir_local","nectarivore",0.492689450029026,0.5929405,0.492141340689184,-0.000548109339842451,6,"Nectarivore (6)"
2050,"trophic_dir_local","insect/omnivore",0.487220473789334,0.5929405,0.492141340689184,0.00492086689984972,55,"Insect/Omnivore (55)"
2052,"trophic_dir","herbivore",0.583345260040795,0.6070583,0.430621679863183,0.0237130399592049,8,"Herbivore (8)"
2052,"trophic_dir","omnivore",0.606752510726997,0.6070583,0.430621679863183,0.000305789273003287,22,"Omnivore (22)"
2052,"trophic_dir","granivore",0.608385245413546,0.6070583,0.430621679863183,-0.00132694541354639,23,"Granivore (23)"
2052,"trophic_dir","insectivore",0.65506748051077,0.6070583,0.430621679863183,-0.0480091805107702,162,"Insectivore (162)"
2052,"trophic_dir","nectarivore",0.607528610633584,0.6070583,0.430621679863183,-0.000470310633583493,6,"Nectarivore (6)"
2052,"trophic_dir","insect/omnivore",0.605358070640653,0.6070583,0.430621679863183,0.00170022935934722,55,"Insect/Omnivore (55)"
2052,"trophic_dir_local","herbivore",0.4252473146158,0.6070583,0.430621679863183,0.00537436524738327,8,"Herbivore (8)"
2052,"trophic_dir_local","omnivore",0.427235179696825,0.6070583,0.430621679863183,0.00338650016635772,22,"Omnivore (22)"
2052,"trophic_dir_local","granivore",0.430970293882394,0.6070583,0.430621679863183,-0.00034861401921088,23,"Granivore (23)"
2052,"trophic_dir_local","insectivore",0.469688960665509,0.6070583,0.430621679863183,-0.0390672808023262,162,"Insectivore (162)"
2052,"trophic_dir_local","insect/omnivore",0.42274623091991,0.6070583,0.430621679863183,0.00787544894327347,55,"Insect/Omnivore (55)"
2052,"trophic_dir_local","nectarivore",0.431199101892705,0.6070583,0.430621679863183,-0.000577422029521546,6,"Nectarivore (6)"
2053,"trophic_dir","herbivore",0.577744208923398,0.6025268,0.454892751436852,0.0247825910766023,8,"Herbivore (8)"
2053,"trophic_dir","omnivore",0.599498342522703,0.6025268,0.454892751436852,0.0030284574772973,22,"Omnivore (22)"
2053,"trophic_dir","granivore",0.605350479714173,0.6025268,0.454892751436852,-0.00282367971417286,23,"Granivore (23)"
2053,"trophic_dir","insectivore",0.653227839225949,0.6025268,0.454892751436852,-0.050701039225949,162,"Insectivore (162)"
2053,"trophic_dir","nectarivore",0.602965821156009,0.6025268,0.454892751436852,-0.000439021156009356,6,"Nectarivore (6)"
2053,"trophic_dir","insect/omnivore",0.600815340062439,0.6025268,0.454892751436852,0.00171145993756139,55,"Insect/Omnivore (55)"
2053,"trophic_dir_local","herbivore",0.4468811701519,0.6025268,0.454892751436852,0.00801158128495238,8,"Herbivore (8)"
2053,"trophic_dir_local","granivore",0.459372100134425,0.6025268,0.454892751436852,-0.00447934869757327,23,"Granivore (23)"
2053,"trophic_dir_local","insectivore",0.501942083554684,0.6025268,0.454892751436852,-0.0470493321178323,162,"Insectivore (162)"
2053,"trophic_dir_local","omnivore",0.451869361174968,0.6025268,0.454892751436852,0.00302339026188414,22,"Omnivore (22)"
2053,"trophic_dir_local","insect/omnivore",0.439809902593251,0.6025268,0.454892751436852,0.0150828488436006,55,"Insect/Omnivore (55)"
2054,"trophic_dir","herbivore",0.579979336740954,0.5973072,0.450006976119227,0.0173278632590464,8,"Herbivore (8)"
2054,"trophic_dir","granivore",0.607673300725613,0.5973072,0.450006976119227,-0.0103661007256127,23,"Granivore (23)"
2054,"trophic_dir","insectivore",0.64134651496679,0.5973072,0.450006976119227,-0.04403931496679,162,"Insectivore (162)"
2054,"trophic_dir","omnivore",0.591911652294074,0.5973072,0.450006976119227,0.00539554770592643,22,"Omnivore (22)"
2054,"trophic_dir","insect/omnivore",0.588356444665804,0.5973072,0.450006976119227,0.0089507553341962,55,"Insect/Omnivore (55)"
2054,"trophic_dir","nectarivore",0.597483858359328,0.5973072,0.450006976119227,-0.000176658359328008,6,"Nectarivore (6)"
2054,"trophic_dir_local","herbivore",0.44944861985129,0.5973072,0.450006976119227,0.000558356267937321,8,"Herbivore (8)"
2054,"trophic_dir_local","granivore",0.458228169272544,0.5973072,0.450006976119227,-0.00822119315331665,23,"Granivore (23)"
2054,"trophic_dir_local","insectivore",0.471726910200608,0.5973072,0.450006976119227,-0.0217199340813814,162,"Insectivore (162)"
2054,"trophic_dir_local","omnivore",0.440702013550477,0.5973072,0.450006976119227,0.00930496256874991,22,"Omnivore (22)"
2054,"trophic_dir_local","nectarivore",0.449992291954927,0.5973072,0.450006976119227,1.46841643003937e-05,6,"Nectarivore (6)"
2054,"trophic_dir_local","insect/omnivore",0.4404757334387,0.5973072,0.450006976119227,0.00953124268052702,55,"Insect/Omnivore (55)"
2057,"trophic_dir","herbivore",0.475437753572371,0.4842505,0.465120794063363,0.00881274642762897,8,"Herbivore (8)"
2057,"trophic_dir","granivore",0.498009227326521,0.4842505,0.465120794063363,-0.0137587273265207,23,"Granivore (23)"
2057,"trophic_dir","insectivore",0.458004933769284,0.4842505,0.465120794063363,0.0262455662307159,162,"Insectivore (162)"
2057,"trophic_dir","omnivore",0.486972645890968,0.4842505,0.465120794063363,-0.0027221458909677,22,"Omnivore (22)"
2057,"trophic_dir","nectarivore",0.489224434608349,0.4842505,0.465120794063363,-0.00497393460834861,6,"Nectarivore (6)"
2057,"trophic_dir","insect/omnivore",0.482002527288302,0.4842505,0.465120794063363,0.00224797271169841,55,"Insect/Omnivore (55)"
