"focal_rte","migclass","excl_dir","dir_core","dir_diff"
4018,"short",0.317150084527799,0.2998514,-0.0172986845277989
4018,"neotrop",0.296560284781371,0.2998514,0.00329111521862852
4027,"resid",0.288836773614694,0.2998514,0.0110146263853059
4027,"short",0.317150084527799,0.2998514,-0.0172986845277989
4027,"neotrop",0.296560284781371,0.2998514,0.00329111521862852
4028,"resid",0.288836773614694,0.2998514,0.0110146263853059
4028,"short",0.317150084527799,0.2998514,-0.0172986845277989
4028,"neotrop",0.296560284781371,0.2998514,0.00329111521862852
4029,"resid",0.288836773614694,0.2998514,0.0110146263853059
4029,"short",0.317150084527799,0.2998514,-0.0172986845277989
4029,"neotrop",0.296560284781371,0.2998514,0.00329111521862852
4105,"resid",0.313747566740963,0.3144747,0.000727133259037283
4105,"short",0.316634893227985,0.3144747,-0.00216019322798511
4105,"neotrop",0.312664227574168,0.3144747,0.00181047242583193
4113,"resid",0.281787763894301,0.2933795,0.0115917361056988
4113,"short",0.309755934994165,0.2933795,-0.0163764349941649
4113,"neotrop",0.291050365395246,0.2933795,0.00232913460475392
4114,"resid",0.281787763894301,0.2933795,0.0115917361056988
4114,"short",0.309755934994165,0.2933795,-0.0163764349941649
4114,"neotrop",0.291050365395246,0.2933795,0.00232913460475392
4115,"resid",0.281787763894301,0.2933795,0.0115917361056988
4115,"short",0.309755934994165,0.2933795,-0.0163764349941649
4115,"neotrop",0.291050365395246,0.2933795,0.00232913460475392
4128,"resid",0.288836773614694,0.2998514,0.0110146263853059
4128,"short",0.317150084527799,0.2998514,-0.0172986845277989
4128,"neotrop",0.296560284781371,0.2998514,0.00329111521862852
4129,"resid",0.281787763894301,0.2933795,0.0115917361056988
4129,"short",0.309755934994165,0.2933795,-0.0163764349941649
4129,"neotrop",0.291050365395246,0.2933795,0.00232913460475392
4196,"resid",0.330647690843392,0.3302489,-0.000398790843391617
4196,"short",0.329691118728726,0.3302489,0.000557781271273705
4196,"neotrop",0.329103154932375,0.3302489,0.00114574506762466
6052,"short",0.432347593970094,0.4333621,0.00101450602990605
6052,"resid",0.431642119390972,0.4333621,0.00171998060902789
6052,"neotrop",0.430284384315461,0.4333621,0.00307771568453918
7020,"resid",0.556343266111609,0.5441053,-0.0122379661116091
7020,"short",0.529560264041037,0.5441053,0.0145450359589627
7020,"neotrop",0.546879678569999,0.5441053,-0.00277437856999863
7023,"resid",0.556343266111609,0.5441053,-0.0122379661116091
7023,"short",0.529560264041037,0.5441053,0.0145450359589627
7023,"neotrop",0.546879678569999,0.5441053,-0.00277437856999863
7026,"resid",0.556343266111609,0.5441053,-0.0122379661116091
7026,"short",0.529560264041037,0.5441053,0.0145450359589627
7026,"neotrop",0.546879678569999,0.5441053,-0.00277437856999863
7028,"resid",0.556343266111609,0.5441053,-0.0122379661116091
7028,"short",0.529560264041037,0.5441053,0.0145450359589627
7028,"neotrop",0.546879678569999,0.5441053,-0.00277437856999863
11007,"resid",0.330703259422928,0.3291802,-0.00152305942292758
11007,"short",0.325627599246399,0.3291802,0.00355260075360109
11007,"neotrop",0.327023359169316,0.3291802,0.00215684083068401
11009,"resid",0.300582039962454,0.3015329,0.000950860037546297
11009,"short",0.309192823199352,0.3015329,-0.00765992319935166
11009,"neotrop",0.294860734004712,0.3015329,0.00667216599528825
11010,"neotrop",0.310372095989659,0.3143404,0.00396830401034104
11010,"resid",0.320428115106697,0.3143404,-0.00608771510669726
11010,"short",0.310711209679685,0.3143404,0.00362919032031522
11029,"resid",0.327432182413699,0.3275263,9.41175863012345e-05
11029,"short",0.326701473660081,0.3275263,0.000824826339918705
11029,"neotrop",0.329740404129806,0.3275263,-0.00221410412980622
11033,"resid",0.319915855561675,0.3174411,-0.00247475556167509
11033,"short",0.30911115250076,0.3174411,0.00832994749924038
11033,"neotrop",0.319981849470222,0.3174411,-0.00254074947022215
11045,"resid",0.319915855561675,0.3174411,-0.00247475556167509
11045,"short",0.30911115250076,0.3174411,0.00832994749924038
11045,"neotrop",0.319981849470222,0.3174411,-0.00254074947022215
11065,"resid",0.324405472455229,0.3226365,-0.0017689724552295
11065,"short",0.316601401562338,0.3226365,0.00603509843766159
11065,"neotrop",0.325619589356108,0.3226365,-0.0029830893561078
11208,"resid",0.300582039962454,0.3015329,0.000950860037546297
11208,"short",0.309192823199352,0.3015329,-0.00765992319935166
11208,"neotrop",0.294860734004712,0.3015329,0.00667216599528825
11210,"neotrop",0.310372095989659,0.3143404,0.00396830401034104
11210,"resid",0.320428115106697,0.3143404,-0.00608771510669726
11210,"short",0.310711209679685,0.3143404,0.00362919032031522
11223,"resid",0.321389923933692,0.316548,-0.00484192393369187
11223,"short",0.314065529364146,0.316548,0.00248247063585427
11223,"neotrop",0.312968317257466,0.316548,0.00357968274253423
11255,"resid",0.319356679957647,0.3178446,-0.00151207995764691
11255,"short",0.311379232025379,0.3178446,0.00646536797462111
11255,"neotrop",0.321973247993975,0.3178446,-0.00412864799397544
11256,"resid",0.319356679957647,0.3178446,-0.00151207995764691
11256,"short",0.311379232025379,0.3178446,0.00646536797462111
11256,"neotrop",0.321973247993975,0.3178446,-0.00412864799397544
11270,"resid",0.319915855561675,0.3174411,-0.00247475556167509
11270,"short",0.30911115250076,0.3174411,0.00832994749924038
11270,"neotrop",0.319981849470222,0.3174411,-0.00254074947022215
11609,"resid",0.300582039962454,0.3015329,0.000950860037546297
11609,"short",0.309192823199352,0.3015329,-0.00765992319935166
11609,"neotrop",0.294860734004712,0.3015329,0.00667216599528825
11709,"resid",0.300582039962454,0.3015329,0.000950860037546297
11709,"short",0.309192823199352,0.3015329,-0.00765992319935166
11709,"neotrop",0.294860734004712,0.3015329,0.00667216599528825
14001,"neotrop",0.313895711851581,0.3137665,-0.00012921185158149
14001,"resid",0.317948960423009,0.3137665,-0.00418246042300885
14001,"short",0.307979931322876,0.3137665,0.00578656867712402
14006,"neotrop",0.313895711851581,0.3137665,-0.00012921185158149
14006,"resid",0.317948960423009,0.3137665,-0.00418246042300885
14006,"short",0.307979931322876,0.3137665,0.00578656867712402
14014,"neotrop",0.313895711851581,0.3137665,-0.00012921185158149
14014,"resid",0.317948960423009,0.3137665,-0.00418246042300885
14014,"short",0.307979931322876,0.3137665,0.00578656867712402
14166,"resid",0.447282961765168,0.4648783,0.0175953382348316
14166,"short",0.463485298337393,0.4648783,0.0013930016626072
14166,"neotrop",0.475279960705936,0.4648783,-0.0104016607059358
14168,"resid",0.447628955624408,0.4649154,0.0172864443755918
14168,"short",0.464983496282081,0.4649154,-6.80962820813202e-05
14168,"neotrop",0.474777954631151,0.4649154,-0.00986255463115099
14198,"neotrop",0.313895711851581,0.3137665,-0.00012921185158149
14198,"resid",0.317948960423009,0.3137665,-0.00418246042300885
14198,"short",0.307979931322876,0.3137665,0.00578656867712402
14199,"resid",0.434664232092293,0.4546981,0.0200338679077072
14199,"short",0.458283235120428,0.4546981,-0.00358513512042763
14199,"neotrop",0.466497831487598,0.4546981,-0.0117997314875978
17001,"resid",0.441187712349956,0.4446783,0.00349058765004384
17001,"short",0.448784830402729,0.4446783,-0.00410653040272868
17001,"neotrop",0.465247558850582,0.4446783,-0.0205692588505817
17003,"resid",0.409869613451046,0.419377,0.00950738654895361
17003,"short",0.420623479246686,0.419377,-0.00124647924668575
17003,"neotrop",0.425947286796621,0.419377,-0.00657028679662064
17004,"resid",0.408349306494686,0.42113,0.0127806935053136
17004,"short",0.423800984187214,0.42113,-0.00267098418721423
17004,"neotrop",0.428342905602603,0.42113,-0.00721290560260335
17009,"resid",0.407480042759687,0.4133805,0.00590045724031257
17009,"short",0.405325314707405,0.4133805,0.00805518529259547
17009,"neotrop",0.422792230562212,0.4133805,-0.00941173056221201
17011,"resid",0.413611153053707,0.4264897,0.0128785469462933
17011,"short",0.431218947716278,0.4264897,-0.00472924771627747
17011,"neotrop",0.429516836966273,0.4264897,-0.00302713696627283
17017,"resid",0.409488455708548,0.4235471,0.0140586442914523
17017,"short",0.422585254525835,0.4235471,0.00096184547416539
17017,"neotrop",0.431492092451057,0.4235471,-0.00794499245105684
17031,"resid",0.407484164092654,0.4130246,0.00554043590734604
17031,"short",0.39929082524513,0.4130246,0.0137337747548703
17031,"neotrop",0.423587112643282,0.4130246,-0.010562512643282
17032,"resid",0.407480042759687,0.4133805,0.00590045724031257
17032,"short",0.405325314707405,0.4133805,0.00805518529259547
17032,"neotrop",0.422792230562212,0.4133805,-0.00941173056221201
17040,"resid",0.407158111473236,0.4207049,0.0135467885267639
17040,"short",0.426514511874143,0.4207049,-0.00580961187414258
17040,"neotrop",0.426163749857505,0.4207049,-0.00545884985750522
17047,"resid",0.40894460784337,0.426825,0.0178803921566302
17047,"short",0.425766051013142,0.426825,0.00105894898685821
17047,"neotrop",0.439023978962734,0.426825,-0.0121989789627345
17052,"resid",0.412213694832971,0.4255471,0.0133334051670295
17052,"short",0.424442490961093,0.4255471,0.00110460903890697
17052,"neotrop",0.432995223912147,0.4255471,-0.00744812391214716
17055,"resid",0.408941746931607,0.4267695,0.0178277530683926
17055,"short",0.431297046723831,0.4267695,-0.00452754672383143
17055,"neotrop",0.434813747476383,0.4267695,-0.00804424747638316
17202,"resid",0.409869613451046,0.419377,0.00950738654895361
17202,"short",0.420623479246686,0.419377,-0.00124647924668575
17202,"neotrop",0.425947286796621,0.419377,-0.00657028679662064
17203,"resid",0.409869613451046,0.419377,0.00950738654895361
17203,"short",0.420623479246686,0.419377,-0.00124647924668575
17203,"neotrop",0.425947286796621,0.419377,-0.00657028679662064
17209,"resid",0.407526471079872,0.4159528,0.0084263289201279
17209,"short",0.411159030089417,0.4159528,0.00479376991058295
17209,"neotrop",0.424254654968895,0.4159528,-0.00830185496889502
17211,"resid",0.407158111473236,0.4207049,0.0135467885267639
17211,"short",0.426514511874143,0.4207049,-0.00580961187414258
17211,"neotrop",0.426163749857505,0.4207049,-0.00545884985750522
17216,"resid",0.404879662521253,0.4160055,0.0111258374787468
17216,"short",0.410659605472581,0.4160055,0.00534589452741896
17216,"neotrop",0.425634973430494,0.4160055,-0.00962947343049431
17218,"resid",0.413891214071485,0.4309894,0.0170981859285153
17218,"short",0.434865513392318,0.4309894,-0.00387611339231825
17218,"neotrop",0.438983834680234,0.4309894,-0.0079944346802342
17222,"resid",0.412213694832971,0.4255471,0.0133334051670295
17222,"short",0.424442490961093,0.4255471,0.00110460903890697
17222,"neotrop",0.432995223912147,0.4255471,-0.00744812391214716
18003,"resid",0.576468690953403,0.6072143,0.0307456090465973
18003,"short",0.607958104428344,0.6072143,-0.000743804428343542
18003,"neotrop",0.632070928837731,0.6072143,-0.0248566288377313
18009,"resid",0.449204505731689,0.4825185,0.0333139942683114
18009,"short",0.490313604474054,0.4825185,-0.00779510447405368
18009,"neotrop",0.511145880215979,0.4825185,-0.0286273802159793
21001,"resid",0.581855000911929,0.6193666,0.0375115990880709
21001,"short",0.630195850925086,0.6193666,-0.0108292509250862
21001,"neotrop",0.637398718132714,0.6193666,-0.0180321181327141
21002,"resid",0.581855000911929,0.6193666,0.0375115990880709
21002,"short",0.630195850925086,0.6193666,-0.0108292509250862
21002,"neotrop",0.637398718132714,0.6193666,-0.0180321181327141
21003,"resid",0.575506783968244,0.6133939,0.0378871160317564
21003,"short",0.622797145693924,0.6133939,-0.00940324569392359
21003,"neotrop",0.633567865031354,0.6133939,-0.0201739650313538
21004,"resid",0.575506783968244,0.6133939,0.0378871160317564
21004,"short",0.622797145693924,0.6133939,-0.00940324569392359
21004,"neotrop",0.633567865031354,0.6133939,-0.0201739650313538
21010,"resid",0.566834044406881,0.6080633,0.0412292555931191
21010,"short",0.619599070881481,0.6080633,-0.0115357708814814
21010,"neotrop",0.629195015252989,0.6080633,-0.0211317152529886
21109,"resid",0.575506783968244,0.6133939,0.0378871160317564
21109,"short",0.622797145693924,0.6133939,-0.00940324569392359
21109,"neotrop",0.633567865031354,0.6133939,-0.0201739650313538
25010,"resid",0.587249125175476,0.5779092,-0.00933992517547633
25010,"short",0.542899701962762,0.5779092,0.0350094980372383
25010,"neotrop",0.602156176131138,0.5779092,-0.0242469761311381
25037,"resid",0.5719736058006,0.565725,-0.00624860580060038
25037,"short",0.536502261195512,0.565725,0.0292227388044878
25037,"neotrop",0.587191714764094,0.565725,-0.0214667147640936
25053,"resid",0.611425808856968,0.6014942,-0.00993160885696776
25053,"short",0.57774509544053,0.6014942,0.02374910455947
25053,"neotrop",0.615252994326172,0.6014942,-0.0137587943261716
25062,"resid",0.580618485517098,0.5690761,-0.011542385517098
25062,"short",0.537784148204779,0.5690761,0.0312919517952208
25062,"neotrop",0.585034418139369,0.5690761,-0.0159583181393689
27004,"resid",0.566878769049025,0.5633626,-0.0035161690490253
27004,"short",0.532154900600913,0.5633626,0.0312076993990866
27004,"neotrop",0.589602348409426,0.5633626,-0.0262397484094262
27005,"resid",0.561192233003859,0.5603732,-0.000819033003859437
27005,"short",0.541953430011411,0.5603732,0.0184197699885889
27005,"neotrop",0.576981761797655,0.5603732,-0.0166085617976554
27010,"resid",0.573455195853993,0.5668266,-0.00662859585399311
27010,"short",0.537670912291703,0.5668266,0.0291556877082969
27010,"neotrop",0.586576611348823,0.5668266,-0.0197500113488228
27014,"resid",0.576691528403184,0.5754342,-0.0012573284031836
27014,"short",0.544465429617657,0.5754342,0.0309687703823428
27014,"neotrop",0.604090847445217,0.5754342,-0.028656647445217
27021,"resid",0.580096660139075,0.5690617,-0.0110349601390747
27021,"short",0.538415720820881,0.5690617,0.0306459791791188
27021,"neotrop",0.586273947080122,0.5690617,-0.0172122470801219
27027,"resid",0.487630553809588,0.4842505,-0.00338005380958784
27027,"short",0.49234518319785,0.4842505,-0.00809468319785023
27027,"neotrop",0.470780261894045,0.4842505,0.0134702381059554
27033,"resid",0.580118746352053,0.5753597,-0.00475904635205271
27033,"short",0.541762683761411,0.5753597,0.0335970162385889
27033,"neotrop",0.602835083770538,0.5753597,-0.0274753837705378
27036,"resid",0.52402906542003,0.560463,0.0364339345799704
27036,"short",0.56321055626652,0.560463,-0.00274755626652001
27036,"neotrop",0.596378667590037,0.560463,-0.0359156675900372
27041,"resid",0.48665621467619,0.4848637,-0.00179251467619029
27041,"short",0.489843877186233,0.4848637,-0.00498017718623273
27041,"neotrop",0.477334463369017,0.4848637,0.00752923663098304
27044,"resid",0.52402906542003,0.560463,0.0364339345799704
27044,"short",0.56321055626652,0.560463,-0.00274755626652001
27044,"neotrop",0.596378667590037,0.560463,-0.0359156675900372
27046,"resid",0.52402906542003,0.560463,0.0364339345799704
27046,"short",0.56321055626652,0.560463,-0.00274755626652001
27046,"neotrop",0.596378667590037,0.560463,-0.0359156675900372
27048,"resid",0.582111859260645,0.5799624,-0.00214945926064503
27048,"short",0.555431873930126,0.5799624,0.0245305260698737
27048,"neotrop",0.600416741807426,0.5799624,-0.0204543418074262
27050,"resid",0.56932689296288,0.5692675,-5.93929628797119e-05
27050,"short",0.54197409307063,0.5692675,0.0272934069293702
27050,"neotrop",0.595297417034006,0.5692675,-0.0260299170340059
27051,"resid",0.559309562616808,0.5574919,-0.00181766261680838
27051,"short",0.545377106942542,0.5574919,0.0121147930574582
27051,"neotrop",0.566917677659055,0.5574919,-0.00942577765905472
27057,"resid",0.587249125175476,0.5779092,-0.00933992517547633
27057,"short",0.542899701962762,0.5779092,0.0350094980372383
27057,"neotrop",0.602156176131138,0.5779092,-0.0242469761311381
33006,"resid",0.302747213860326,0.3038817,0.00113448613967404
33006,"short",0.303214442449288,0.3038817,0.000667257550711953
33006,"neotrop",0.303069401697401,0.3038817,0.000812298302598879
33010,"resid",0.419631410340436,0.4454099,0.0257784896595637
33010,"short",0.458216054631978,0.4454099,-0.0128061546319782
33010,"neotrop",0.455638792139176,0.4454099,-0.0102288921391764
33014,"resid",0.413181944194006,0.4477135,0.0345315558059937
33014,"short",0.466572377648338,0.4477135,-0.0188588776483381
33014,"neotrop",0.459195121505931,0.4477135,-0.0114816215059306
33020,"resid",0.415734928370353,0.4479249,0.0321899716296474
33020,"short",0.467269528802955,0.4479249,-0.019344628802955
33020,"neotrop",0.457407100914357,0.4479249,-0.00948220091435714
33021,"resid",0.401627458645779,0.4494001,0.0477726413542211
33021,"short",0.467402451897151,0.4494001,-0.0180023518971505
33021,"neotrop",0.469340975011654,0.4494001,-0.0199408750116537
33027,"resid",0.401627458645779,0.4494001,0.0477726413542211
33027,"short",0.467402451897151,0.4494001,-0.0180023518971505
33027,"neotrop",0.469340975011654,0.4494001,-0.0199408750116537
33029,"resid",0.314653141872929,0.3150065,0.000353358127071268
33029,"short",0.31638803811068,0.3150065,-0.00138153811067987
33029,"neotrop",0.311758754488762,0.3150065,0.00324774551123763
33111,"resid",0.484671592633974,0.4808314,-0.00384019263397423
33111,"short",0.468973442934769,0.4808314,0.0118579570652306
33111,"neotrop",0.497149197785123,0.4808314,-0.0163177977851226
33128,"resid",0.401627458645779,0.4494001,0.0477726413542211
33128,"short",0.467402451897151,0.4494001,-0.0180023518971505
33128,"neotrop",0.469340975011654,0.4494001,-0.0199408750116537
33204,"resid",0.288557115783152,0.2898513,0.00129418421684752
33204,"short",0.294281066219899,0.2898513,-0.00442976621989882
33204,"neotrop",0.284508289294535,0.2898513,0.00534301070546506
33208,"resid",0.322590987053654,0.3213098,-0.00128118705365449
33208,"short",0.308269100997996,0.3213098,0.0130406990020037
33208,"neotrop",0.331033878619805,0.3213098,-0.00972407861980473
33209,"resid",0.47243329713465,0.471654,-0.000779297134649748
33209,"short",0.474064989310701,0.471654,-0.00241098931070055
33209,"neotrop",0.481232917079955,0.471654,-0.00957891707995528
33211,"resid",0.484671592633974,0.4808314,-0.00384019263397423
33211,"short",0.468973442934769,0.4808314,0.0118579570652306
33211,"neotrop",0.497149197785123,0.4808314,-0.0163177977851226
33212,"resid",0.299690806266179,0.3021156,0.00242479373382104
33212,"short",0.296846502168653,0.3021156,0.00526909783134721
33212,"neotrop",0.305593217164382,0.3021156,-0.00347761716438205
33214,"resid",0.419544469578082,0.4500773,0.0305328304219183
33214,"short",0.466769483678586,0.4500773,-0.0166921836785856
33214,"neotrop",0.461501229079083,0.4500773,-0.0114239290790834
33217,"resid",0.42590535292054,0.451005,0.0250996470794603
33217,"short",0.459524953256427,0.451005,-0.00851995325642652
33217,"neotrop",0.462290585119346,0.451005,-0.0112855851193462
33218,"resid",0.477548524438462,0.4736869,-0.00386162443846155
33218,"short",0.456637495416835,0.4736869,0.0170494045831652
33218,"neotrop",0.494284861064463,0.4736869,-0.0205979610644633
33220,"resid",0.415703388059697,0.4501914,0.0344880119403028
33220,"short",0.470336029297626,0.4501914,-0.020144629297626
33220,"neotrop",0.460780338652773,0.4501914,-0.010588938652773
33222,"resid",0.413364891025982,0.4529685,0.0396036089740176
33222,"short",0.472553181071486,0.4529685,-0.0195846810714864
33222,"neotrop",0.466580119218872,0.4529685,-0.0136116192188724
34001,"resid",0.506934863607798,0.5252466,0.0183117363922021
34001,"short",0.529466272012883,0.5252466,-0.00421967201288331
34001,"neotrop",0.544581656217482,0.5252466,-0.0193350562174821
34002,"resid",0.554340429431764,0.5824742,0.028133770568236
34002,"short",0.600640059831249,0.5824742,-0.0181658598312486
34002,"neotrop",0.596608614528881,0.5824742,-0.0141344145288812
34003,"resid",0.554340429431764,0.5824742,0.028133770568236
34003,"short",0.600640059831249,0.5824742,-0.0181658598312486
34003,"neotrop",0.596608614528881,0.5824742,-0.0141344145288812
34012,"resid",0.554820454615073,0.5793344,0.0245139453849267
34012,"short",0.598045851272712,0.5793344,-0.0187114512727125
34012,"neotrop",0.590317505367659,0.5793344,-0.0109831053676592
34014,"resid",0.546569607736172,0.5749771,0.028407492263828
34014,"short",0.596129128393326,0.5749771,-0.0211520283933259
34014,"neotrop",0.588043449671081,0.5749771,-0.0130663496710809
34020,"resid",0.534789608384459,0.5602453,0.0254556916155414
34020,"short",0.58081257355193,0.5602453,-0.0205672735519306
34020,"neotrop",0.565896437403396,0.5602453,-0.00565113740339629
34022,"resid",0.540325808024493,0.5648044,0.0244785919755066
34022,"short",0.582937365393227,0.5648044,-0.018132965393227
34022,"neotrop",0.572695507599986,0.5648044,-0.0078911075999859
34023,"resid",0.529440748570521,0.5667074,0.0372666514294789
34023,"short",0.602750083267741,0.5667074,-0.036042683267741
34023,"neotrop",0.573765675011324,0.5667074,-0.00705827501132428
34024,"resid",0.535104958661516,0.5704666,0.0353616413384836
34024,"short",0.607297519068478,0.5704666,-0.0368309190684784
34024,"neotrop",0.575640115918289,0.5704666,-0.00517351591828874
34025,"resid",0.544363001288474,0.5759166,0.0315535987115256
34025,"short",0.61541001353802,0.5759166,-0.0394934135380198
34025,"neotrop",0.577158907059923,0.5759166,-0.00124230705992268
34026,"resid",0.526802308182629,0.5681114,0.0413090918173707
34026,"short",0.603751170626347,0.5681114,-0.0356397706263467
34026,"neotrop",0.582135514245261,0.5681114,-0.0140241142452607
34029,"resid",0.542145835697639,0.5699043,0.0277584643023606
34029,"short",0.596179253265865,0.5699043,-0.0262749532658652
34029,"neotrop",0.579044500012993,0.5699043,-0.00914020001299276
34030,"resid",0.532685726960624,0.5529161,0.0202303730393759
34030,"short",0.584727367418621,0.5529161,-0.0318112674186209
34030,"neotrop",0.546958797751101,0.5529161,0.00595730224889945
34031,"resid",0.519233407800197,0.5465619,0.0273284921998033
34031,"short",0.573848627407641,0.5465619,-0.027286727407641
