"country","stateroute","stops","common_label","deltaCover"
"US",39145,"1-25","Forest",-0.0057249962033714
"US",39145,"26-50","Forest",-0.00612663095728612
"US",39146,"1-25","Forest",-0.00479130725854212
"US",39146,"26-50","Forest",-0.00897326468443592
"US",42001,"1-25","Forest",-0.00357103604550976
"US",42001,"26-50","Forest",-0.00390081082278576
"US",42002,"1-25","Water",0.00153987444142884
"US",42002,"26-50","Agricultural",-0.00329135123126614
"US",42003,"1-25","Urban",0.0021867649945141
"US",42003,"26-50","Urban",0.0022546352135985
"US",42004,"1-25","Forest",-0.00191745520732189
"US",42004,"26-50","Forest",-0.00388315921561639
"US",42005,"1-25","Forest",-0.000696575311467566
"US",42005,"26-50","Urban",0.00164878155392855
"US",42007,"1-25","Wetlands",-0.00174287629061796
"US",42007,"26-50","Wetlands",-0.00331717626205816
"US",42008,"1-25","Forest",-0.00574895670791452
"US",42008,"26-50","Forest",-0.00785712622173228
"US",42009,"1-25","Forest",-0.0139859769072452
"US",42009,"26-50","Forest",-0.0144482471701964
"US",42010,"1-25","Forest",-0.0093922417835076
"US",42010,"26-50","Forest",-0.00833888201475244
"US",42011,"1-25","Urban",0.005510948144753
"US",42011,"26-50","Urban",0.00940134132459232
"US",42012,"1-25","Agricultural",-0.0017586271508218
"US",42012,"26-50","Agricultural",-0.0024782782487956
"US",42013,"1-25","Agricultural",-0.00340960159851368
"US",42013,"26-50","Agricultural",-0.00375130091656856
"US",42014,"1-25","Forest",-0.0031947901525292
"US",42014,"26-50","Shrubland",0.0038137634292209
"US",42015,"1-25","Wetlands",-0.0038690493695248
"US",42015,"26-50","Forest",-0.00503375320246244
"US",42016,"1-25","Shrubland",0.007753286205854
"US",42016,"26-50","Agricultural",-0.00771710811984368
"US",42017,"1-25","Agricultural",-0.00191576506698468
"US",42017,"26-50","Agricultural",-0.00302290682243804
"US",42018,"1-25","Agricultural",-0.0020851107818476
"US",42018,"26-50","Agricultural",-0.00221214290362464
"US",42019,"1-25","Forest",-0.00976338208748756
"US",42019,"26-50","Forest",-0.0081546613242134
"US",42021,"1-25","Forest",-0.00525550042348136
"US",42021,"26-50","Agricultural",-0.00479084110534756
"US",42022,"1-25","Forest",-0.00517092349381992
"US",42022,"26-50","Forest",-0.0103152039131596
"US",42023,"1-25","Forest",-0.0122580126805582
"US",42023,"26-50","Wetlands",0.00478775307487804
"US",42024,"1-25","Wetlands",0.0045072080947316
"US",42024,"26-50","Forest",-0.0051897918275122
"US",42025,"1-25","Forest",-0.0114973628376266
"US",42025,"26-50","Forest",-0.0134822715666311
"US",42026,"1-25","Forest",-0.009496439623832
"US",42026,"26-50","Forest",-0.00768506449568012
"US",42027,"1-25","Forest",-0.0090463824641884
"US",42027,"26-50","Forest",-0.00755379696086036
"US",42028,"1-25","Forest",-0.0149848259915656
"US",42028,"26-50","Forest",-0.0089510313196368
"US",42029,"1-25","Urban",0.0032713653485341
"US",42029,"26-50","Urban",0.00222902377606812
"US",42030,"1-25","Wetlands",-0.00152285697778176
"US",42030,"26-50","Agricultural",-0.00205122980050128
"US",42031,"1-25","Agricultural",-0.00373527561103356
"US",42031,"26-50","Agricultural",-0.00398426726010784
"US",42032,"1-25","Forest",-0.0107866478161862
"US",42032,"26-50","Forest",-0.0116255275523281
"US",42033,"1-25","Urban",-0.000230831111672528
"US",42033,"26-50","Agricultural",0.000257571761909688
"US",42034,"1-25","Agricultural",-0.00270178497682744
"US",42034,"26-50","Agricultural",-0.0038992961259214
"US",42036,"1-25","Forest",-0.00781130978339876
"US",42036,"26-50","Forest",-0.0110539115694665
"US",42037,"1-25","Forest",-0.0116053712981868
"US",42037,"26-50","Forest",-0.0106824996247701
"US",42038,"1-25","Wetlands",0.00589699598485635
"US",42038,"26-50","Wetlands",0.00575141889816917
"US",42039,"1-25","Forest",-0.012377704529124
"US",42039,"26-50","Forest",-0.010740362435992
"US",42040,"1-25","Forest",-0.00547517248607644
"US",42040,"26-50","Forest",-0.00686860011004792
"US",42050,"1-25","Urban",0.00234616943656263
"US",42050,"26-50","Urban",0.00483435515689068
"US",42051,"1-25","Urban",0.00436353880733254
"US",42051,"26-50","Agricultural",-0.00427623004592172
"US",42052,"1-25","Agricultural",-0.00655093102688412
"US",42052,"26-50","Agricultural",-0.004184988305337
"US",42053,"1-25","Forest",-0.0130090115378092
"US",42053,"26-50","Forest",-0.0135575907662095
"US",42054,"1-25","Agricultural",-0.003039121128504
"US",42054,"26-50","Agricultural",-0.00394453895619444
"US",42055,"1-25","Wetlands",0.00485011109547668
"US",42055,"26-50","Agricultural",-0.00259749801297076
"US",42056,"1-25","Agricultural",-0.00571710976162912
"US",42056,"26-50","Forest",-0.00609339357258544
"US",42057,"1-25","Agricultural",-0.00291971663538912
"US",42057,"26-50","Wetlands",0.003286056917845
"US",42058,"1-25","Forest",-0.00987931059815748
"US",42058,"26-50","Forest",-0.00774655487047044
"US",42059,"1-25","Forest",-0.00810541697166084
"US",42059,"26-50","Forest",-0.0109960205251064
"US",42060,"1-25","Forest",-0.00260830203586703
"US",42060,"26-50","Urban",0.00109277314092428
"US",42061,"1-25","Forest",-0.00930839471622456
"US",42061,"26-50","Forest",-0.0100072565465468
"US",42062,"1-25","Forest",-0.00885967968102764
"US",42062,"26-50","Forest",-0.00970806367801976
"US",42101,"1-25","Forest",-0.0035877033892026
"US",42101,"26-50","Forest",-0.00365064704820749
"US",42102,"1-25","Urban",0.000989721351163433
"US",42102,"26-50","Water",-0.0019393126196766
"US",42104,"1-25","Wetlands",0.00138378106356068
"US",42104,"26-50","Urban",0.000842118174570184
"US",42105,"1-25","Urban",0.000857583795829544
"US",42105,"26-50","Water",0.000308318659862
"US",42107,"1-25","Grasslands",-0.00226943424850382
"US",42107,"26-50","Grasslands",-0.00299804310874316
"US",42108,"1-25","Forest",-0.00718642492191656
"US",42108,"26-50","Forest",-0.00771810753135896
"US",42113,"1-25","Agricultural",-0.00340860614090156
"US",42113,"26-50","Agricultural",-0.00375465651586876
"US",42114,"1-25","Shrubland",0.00320370295657022
"US",42114,"26-50","Shrubland",0.00396321393998064
"US",42119,"1-25","Forest",-0.00817100730329336
"US",42119,"26-50","Forest",-0.0098407644411906
"US",42121,"1-25","Forest",-0.00488147525153412
"US",42121,"26-50","Agricultural",-0.00484319825121908
"US",42122,"1-25","Forest",-0.00818374987352016
"US",42122,"26-50","Forest",-0.010680813798187
"US",42123,"1-25","Wetlands",0.0073371775511071
"US",42123,"26-50","Wetlands",0.00797113520350858
"US",42124,"1-25","Forest",-0.00451026302183672
"US",42124,"26-50","Wetlands",0.0046842761408704
"US",42125,"1-25","Forest",-0.0122756303859994
"US",42125,"26-50","Forest",-0.0120664018446553
"US",42128,"1-25","Forest",-0.0101287186178906
"US",42128,"26-50","Forest",-0.0137195809099822
"US",42137,"1-25","Forest",-0.00977857821801992
"US",42137,"26-50","Forest",-0.00975568466528528
"US",42139,"1-25","Forest",-0.0106119014283745
"US",42139,"26-50","Forest",-0.0117260540851681
"US",42140,"1-25","Forest",-0.00634158667460536
"US",42140,"26-50","Forest",-0.00497775904129844
"US",42207,"1-25","Grasslands",-0.00224624597465771
"US",42207,"26-50","Grasslands",-0.00298222966653509
"US",42208,"1-25","Forest",-0.00728307417336908
"US",42208,"26-50","Shrubland",0.00523957187863532
"US",42214,"1-25","Agricultural",-0.00367068323239892
"US",42214,"26-50","Shrubland",0.00309758769985781
"US",42221,"1-25","Forest",-0.00440646223724288
"US",42221,"26-50","Forest",-0.00475886397608372
"US",42301,"1-25","Forest",-0.0118138635113917
"US",42301,"26-50","Forest",-0.0119451592835216
"US",42302,"1-25","Forest",-0.00898408297211452
"US",42302,"26-50","Forest",-0.0096749372734876
"US",42303,"1-25","Wetlands",0.00546082914895588
"US",42303,"26-50","Wetlands",0.00706124207546009
"US",42305,"1-25","Forest",-0.00660370692609876
"US",42305,"26-50","Forest",-0.00934410766117408
"US",42306,"1-25","Forest",-0.00944161497703508
"US",42306,"26-50","Wetlands",0.0110394089675299
"US",42307,"1-25","Forest",-0.0042896178873004
"US",42307,"26-50","Forest",-0.00669247653115424
"US",42308,"1-25","Agricultural",-0.00305140593314688
"US",42308,"26-50","Agricultural",-0.00310606107110776
"US",42309,"1-25","Urban",0.00227083085859187
"US",42309,"26-50","Urban",0.000851061827166304
"US",42310,"1-25","Agricultural",-0.00600866945852616
"US",42310,"26-50","Forest",-0.00672437049766256
"US",42311,"1-25","Water",0.002545179809299
"US",42311,"26-50","Agricultural",-0.00389166851339164
"US",42312,"1-25","Urban",0.00132168258876137
"US",42312,"26-50","Wetlands",0.00139589225356972
"US",42313,"1-25","Urban",0.0022596665939453
"US",42313,"26-50","Urban",0.000384620411150462
"US",42314,"1-25","Agricultural",-0.00253709670727828
"US",42314,"26-50","Shrubland",0.00336627513767926
"US",42407,"1-25","Forest",-0.00343985019077895
"US",42407,"26-50","Wetlands",0.0032414173720502
"US",42410,"1-25","Forest",-0.0126638861284638
"US",42410,"26-50","Forest",-0.0101101259348544
"US",42411,"1-25","Water",0.00255584155827924
"US",42411,"26-50","Agricultural",-0.00351462353648944
"US",42414,"1-25","Shrubland",0.00263677699612739
"US",42414,"26-50","Shrubland",0.00306590426969224
"US",42901,"1-25","Wetlands",-0.00210139209625228
"US",42901,"26-50","Wetlands",-0.00546618939429512
"US",42902,"1-25","Urban",0.0025584194844928
"US",42902,"26-50","Urban",0.00228585676772872
"US",42903,"1-25","Urban",0.00474778742754838
"US",42903,"26-50","Urban",0.00568454437711788
"US",42904,"1-25","Agricultural",-0.0010571658838896
"US",42904,"26-50","Agricultural",-0.00112994421946896
"US",44001,"1-25","Forest",-0.00612205595719732
"US",44001,"26-50","Forest",-0.0063559424495224
"US",44002,"1-25","Forest",-0.00405882106497968
"US",44002,"26-50","Forest",-0.00276273647498556
"US",44003,"1-25","Forest",-0.0066231307844974
"US",44003,"26-50","Forest",-0.0046450100815138
"US",44005,"1-25","Forest",-0.00299261817958456
"US",44005,"26-50","Forest",-0.00299890687071748
"US",44006,"1-25","Forest",-0.00216419283177452
"US",44006,"26-50","Forest",-0.00292668245114172
"US",44007,"1-25","Forest",-0.0042753649329822
"US",44007,"26-50","Forest",-0.00327956605986768
"US",44008,"1-25","Agricultural",-0.00298451885201639
"US",44008,"26-50","Agricultural",-0.00367288950555556
"US",44009,"1-25","Forest",-0.0033297047465564
"US",44009,"26-50","Forest",-0.00371257006974188
"US",44010,"1-25","Forest",-0.00459842792779272
"US",44010,"26-50","Forest",-0.00558049767651028
"US",44011,"1-25","Forest",-0.003765761729134
"US",44011,"26-50","Forest",-0.00305564886716088
"US",44012,"1-25","Agricultural",-0.0030077313431859
"US",44012,"26-50","Forest",-0.0045969862392056
"US",44013,"1-25","Forest",-0.00351166485386032
"US",44013,"26-50","Agricultural",-0.00253617419173424
"US",44014,"1-25","Forest",-0.0043586208682032
"US",44014,"26-50","Forest",-0.00290187796862968
"US",44015,"1-25","Forest",-0.0043550988260886
"US",44015,"26-50","Forest",-0.00314736481425888
"US",44016,"1-25","Forest",-0.00410700967555292
"US",44016,"26-50","Forest",-0.00362052016981316
"US",44017,"1-25","Forest",-0.00538773544249248
"US",44017,"26-50","Forest",-0.0045051216430308
"US",44018,"1-25","Agricultural",-0.00211998449761335
"US",44018,"26-50","Forest",-0.00292816454916808
"US",44019,"1-25","Forest",-0.0060638618138882
"US",44019,"26-50","Forest",-0.00663237122168596
"US",44020,"1-25","Wetlands",0.00443327815106954
"US",44020,"26-50","Forest",-0.00546025956893708
"US",44021,"1-25","Forest",-0.00294775706110396
"US",44021,"26-50","Forest",-0.00388982656268188
"US",44022,"1-25","Forest",-0.0072482588150788
"US",44022,"26-50","Forest",-0.00770786579115064
"US",44023,"1-25","Forest",-0.00283912039017712
"US",44023,"26-50","Forest",-0.00307881519639408
"US",44024,"1-25","Forest",-0.00577449815129
"US",44024,"26-50","Forest",-0.00471818038940484
"US",44025,"1-25","Forest",-0.00242936622260088
"US",44025,"26-50","Forest",-0.00358712294706536
"US",44027,"1-25","Forest",-0.00319811027892652
"US",44027,"26-50","Forest",-0.00377306845758792
"US",44028,"1-25","Forest",-0.00661509539964132
"US",44028,"26-50","Forest",-0.00775418165634388
"US",44030,"1-25","Forest",-0.00499553346818492
"US",44030,"26-50","Forest",-0.00564825609304496
"US",44031,"1-25","Forest",-0.00592441890036112
"US",44031,"26-50","Forest",-0.0061700629849112
"US",44032,"1-25","Forest",-0.00333206350888932
"US",44032,"26-50","Forest",-0.005122062553412
"US",44033,"1-25","Forest",-0.0097155160991122
"US",44033,"26-50","Forest",-0.00863739477088892
"US",44034,"1-25","Forest",-0.0026294186603266
"US",44034,"26-50","Forest",-0.00281134890262764
"US",44035,"1-25","Forest",-0.00446373661240184
"US",44035,"26-50","Barren",-0.00375856021658098
"US",44036,"1-25","Forest",-0.00530802141844716
"US",44036,"26-50","Forest",-0.00578619032724848
"US",44037,"1-25","Forest",-0.0048979564189578
"US",44037,"26-50","Forest",-0.00607639332146336
"US",44038,"1-25","Forest",-0.00471565980708908
"US",44038,"26-50","Forest",-0.00774771599750588
"US",44039,"1-25","Forest",-0.00779707264755056
"US",44039,"26-50","Forest",-0.0104990322972836
"US",44040,"1-25","Forest",-0.0109788624552349
"US",44040,"26-50","Forest",-0.00981374899055284
"US",44041,"1-25","Forest",-0.0081524361462212
"US",44041,"26-50","Forest",-0.00872359260911752
"US",44042,"1-25","Forest",-0.00952485221475424
"US",44042,"26-50","Forest",-0.0079906275932766
"US",44043,"1-25","Forest",-0.00562034468375296
"US",44043,"26-50","Forest",-0.00619953731685456
"US",44044,"1-25","Forest",-0.00619120475755924
"US",44044,"26-50","Forest",-0.0051968083909882
"US",44045,"1-25","Forest",-0.00512729982378544
"US",44045,"26-50","Forest",-0.00622480311069764
"US",44046,"1-25","Wetlands",0.00513282147469804
"US",44046,"26-50","Forest",-0.00347728437539788
"US",44047,"1-25","Forest",-0.00376825442988016
"US",44047,"26-50","Forest",-0.00307641868487448
"US",44048,"1-25","Forest",-0.00994518444333168
"US",44048,"26-50","Forest",-0.00608419965088444
"US",44049,"1-25","Wetlands",0.00647293742871487
"US",44049,"26-50","Wetlands",0.00478350487411651
"US",44050,"1-25","Forest",-0.00923518081747932
"US",44050,"26-50","Forest",-0.00444979089860528
"US",44051,"1-25","Forest",-0.0090607492487296
"US",44051,"26-50","Forest",-0.00498578328937004
"US",44052,"1-25","Forest",-0.0058544613924202
"US",44052,"26-50","Wetlands",0.0054764736315199
"US",44053,"1-25","Wetlands",0.00339443442569859
"US",44053,"26-50","Forest",-0.0061980105849294
"US",44054,"1-25","Forest",-0.00835137579124144
"US",44054,"26-50","Forest",-0.00358536812848592
"US",44055,"1-25","Forest",-0.00527006736142768
"US",44055,"26-50","Forest",-0.00604968468097452
"US",44056,"1-25","Forest",-0.0082739536035664
"US",44056,"26-50","Forest",-0.00738186980328532
"US",44057,"1-25","Forest",-0.00483045481726404
"US",44057,"26-50","Forest",-0.00648924674962532
"US",44058,"1-25","Forest",-0.0045415158246498
"US",44058,"26-50","Forest",-0.005490526259961
"US",44059,"1-25","Forest",-0.00628043288681752
"US",44059,"26-50","Barren",-0.00314373893378105
"US",44060,"1-25","Forest",-0.00424820308744788
"US",44060,"26-50","Forest",-0.00754736809780368
"US",44108,"1-25","Agricultural",-0.00361718083698496
"US",44108,"26-50","Agricultural",-0.0026600383348579
"US",44115,"1-25","Forest",-0.00423104904951888
"US",44115,"26-50","Forest",-0.00293475681337076
"US",44117,"1-25","Forest",-0.00676897108370788
"US",44117,"26-50","Forest",-0.0047006823126226
"US",44120,"1-25","Wetlands",0.00441034034211315
"US",44120,"26-50","Forest",-0.00533870262646508
"US",44134,"1-25","Forest",-0.0021971915965384
"US",44134,"26-50","Forest",-0.00278549754751796
"US",44144,"1-25","Forest",-0.0069330511435132
"US",44144,"26-50","Forest",-0.00523223947247192
"US",44146,"1-25","Wetlands",0.00373286680440163
"US",44146,"26-50","Barren",-0.00404543234337054
"US",44147,"1-25","Forest",-0.00438901807034192
"US",44147,"26-50","Barren",-0.00343123836342909
"US",44155,"1-25","Forest",-0.0067849558585872
"US",44155,"26-50","Forest",-0.00534596230474608
"US",44159,"1-25","Barren",-0.0030640160254927
"US",44159,"26-50","Forest",-0.00631248751974152
"US",44301,"1-25","Barren",-0.00353889831505031
"US",44301,"26-50","Barren",-0.00362386865620099
"US",44302,"1-25","Forest",-0.00852654945889044
"US",44302,"26-50","Forest",-0.00941263993783912
"US",44303,"1-25","Forest",-0.00740912274044912
"US",44303,"26-50","Forest",-0.00778509993193488
"US",44304,"1-25","Forest",-0.00814184356988092
"US",44304,"26-50","Forest",-0.00924559550808188
"US",44305,"1-25","Forest",-0.0132119921037308
"US",44305,"26-50","Forest",-0.01046869128351
"US",44306,"1-25","Forest",-0.00299365044001336
"US",44306,"26-50","Barren",-0.00140869453016634
"US",44307,"1-25","Wetlands",0.00320964767024978
"US",44307,"26-50","Wetlands",0.00300060930159193
"US",44308,"1-25","Forest",-0.00334624152328828
"US",44308,"26-50","Forest",-0.00519542519390964
"US",44309,"1-25","Forest",-0.00583967386707712
"US",44309,"26-50","Forest",-0.006539852428444
"US",44310,"1-25","Forest",-0.00347105734951676
"US",44310,"26-50","Forest",-0.0038282155272306
"US",46001,"1-25","Forest",-0.00271881507233784
"US",46001,"26-50","Urban",0.00289842325350399
"US",46002,"1-25","Agricultural",-0.00153575331714796
"US",46002,"26-50","Urban",0.00206966339613689
"US",46003,"1-25","Urban",0.00324317640876634
"US",46003,"26-50","Forest",-0.003084950767417
"US",46004,"1-25","Forest",-0.00189457006165056
"US",46004,"26-50","Urban",0.00163445208543198
"US",46006,"1-25","Agricultural",-0.0064096552420664
"US",46006,"26-50","Agricultural",-0.00677068472263112
"US",46007,"1-25","Agricultural",-0.00343410439046272
"US",46007,"26-50","Agricultural",-0.00370116989207004
"US",46008,"1-25","Agricultural",-0.00234027039976668
"US",46008,"26-50","Urban",0.00363045655697402
"US",46009,"1-25","Agricultural",-0.00366043296901708
"US",46009,"26-50","Agricultural",-0.0055507407362198
"US",46010,"1-25","Urban",0.0083042340715628
"US",46010,"26-50","Urban",0.0100487184634946
"US",46011,"1-25","Agricultural",-0.00764971665709548
"US",46011,"26-50","Agricultural",-0.00738724758465048
"US",46012,"1-25","Urban",0.00817826601813672
"US",46012,"26-50","Urban",0.0117034725106937
"US",46013,"1-25","Agricultural",-0.0076852444056984
"US",46013,"26-50","Agricultural",-0.00797064493116584
"US",46014,"1-25","Agricultural",-0.00813163025622916
"US",46014,"26-50","Agricultural",-0.00689832481251748
"US",46015,"1-25","Agricultural",-0.00782046531498348
"US",46015,"26-50","Agricultural",-0.00562890514422624
"US",46016,"1-25","Agricultural",-0.00554466234947188
"US",46016,"26-50","Agricultural",-0.00569606973456632
"US",46017,"1-25","Agricultural",-0.00610684648109692
"US",46017,"26-50","Agricultural",-0.00985847713143656
"US",46018,"1-25","Urban",0.00700659463186696
"US",46018,"26-50","Agricultural",-0.00582720595058256
"US",46019,"1-25","Urban",0.00705867194462436
"US",46019,"26-50","Urban",0.00681735601010232
"US",46020,"1-25","Urban",0.00981789583794636
"US",46020,"26-50","Urban",0.00551995247489899
"US",46022,"1-25","Urban",0.00891384847293224
"US",46022,"26-50","Urban",0.012249123392887
"US",46023,"1-25","Urban",0.00943620367052828
"US",46023,"26-50","Forest",-0.00507597336664
"US",46024,"1-25","Urban",0.00735045026926776
"US",46024,"26-50","Urban",0.0118485307737644
"US",46025,"1-25","Agricultural",-0.00234774874179496
"US",46025,"26-50","Agricultural",-0.00292353844608076
"US",46026,"1-25","Agricultural",-0.00295955162914412
"US",46026,"26-50","Agricultural",-0.0049124202269706
"US",46027,"1-25","Forest",-0.00320430170449188
"US",46027,"26-50","Forest",-0.00339964868145532
"US",46028,"1-25","Urban",0.00776153018690332
"US",46028,"26-50","Urban",0.00434608691885024
"US",46030,"1-25","Wetlands",0.00259365853488364
"US",46030,"26-50","Forest",-0.00251178939023224
"US",46031,"1-25","Urban",0.00248888069830989
"US",46031,"26-50","Forest",-0.00265655952639956
"US",46032,"1-25","Urban",0.00385181774690747
"US",46032,"26-50","Urban",0.00503552464288386
"US",46033,"1-25","Urban",0.00421500895054824
"US",46033,"26-50","Urban",0.0044872707446728
"US",46034,"1-25","Urban",0.00619533673571501
"US",46034,"26-50","Urban",0.00538546354791508
"US",46035,"1-25","Urban",0.00222669722357892
"US",46035,"26-50","Forest",-0.00350292364462104
"US",46036,"1-25","Wetlands",0.00303703589013097
"US",46036,"26-50","Wetlands",0.00328076010471524
"US",46038,"1-25","Forest",-0.00347402273725876
"US",46038,"26-50","Forest",-0.00415940414009384
"US",46039,"1-25","Forest",-0.0049804180787938
"US",46039,"26-50","Forest",-0.00455161023947152
"US",46040,"1-25","Forest",-0.00352926221230376
"US",46040,"26-50","Forest",-0.00504846227489676
"US",46041,"1-25","Forest",-0.00515730994152045
"US",46041,"26-50","Forest",-0.00478150686593655
"US",46042,"1-25","Forest",-0.00170536592343591
"US",46042,"26-50","Forest",-0.00395395985969126
"US",46043,"1-25","Forest",-0.00316095745803864
"US",46043,"26-50","Forest",-0.00163250171810322
"US",46044,"1-25","Forest",-0.0028940257775136
"US",46044,"26-50","Forest",-0.00370147857937356
"US",46045,"1-25","Forest",-0.00770309225712432
"US",46045,"26-50","Forest",-0.00665145651140944
"US",46046,"1-25","Forest",-0.00414550354651936
"US",46046,"26-50","Forest",-0.00808363562432456
"US",46047,"1-25","Wetlands",0.011789565505106
"US",46047,"26-50","Wetlands",0.0108341653941031
"US",46048,"1-25","Wetlands",0.0084848730569318
"US",46048,"26-50","Wetlands",0.007119124102824
"US",46049,"1-25","Forest",-0.00852009259723784
"US",46049,"26-50","Forest",-0.00908737739906156
"US",46050,"1-25","Wetlands",0.00814519818098648
"US",46050,"26-50","Forest",-0.00783934735819988
"US",46051,"1-25","Urban",0.00203129560564294
"US",46051,"26-50","Urban",0.00200641531509248
"US",46052,"1-25","Agricultural",-0.00236026465110552
"US",46052,"26-50","Agricultural",-0.00441876209667784
"US",46053,"1-25","Urban",0.00176223036530543
"US",46053,"26-50","Forest",-0.00221574384400188
"US",46054,"1-25","Urban",0.00161510513231956
"US",46054,"26-50","Urban",0.00177792243316517
"US",46055,"1-25","Urban",0.00175138462639693
"US",46055,"26-50","Urban",0.0019162537680607
"US",46102,"1-25","Forest",-0.00137776480887076
"US",46102,"26-50","Agricultural",-0.00193147639113432
"US",46110,"1-25","Urban",0.00973223922729912
"US",46110,"26-50","Urban",0.00855559192423484
"US",46121,"1-25","Urban",0.00998309712651148
"US",46121,"26-50","Urban",0.00834522175081464
"US",46123,"1-25","Agricultural",-0.00752673963894792
"US",46123,"26-50","Agricultural",-0.00687854502200896
"US",46126,"1-25","Agricultural",-0.00299772341834224
"US",46126,"26-50","Agricultural",-0.00555453648017584
"US",46145,"1-25","Forest",-0.0076293183275162
"US",46145,"26-50","Forest",-0.00678412507959172
"US",46149,"1-25","Wetlands",0.0133266052731172
"US",46149,"26-50","Forest",-0.0114434774129062
"US",46150,"1-25","Wetlands",0.0101629509294687
"US",46150,"26-50","Forest",-0.009698081548185
"US",46151,"1-25","Agricultural",-0.003733150461822
"US",46151,"26-50","Agricultural",-0.00301819116881064
"US",46900,"1-25","Urban",0.0017298124151008
"US",46900,"26-50","Forest",-0.00161237918642624
"US",46902,"1-25","Urban",0.00516896604479964
"US",46902,"26-50","Urban",0.00626104563511712
"US",47001,"1-25","Urban",0.00186890050040088
"US",47001,"26-50","Shrubland",0.00123940882961164
"US",47002,"1-25","Shrubland",0.00320801291535721
"US",47002,"26-50","Forest",-0.00448789348446044
"US",47003,"1-25","Forest",-0.00741609517521996
"US",47003,"26-50","Forest",-0.00654514578769508
"US",47004,"1-25","Urban",0.00290918158340012
"US",47004,"26-50","Urban",0.00243217432464977
"US",47005,"1-25","Forest",-0.00632520439808288
"US",47005,"26-50","Forest",-0.0093128120733828
"US",47006,"1-25","Forest",-0.00816517237024876
"US",47006,"26-50","Forest",-0.00652012753636252
"US",47008,"1-25","Forest",-0.00289735538090136
"US",47008,"26-50","Forest",-0.0070751031243772
"US",47009,"1-25","Forest",-0.00436901308340152
"US",47009,"26-50","Forest",-0.00412575988264188
"US",47010,"1-25","Urban",0.00419417389337712
"US",47010,"26-50","Urban",0.00297452806025824
"US",47011,"1-25","Forest",-0.00798773608220836
"US",47011,"26-50","Forest",-0.0102527478497057
"US",47012,"1-25","Forest",-0.00306709356610084
"US",47012,"26-50","Urban",0.00195384479562108
"US",47013,"1-25","Forest",-0.00453850887443044
"US",47013,"26-50","Forest",-0.00701831927886012
"US",47017,"1-25","Agricultural",-0.00107547395698568
"US",47017,"26-50","Forest",-0.00198494163711092
"US",47018,"1-25","Urban",0.00117618586640852
"US",47018,"26-50","Wetlands",-0.00121275831426897
"US",47019,"1-25","Forest",-0.00110012079378776
"US",47019,"26-50","Urban",0.00101318010414796
"US",47022,"1-25","Agricultural",-0.00205454009636008
"US",47022,"26-50","Agricultural",-0.00152152730755888
"US",47102,"1-25","Shrubland",0.00185054306588332
"US",47102,"26-50","Forest",-0.00602188633014916
"US",47112,"1-25","Urban",0.0023176501206812
"US",47112,"26-50","Forest",-0.002403172467911
"US",47113,"1-25","Forest",-0.00653703833978192
"US",47113,"26-50","Forest",-0.00739001110214348
"US",47115,"1-25","Agricultural",-0.00249462618453589
"US",47115,"26-50","Agricultural",-0.00239337937063674
"US",47901,"1-25","Urban",0.0021088982304612
"US",47901,"26-50","Urban",0.00176165513049668
"US",49001,"1-25","Forest",-0.00375232428412048
"US",49001,"26-50","Forest",-0.00418603159443944
"US",49002,"1-25","Forest",-0.0013449036938298
"US",49002,"26-50","Forest",-0.00285388286420144
"US",49003,"1-25","Forest",-0.00420269335879624
"US",49003,"26-50","Forest",-0.00300529964947988
"US",49004,"1-25","Forest",-0.00525314379442316
"US",49004,"26-50","Forest",-0.00301115503384732
"US",49005,"1-25","Forest",-0.00254109572182548
"US",49005,"26-50","Forest",-0.00279511720094824
"US",49006,"1-25","Forest",-0.0032224454009246
"US",49006,"26-50","Urban",0.00187928899641838
"US",49007,"1-25","Agricultural",-0.0018184605335946
"US",49007,"26-50","Agricultural",-0.00326661973247511
"US",49008,"1-25","Forest",-0.00375790136035952
"US",49008,"26-50","Urban",0.0016239956613196
"US",49009,"1-25","Wetlands",0.00454259622770336
"US",49009,"26-50","Wetlands",0.00354087597307252
"US",49010,"1-25","Shrubland",0.00419683533744852
"US",49010,"26-50","Urban",0.00150747157043952
"US",49011,"1-25","Forest",-0.00439088410809716
"US",49011,"26-50","Forest",-0.00493277751326468
"US",49012,"1-25","Forest",-0.00418825360844452
"US",49012,"26-50","Forest",-0.00251599460390816
"US",49013,"1-25","Forest",-0.00267145027158976
"US",49013,"26-50","Forest",-0.00329427806676432
"US",49014,"1-25","Urban",0.000893348885039304
"US",49014,"26-50","Urban",0.000946077253044518
"US",49015,"1-25","Wetlands",0.00596909369344288
"US",49015,"26-50","Urban",0.00115013705318995
"US",49016,"1-25","Urban",0.00168722842412642
"US",49016,"26-50","Urban",0.00179767865500719
"US",49017,"1-25","Forest",-0.00448109140289816
"US",49017,"26-50","Forest",-0.00384761411683492
"US",49018,"1-25","Forest",-0.00255545137771312
"US",49018,"26-50","Forest",-0.00413185869215076
"US",49019,"1-25","Urban",0.00263613063356436
"US",49019,"26-50","Forest",-0.00159798843072864
"US",49020,"1-25","Wetlands",0.00444405280132532
"US",49020,"26-50","Agricultural",-0.00484530392493776
"US",49021,"1-25","Wetlands",0.00600991656600275
"US",49021,"26-50","Wetlands",0.00786799606796798
"US",49022,"1-25","Urban",0.00300272162844103
"US",49022,"26-50","Agricultural",-0.00348548829405504
