"focal_rte","Foraging","excl_dir","dir_core","dir_diff"
2060,"aerial foraging",0.593021245211606,0.5822527,-0.0107685452116056
2060,"hover/glean",0.584299975287719,0.5822527,-0.00204727528771909
2060,"hawks",0.583675312476384,0.5822527,-0.00142261247638431
2060,"swoops",0.581814680100478,0.5822527,0.000438019899521636
2065,"ground glean",0.511828358502162,0.5952647,0.0834363414978379
2065,"foliage glean",0.611639122197863,0.5952647,-0.0163744221978627
2065,"bark glean",0.609061997086931,0.5952647,-0.0137972970869309
2065,"aerial foraging",0.600086081682432,0.5952647,-0.00482138168243174
2065,"hover/glean",0.596263215299267,0.5952647,-0.000998515299266978
2065,"hawks",0.594161063669993,0.5952647,0.00110363633000743
2065,"swoops",0.595683232000738,0.5952647,-0.000418532000737937
2066,"ground glean",0.514559255300827,0.5958105,0.0812512446991727
2066,"foliage glean",0.614512660986696,0.5958105,-0.0187021609866962
2066,"bark glean",0.609878725949981,0.5958105,-0.0140682259499815
2066,"aerial foraging",0.601355023310718,0.5958105,-0.00554452331071842
2066,"hover/glean",0.597264823062937,0.5958105,-0.00145432306293747
2066,"hawks",0.594446831504904,0.5958105,0.00136366849509595
2066,"swoops",0.59480029283341,0.5958105,0.00101020716659006
2072,"ground glean",0.575939011818443,0.5969248,0.0209857881815573
2072,"foliage glean",0.615327870663897,0.5969248,-0.0184030706638975
2072,"bark glean",0.60740888535519,0.5969248,-0.0104840853551902
2072,"aerial foraging",0.573337668780898,0.5969248,0.0235871312191016
2072,"hover/glean",0.598656328036366,0.5969248,-0.00173152803636623
2072,"hawks",0.602335249553183,0.5969248,-0.00541044955318259
2072,"swoops",0.596742140714095,0.5969248,0.000182659285905107
2140,"ground glean",0.531270060939289,0.6002347,0.0689646390607112
2140,"foliage glean",0.617872117886447,0.6002347,-0.0176374178864471
2140,"bark glean",0.615932107207844,0.6002347,-0.0156974072078437
2140,"aerial foraging",0.601490251106901,0.6002347,-0.00125555110690057
2140,"hover/glean",0.601554603131853,0.6002347,-0.00131990313185337
2140,"hawks",0.59916007841739,0.6002347,0.00107462158260974
2140,"swoops",0.599178908921182,0.6002347,0.00105579107881848
2142,"ground glean",0.516670513255148,0.592927,0.076256486744852
2142,"foliage glean",0.609776111815836,0.592927,-0.0168491118158357
2142,"bark glean",0.60633593006985,0.592927,-0.01340893006985
2142,"aerial foraging",0.597848006412865,0.592927,-0.00492100641286497
2142,"hawks",0.59163858690463,0.592927,0.00128841309537009
2142,"swoops",0.59216042086869,0.592927,0.000766579131309508
2142,"hover/glean",0.594786031776163,0.592927,-0.00185903177616342
3021,"ground glean",0.323813896402682,0.3161541,-0.00765979640268172
3021,"bark glean",0.314868309793788,0.3161541,0.00128579020621228
3021,"hover/glean",0.317567769263804,0.3161541,-0.00141366926380437
3021,"hawks",0.316610387910665,0.3161541,-0.000456287910665154
3021,"foliage glean",0.312868838536973,0.3161541,0.00328526146302743
3021,"aerial foraging",0.312526729283868,0.3161541,0.00362737071613178
3224,"ground glean",0.323813896402682,0.3161541,-0.00765979640268172
3224,"bark glean",0.314868309793788,0.3161541,0.00128579020621228
3224,"hover/glean",0.317567769263804,0.3161541,-0.00141366926380437
3224,"hawks",0.316610387910665,0.3161541,-0.000456287910665154
3224,"foliage glean",0.312868838536973,0.3161541,0.00328526146302743
3224,"aerial foraging",0.312526729283868,0.3161541,0.00362737071613178
3429,"ground glean",0.323813896402682,0.3161541,-0.00765979640268172
3429,"bark glean",0.314868309793788,0.3161541,0.00128579020621228
3429,"hover/glean",0.317567769263804,0.3161541,-0.00141366926380437
3429,"hawks",0.316610387910665,0.3161541,-0.000456287910665154
3429,"foliage glean",0.312868838536973,0.3161541,0.00328526146302743
3429,"aerial foraging",0.312526729283868,0.3161541,0.00362737071613178
4002,"ground glean",0.305160593985663,0.296632,-0.0085285939856628
4002,"hawks",0.299024038729831,0.296632,-0.00239203872983057
4002,"hover/glean",0.297076868097928,0.296632,-0.000444868097928486
4002,"foliage glean",0.293480258885404,0.296632,0.00315174111459554
4002,"aerial foraging",0.29536940514939,0.296632,0.0012625948506097
4002,"swoops",0.296171104030251,0.296632,0.000460895969749242
4002,"bark glean",0.296449682213324,0.296632,0.000182317786675601
4004,"ground glean",0.305160593985663,0.296632,-0.0085285939856628
4004,"hawks",0.299024038729831,0.296632,-0.00239203872983057
4004,"hover/glean",0.297076868097928,0.296632,-0.000444868097928486
4004,"foliage glean",0.293480258885404,0.296632,0.00315174111459554
4004,"aerial foraging",0.29536940514939,0.296632,0.0012625948506097
4004,"swoops",0.296171104030251,0.296632,0.000460895969749242
4004,"bark glean",0.296449682213324,0.296632,0.000182317786675601
4007,"ground glean",0.30960476180641,0.2933795,-0.0162252618064101
4007,"hawks",0.295375645230652,0.2933795,-0.00199614523065184
4007,"hover/glean",0.294038736569096,0.2933795,-0.000659236569095889
4007,"foliage glean",0.289602709776818,0.2933795,0.00377679022318195
4007,"aerial foraging",0.290964684428336,0.2933795,0.00241481557166362
4007,"swoops",0.29305264693847,0.2933795,0.000326853061530019
4007,"bark glean",0.293325139697066,0.2933795,5.43603029339312e-05
4010,"ground glean",0.329209077847496,0.3263174,-0.00289167784749617
4010,"bark glean",0.325643643478368,0.3263174,0.000673756521632152
4010,"hover/glean",0.326010247666731,0.3263174,0.000307152333268612
4010,"hawks",0.328227706642424,0.3263174,-0.00191030664242353
4010,"foliage glean",0.325157350421848,0.3263174,0.00116004957815236
4010,"aerial foraging",0.32376536941063,0.3263174,0.00255203058936976
4010,"swoops",0.326807301567366,0.3263174,-0.000489901567366335
4014,"ground glean",0.30960476180641,0.2933795,-0.0162252618064101
4014,"hawks",0.295375645230652,0.2933795,-0.00199614523065184
4014,"hover/glean",0.294038736569096,0.2933795,-0.000659236569095889
4014,"foliage glean",0.289602709776818,0.2933795,0.00377679022318195
4014,"aerial foraging",0.290964684428336,0.2933795,0.00241481557166362
4014,"swoops",0.29305264693847,0.2933795,0.000326853061530019
4014,"bark glean",0.293325139697066,0.2933795,5.43603029339312e-05
4017,"ground glean",0.331695230074595,0.3275263,-0.00416893007459462
4017,"bark glean",0.326581176523475,0.3275263,0.000945123476525034
4017,"hover/glean",0.328122957732233,0.3275263,-0.00059665773223283
4017,"hawks",0.331054077284723,0.3275263,-0.00352777728472337
4017,"foliage glean",0.32552823345795,0.3275263,0.00199806654205043
4017,"aerial foraging",0.324136122616413,0.3275263,0.00339017738358693
4017,"swoops",0.327957023851591,0.3275263,-0.000430723851591486
4018,"ground glean",0.325154645810501,0.2998514,-0.0253032458105009
4018,"hawks",0.301765156301809,0.2998514,-0.00191375630180918
4018,"hover/glean",0.299662650873207,0.2998514,0.000188749126792509
4018,"foliage glean",0.297119283103372,0.2998514,0.00273211689662839
4018,"aerial foraging",0.295826043343935,0.2998514,0.00402535665606457
4018,"swoops",0.299610702664339,0.2998514,0.000240697335661344
4018,"bark glean",0.299469647381403,0.2998514,0.000381752618597242
4027,"ground glean",0.325154645810501,0.2998514,-0.0253032458105009
4027,"hawks",0.301765156301809,0.2998514,-0.00191375630180918
4027,"hover/glean",0.299662650873207,0.2998514,0.000188749126792509
4027,"foliage glean",0.297119283103372,0.2998514,0.00273211689662839
4027,"aerial foraging",0.295826043343935,0.2998514,0.00402535665606457
4027,"swoops",0.299610702664339,0.2998514,0.000240697335661344
4027,"bark glean",0.299469647381403,0.2998514,0.000381752618597242
4028,"ground glean",0.325154645810501,0.2998514,-0.0253032458105009
4028,"hawks",0.301765156301809,0.2998514,-0.00191375630180918
4028,"hover/glean",0.299662650873207,0.2998514,0.000188749126792509
4028,"foliage glean",0.297119283103372,0.2998514,0.00273211689662839
4028,"aerial foraging",0.295826043343935,0.2998514,0.00402535665606457
4028,"swoops",0.299610702664339,0.2998514,0.000240697335661344
4028,"bark glean",0.299469647381403,0.2998514,0.000381752618597242
4029,"ground glean",0.325154645810501,0.2998514,-0.0253032458105009
4029,"hawks",0.301765156301809,0.2998514,-0.00191375630180918
4029,"hover/glean",0.299662650873207,0.2998514,0.000188749126792509
4029,"foliage glean",0.297119283103372,0.2998514,0.00273211689662839
4029,"aerial foraging",0.295826043343935,0.2998514,0.00402535665606457
4029,"swoops",0.299610702664339,0.2998514,0.000240697335661344
4029,"bark glean",0.299469647381403,0.2998514,0.000381752618597242
4105,"ground glean",0.318778849505051,0.3144747,-0.00430414950505137
4105,"bark glean",0.313927454991885,0.3144747,0.000547245008114872
4105,"hover/glean",0.313807107867404,0.3144747,0.00066759213259554
4105,"hawks",0.315290912398009,0.3144747,-0.000816212398009331
4105,"foliage glean",0.312750642141992,0.3144747,0.001724057858008
4105,"aerial foraging",0.312748112426049,0.3144747,0.00172658757395094
4105,"swoops",0.314874001980692,0.3144747,-0.000399301980692213
4113,"ground glean",0.30960476180641,0.2933795,-0.0162252618064101
4113,"hawks",0.295375645230652,0.2933795,-0.00199614523065184
4113,"hover/glean",0.294038736569096,0.2933795,-0.000659236569095889
4113,"foliage glean",0.289602709776818,0.2933795,0.00377679022318195
4113,"aerial foraging",0.290964684428336,0.2933795,0.00241481557166362
4113,"swoops",0.29305264693847,0.2933795,0.000326853061530019
4113,"bark glean",0.293325139697066,0.2933795,5.43603029339312e-05
4114,"ground glean",0.30960476180641,0.2933795,-0.0162252618064101
4114,"hawks",0.295375645230652,0.2933795,-0.00199614523065184
4114,"hover/glean",0.294038736569096,0.2933795,-0.000659236569095889
4114,"foliage glean",0.289602709776818,0.2933795,0.00377679022318195
4114,"aerial foraging",0.290964684428336,0.2933795,0.00241481557166362
4114,"swoops",0.29305264693847,0.2933795,0.000326853061530019
4114,"bark glean",0.293325139697066,0.2933795,5.43603029339312e-05
4115,"ground glean",0.30960476180641,0.2933795,-0.0162252618064101
4115,"hawks",0.295375645230652,0.2933795,-0.00199614523065184
4115,"hover/glean",0.294038736569096,0.2933795,-0.000659236569095889
4115,"foliage glean",0.289602709776818,0.2933795,0.00377679022318195
4115,"aerial foraging",0.290964684428336,0.2933795,0.00241481557166362
4115,"swoops",0.29305264693847,0.2933795,0.000326853061530019
4115,"bark glean",0.293325139697066,0.2933795,5.43603029339312e-05
4128,"ground glean",0.325154645810501,0.2998514,-0.0253032458105009
4128,"hawks",0.301765156301809,0.2998514,-0.00191375630180918
4128,"hover/glean",0.299662650873207,0.2998514,0.000188749126792509
4128,"foliage glean",0.297119283103372,0.2998514,0.00273211689662839
4128,"aerial foraging",0.295826043343935,0.2998514,0.00402535665606457
4128,"swoops",0.299610702664339,0.2998514,0.000240697335661344
4128,"bark glean",0.299469647381403,0.2998514,0.000381752618597242
4129,"ground glean",0.30960476180641,0.2933795,-0.0162252618064101
4129,"hawks",0.295375645230652,0.2933795,-0.00199614523065184
4129,"hover/glean",0.294038736569096,0.2933795,-0.000659236569095889
4129,"foliage glean",0.289602709776818,0.2933795,0.00377679022318195
4129,"aerial foraging",0.290964684428336,0.2933795,0.00241481557166362
4129,"swoops",0.29305264693847,0.2933795,0.000326853061530019
4129,"bark glean",0.293325139697066,0.2933795,5.43603029339312e-05
4196,"ground glean",0.334313953003081,0.3302489,-0.00406505300308102
4196,"bark glean",0.329653242163763,0.3302489,0.000595657836236607
4196,"hover/glean",0.330059481078306,0.3302489,0.000189418921693885
4196,"hawks",0.333112542007282,0.3302489,-0.00286364200728223
4196,"foliage glean",0.328438257045243,0.3302489,0.0018106429547573
4196,"aerial foraging",0.326371408125276,0.3302489,0.0038774918747238
4196,"swoops",0.330557644816798,0.3302489,-0.000308744816798101
6052,"ground glean",0.41219863837534,0.4333621,0.0211634616246599
6052,"bark glean",0.434583759139661,0.4333621,-0.00122165913966105
6052,"hover/glean",0.431072238296758,0.4333621,0.00228986170324186
6052,"hawks",0.433621005142108,0.4333621,-0.000258905142107857
6052,"foliage glean",0.434975325739438,0.4333621,-0.00161322573943773
6052,"aerial foraging",0.441367838094128,0.4333621,-0.00800573809412808
6052,"swoops",0.432944646269024,0.4333621,0.000417453730976458
7020,"ground glean",0.5012469409168,0.5441053,0.0428583590832003
7020,"foliage glean",0.559765381788103,0.5441053,-0.0156600817881032
7020,"bark glean",0.566737216743248,0.5441053,-0.0226319167432484
7020,"aerial foraging",0.525442554168235,0.5441053,0.0186627458317653
7020,"hover/glean",0.547286601891944,0.5441053,-0.00318130189194354
7020,"hawks",0.546225885373289,0.5441053,-0.00212058537328896
7020,"swoops",0.543962670439871,0.5441053,0.000142629560129337
7023,"ground glean",0.5012469409168,0.5441053,0.0428583590832003
7023,"foliage glean",0.559765381788103,0.5441053,-0.0156600817881032
7023,"bark glean",0.566737216743248,0.5441053,-0.0226319167432484
7023,"aerial foraging",0.525442554168235,0.5441053,0.0186627458317653
7023,"hover/glean",0.547286601891944,0.5441053,-0.00318130189194354
7023,"hawks",0.546225885373289,0.5441053,-0.00212058537328896
7023,"swoops",0.543962670439871,0.5441053,0.000142629560129337
7026,"ground glean",0.5012469409168,0.5441053,0.0428583590832003
7026,"foliage glean",0.559765381788103,0.5441053,-0.0156600817881032
7026,"bark glean",0.566737216743248,0.5441053,-0.0226319167432484
7026,"aerial foraging",0.525442554168235,0.5441053,0.0186627458317653
7026,"hover/glean",0.547286601891944,0.5441053,-0.00318130189194354
7026,"hawks",0.546225885373289,0.5441053,-0.00212058537328896
7026,"swoops",0.543962670439871,0.5441053,0.000142629560129337
7028,"ground glean",0.5012469409168,0.5441053,0.0428583590832003
7028,"foliage glean",0.559765381788103,0.5441053,-0.0156600817881032
7028,"bark glean",0.566737216743248,0.5441053,-0.0226319167432484
7028,"aerial foraging",0.525442554168235,0.5441053,0.0186627458317653
7028,"hover/glean",0.547286601891944,0.5441053,-0.00318130189194354
7028,"hawks",0.546225885373289,0.5441053,-0.00212058537328896
7028,"swoops",0.543962670439871,0.5441053,0.000142629560129337
11007,"ground glean",0.330033906319313,0.3291802,-0.000853706319312864
11007,"bark glean",0.328764514348542,0.3291802,0.000415685651457942
11007,"hover/glean",0.328992253127264,0.3291802,0.000187946872735822
11007,"hawks",0.332134938048445,0.3291802,-0.00295473804844548
11007,"foliage glean",0.328102009677334,0.3291802,0.00107819032266576
11007,"aerial foraging",0.32548027900065,0.3291802,0.00369992099935001
11007,"swoops",0.329349102747799,0.3291802,-0.000168902747799127
11009,"bark glean",0.303329880035273,0.3015329,-0.00179698003527251
11009,"aerial foraging",0.300894097916448,0.3015329,0.000638802083551548
11009,"hawks",0.300062540748915,0.3015329,0.00147035925108502
11009,"ground glean",0.299660397624495,0.3015329,0.00187250237550474
11009,"foliage glean",0.302962389800224,0.3015329,-0.00142948980022434
11009,"hover/glean",0.300642530372293,0.3015329,0.000890369627707055
11009,"swoops",0.30160601855469,0.3015329,-7.31185546896662e-05
11010,"foliage glean",0.308983012688068,0.3143404,0.00535738731193203
11010,"ground glean",0.325575434696695,0.3143404,-0.0112350346966946
11010,"bark glean",0.313257427085668,0.3143404,0.0010829729143319
11010,"aerial foraging",0.311147274523144,0.3143404,0.00319312547685607
11010,"hover/glean",0.315248712665032,0.3143404,-0.000908312665031497
11010,"hawks",0.314586517569005,0.3143404,-0.000246117569005222
11010,"swoops",0.31433594240718,0.3143404,4.45759281991753e-06
11029,"ground glean",0.331695230074595,0.3275263,-0.00416893007459462
11029,"bark glean",0.326581176523475,0.3275263,0.000945123476525034
11029,"hover/glean",0.328122957732233,0.3275263,-0.00059665773223283
11029,"hawks",0.331054077284723,0.3275263,-0.00352777728472337
11029,"foliage glean",0.32552823345795,0.3275263,0.00199806654205043
11029,"aerial foraging",0.324136122616413,0.3275263,0.00339017738358693
11029,"swoops",0.327957023851591,0.3275263,-0.000430723851591486
11033,"ground glean",0.313206372878578,0.3174411,0.00423472712142209
11033,"bark glean",0.318088988320299,0.3174411,-0.000647888320299106
11033,"hover/glean",0.317834565103903,0.3174411,-0.000393465103902924
11033,"hawks",0.319954308713577,0.3174411,-0.0025132087135768
11033,"foliage glean",0.321514062282044,0.3174411,-0.0040729622820439
11033,"aerial foraging",0.313230206591842,0.3174411,0.00421089340815772
11033,"swoops",0.31764514084585,0.3174411,-0.000204040845849629
11045,"ground glean",0.313206372878578,0.3174411,0.00423472712142209
11045,"bark glean",0.318088988320299,0.3174411,-0.000647888320299106
11045,"hover/glean",0.317834565103903,0.3174411,-0.000393465103902924
11045,"hawks",0.319954308713577,0.3174411,-0.0025132087135768
11045,"foliage glean",0.321514062282044,0.3174411,-0.0040729622820439
11045,"aerial foraging",0.313230206591842,0.3174411,0.00421089340815772
11045,"swoops",0.31764514084585,0.3174411,-0.000204040845849629
11065,"ground glean",0.319227668410912,0.3226365,0.00340883158908778
11065,"bark glean",0.323100386613746,0.3226365,-0.000463886613746023
11065,"hover/glean",0.323246517203283,0.3226365,-0.000610017203283131
11065,"hawks",0.325855956933735,0.3226365,-0.00321945693373454
11065,"foliage glean",0.326037063886838,0.3226365,-0.0034005638868384
11065,"aerial foraging",0.318610587990961,0.3226365,0.00402591200903912
11065,"swoops",0.322839404187805,0.3226365,-0.000202904187804609
11208,"bark glean",0.303329880035273,0.3015329,-0.00179698003527251
11208,"aerial foraging",0.300894097916448,0.3015329,0.000638802083551548
11208,"hawks",0.300062540748915,0.3015329,0.00147035925108502
11208,"ground glean",0.299660397624495,0.3015329,0.00187250237550474
11208,"foliage glean",0.302962389800224,0.3015329,-0.00142948980022434
11208,"hover/glean",0.300642530372293,0.3015329,0.000890369627707055
11208,"swoops",0.30160601855469,0.3015329,-7.31185546896662e-05
11210,"foliage glean",0.308983012688068,0.3143404,0.00535738731193203
11210,"ground glean",0.325575434696695,0.3143404,-0.0112350346966946
11210,"bark glean",0.313257427085668,0.3143404,0.0010829729143319
11210,"aerial foraging",0.311147274523144,0.3143404,0.00319312547685607
11210,"hover/glean",0.315248712665032,0.3143404,-0.000908312665031497
11210,"hawks",0.314586517569005,0.3143404,-0.000246117569005222
11210,"swoops",0.31433594240718,0.3143404,4.45759281991753e-06
11223,"bark glean",0.31523749510476,0.316548,0.00131050489523959
11223,"hover/glean",0.317767953289535,0.316548,-0.00121995328953495
11223,"hawks",0.316801619281742,0.316548,-0.000253619281742501
11223,"ground glean",0.327351443473699,0.316548,-0.010803443473699
11223,"foliage glean",0.311357731912908,0.316548,0.00519026808709233
11223,"aerial foraging",0.313553248934723,0.316548,0.00299475106527686
11223,"swoops",0.316543650769403,0.316548,4.3492305967785e-06
11255,"ground glean",0.314480665662595,0.3178446,0.00336393433740478
11255,"bark glean",0.318217204183431,0.3178446,-0.000372604183431102
11255,"hover/glean",0.31822924132405,0.3178446,-0.000384641324050139
11255,"hawks",0.32048124889046,0.3178446,-0.00263664889046039
11255,"foliage glean",0.322430188832258,0.3178446,-0.00458558883225851
11255,"aerial foraging",0.313955521276024,0.3178446,0.00388907872397576
11255,"swoops",0.318050077681089,0.3178446,-0.000205477681088584
11256,"ground glean",0.314480665662595,0.3178446,0.00336393433740478
11256,"bark glean",0.318217204183431,0.3178446,-0.000372604183431102
11256,"hover/glean",0.31822924132405,0.3178446,-0.000384641324050139
