"stateroute","country","class","deltaCover"
49059,"US",4,-0.057815950920245
49060,"US",2,0.0402629844569134
49062,"US",4,-0.050923320524846
49063,"US",6,-0.149094314846285
49064,"US",6,-0.0717152491280281
49065,"US",6,-0.171593551941525
49066,"US",6,-0.260120099172802
49067,"US",6,-0.273369844775938
49070,"US",6,-0.0923912931906971
49071,"US",6,-0.066274111756267
49072,"US",6,-0.128037200918663
49073,"US",6,-0.170889158822971
49128,"US",4,-0.097548459901458
49134,"US",6,-0.191669330448253
49143,"US",2,0.0606421112208548
49167,"US",6,-0.242003142581986
49172,"US",6,-0.125910555405514
49901,"US",4,-0.115698698544628
49902,"US",4,-0.054172379979737
49903,"US",4,-0.0951725484453561
49904,"US",5,0.0809943885546737
49905,"US",4,-0.097609222877482
49906,"US",1,-0.0356212955122778
49907,"US",6,-0.111814183828656
49908,"US",2,0.033016925013788
49909,"US",8,0.179365371848883
49912,"US",4,-0.078353574836913
49913,"US",4,-0.086205444554393
49914,"US",2,0.0594770667621796
49915,"US",2,0.0612287261313759
50001,"US",6,-0.088503726207661
50002,"US",6,-0.114656913776868
50003,"US",2,0.0267741248847022
50004,"US",2,0.0277667497261829
50005,"US",6,-0.0996454589110379
50006,"US",6,-0.069202918366677
50007,"US",6,-0.119645556862087
50008,"US",2,0.178520206908754
50009,"US",2,0.079840764587202
50010,"US",2,0.0345035842764488
50011,"US",6,-0.033985571030875
50012,"US",6,-0.053192667286986
50013,"US",6,-0.0627116613166679
50014,"US",6,-0.0394083872405909
50015,"US",2,0.0506892054532569
50016,"US",2,0.136333326774537
50017,"US",8,-0.0675116475446685
50018,"US",2,0.0655854681641761
50019,"US",6,-0.110179060500895
50020,"US",2,0.0367785684184208
50021,"US",6,-0.076240537009147
50022,"US",8,0.099915407185489
50023,"US",4,-0.038080791793818
50024,"US",4,-0.0545050990026
50026,"US",6,-0.126190489842491
50027,"US",6,-0.080327376615578
50028,"US",6,-0.128521185244241
50029,"US",6,-0.0522519282260321
50030,"US",6,-0.051602338290458
50031,"US",4,-0.060339538992589
50032,"US",4,-0.147080579688998
50035,"US",8,0.192605215832987
50036,"US",4,-0.092803532553392
50037,"US",8,0.128859026719113
50039,"US",8,0.040083555899213
50041,"US",8,0.0904194588226748
50042,"US",6,-0.07461484282861
50043,"US",6,-0.040103650606886
50044,"US",8,0.136651534186082
50045,"US",4,-0.094365343234964
50047,"US",8,0.06990966221524
50049,"US",8,0.12011578865582
50050,"US",8,0.079499024740786
50051,"US",8,0.187919243947684
50052,"US",8,0.234617751909485
50055,"US",6,-0.0523856811275161
50057,"US",6,-0.048085405187606
50060,"US",2,0.035179815607129
50062,"US",6,-0.134187328607893
50066,"US",6,-0.0385841830295029
50072,"US",8,0.200882188838943
50073,"US",4,-0.160925306577481
50077,"US",2,0.0340976026536664
50081,"US",8,0.169834901264482
50139,"US",5,-0.0358056422996485
50903,"US",6,-0.121192771162575
51002,"US",6,-0.116356842236227
51006,"US",6,-0.176676608469481
51009,"US",4,-0.147447095552308
51010,"US",5,0.0541630966454454
51011,"US",2,0.160899858755947
51012,"US",6,-0.0770980574487641
51013,"US",4,-0.06335105610025
51014,"US",6,-0.079510834973623
51015,"US",4,-0.095327765122754
51016,"US",4,-0.121044188711204
51017,"US",6,-0.167940478889451
51020,"US",4,-0.135823560193308
51021,"US",4,-0.0761929126564749
51022,"US",6,-0.104929530136908
51023,"US",6,-0.18071752646614
51024,"US",4,-0.221822170243973
51025,"US",4,-0.0776245988936253
51028,"US",4,-0.275441884793933
51030,"US",4,-0.207492440490175
51031,"US",6,-0.096016937067387
51032,"US",4,-0.118305977634255
51033,"US",4,-0.102022526240319
51034,"US",2,0.0206955672291942
51035,"US",6,-0.083593105477426
51037,"US",4,-0.122981900712602
51038,"US",4,-0.136929698368534
51040,"US",2,0.0373446702718244
51041,"US",6,-0.049710419688547
51042,"US",4,-0.136713477019569
51043,"US",4,-0.147426944094239
51101,"US",6,-0.0522130502753243
51111,"US",6,-0.109109867003557
51113,"US",4,-0.078626372908804
51119,"US",4,-0.204523941508554
51129,"US",4,-0.184569048139492
51900,"US",6,-0.0562911306590826
51901,"US",4,-0.184437586234727
51903,"US",6,-0.059925851027975
51904,"US",8,0.050000815750035
51905,"US",6,-0.076418428283492
51906,"US",8,0.0563787886065616
52004,"US",6,-0.03614588714165
52005,"US",6,-0.086276226646382
52006,"US",6,-0.058057393734805
52007,"US",6,-0.0910926177336601
52008,"US",4,-0.042005953405988
52010,"US",4,-0.06683048620782
52011,"US",4,-0.059782904231067
52015,"US",6,-0.089271541538207
52018,"US",4,-0.041427237350759
52021,"US",6,-0.068988815703991
52022,"US",2,0.0592018663998099
52023,"US",2,0.0275443725203592
52024,"US",2,0.0592114265476469
52025,"US",4,-0.059419920988856
52027,"US",7,-0.0413490149307378
52028,"US",6,-0.0615617598270209
52030,"US",2,0.0345842368944119
52031,"US",7,-0.0461961822777665
52032,"US",7,-0.0384542729251366
52033,"US",6,0.103738871377117
52034,"US",4,0.086026870112872
52035,"US",7,-0.0563797651463581
52036,"US",2,0.0390414658132748
52037,"US",6,-0.0355152898691939
52052,"US",4,-0.051530730689218
52053,"US",4,-0.029385707162446
52055,"US",6,-0.111021809019029
52056,"US",6,-0.060398315220217
52057,"US",2,0.0380577790681063
52058,"US",4,-0.046747982679839
52059,"US",2,0.0384475043690346
52061,"US",7,-0.0581565029882237
52062,"US",2,0.0570054898677164
52064,"US",6,-0.051729413967764
52066,"US",7,-0.0548644229047953
52068,"US",7,-0.0397918592993117
52070,"US",7,-0.0756762073786342
52071,"US",6,-0.05016059063986
52109,"US",4,-0.029047588965075
52112,"US",2,0.0513190103142396
52117,"US",6,-0.114225862165023
52126,"US",2,0.0298536760322407
52130,"US",2,0.033112335767104
52133,"US",6,0.105924877527045
52136,"US",2,0.0413118422195712
52137,"US",2,0.0295598054197438
53003,"US",7,-0.235779811167935
53004,"US",6,-0.143715775643275
53005,"US",6,-0.096144052310034
53007,"US",5,0.401348050212876
53010,"US",6,-0.082601240276642
53011,"US",6,-0.106659013746072
53012,"US",7,0.144776941200574
53014,"US",7,-0.045254298226995
53015,"US",4,-0.17611079319763
53016,"US",5,0.581360002371752
53018,"US",5,0.28306325370429
53019,"US",5,0.21616702886686
53020,"US",5,0.270416154557182
53021,"US",6,-0.123131172600277
53023,"US",6,-0.201639327253297
53024,"US",5,0.157191573395862
53025,"US",4,-0.113119005002524
53026,"US",5,0.023851062609039
53027,"US",7,-0.074148042549501
53029,"US",7,-0.265904557955953
53030,"US",5,0.281708656403959
53031,"US",5,0.234391091245508
53032,"US",5,0.357004008708573
53033,"US",5,0.381274804988528
53034,"US",7,0.177698894572189
53035,"US",5,0.311275296462718
53037,"US",6,0.054644128756709
53038,"US",5,0.205724454304896
53039,"US",7,-0.231883496333765
53040,"US",5,0.213628208610062
53041,"US",5,0.318982089857256
53042,"US",6,-0.137035609515856
53044,"US",5,0.176354381516453
53045,"US",5,0.0928866731751655
53046,"US",7,-0.398517338208289
53074,"US",6,-0.062051895194147
53097,"US",7,-0.200300536549917
53131,"US",5,0.276322142300952
53176,"US",5,0.187841798882747
53800,"US",4,-0.270375
53902,"US",5,0.096821670865406
53903,"US",7,-0.127335589971184
53906,"US",4,0.0923364358661231
53908,"US",5,0.400051348846529
53955,"US",4,0.0831751509922349
54001,"US",6,-0.0821081057910751
54002,"US",6,-0.0771352262085541
54004,"US",2,0.037924270458262
54006,"US",7,-0.0490788392677218
54007,"US",7,-0.043847739502659
54008,"US",7,-0.051349678180121
54009,"US",7,-0.0395380220822891
54010,"US",2,0.0246930353757084
54011,"US",6,-0.0453273091494191
54012,"US",6,-0.215440162169437
54013,"US",6,-0.278067050333424
54015,"US",6,-0.107973888323448
54017,"US",6,-0.067577156535864
54018,"US",6,-0.061044422295727
54019,"US",4,-0.0240422861025943
54020,"US",6,-0.025629092073092
54021,"US",7,-0.044021975718685
54022,"US",6,-0.1744442997485
54023,"US",6,-0.174960203269454
54024,"US",6,-0.157616124514663
54025,"US",7,0.09475174655846
54026,"US",7,0.133301767797787
54027,"US",7,0.018757390819753
54028,"US",6,-0.182148074439481
54029,"US",7,-0.020412391475928
54030,"US",7,0.00664064310947599
54031,"US",8,-0.017293397419268
54032,"US",2,0.0214509683369197
54033,"US",6,-0.044528274756668
54034,"US",6,-0.014047270908654
54035,"US",4,-0.10639547587689
54036,"US",2,0.0203014109197839
54037,"US",2,0.00482220363954924
54038,"US",8,-0.0138038653267519
54039,"US",2,0.00662477270954846
54040,"US",6,-0.085491829489935
54041,"US",8,-0.0230465968153797
54042,"US",2,0.00670843116864074
54043,"US",7,-0.049015462437836
54044,"US",6,-0.0545050817676972
54103,"US",6,-0.184978089119953
54116,"US",7,0.034427881292056
54119,"US",7,0.0511426036788249
54124,"US",6,-0.161069392924997
54130,"US",8,0.00821830141602671
54900,"US",7,0.06710639332307
54901,"US",6,-0.090779421185336
55003,"US",5,0.00931912376423805
55005,"US",5,-0.137899099022864
55007,"US",7,0.205905514835815
55008,"US",5,-0.212362346638447
55009,"US",5,-0.0152250923091489
55011,"US",5,-0.108249941819875
55012,"US",7,-0.159027376666137
55014,"US",5,-0.028162407235799
55015,"US",5,-0.0283206893915811
55016,"US",5,-0.017587041207621
55017,"US",4,0.093970241233146
55023,"US",5,-0.0825334355601021
55025,"US",3,0.217768550945373
55027,"US",6,-0.0202478539073451
55028,"US",3,-0.125053736764659
55031,"US",7,0.581489966977895
55043,"US",5,-0.190078829094829
55101,"US",5,0.078146411132341
55120,"US",4,0.194141657827478
55143,"US",5,-0.167852924483441
55906,"US",8,0.0355208248835051
58001,"US",4,-0.0791396445717171
58002,"US",4,-0.201412790187494
58003,"US",6,-0.0349196396462854
58005,"US",4,-0.0747658429980871
58007,"US",6,-0.0585618497707832
58008,"US",4,-0.0641350642349771
58009,"US",4,-0.0797364880245389
58010,"US",4,-0.061486208403518
58011,"US",4,-0.0628801691168019
58012,"US",4,-0.068567384980132
58013,"US",4,-0.050091485575356
58015,"US",6,-0.0572641693902064
58016,"US",2,0.0185915378686463
58017,"US",4,-0.035867557497652
58018,"US",4,-0.036596135786929
58022,"US",4,-0.10459298223106
58116,"US",2,0.0186186086265734
59003,"US",4,-0.14550888248361
59004,"US",4,-0.18548764897849
59005,"US",4,-0.123429040123347
59006,"US",4,-0.170661781665615
59007,"US",4,-0.143336833526628
59008,"US",2,0.148167490394052
59009,"US",4,-0.150869283253919
59010,"US",2,0.11823168056165
59011,"US",4,-0.244732112881885
59012,"US",2,0.129688061433461
59013,"US",4,-0.207298875365573
59014,"US",2,0.0950672992459311
59015,"US",2,0.147482242971497
59019,"US",6,-0.050789026695383
59020,"US",2,0.130751415505941
59021,"US",4,-0.0717339792072891
59022,"US",4,-0.103919949958086
59023,"US",2,0.129416074911371
59024,"US",4,-0.088554789834637
59025,"US",2,0.175243116975447
59026,"US",2,0.231865098572755
59027,"US",4,-0.147997393123792
59028,"US",4,-0.258390391738691
59029,"US",4,-0.240278617209277
59030,"US",4,-0.0742156975521909
59031,"US",4,-0.261407490084472
59032,"US",4,-0.277460953765012
59033,"US",4,-0.166278928850276
59104,"US",4,-0.187316001986393
59107,"US",4,-0.161164716417309
59114,"US",2,0.0928666702235498
59131,"US",4,-0.259172540024009
59132,"US",4,-0.276963248889033
60002,"US",5,0.443336456567741
60003,"US",7,-0.325382587047375
60004,"US",7,-0.0785175263453277
60005,"US",7,-0.11222753582754
60007,"US",7,-0.127091084060042
60009,"US",7,-0.496484219409948
6001,"US",5,0.282216194962245
60010,"US",7,-0.376568395321237
60013,"US",5,0.181436820916171
60014,"US",5,0.281814495875871
60015,"US",5,0.137932407483083
60017,"US",7,-0.684838198292436
60018,"US",5,0.79242924216997
60019,"US",5,0.340882011575582
60020,"US",5,0.249223032330692
60022,"US",7,-0.481654378501165
60023,"US",5,-0.324523522736515
60025,"US",7,0.608102101844524
60027,"US",5,-0.20594772115403
60028,"US",4,-0.0740935027673989
60029,"US",7,-0.063047041934088
6003,"US",7,-0.236486974092517
60030,"US",7,-0.696887270066971
60031,"US",7,0.448302662490211
6005,"US",7,-0.240903202563277
60055,"US",7,-0.05613830982294
60059,"US",5,0.0878984444961762
60060,"US",7,-0.137945463421438
60061,"US",7,-0.838584482658491
60068,"US",5,0.307010981952626
60069,"US",4,-0.028717258804922
60071,"US",8,0.132058133485358
60074,"US",5,0.676783462084187
60076,"US",7,0.11884401892994
60080,"US",7,-0.661659866025014
6009,"US",5,-0.060177318344928
6010,"US",5,-0.137027967867849
6011,"US",5,-0.105973971040328
60111,"US",7,-0.585581234497233
60112,"US",5,0.697435690840273
60114,"US",3,-0.240971585701191
60116,"US",7,-0.467155111870331
6012,"US",5,0.141532811619554
60121,"US",5,-0.295853992744785
60126,"US",5,-0.335468398761034
6013,"US",5,0.166444609706276
60130,"US",5,0.264182113512305
6014,"US",2,0.112049785504141
60153,"US",5,0.356712886084357
60155,"US",5,-0.030098601890242
6016,"US",5,0.198454683865184
60163,"US",4,-0.092796164998117
60164,"US",5,0.168169216680814
60166,"US",7,-0.065241911660331
6018,"US",3,-0.032406837783237
6019,"US",3,0.065218503332834
6020,"US",2,0.154244779759184
6021,"US",5,-0.099520084149628
6022,"US",4,-0.287388526086652
60221,"US",5,-0.328713845053422
6023,"US",4,-0.138666564804537
6025,"US",6,-0.048833755078265
60263,"US",4,-0.093105157078472
6029,"US",5,-0.192381732132516
6030,"US",5,0.700697362841689
6033,"US",7,0.103659656350803
6055,"US",5,0.15851244570531
6056,"US",2,0.0566497381533402
6060,"US",3,-0.102690433803157
6061,"US",3,-0.030458675641655
6063,"US",5,0.049140532606753
6067,"US",2,0.0365357697197701
6072,"US",5,0.142156111678584
6073,"US",4,-0.312768955996473
6080,"US",5,-0.070208749146772
60900,"US",5,0.219039908689132
61001,"US",4,-0.082967044722472
61003,"US",2,-0.030979248183343
61004,"US",4,-0.0328788752452565
61005,"US",4,-0.013297878132548
61008,"US",4,-0.10275159092189
61009,"US",4,-0.10447345711661
61011,"US",8,0.101578637775133
61013,"US",8,0.0805825136731327
61014,"US",4,-0.069265129221377
61015,"US",8,0.135187738755798
61016,"US",4,-0.05143484222523
61017,"US",4,-0.0562146673519061
61018,"US",4,-0.0647916889793301
61019,"US",8,0.0618224743271046
61022,"US",4,-0.050336593183548
61025,"US",4,-0.0627397324104459
61026,"US",4,-0.062119879827068
61028,"US",4,-0.042409688365209
61029,"US",4,-0.0938163626948421
6103,"US",7,-0.420382681079831
61030,"US",4,-0.0742033468489181
61033,"US",4,-0.0544730148995269
61035,"US",4,-0.140525567630838
61036,"US",4,-0.084342231447006
61037,"US",4,-0.132384201931952
61039,"US",4,-0.086443129351254
61040,"US",8,0.130774579055028
61041,"US",4,-0.140058147211342
61043,"US",4,-0.109726525243584
61045,"US",6,-0.071163644111447
61046,"US",6,-0.060542944582664
61047,"US",4,-0.070805942486461
61048,"US",6,-0.050276147414939
61049,"US",4,-0.051593212210867
61051,"US",6,-0.061574864141946
61053,"US",6,-0.168239434823637
61054,"US",8,0.206980026378947
61055,"US",6,-0.10922741349964
61056,"US",6,-0.080631529733327
61057,"US",6,-0.115239601969453
61059,"US",6,-0.07353635926936
6106,"US",3,-0.1083814467437
61060,"US",6,-0.093747157529235
61061,"US",6,-0.108913978911064
61062,"US",6,-0.127141963462985
61063,"US",6,-0.122657732245229
61064,"US",6,-0.169254496136018
61065,"US",6,-0.163885033085043
61067,"US",8,0.163344397941021
61068,"US",6,-0.0974941120846
61069,"US",8,0.131606167201471
6107,"US",5,0.366317893229614
61070,"US",4,-0.163694125271491
61072,"US",4,-0.0908186874304781
61073,"US",4,-0.041525468062474
61074,"US",6,-0.058545268974536
61075,"US",6,-0.051553106747392
61076,"US",4,-0.091989358022961
61077,"US",4,-0.051446223765904
61078,"US",6,-0.0382710902786959
6108,"US",5,0.19212702134787
61080,"US",6,-0.065453089314109
61084,"US",4,-0.0793225443125221
61085,"US",4,-0.044315416736677
61086,"US",4,-0.040328870991148
61088,"US",4,-0.061082958298068
61089,"US",6,-0.084112044893197
61090,"US",6,-0.083840379963345
61091,"US",4,-0.103411791343873
61092,"US",4,-0.072679367754061
61093,"US",4,-0.088371517306568
61095,"US",4,-0.196431127031629
61096,"US",4,-0.114911954251596
61097,"US",4,-0.103202955139987
61098,"US",4,-0.123272724952518
61100,"US",4,-0.126322591236958
61101,"US",4,-0.064484746092499
61102,"US",4,-0.151092582227962
61103,"US",8,0.187753545797623
61104,"US",4,-0.0586023861313311
61105,"US",8,0.192227567137609
61106,"US",4,-0.0589313554317951
61108,"US",8,0.069369056078864
61110,"US",2,0.0511620449393049
61111,"US",6,-0.066482238659357
61113,"US",4,-0.0883308690753
61114,"US",4,-0.129658301227812
61121,"US",4,-0.044225434185024
61146,"US",6,-0.060961069928983
6115,"US",4,-0.141050000889731
61154,"US",8,0.209675273259504
6116,"US",5,0.240362664525474
61182,"US",8,-0.0393348668904443
61199,"US",4,-0.135744759784826
61206,"US",4,-0.0625876707272059
61207,"US",4,-0.044849986935139
61212,"US",4,-0.15785225652911
6122,"US",4,-0.18817911865028
6123,"US",4,-0.158039059952124
6126,"US",5,-0.13822385265454
6127,"US",5,-0.168126260339932
61301,"US",4,-0.0656933643845821
6133,"US",4,-0.206127414525177
63001,"US",4,-0.222316682657469
63004,"US",4,-0.157974528806897
63005,"US",4,-0.099229903884411
63006,"US",4,-0.157844352902601
63007,"US",4,-0.00761279157401119
63008,"US",6,-0.083900669696291
63010,"US",3,-0.0373896316283575
63012,"US",4,-0.145882726974889
63013,"US",4,-0.213285399801856
63014,"US",4,-0.132841700950148
63015,"US",4,-0.150652906528669
63016,"US",2,0.219704238659918
63017,"US",4,-0.072825105969811
63020,"US",4,-0.066253603929339
63021,"US",4,-0.179040853331517
63023,"US",4,-0.15510402574427
63024,"US",4,-0.0755189801665059
63025,"US",4,-0.10638258191923
63027,"US",4,-0.134254947212906
63030,"US",4,-0.124198072665392
63107,"US",2,0.0105502803022744
63109,"US",4,-0.163521293467236
63118,"US",2,0.0676951842629052
63119,"US",4,-0.134509468374953
63121,"US",4,-0.098000573786772
63126,"US",4,-0.102725928076878
63202,"US",6,-0.0801722008539471
63203,"US",4,-0.198649865733651
63204,"US",4,-0.191189086516541
63205,"US",4,-0.147390300961052
63210,"US",4,-0.088794877701896
63211,"US",4,-0.137122739901504
63212,"US",6,-0.141554214905672
63213,"US",4,-0.111706664419641
63214,"US",4,-0.169540344613209
63215,"US",4,-0.159081498709376
63217,"US",4,-0.086716750705864
63218,"US",4,-0.088287590042856
63219,"US",2,0.0796389228457031
63220,"US",4,-0.155750679178364
63223,"US",4,-0.121451646610125
63224,"US",4,-0.192350606315939
63225,"US",4,-0.093362705294211
63226,"US",4,-0.122053657461619
63227,"US",4,-0.1204559980174
63311,"US",4,-0.125491293656664
63313,"US",4,-0.06901671778738
63314,"US",4,-0.148527927761317
63329,"US",2,0.0288742401135226
63905,"US",6,-0.025105714873318
63906,"US",4,-0.029376783672717
63908,"US",4,-0.0238884547985531
63910,"US",4,-0.060186057138623
63911,"US",4,-0.054198992984385
63913,"US",4,-0.228749715326805
63914,"US",4,-0.415634582368869
63915,"US",4,-0.141137686182313
63916,"US",4,-0.138600387327367
64001,"US",1,0.0391262910158909
64002,"US",6,-0.07426974067242
64003,"US",6,-0.103440834001091
64004,"US",6,-0.039521382970922
64005,"US",7,-0.0602462007823961
64006,"US",7,-0.167091641181644
64007,"US",6,-0.056005043176055
64008,"US",6,-0.11217108405083
64010,"US",6,-0.092838164396407
64011,"US",7,-0.181337546839066
64012,"US",7,-0.266147363807512
64013,"US",6,-0.0606975478394529
64014,"US",6,-0.0430856445454201
64015,"US",6,-0.18932553168108
64016,"US",7,-0.0467425115833895
64017,"US",7,-0.313932160136105
64018,"US",7,-0.148197829418309
64019,"US",6,-0.064066688958894
64020,"US",6,-0.075710002204137
64022,"US",5,0.31157927378795
64023,"US",7,-0.070318836962626
64024,"US",7,-0.061714066117916
64026,"US",7,-0.05740151989196
64027,"US",6,-0.0768422008238
64029,"US",6,-0.138891325672086
64030,"US",6,-0.163752370375803
64031,"US",7,-0.161184400150766
64032,"US",5,0.308143633325414
64033,"US",7,-0.251963102004827
64034,"US",6,-0.050507644082122
64035,"US",6,-0.242932455021117
64036,"US",6,-0.106719484903469
64037,"US",5,-0.0277272156988571
64038,"US",6,-0.067306567723983
64039,"US",6,-0.029375273081013
64040,"US",7,-0.063182356038541
64041,"US",7,-0.070011084087195
64042,"US",7,-0.155935877856181
64043,"US",7,-0.09222245301975
64044,"US",7,0.0733565486809162
64103,"US",6,-0.0970974225585249
64115,"US",6,-0.187759344691354
64120,"US",6,-0.075499866702213
64129,"US",6,-0.166875952077072
66001,"US",6,-0.089193192419279
66002,"US",6,-0.068103578514811
66006,"US",6,-0.105634883096629
66008,"US",6,-0.127302401492189
66012,"US",6,-0.101260026867902
66013,"US",6,-0.063582359081197
66016,"US",2,0.21398488204077
66017,"US",2,0.09005168917731
66021,"US",2,0.071562174764253
66024,"US",6,-0.072017675597407
66025,"US",2,0.123041873660553
66026,"US",6,-0.103340762638744
66027,"US",6,-0.058676922836149
66032,"US",6,-0.062687596887811
66033,"US",6,-0.077299157517689
66034,"US",2,0.104308856017104
66035,"US",6,-0.063817586243884
66039,"US",6,-0.081791320676597
66040,"US",6,-0.076498306866854
66041,"US",2,0.163898764144916
66043,"US",6,-0.152243752539618
66048,"US",6,-0.077411561331709
66057,"US",2,0.094509761853679
66059,"US",2,0.240926482156905
66060,"US",6,-0.101400877196714
66064,"US",6,-0.149939890556585
66065,"US",6,-0.126239639518984
66066,"US",6,-0.0615534488899949
66075,"US",6,-0.111697344615018
66083,"US",6,-0.09623799902574
66087,"US",6,-0.053932839551052
66107,"US",6,-0.125515303376358
66112,"US",2,0.0704747759005179
66113,"US",6,-0.072456298498759
66116,"US",2,0.138860650358379
66141,"US",2,0.159077149538812
66148,"US",6,-0.107656725298115
66159,"US",6,-0.109579106355122
66161,"US",6,-0.165518872044154
66166,"US",6,-0.0493853886071729
66181,"US",6,-0.152068533316955
66188,"US",6,-0.115270460625224
66901,"US",6,-0.0444914042721314
66904,"US",6,-0.054490490059442
66905,"US",6,-0.055672236464156
66907,"US",6,-0.061881010525645
66952,"US",4,-0.050992373439662
67003,"US",6,-0.126776076204357
67006,"US",6,-0.164638125946933
67007,"US",6,-0.095839327590986
67008,"US",7,0.234237428587365
67010,"US",5,0.415044282087556
67011,"US",6,-0.054502193471634
67012,"US",6,-0.091145304284936
67014,"US",6,-0.145095993840498
67015,"US",7,-0.147445310274624
67016,"US",6,-0.180018692085721
67017,"US",6,-0.109489065880199
67018,"US",6,-0.296201501610896
67019,"US",7,0.134796749690119
67020,"US",6,-0.202541527069727
67021,"US",6,-0.429840107376953
67022,"US",6,-0.047489591411452
67023,"US",2,0.0333627826314584
67024,"US",7,-0.234220554586487
67025,"US",7,-0.067560876520326
67026,"US",7,-0.065399217581968
67027,"US",6,-0.232309209455513
67028,"US",2,0.0374801675538268
67029,"US",7,0.285753907677753
67030,"US",7,0.166621527804268
67031,"US",7,0.0767382536377941
67032,"US",7,0.100608337211621
67033,"US",5,0.276054475573736
67034,"US",5,0.183500924938353
67053,"US",7,0.282074304878339
67056,"US",5,0.396991035488883
67057,"US",6,-0.035582846587789
67058,"US",7,-0.213349943188819
67060,"US",6,-0.138367798343175
67061,"US",6,-0.140166145051424
67063,"US",6,-0.093563170260777
67064,"US",7,-0.0556332362639234
67066,"US",6,-0.126662058879507
67067,"US",7,0.123117657130278
67068,"US",6,-0.180471614679081
67069,"US",6,-0.170697891858163
67070,"US",5,0.133619229627275
67071,"US",7,-0.279758776230633
67106,"US",6,-0.166956701423568
67129,"US",7,0.298167255392478
67161,"US",6,-0.144868905387279
67901,"US",7,0.200543230235701
67902,"US",6,-0.211674280297403
67904,"US",6,-0.156703968946159
67905,"US",4,-0.0983765202950231
67906,"US",3,-0.0698606895478248
6900,"US",5,-0.3035098688452
69003,"US",3,-0.119309029725182
69005,"US",5,-0.180206204092635
69006,"US",7,0.235074727151313
69008,"US",5,-0.360757572518758
69009,"US",4,-0.220061960892491
6901,"US",4,-0.129696529434666
69010,"US",5,0.0822389894346855
69011,"US",5,0.346305069011181
69012,"US",4,-0.152665813165937
69013,"US",7,0.252596486447286
69017,"US",4,-0.181848796093619
69018,"US",4,-0.183460588562682
69021,"US",2,0.0432688544096695
69024,"US",5,-0.286057587909145
69027,"US",5,0.333489988322082
69028,"US",5,0.0655951321384737
69029,"US",5,0.109766019694762
69030,"US",7,0.539306650879337
69032,"US",7,0.81995035550507
69034,"US",5,0.0819454427517049
69035,"US",7,0.204278375341146
69036,"US",4,-0.196763918792062
69039,"US",5,0.13855453536119
69043,"US",5,0.205614988970844
69044,"US",5,-0.229564193423397
69045,"US",5,-0.415330268384909
69046,"US",7,0.125374755594177
69047,"US",4,-0.340493752285478
69050,"US",4,-0.224190176905487
69051,"US",5,0.0489412871088297
69052,"US",4,-0.143513013820422
69053,"US",4,-0.254035451265351
69059,"US",5,0.231996699930347
69060,"US",5,0.168922585000766
69062,"US",5,-0.255903709288711
69117,"US",4,-0.180961938795576
69120,"US",5,0.341143244629268
69139,"US",5,0.15071257836107
69147,"US",4,-0.329152087487616
69159,"US",5,0.230758456318839
69201,"US",4,-0.106087056707835
69202,"US",6,-0.088069537820073
69203,"US",5,0.325259613213936
69206,"US",7,0.0136446091963088
69208,"US",7,0.204699747029036
69209,"US",4,-0.158238490623397
69210,"US",5,0.0473480814289626
69217,"US",4,-0.17810373646043
69219,"US",5,0.0830596455331242
69220,"US",5,0.208466301121306
69223,"US",7,0.151301998145671
69231,"US",7,0.135338065218288
69237,"US",2,0.117449000210309
69244,"US",5,0.151514755742698
69309,"US",4,-0.158238490623397
69336,"US",4,-0.0872101224029209
69409,"US",4,-0.166143695474098
69900,"US",4,-0.134060957742829
69901,"US",5,0.151083773460851
69902,"US",4,-0.368721719654035
69904,"US",4,-0.16097515022239
69905,"US",5,-0.524637312790834
69906,"US",5,0.0566956762621483
7001,"US",4,-0.293199958979268
7002,"US",6,-0.134018057348644
7004,"US",4,-0.262125871963163
7005,"US",4,-0.081956123938565
7006,"US",4,-0.103117986824591
7007,"US",4,-0.138040250598889
7008,"US",6,-0.022402827819631
7010,"US",6,-0.027167227015352
7012,"US",4,-0.185945067516278
7013,"US",4,-0.145427174466978
7014,"US",4,-0.171344333067758
7016,"US",6,-0.044099754066532
7018,"US",6,-0.041092299105255
7019,"US",2,0.0372824093300111
7020,"US",4,-0.076912382170564
7021,"US",4,-0.093296997060107
7022,"US",2,0.0647318417858106
7024,"US",6,-0.121805690872032
7025,"US",4,-0.042337905818679
7026,"US",4,-0.139183705409545
7028,"US",2,0.0339377306234468
7045,"US",4,-0.09065563506637
7103,"US",4,-0.193626283998882
7111,"US",4,-0.216715253142691
7112,"US",4,-0.188296939540878
7114,"US",4,-0.124748791125855
7117,"US",6,-0.053062364628342
72003,"US",6,-0.138069320493488
72004,"US",6,-0.085576123629038
72006,"US",4,-0.081222679892401
72007,"US",6,-0.086323639480185
72008,"US",6,-0.088676820490156
72009,"US",2,0.0579403423692533
72010,"US",4,-0.101916126973014
72012,"US",4,-0.061360737005231
72013,"US",3,-0.0525239299626718
72014,"US",4,-0.0658728159564
72015,"US",4,-0.097234095179411
72016,"US",4,-0.0952393842975899
72018,"US",4,-0.07278397378297
72020,"US",4,-0.097705541534853
72021,"US",2,0.0698911022822626
72022,"US",6,-0.053538836386756
72023,"US",4,-0.0794421706962669
72024,"US",4,-0.0671189979123169
72025,"US",6,-0.080704429109609
72027,"US",2,0.0551959437437859
72028,"US",4,-0.061233121571445
