"scale","mean.of.class","lc","tmax","tmin"
5,875.015934200236,0.0668137273774305,-0.0269473059827878,-0.00701094651443272
5,1123.5835653593,0.0726966632315389,-0.0801033449671462,-0.0739426758602932
5,1372.56010158368,0.0416859042679502,-0.0799298114389539,-0.0822391988048083
5,1620.53270288158,-0.0377628156655687,-0.0549370539816343,-0.141861919023685
5,1868.9284374903,-0.0920268969842838,-0.00442496062546436,-0.0989891987022548
5,2121.81119731742,-0.0834691115170667,0.0455929678510154,-0.0235528765584892
5,2374.46368401308,-0.122502397014467,0.103024697019398,0.0543467058397316
5,2625.47654854464,-0.156126249815762,0.126375402406088,0.0895461258819025
5,2873.89684418561,-0.168254539354032,0.0878351677627191,0.0818155355247386
5,3121.45453514542,-0.137349995791216,-0.0458103593676402,-0.0192899524026273
5,3368.43151214885,-0.0835016276083699,-0.219384458197746,0.135279891323046
5,3621.52700118323,-0.0644529515555908,-0.292559742939933,-0.0627129692993572
5,3861.61456489457,-0.00912168420964652,0.0522992460868954,-0.515290559659289
5,4096.79361470746,0.0757044059258778,0.295316886894218,-0.264121193127984
5,4366.52855298473,0.158376698515486,0.1553863795103,0.0782447115495283
5,4602.39982839795,0.191715775066409,0.354510162682281,-0.552836242036744
5,4829.86584052588,-0.0708055182890453,0.51972337970837,0.242356503640206
5,5033.31210917219,-0.150944322940127,0.371047573127899,0.878757744239045
6,159.54012123468,0.197175213894909,0.316480250424697,0.357853972698397
6,380.93921696154,0.0910202288734077,0.0471402439690955,0.130498770464031
6,627.764164894765,0.10755496804455,0.00370942289667452,0.0878120477050183
6,875.015934200236,0.0891273659586489,-0.0348662930584919,-0.00817847133839909
6,1123.5835653593,0.0814179794156302,-0.0725866076525934,-0.0738313093971488
6,1372.56010158368,0.0567855849783887,-0.0610344648638882,-0.101815146294035
6,1620.53270288158,-0.0261121491530425,-0.0499864016277588,-0.152768522629874
6,1868.9284374903,-0.104581822639209,-0.0084582533345503,-0.105520459414469
6,2121.81119731742,-0.107579758593501,0.0268760352964297,-0.0271112715576574
6,2374.46368401308,-0.158587989679462,0.091269450005224,0.0482228788862923
6,2625.47654854464,-0.202106385355596,0.140604074818568,0.0940965749468497
6,2873.89684418561,-0.208535188475425,0.109493643535248,0.100153654218864
6,3121.45453514542,-0.189581751265376,-0.057558034648536,0.00193454235096827
6,3368.43151214885,-0.105993765473485,-0.245026996956355,0.101180831399266
6,3621.52700118323,-0.101424320020603,-0.262825711661216,-0.029764088219917
6,3861.61456489457,-0.0304050839202022,0.0145830264431901,-0.475449493280273
6,4096.79361470746,0.0775607821276652,0.316694443231652,-0.296655222259144
6,4366.52855298473,0.169157769611403,0.230215514555699,-0.20490695836817
6,4602.39982839795,0.309129502016019,0.947623501480645,-0.501587626569215
6,4829.86584052588,0.225317435721221,1.22112814704372,0.189059824924833
6,5033.31210917219,0.187385763438532,2.50526320059904,0.532221035942023
7,159.54012123468,0.195079035362287,0.288745010853821,0.368870145210175
7,380.93921696154,0.0924376297019215,0.0566478701123738,0.144128082020428
7,627.764164894765,0.0962069000763603,-0.0129391912793985,0.0938546933595404
7,875.015934200236,0.0865389888639255,-0.0402814883232053,-0.0107128338972876
7,1123.5835653593,0.0788700029054119,-0.0622237102920708,-0.082150362316421
7,1372.56010158368,0.065433305941441,-0.051943242029716,-0.112784798059607
7,1620.53270288158,-0.0352653729680856,-0.0370232459279614,-0.168882117330765
7,1868.9284374903,-0.117740738331138,-0.0096611450823947,-0.117818500092959
7,2121.81119731742,-0.144102155214723,0.0185224914120379,-0.0320396216701019
7,2374.46368401308,-0.159143214363872,0.0775468545643475,0.0627297419370306
7,2625.47654854464,-0.202888520248386,0.126460013581818,0.0975717472978404
7,2873.89684418561,-0.186228828251829,0.102030969541851,0.111015098612998
7,3121.45453514542,-0.167777968214215,-0.031314124641375,0.0165158427636861
7,3368.43151214885,-0.0690211997730319,-0.2358094714416,0.0999591196214671
7,3621.52700118323,-0.0538212619074962,-0.272565674114229,-0.0189770679481477
7,3861.61456489457,-0.00935079381283974,0.0550720460036912,-0.474893388569896
7,4096.79361470746,0.10546976183202,0.268801814797264,-0.271928871332943
7,4366.52855298473,0.151040103545321,0.27162374977524,-0.212032817780376
7,4602.39982839795,0.300788530135031,0.957727872108279,-0.523368494400851
7,4829.86584052588,0.190780168999974,1.1798876113384,0.207031953022615
7,5033.31210917219,-0.776166813917262,2.01623122991275,0.712627874646423
8,159.54012123468,0.212942601839511,0.243044538149603,0.349956637596666
8,380.93921696154,0.0880231871152559,0.0470002359290337,0.133036304839936
8,627.764164894765,0.0850756641842551,-0.0199012339031693,0.0910167581836371
8,875.015934200236,0.0841082017817589,-0.058224884544891,-0.00842714425969552
8,1123.5835653593,0.0896163449798001,-0.0413896411982924,-0.0822929378611324
8,1372.56010158368,0.0473190679572944,-0.0386333477309304,-0.103244316076808
8,1620.53270288158,-0.0367576170692257,-0.0180116275812399,-0.172567496600892
8,1868.9284374903,-0.108414612855466,0.0145702858877446,-0.124467207749917
8,2121.81119731742,-0.125722924730056,0.00128936263704721,-0.0394380002363951
8,2374.46368401308,-0.143353428143688,0.0525195722919904,0.0491191736260548
8,2625.47654854464,-0.212808223987221,0.082794157101035,0.11165262415354
8,2873.89684418561,-0.188005355455402,0.0753716177020256,0.102700240639046
8,3121.45453514542,-0.16081505171127,-0.0305143203142153,0.0288233055819288
8,3368.43151214885,-0.0601876669577243,-0.218053752773352,0.102914134240448
8,3621.52700118323,-0.0694570592160401,-0.177989584159944,0.0363747127411797
8,3861.61456489457,0.0136900440241226,0.107200510548182,-0.457345497444122
8,4096.79361470746,0.11295067078544,0.469241832202542,-0.243279557343795
8,4366.52855298473,0.124619865697579,0.52191988971107,-0.217125762078058
8,4602.39982839795,0.319955065094247,0.213488044336524,-0.638911182616117
8,4829.86584052588,0.244973320677369,-1.34307660891101,0.029382213338537
8,5033.31210917219,-0.822873919038265,1.82606138555353,0.76778739778676
9,159.54012123468,0.24816835683581,0.238721686915725,0.343364863137753
9,380.93921696154,0.0948898165972793,0.0490933030435289,0.120647011817901
9,627.764164894765,0.0516858656702542,-0.0301215508720314,0.0728101810456691
9,875.015934200236,0.0738466338684043,-0.0846638030868765,-0.00468050315372744
9,1123.5835653593,0.0667980560707383,-0.0288077079067321,-0.0735346742623653
9,1372.56010158368,0.00769920446566195,-0.0218960932154028,-0.0939966467612322
9,1620.53270288158,-0.0367088640971039,-0.00257271629404698,-0.166835520674236
9,1868.9284374903,-0.0828655707126202,0.0125490188314845,-0.113528618395006
9,2121.81119731742,-0.0755346910015902,-0.00578552521769427,-0.0202253448501077
9,2374.46368401308,-0.136725260280695,0.0479028412847509,0.0630776474540949
9,2625.47654854464,-0.229860106802529,0.0777592125799482,0.140559627989533
9,2873.89684418561,-0.145423049414887,0.0740341801922104,0.100447488557505
9,3121.45453514542,-0.135842630456058,-0.0524878682816084,0.00568566405686975
9,3368.43151214885,-0.0265459909300077,-0.226110103324738,0.0914068577303737
9,3621.52700118323,-0.0769643868807687,-0.173468077364444,0.017839314362201
9,3861.61456489457,0.0977589058362131,0.218698211447532,-0.47149674702972
9,4096.79361470746,0.142683009791336,0.630863488957878,-0.260626887874437
9,4366.52855298473,0.15254407013795,0.410469085738278,-0.278924594087446
9,4602.39982839795,0.314236697844835,-0.31467320054622,-0.795545092563025
9,4829.86584052588,0.232179508411516,-2.81307612153136,-0.332819330882518
9,5033.31210917219,-0.87536731166926,1.35918620458583,0.730463972044508
10,159.54012123468,0.236750993367765,0.240334978489069,0.363912717721621
10,380.93921696154,0.0821961268238959,0.0553414062978246,0.124628361199457
10,627.764164894765,0.0347886416217938,-0.032261086477692,0.0619343897937554
10,875.015934200236,0.0581924431825995,-0.0911308630226079,-0.0272186516742854
10,1123.5835653593,0.0471406792665355,-0.027182371826603,-0.0722204920877235
10,1372.56010158368,0.00763411312123022,-0.0126142508886742,-0.0909710833742246
10,1620.53270288158,-0.0372470364389694,0.00699266830385714,-0.171691137892554
10,1868.9284374903,-0.0888173433242686,0.00527379503284288,-0.120988526649471
10,2121.81119731742,-0.0657684604401367,-0.0325608327391527,0.00280900895184515
10,2374.46368401308,-0.111920844280981,0.0347771122217344,0.0747122708752573
10,2625.47654854464,-0.203525222523054,0.0860573015272546,0.141388233332082
10,2873.89684418561,-0.134414102138196,0.0757272911074635,0.102510746579278
10,3121.45453514542,-0.0802247149961922,-0.0389334347562222,0.019925892152845
10,3368.43151214885,0.00211926606985729,-0.231045686980582,0.0746191041358616
10,3621.52700118323,-0.0786052264988858,-0.184342504222987,0.0409203761071744
10,3861.61456489457,0.14278241125211,0.203070155378634,-0.418984001664228
10,4096.79361470746,0.167486076713304,0.722156255702544,-0.236343662666177
10,4366.52855298473,0.173985440690045,0.429188578696555,-0.30742663833298
10,4602.39982839795,0.300699310772822,-0.505891026063876,-0.847773677492719
10,4829.86584052588,0.227378618404684,-3.35749910182313,-0.718859659515829
10,5033.31210917219,-0.91405822308548,1.2981542511238,0.771970395620311
11,159.54012123468,0.263340019828726,0.243398681923499,0.363875247207132
11,380.93921696154,0.0742237283695813,0.066138048093187,0.134453063020585
11,627.764164894765,0.0243738894137903,-0.0240052756195197,0.0625827601559266
11,875.015934200236,0.0454640368477371,-0.0803578246034226,-0.0351747377497197
11,1123.5835653593,0.034318431907101,-0.0299915741554741,-0.0829001352018235
11,1372.56010158368,-0.00252808428563415,-0.0186596477692613,-0.0816406992809169
11,1620.53270288158,-0.0276521142073619,0.0114281987979396,-0.166546896742731
11,1868.9284374903,-0.0666536763807771,-0.00109952375329887,-0.144039986747884
11,2121.81119731742,-0.0772709856158412,-0.0485486075397473,-0.0269562278007319
11,2374.46368401308,-0.130870310917347,0.0179033756876801,0.0637126787498575
11,2625.47654854464,-0.193208541998982,0.0780818029546603,0.140317592729292
11,2873.89684418561,-0.134752899605266,0.0857836201276211,0.108153789845568
11,3121.45453514542,-0.0367879744004002,-0.0324433483364601,0.046405591092819
11,3368.43151214885,0.0315493070648343,-0.234329974595503,0.112293105929211
11,3621.52700118323,-0.104430367085905,-0.236517613777837,0.0652944860361758
11,3861.61456489457,0.150285253879456,0.166957005195904,-0.383403804854476
11,4096.79361470746,0.243165771630864,0.693311154511844,-0.318983575320977
11,4366.52855298473,0.264157899295021,0.816061352915583,-0.205710719013017
11,4602.39982839795,0.381815720675041,-0.416937546174501,-0.778020217662678
11,4829.86584052588,0.213940872817883,-3.43839737385438,-1.05220885716207
11,5033.31210917219,-0.139463415860003,-6.72254623385813,-2.72373982740279
12,159.54012123468,0.2238040984405,0.249311355731968,0.370196158314596
12,380.93921696154,0.0390897280818503,0.0711369429564471,0.142356871106516
12,627.764164894765,0.0181309882123826,-0.0191608987124191,0.0660591863345845
12,875.015934200236,0.0340987945550079,-0.0755621375129419,-0.0414391455755466
12,1123.5835653593,0.0301196752372694,-0.0272216019175719,-0.0840687223972778
12,1372.56010158368,0.0115311486878848,-0.0204070757709817,-0.0911231716451445
12,1620.53270288158,-0.0342383062868568,0.0147898928644325,-0.180114328380783
12,1868.9284374903,-0.0624378243922315,-0.000984125966215877,-0.162237488775343
12,2121.81119731742,-0.0462471927029065,-0.0564582071334615,-0.0430278419396511
12,2374.46368401308,-0.116880124680758,0.013688929556923,0.061045470587404
12,2625.47654854464,-0.131568051348768,0.0675977192917252,0.146791077118977
12,2873.89684418561,-0.11148134165719,0.0861998527505151,0.100377966179596
12,3121.45453514542,-0.0335896542557123,-0.020537158444581,0.0685295509480862
12,3368.43151214885,0.0517500123466516,-0.227237011117531,0.154314709050231
12,3621.52700118323,-0.12774884579953,-0.27254748440177,0.0923070004108687
12,3861.61456489457,0.128481165608287,0.140134213850441,-0.388088335299053
12,4096.79361470746,0.210183738111374,0.678517814394566,-0.332018350397381
12,4366.52855298473,0.250049536614325,0.638841536108854,-0.129363265019471
12,4602.39982839795,0.432499458374889,-0.494991054344477,-0.457820211916775
12,4829.86584052588,0.288736843981252,-2.21478271642097,-0.576392691613601
12,5033.31210917219,-0.0667739674671181,-5.61587084637165,-1.65821378381031
13,159.54012123468,0.188157753057348,0.267202972623391,0.370306724700059
13,380.93921696154,0.0296838202652962,0.0857152175217918,0.143741204559557
13,627.764164894765,0.016260624017709,-0.018216929731525,0.0597695326630574
13,875.015934200236,0.0250254562052624,-0.0667068024337778,-0.0469407844913595
13,1123.5835653593,0.0370317208148076,-0.0219242539987592,-0.0784265799648153
13,1372.56010158368,0.0427816630422833,-0.0196559699111144,-0.0928187553537491
13,1620.53270288158,-0.0387514361763754,0.0120754566801892,-0.17760437177847
13,1868.9284374903,-0.0664518356535234,-0.00335014277214049,-0.167701629100911
13,2121.81119731742,-0.0480963547969599,-0.0606171643867747,-0.0481902973005876
13,2374.46368401308,-0.113014879062645,0.0110993276623332,0.0485236093099076
13,2625.47654854464,-0.0770989481295554,0.0612910260960745,0.138307992214374
13,2873.89684418561,-0.102871605089697,0.0837583970785956,0.0930043004845453
13,3121.45453514542,-0.0400419917219484,-0.0248106109578556,0.0790382830481793
13,3368.43151214885,0.0437983029255359,-0.247374153969956,0.154731386716125
13,3621.52700118323,-0.156586689866751,-0.306777651638074,0.119873577857179
13,3861.61456489457,0.0827902241849628,0.108536221602329,-0.360617337117537
13,4096.79361470746,0.153331911346475,0.615279569577831,-0.298544752990941
13,4366.52855298473,0.179397090537387,0.532354033037904,-0.109648052479072
13,4602.39982839795,0.431974985792421,-0.243449476005736,-0.266422287493797
13,4829.86584052588,0.251410345243799,-1.34840856471537,-0.11652989195217
13,5033.31210917219,-0.214376346704567,-2.66959460612444,-0.437761090705991
14,159.54012123468,0.189322068694376,0.304802061208523,0.373995373420222
14,380.93921696154,0.0246281778808884,0.102282053750717,0.143869002807704
14,627.764164894765,0.000660067998870047,-0.0114983326556638,0.0611955325047675
14,875.015934200236,0.0200378033494023,-0.0674751746439004,-0.0475617980408239
14,1123.5835653593,0.046893865204828,-0.0229547103116112,-0.0836640910327896
14,1372.56010158368,0.0360274416653115,-0.0181340342756411,-0.0894391508435593
14,1620.53270288158,-0.0340731025618401,0.0154002058561129,-0.176698357708557
14,1868.9284374903,-0.0674491278331836,-0.0101606657460168,-0.169240041494167
14,2121.81119731742,-0.0732072400235396,-0.0803700462698503,-0.0525937915331408
14,2374.46368401308,-0.0753092959294424,-0.00529711986518066,0.0422434451271405
14,2625.47654854464,-0.0667173574848273,0.0624999999871564,0.140001987365228
14,2873.89684418561,-0.0942729511405239,0.0967387268494209,0.0876122673930057
14,3121.45453514542,-0.0412599520451256,-0.0042164643867736,0.0824764859287039
14,3368.43151214885,0.0479797187964611,-0.286610470508005,0.14593544212723
14,3621.52700118323,-0.109504123465362,-0.348582848232967,0.130196420424386
14,3861.61456489457,0.0530771180683435,0.0332053086724504,-0.342899763399386
14,4096.79361470746,0.120790544062372,0.655177552155858,-0.272435780050278
14,4366.52855298473,0.155775936620675,0.663121705152238,-0.0951049059596451
14,4602.39982839795,0.397154387848821,-0.177661652266349,-0.257259202461588
14,4829.86584052588,0.207787327335762,-1.39150337059899,-0.0969440263666873
14,5033.31210917219,-0.230045000211546,-2.78765208450031,-0.42756854779246
15,159.54012123468,0.266373934851934,0.326034712009683,0.378320655490493
15,380.93921696154,0.0555907993161121,0.128167964641242,0.150259496076562
15,627.764164894765,0.0159133421723806,0.000128529289813224,0.0663206023769133
15,875.015934200236,0.0451523414514595,-0.0735817775154394,-0.0439638609148906
15,1123.5835653593,0.0809853792733882,-0.0269989170971696,-0.0867310134568267
15,1372.56010158368,0.0609799814485771,-0.0205031896598595,-0.0922685601399215
15,1620.53270288158,-0.0463949088624242,0.00993116937800879,-0.185821282517224
15,1868.9284374903,-0.116001370290535,-0.0159365538790825,-0.180338281433725
15,2121.81119731742,-0.113066311596175,-0.0812078173451399,-0.0575259177467768
15,2374.46368401308,-0.0657005575924278,-0.00540659878582974,0.0419935175832903
15,2625.47654854464,-0.137953301364923,0.0706162776485588,0.141005215088831
15,2873.89684418561,-0.165891396080269,0.090529895946448,0.0954245752221819
15,3121.45453514542,-0.0991634290256916,-0.0297954180151258,0.0900463969748274
15,3368.43151214885,0.0445977264845517,-0.325273940188826,0.145353711878927
15,3621.52700118323,-0.152572703003285,-0.347941200410902,0.133697363768011
15,3861.61456489457,0.025615183589982,0.0474517875582228,-0.349755411017281
15,4096.79361470746,0.14938527338545,0.658897801541495,-0.268627459373226
15,4366.52855298473,0.187158634784382,0.643066405427032,-0.103947391615436
15,4602.39982839795,0.489115151070132,-0.154877822419732,-0.268981043264881
15,4829.86584052588,0.374218779192981,-1.31478888772464,-0.0962358408618678
15,5033.31210917219,-0.171192862796353,-2.63478160106222,-0.442111673949783
16,159.54012123468,0.291634104460557,0.336481422228798,0.394861438350111
16,380.93921696154,0.0462738373628649,0.134464057324159,0.168448929925042
16,627.764164894765,0.000141185341845357,-0.00921948692379084,0.0902002470746308
16,875.015934200236,0.0243359755948275,-0.0805455089404165,-0.0350849320457696
16,1123.5835653593,0.101424737543308,-0.0350403248627946,-0.102652400927313
16,1372.56010158368,0.078305153352388,-0.025266590680997,-0.122225307195184
16,1620.53270288158,-0.0658963645427488,0.0134472263463494,-0.213388068672779
16,1868.9284374903,-0.151499671464928,-0.0159082065002494,-0.206052206953833
16,2121.81119731742,-0.120709221347812,-0.0834648807848448,-0.0553737628245134
16,2374.46368401308,-0.0329672838700211,-0.0100724630812232,0.0528332629638743
16,2625.47654854464,-0.134106793954148,0.0712180032962674,0.153285217441562
16,2873.89684418561,-0.139803173258838,0.113073610617114,0.144772267647108
16,3121.45453514542,-0.121619112548936,-0.012252444109881,0.127906070398916
16,3368.43151214885,0.0932698661823175,-0.317846696853367,0.141255024504672
16,3621.52700118323,-0.135375256477487,-0.366656335476889,0.0869952694891494
16,3861.61456489457,0.0196105170104897,0.0833285140888363,-0.402490595118486
16,4096.79361470746,0.150391107105912,0.649294560239121,-0.262319747760028
16,4366.52855298473,0.174094309932193,0.632194747231933,-0.0772563814327614
16,4602.39982839795,0.512721278031917,-0.158702089055531,-0.252483698490732
16,4829.86584052588,0.388698674052183,-1.38356263581868,-0.056806022884722
16,5033.31210917219,-0.168549525730459,-2.81319944450149,-0.436959431040089
17,159.54012123468,0.290388761638162,0.339506569816717,0.394028659159767
17,380.93921696154,0.0445546709302095,0.147479520786841,0.170786102885878
17,627.764164894765,-0.00873763508017296,0.0066116241444471,0.0845183293168308
17,875.015934200236,0.0231123109591787,-0.0585169720395719,-0.0303121219658967
17,1123.5835653593,0.0947148588471966,-0.0195366235749025,-0.0966421402858693
17,1372.56010158368,0.0819742656669561,-0.0103647388853767,-0.13061710242737
17,1620.53270288158,-0.0705610658751466,0.0247028983126691,-0.215768180309701
17,1868.9284374903,-0.144661645921198,-0.0233307781428378,-0.203706859292196
17,2121.81119731742,-0.11348168725047,-0.103456713544137,-0.0561493221065632
17,2374.46368401308,-0.035376210561753,-0.0550107861131831,0.0338442881914444
17,2625.47654854464,-0.132720624911533,0.0400719457060809,0.132216404325599
17,2873.89684418561,-0.132711610376194,0.0972363862626707,0.132063180922148
17,3121.45453514542,-0.10617840199568,0.00353509049067585,0.116006991906305
17,3368.43151214885,0.0856948140899417,-0.299028281808163,0.146244991176983
17,3621.52700118323,-0.127893180785841,-0.3977549679301,0.0984037485570507
17,3861.61456489457,0.033282660673859,-0.0670705323683953,-0.28247541509833
17,4096.79361470746,0.171311552643998,0.555420865682708,-0.209507245646534
17,4366.52855298473,0.1687686280669,0.472438848167616,-0.094116923013324
17,4602.39982839795,0.473678967918198,-0.372443461796734,-0.221145001269048
17,4829.86584052588,0.357220317826246,-1.08186744608707,-0.013941071960619
17,5033.31210917219,-0.130797316201996,-2.74572585643765,-0.383149973873752
18,159.54012123468,0.298676173792641,0.34135332462028,0.408789651883142
18,380.93921696154,0.0484961321690343,0.146733657622994,0.170013497215176
18,627.764164894765,-0.00582608382967403,0.00881195442240918,0.0891324735696119
18,875.015934200236,-0.00073901065836767,-0.060259230624533,-0.0339220140272399
18,1123.5835653593,0.0807581251496062,-0.0196633406725179,-0.0991144198548303
18,1372.56010158368,0.0856535734453251,-0.00703007473208733,-0.140797078696263
18,1620.53270288158,-0.061043378961222,0.0282444922373886,-0.222547355106891
18,1868.9284374903,-0.143782193701367,-0.0249890064608909,-0.198433719646834
18,2121.81119731742,-0.135101778398611,-0.104046483637908,-0.0432323138814469
18,2374.46368401308,-0.0367771340558891,-0.0627934588021947,0.0423154664354469
18,2625.47654854464,-0.122395639874431,0.0434922435401024,0.144798032524452
18,2873.89684418561,-0.097021191899924,0.0947187112718095,0.130496660382231
18,3121.45453514542,-0.124897941668369,0.0111002962546073,0.109788222168237
18,3368.43151214885,0.11580697566687,-0.299111153655512,0.134071408633449
18,3621.52700118323,-0.100920506943957,-0.401650503516782,0.0783365337470627
18,3861.61456489457,0.0217312783764089,-0.0840225163973052,-0.270532599594379
18,4096.79361470746,0.197990776243535,0.525568396835632,-0.186650084810784
18,4366.52855298473,0.166029579415851,0.481793849555566,-0.0522987088878367
18,4602.39982839795,0.484363153129668,-0.326752474749136,-0.180079366040384
18,4829.86584052588,0.391795064121985,-1.04680749406919,-0.00150042055120743
18,5033.31210917219,-0.0751493320709599,-2.64269451406234,-0.341727146566003
19,159.54012123468,0.290722057051493,0.345580564323989,0.41583847285743
19,380.93921696154,0.0499977368211474,0.142859001955672,0.168922984013764
19,627.764164894765,0.00363236659586543,0.00785239341466048,0.0819921674584659
