"focal_rte","spp_excl_dir","migclass","excl_dir","dir_diff"
2001,0.543088592006235,"short",0.50453227412399,0.0385563178822448
2001,0.543088592006235,"neotrop",0.538183873413965,0.00490471859226971
2001,0.543088592006235,"resid",0.530951138888118,0.0121374531181175
2007,0.575899591429867,"short",0.539979853662165,0.035919737767702
2007,0.575899591429867,"neotrop",0.462131131036185,0.113768460393682
2007,0.575899591429867,"resid",0.540591340379566,0.0353082510503008
2010,0.546043850362425,"short",0.495778494917584,0.0502653554448412
2010,0.546043850362425,"neotrop",0.527872835000955,0.0181710153614699
2010,0.546043850362425,"resid",0.485629871117841,0.060413979244584
2017,0.462962187980703,"short",0.450078342256251,0.0128838457244515
2017,0.462962187980703,"neotrop",0.351633948690007,0.111328239290696
2017,0.462962187980703,"resid",0.429991222582168,0.0329709653985353
2019,0.539204152880775,"short",0.50092965400851,0.0382744988722651
2019,0.539204152880775,"neotrop",0.523795920340689,0.0154082325400863
2019,0.539204152880775,"resid",0.529878664380768,0.00932548850000714
2020,0.577744208923398,"short",0.516918901267181,0.0608253076562167
2020,0.577744208923398,"neotrop",0.54440755950531,0.033336649418088
2020,0.577744208923398,"resid",0.567382913538723,0.0103612953846751
2022,0.574516512309277,"short",0.512834995505231,0.0616815168040462
2022,0.574516512309277,"neotrop",0.54280534660123,0.0317111657080471
2022,0.574516512309277,"resid",0.560767744588009,0.0137487677212677
2025,0.587720218983984,"short",0.522446715918926,0.0652735030650575
2025,0.587720218983984,"neotrop",0.596494677009452,-0.00877445802546761
2025,0.587720218983984,"resid",0.581268832009561,0.00645138697442249
2029,0.566775876614458,"short",0.488577195890307,0.0781986807241514
2029,0.566775876614458,"neotrop",0.552577778569204,0.0141980980452538
2029,0.566775876614458,"resid",0.553599684790853,0.0131761918236055
2035,0.578353415721721,"short",0.515980710086386,0.0623727056353348
2035,0.578353415721721,"neotrop",0.564367779398379,0.013985636323342
2035,0.578353415721721,"resid",0.573972588724281,0.0043808269974398
2036,0.577170077301248,"short",0.519331649431711,0.0578384278695375
2036,0.577170077301248,"neotrop",0.547754489468996,0.0294155878322516
2036,0.577170077301248,"resid",0.569871095647463,0.00729898165378462
2043,0.576609476788306,"short",0.519070751986079,0.0575387248022269
2043,0.576609476788306,"neotrop",0.579634120299632,-0.00302464351132603
2043,0.576609476788306,"resid",0.562046780755759,0.0145626960325468
2045,0.543088592006235,"short",0.50453227412399,0.0385563178822448
2045,0.543088592006235,"neotrop",0.538183873413965,0.00490471859226971
2045,0.543088592006235,"resid",0.530951138888118,0.0121374531181175
2047,0.552954612160367,"short",0.500347813776271,0.0526067983840959
2047,0.552954612160367,"neotrop",0.546870473265666,0.0060841388947015
2047,0.552954612160367,"resid",0.5396307570038,0.0133238551565674
2050,0.572695136876591,"short",0.507848216988975,0.0648469198876163
2050,0.572695136876591,"neotrop",0.56628076815275,0.00641436872384094
2050,0.572695136876591,"resid",0.560425202358411,0.0122699345181805
2052,0.583345260040795,"short",0.534285333770702,0.0490599262700934
2052,0.583345260040795,"neotrop",0.543150262727066,0.0401949973137286
2052,0.583345260040795,"resid",0.570683217743893,0.0126620422969022
2053,0.577744208923398,"short",0.516918901267181,0.0608253076562167
2053,0.577744208923398,"neotrop",0.54440755950531,0.033336649418088
2053,0.577744208923398,"resid",0.567382913538723,0.0103612953846751
2054,0.579979336740954,"short",0.51783985818532,0.0621394785556342
2054,0.579979336740954,"neotrop",0.558448383623951,0.0215309531170035
2054,0.579979336740954,"resid",0.587472578023694,-0.00749324128273965
2057,0.462962187980703,"short",0.450078342256251,0.0128838457244515
2057,0.462962187980703,"neotrop",0.351633948690007,0.111328239290696
2057,0.462962187980703,"resid",0.429991222582168,0.0329709653985353
2060,0.55142914688785,"short",0.496381751434944,0.055047395452906
2060,0.55142914688785,"neotrop",0.5511545671503,0.000274579737550074
2060,0.55142914688785,"resid",0.536173285405532,0.0152558614823184
2065,0.576717253581176,"short",0.510318649709466,0.0663986038717095
2065,0.576717253581176,"neotrop",0.573925403976586,0.00279184960458967
2065,0.576717253581176,"resid",0.569025469395563,0.00769178418561278
2066,0.572602422081813,"short",0.50449319354766,0.068109228534153
2066,0.572602422081813,"neotrop",0.546029405421845,0.0265730166599678
2066,0.572602422081813,"resid",0.558881518083316,0.0137209039984967
2072,0.569163708643927,"short",0.549130819259492,0.020032889384435
2072,0.569163708643927,"neotrop",0.475275608401902,0.0938881002420252
2072,0.569163708643927,"resid",0.535663885432161,0.0334998232117658
2140,0.577377260827987,"short",0.520963853742556,0.0564134070854311
2140,0.577377260827987,"neotrop",0.539932087628054,0.0374451731999332
2140,0.577377260827987,"resid",0.56481274545139,0.0125645153765974
2142,0.569488672802292,"short",0.505076252286855,0.0644124205154371
2142,0.569488672802292,"neotrop",0.547515646619507,0.0219730261827854
2142,0.569488672802292,"resid",0.560303853626147,0.009184819176145
3021,0.311715896126363,"resid",0.31808441793715,-0.00636852181078723
3021,0.311715896126363,"short",0.295411265164744,0.016304630961619
3021,0.311715896126363,"neotrop",0.302892313355448,0.00882358277091538
3224,0.311715896126363,"resid",0.31808441793715,-0.00636852181078723
3224,0.311715896126363,"short",0.295411265164744,0.016304630961619
3224,0.311715896126363,"neotrop",0.302892313355448,0.00882358277091538
3429,0.311715896126363,"resid",0.31808441793715,-0.00636852181078723
3429,0.311715896126363,"short",0.295411265164744,0.016304630961619
3429,0.311715896126363,"neotrop",0.302892313355448,0.00882358277091538
4002,0.291708774815072,"resid",0.293624291170904,-0.00191551635583231
4002,0.291708774815072,"short",0.304369859727313,-0.0126610849122412
4002,0.291708774815072,"neotrop",0.291287507410748,0.000421267404324022
4004,0.291708774815072,"resid",0.293624291170904,-0.00191551635583231
4004,0.291708774815072,"short",0.304369859727313,-0.0126610849122412
4004,0.291708774815072,"neotrop",0.291287507410748,0.000421267404324022
4007,0.288054573453174,"resid",0.290540147184398,-0.0024855737312236
4007,0.288054573453174,"short",0.300148356995856,-0.0120937835426824
4007,0.288054573453174,"neotrop",0.29334589583024,-0.00529132237706598
4010,0.321439624388403,"resid",0.31533307559572,0.00610654879268296
4010,0.321439624388403,"short",0.318720315600852,0.0027193087875515
4010,0.321439624388403,"neotrop",0.312458170895476,0.00898145349292739
4014,0.288054573453174,"resid",0.290540147184398,-0.0024855737312236
4014,0.288054573453174,"short",0.300148356995856,-0.0120937835426824
4014,0.288054573453174,"neotrop",0.29334589583024,-0.00529132237706598
4017,0.323146315817897,"resid",0.316975175280413,0.00617114053748352
4017,0.323146315817897,"short",0.321029652799585,0.00211666301831204
4017,0.323146315817897,"neotrop",0.31719122529275,0.0059550905251467
4018,0.293880244731758,"resid",0.291558009761194,0.00232223497056377
4018,0.293880244731758,"short",0.303521720966199,-0.00964147623444089
4018,0.293880244731758,"neotrop",0.291063104636127,0.00281714009563067
4027,0.293880244731758,"resid",0.291558009761194,0.00232223497056377
4027,0.293880244731758,"short",0.303521720966199,-0.00964147623444089
4027,0.293880244731758,"neotrop",0.291063104636127,0.00281714009563067
4028,0.293880244731758,"resid",0.291558009761194,0.00232223497056377
4028,0.293880244731758,"short",0.303521720966199,-0.00964147623444089
4028,0.293880244731758,"neotrop",0.291063104636127,0.00281714009563067
4029,0.293880244731758,"resid",0.291558009761194,0.00232223497056377
4029,0.293880244731758,"short",0.303521720966199,-0.00964147623444089
4029,0.293880244731758,"neotrop",0.291063104636127,0.00281714009563067
4105,0.310098498261207,"resid",0.304299735557033,0.00579876270417445
4105,0.310098498261207,"short",0.312349028660455,-0.00225053039924827
4105,0.310098498261207,"neotrop",0.302215695399368,0.00788280286183934
4113,0.288054573453174,"resid",0.290540147184398,-0.0024855737312236
4113,0.288054573453174,"short",0.300148356995856,-0.0120937835426824
4113,0.288054573453174,"neotrop",0.29334589583024,-0.00529132237706598
4114,0.288054573453174,"resid",0.290540147184398,-0.0024855737312236
4114,0.288054573453174,"short",0.300148356995856,-0.0120937835426824
4114,0.288054573453174,"neotrop",0.29334589583024,-0.00529132237706598
4115,0.288054573453174,"resid",0.290540147184398,-0.0024855737312236
4115,0.288054573453174,"short",0.300148356995856,-0.0120937835426824
4115,0.288054573453174,"neotrop",0.29334589583024,-0.00529132237706598
4128,0.293880244731758,"resid",0.291558009761194,0.00232223497056377
4128,0.293880244731758,"short",0.303521720966199,-0.00964147623444089
4128,0.293880244731758,"neotrop",0.291063104636127,0.00281714009563067
4129,0.288054573453174,"resid",0.290540147184398,-0.0024855737312236
4129,0.288054573453174,"short",0.300148356995856,-0.0120937835426824
4129,0.288054573453174,"neotrop",0.29334589583024,-0.00529132237706598
4196,0.325613985031856,"resid",0.319170131909811,0.00644385312204482
4196,0.325613985031856,"short",0.322584436708437,0.00302954832341895
4196,0.325613985031856,"neotrop",0.316026239568748,0.00958774546310837
6052,0.421891863626869,"short",0.408036782438802,0.0138550811880673
6052,0.421891863626869,"resid",0.426660650580338,-0.00476878695346888
6052,0.421891863626869,"neotrop",0.404261586271323,0.0176302773555462
7020,0.52235863139242,"short",0.453834813918511,0.0685238174739093
7020,0.52235863139242,"resid",0.495756974408703,0.026601656983717
7020,0.52235863139242,"neotrop",0.459513354272822,0.0628452771195983
7023,0.52235863139242,"short",0.453834813918511,0.0685238174739093
7023,0.52235863139242,"resid",0.495756974408703,0.026601656983717
7023,0.52235863139242,"neotrop",0.459513354272822,0.0628452771195983
7026,0.52235863139242,"short",0.453834813918511,0.0685238174739093
7026,0.52235863139242,"resid",0.495756974408703,0.026601656983717
7026,0.52235863139242,"neotrop",0.459513354272822,0.0628452771195983
7028,0.52235863139242,"short",0.453834813918511,0.0685238174739093
7028,0.52235863139242,"resid",0.495756974408703,0.026601656983717
7028,0.52235863139242,"neotrop",0.459513354272822,0.0628452771195983
11007,0.324854584453501,"resid",0.316700550695423,0.00815403375807822
11007,0.324854584453501,"short",0.318826012754148,0.00602857169935289
11007,0.324854584453501,"neotrop",0.30866066703778,0.0161939174157206
11009,0.299855012079169,"resid",0.302041297520756,-0.00218628544158678
11009,0.299855012079169,"short",0.300821351876812,-0.000966339797643379
