"focal_rte","spp_excl_dir","migclass","excl_dir","dir_diff"
11009,0.299855012079169,"neotrop",0.302268749127355,-0.00241373704818554
11010,0.308274465290493,"neotrop",0.295488314704881,0.0127861505856123
11010,0.308274465290493,"short",0.292255722652057,0.0160187426384358
11010,0.308274465290493,"resid",0.318282387629888,-0.010007922339395
11029,0.323146315817897,"resid",0.316975175280413,0.00617114053748352
11029,0.323146315817897,"short",0.321029652799585,0.00211666301831204
11029,0.323146315817897,"neotrop",0.31719122529275,0.0059550905251467
11033,0.313390049958221,"resid",0.307160791869183,0.00622925808903846
11033,0.313390049958221,"short",0.303761202748652,0.00962884720956941
11033,0.313390049958221,"neotrop",0.299647658451715,0.0137423915065057
11045,0.313390049958221,"resid",0.307160791869183,0.00622925808903846
11045,0.313390049958221,"short",0.303761202748652,0.00962884720956941
11045,0.313390049958221,"neotrop",0.299647658451715,0.0137423915065057
11065,0.318535719056121,"resid",0.312560109614321,0.00597560944179981
11065,0.318535719056121,"short",0.311626761297611,0.00690895775850991
11065,0.318535719056121,"neotrop",0.308649496180001,0.00988622287612007
11208,0.299855012079169,"resid",0.302041297520756,-0.00218628544158678
11208,0.299855012079169,"short",0.300821351876812,-0.000966339797643379
11208,0.299855012079169,"neotrop",0.302268749127355,-0.00241373704818554
11210,0.308274465290493,"neotrop",0.295488314704881,0.0127861505856123
11210,0.308274465290493,"short",0.292255722652057,0.0160187426384358
11210,0.308274465290493,"resid",0.318282387629888,-0.010007922339395
11223,0.310526552462264,"resid",0.320460190293343,-0.00993363783107931
11223,0.310526552462264,"short",0.295516947067263,0.0150096053950015
11223,0.310526552462264,"neotrop",0.300827800234797,0.00969875222746663
11255,0.314060006178084,"resid",0.306732682003536,0.00732732417454846
11255,0.314060006178084,"short",0.306356124889756,0.00770388128832833
11255,0.314060006178084,"neotrop",0.302869307970231,0.0111906982078525
11256,0.314060006178084,"resid",0.306732682003536,0.00732732417454846
11256,0.314060006178084,"short",0.306356124889756,0.00770388128832833
11256,0.314060006178084,"neotrop",0.302869307970231,0.0111906982078525
11270,0.313390049958221,"resid",0.307160791869183,0.00622925808903846
11270,0.313390049958221,"short",0.303761202748652,0.00962884720956941
11270,0.313390049958221,"neotrop",0.299647658451715,0.0137423915065057
11609,0.299855012079169,"resid",0.302041297520756,-0.00218628544158678
11609,0.299855012079169,"short",0.300821351876812,-0.000966339797643379
11609,0.299855012079169,"neotrop",0.302268749127355,-0.00241373704818554
11709,0.299855012079169,"resid",0.302041297520756,-0.00218628544158678
11709,0.299855012079169,"short",0.300821351876812,-0.000966339797643379
11709,0.299855012079169,"neotrop",0.302268749127355,-0.00241373704818554
14001,0.309065290583565,"neotrop",0.299651039060065,0.00941425152350051
14001,0.309065290583565,"short",0.292007064776587,0.0170582258069784
14001,0.309065290583565,"resid",0.313717788247349,-0.00465249766378445
14006,0.309065290583565,"neotrop",0.299651039060065,0.00941425152350051
14006,0.309065290583565,"short",0.292007064776587,0.0170582258069784
14006,0.309065290583565,"resid",0.313717788247349,-0.00465249766378445
14014,0.309065290583565,"neotrop",0.299651039060065,0.00941425152350051
14014,0.309065290583565,"short",0.292007064776587,0.0170582258069784
14014,0.309065290583565,"resid",0.313717788247349,-0.00465249766378445
14166,0.449148060177185,"resid",0.442162954336245,0.00698510584094048
14166,0.449148060177185,"short",0.437561748011474,0.0115863121657111
14166,0.449148060177185,"neotrop",0.441136905041241,0.0080111551359438
14168,0.448068673500381,"resid",0.442823005630832,0.00524566786954878
14168,0.448068673500381,"short",0.432590413846533,0.015478259653848
14168,0.448068673500381,"neotrop",0.441158987447506,0.00690968605287462
14198,0.309065290583565,"neotrop",0.299651039060065,0.00941425152350051
14198,0.309065290583565,"short",0.292007064776587,0.0170582258069784
14198,0.309065290583565,"resid",0.313717788247349,-0.00465249766378445
14199,0.437464177667877,"resid",0.425860710768768,0.0116034668991091
14199,0.437464177667877,"short",0.423271317755596,0.014192859912281
14199,0.437464177667877,"neotrop",0.429895070063946,0.00756910760393081
17001,NA,"resid",0.443164609808394,NA
17001,NA,"short",0.448639481777907,NA
17001,NA,"neotrop",0.442570032706448,NA
17003,0.411488620267154,"short",0.392092871341034,0.0193957489261197
17003,0.411488620267154,"resid",0.393871163071955,0.0176174571951986
17003,0.411488620267154,"neotrop",0.370653810799708,0.0408348094674456
17004,0.412768525837513,"short",0.3933222929251,0.0194462329124135
17004,0.412768525837513,"resid",0.392583438249433,0.0201850875880799
17004,0.412768525837513,"neotrop",0.370113930241274,0.0426545955962393
17009,0.406626183169915,"short",0.378568584302976,0.0280575988669386
17009,0.406626183169915,"resid",0.387541719029963,0.019084464139952
17009,0.406626183169915,"neotrop",0.370365700007024,0.0362604831628913
17011,0.414675161264317,"short",0.38882933882613,0.0258458224381867
17011,0.414675161264317,"resid",0.397257594668616,0.0174175665957007
17011,0.414675161264317,"neotrop",0.369657109998258,0.0450180512660591
17017,0.405930207280468,"short",0.378625162967389,0.0273050443130786
17017,0.405930207280468,"resid",0.398928539401146,0.00700166787932249
17017,0.405930207280468,"neotrop",0.369917462204777,0.0360127450756914
17031,0.405406455119985,"short",0.369910285610873,0.0354961695091122
17031,0.405406455119985,"resid",0.382567778842392,0.0228386762775935
17031,0.405406455119985,"neotrop",0.361570560217352,0.0438358949026326
17032,0.406626183169915,"short",0.378568584302976,0.0280575988669386
17032,0.406626183169915,"resid",0.387541719029963,0.019084464139952
17032,0.406626183169915,"neotrop",0.370365700007024,0.0362604831628913
17040,0.411164803926791,"short",0.391723390781375,0.0194414131454157
17040,0.411164803926791,"resid",0.391588244332269,0.0195765595945223
17040,0.411164803926791,"neotrop",0.368884381076009,0.0422804228507823
17047,0.405968044472644,"short",0.38176556646453,0.0242024780081143
17047,0.405968044472644,"resid",0.402149236924297,0.0038188075483474
17047,0.405968044472644,"neotrop",0.375501054229257,0.0304669902433869
17052,0.409673657520551,"short",0.384981625035956,0.0246920324845949
17052,0.409673657520551,"resid",0.400994213467257,0.00867944405329391
17052,0.409673657520551,"neotrop",0.372711420037245,0.0369622374833057
17055,0.407499995741969,"short",0.395238198541159,0.0122617972008104
17055,0.407499995741969,"resid",0.403542105485902,0.0039578902560668
17055,0.407499995741969,"neotrop",0.378648358053064,0.0288516376889055
17202,0.411488620267154,"short",0.392092871341034,0.0193957489261197
17202,0.411488620267154,"resid",0.393871163071955,0.0176174571951986
17202,0.411488620267154,"neotrop",0.370653810799708,0.0408348094674456
17203,0.411488620267154,"short",0.392092871341034,0.0193957489261197
17203,0.411488620267154,"resid",0.393871163071955,0.0176174571951986
17203,0.411488620267154,"neotrop",0.370653810799708,0.0408348094674456
17209,0.408529136900406,"short",0.379549968296475,0.0289791686039305
17209,0.408529136900406,"resid",0.388208944807343,0.0203201920930626
17209,0.408529136900406,"neotrop",0.366753881462662,0.0417752554377444
17211,0.411164803926791,"short",0.391723390781375,0.0194414131454157
17211,0.411164803926791,"resid",0.391588244332269,0.0195765595945223
17211,0.411164803926791,"neotrop",0.368884381076009,0.0422804228507823
17216,0.403771464955916,"short",0.379325540255245,0.024445924700671
17216,0.403771464955916,"resid",0.389706140646547,0.0140653243093686
17216,0.403771464955916,"neotrop",0.363768764000504,0.0400027009554118
17218,0.411298793614086,"short",0.390880412020532,0.0204183815935537
17218,0.411298793614086,"resid",0.406803021197213,0.00449577241687343
17218,0.411298793614086,"neotrop",0.377510976572408,0.0337878170416778
17222,0.409673657520551,"short",0.384981625035956,0.0246920324845949
17222,0.409673657520551,"resid",0.400994213467257,0.00867944405329391
17222,0.409673657520551,"neotrop",0.372711420037245,0.0369622374833057
18003,0.580831744012666,"short",0.530594279275416,0.0502374647372501
18003,0.580831744012666,"neotrop",0.540795308221858,0.0400364357908083
18003,0.580831744012666,"resid",0.523228055975773,0.0576036880368932
18009,0.464350830070299,"short",0.441779913262183,0.0225709168081157
18009,0.464350830070299,"neotrop",0.459135533676822,0.00521529639347729
18009,0.464350830070299,"resid",0.425156659819485,0.0391941702508142
21001,0.57288961091658,"short",0.529152155834823,0.0437374550817567
21001,0.57288961091658,"neotrop",0.524917878890095,0.047971732026485
21001,0.57288961091658,"resid",0.539269511413354,0.0336200995032263
21002,0.57288961091658,"short",0.529152155834823,0.0437374550817567
21002,0.57288961091658,"neotrop",0.524917878890095,0.047971732026485
21002,0.57288961091658,"resid",0.539269511413354,0.0336200995032263
21003,0.564928581076571,"short",0.512718079578125,0.0522105014984464
21003,0.564928581076571,"neotrop",0.515611013507777,0.0493175675687936
21003,0.564928581076571,"resid",0.530760736821659,0.0341678442549119
21004,0.564928581076571,"short",0.512718079578125,0.0522105014984464
21004,0.564928581076571,"neotrop",0.515611013507777,0.0493175675687936
21004,0.564928581076571,"resid",0.530760736821659,0.0341678442549119
21010,0.558322916457994,"short",0.503932371265195,0.054390545192799
21010,0.558322916457994,"neotrop",0.503522969198308,0.0547999472596858
21010,0.558322916457994,"resid",0.517731854092189,0.0405910623658051
21109,0.564928581076571,"short",0.512718079578125,0.0522105014984464
21109,0.564928581076571,"neotrop",0.515611013507777,0.0493175675687936
21109,0.564928581076571,"resid",0.530760736821659,0.0341678442549119
25010,0.567873254402758,"short",0.476688526111749,0.091184728291009
25010,0.567873254402758,"neotrop",0.561249525024075,0.0066237293786835
25010,0.567873254402758,"resid",0.549424950222737,0.018448304180021
25037,0.555791512192846,"short",0.465221524680326,0.0905699875125197
25037,0.555791512192846,"neotrop",0.543353040821658,0.0124384713711876
25037,0.555791512192846,"resid",0.531372045065958,0.0244194671268875
25053,0.587100674396405,"short",0.513958244623356,0.0731424297730491
25053,0.587100674396405,"neotrop",0.561793922002802,0.0253067523936031
25053,0.587100674396405,"resid",0.59062705555965,-0.00352638116324544
25062,0.556293247049789,"short",0.466198453540289,0.0900947935095004
25062,0.556293247049789,"neotrop",0.538017683105196,0.018275563944593
25062,0.556293247049789,"resid",0.540373622327664,0.0159196247221249
27004,0.554007549609952,"short",0.466050926351109,0.0879566232588433
27004,0.554007549609952,"neotrop",0.548093925391033,0.00591362421891906
27004,0.554007549609952,"resid",0.530567104349517,0.0234404452604345
27005,0.551213781166531,"short",0.482163738130877,0.0690500430356544
27005,0.551213781166531,"neotrop",0.535144428272495,0.0160693528940361
27005,0.551213781166531,"resid",0.527467420498896,0.0237463606676347
27010,0.555783669892604,"short",0.469176992406009,0.0866066774865945
27010,0.555783669892604,"neotrop",0.545349538374857,0.0104341315177474
27010,0.555783669892604,"resid",0.540886436291741,0.0148972336008633
27014,0.565191019404688,"short",0.474162032569023,0.0910289868356652
27014,0.565191019404688,"neotrop",0.56484450363459,0.000346515770097588
27014,0.565191019404688,"resid",0.544970802180209,0.0202202172244793
27021,0.557416283833373,"short",0.470779409359537,0.086636874473836
27021,0.557416283833373,"neotrop",0.542277932738112,0.0151383510952607
27021,0.557416283833373,"resid",0.540982709882076,0.0164335739512971
27027,0.462962187980703,"short",0.450078342256251,0.0128838457244515
27027,0.462962187980703,"neotrop",0.351633948690007,0.111328239290696
27027,0.462962187980703,"resid",0.429991222582168,0.0329709653985353
27033,0.565895412427751,"short",0.47452083754473,0.0913745748830212
27033,0.565895412427751,"neotrop",0.564587713761909,0.00130769866584202
27033,0.565895412427751,"resid",0.548192635836659,0.0177027765910917
27036,0.546043850362425,"short",0.495778494917584,0.0502653554448412
27036,0.546043850362425,"neotrop",0.527872835000955,0.0181710153614699
27036,0.546043850362425,"resid",0.485629871117841,0.060413979244584
27041,0.463445458237424,"short",0.446296253513844,0.0171492047235802
27041,0.463445458237424,"neotrop",0.367264967948143,0.0961804902892809
27041,0.463445458237424,"resid",0.428277104498964,0.0351683537384601
27044,0.546043850362425,"short",0.495778494917584,0.0502653554448412
27044,0.546043850362425,"neotrop",0.527872835000955,0.0181710153614699
27044,0.546043850362425,"resid",0.485629871117841,0.060413979244584
27046,0.546043850362425,"short",0.495778494917584,0.0502653554448412
27046,0.546043850362425,"neotrop",0.527872835000955,0.0181710153614699
27046,0.546043850362425,"resid",0.485629871117841,0.060413979244584
27048,0.571061844632426,"short",0.494718208389382,0.0763436362430437
27048,0.571061844632426,"neotrop",0.565281898683999,0.00577994594842712
27048,0.571061844632426,"resid",0.556525335986135,0.0145365086462909
27050,0.559944047529799,"short",0.468666162000119,0.0912778855296795
27050,0.559944047529799,"neotrop",0.550585504959361,0.00935854257043778
27050,0.559944047529799,"resid",0.538016487351137,0.0219275601786622
27051,0.548730664705119,"short",0.486975394841316,0.0617552698638026
27051,0.548730664705119,"neotrop",0.522912652898724,0.0258180118063949
27051,0.548730664705119,"resid",0.526159549450825,0.0225711152542936
27057,0.567873254402758,"short",0.476688526111749,0.091184728291009
27057,0.567873254402758,"neotrop",0.561249525024075,0.0066237293786835
27057,0.567873254402758,"resid",0.549424950222737,0.018448304180021
33006,0.300893325997956,"resid",0.288763927209329,0.0121293987886267
33006,0.300893325997956,"short",0.29843349383702,0.00245983216093587
33006,0.300893325997956,"neotrop",0.285567731436962,0.0153255945609937
33010,0.422328437009082,"resid",0.404002078299797,0.0183263587092851
33010,0.422328437009082,"short",0.411042971171985,0.0112854658370966
33010,0.422328437009082,"neotrop",0.397092799937859,0.0252356370712231
33014,0.418108943510004,"resid",0.390704070713079,0.0274048727969254
33014,0.418108943510004,"short",0.413276011466674,0.00483293204333046
33014,0.418108943510004,"neotrop",0.381636891595491,0.0364720519145127
33020,0.416594220178684,"resid",0.394226519827956,0.0223677003507283
33020,0.416594220178684,"short",0.406397881156866,0.0101963390218177
33020,0.416594220178684,"neotrop",0.387272512388484,0.0293217077902004
33021,0.408866987302216,"resid",0.375593172307611,0.0332738149946052
33021,0.408866987302216,"short",0.391716484940402,0.0171505023618138
33021,0.408866987302216,"neotrop",0.375703819907539,0.0331631673946769
33027,0.408866987302216,"resid",0.375593172307611,0.0332738149946052
33027,0.408866987302216,"short",0.391716484940402,0.0171505023618138
33027,0.408866987302216,"neotrop",0.375703819907539,0.0331631673946769
33029,0.311431805534508,"resid",0.304210043816539,0.00722176171796923
33029,0.311431805534508,"short",0.311458133601131,-2.63280666233934e-05
33029,0.311431805534508,"neotrop",0.300555320169012,0.010876485365496
33111,0.469995304008833,"resid",0.466513311581283,0.0034819924275496
33111,0.469995304008833,"short",0.473903657996068,-0.00390835398723516
33111,0.469995304008833,"neotrop",0.472057771228897,-0.00206246722006448
33128,0.408866987302216,"resid",0.375593172307611,0.0332738149946052
33128,0.408866987302216,"short",0.391716484940402,0.0171505023618138
33128,0.408866987302216,"neotrop",0.375703819907539,0.0331631673946769
33204,0.287243317362548,"resid",0.286899525103363,0.000343792259185016
33204,0.287243317362548,"short",0.283911088654263,0.00333222870828492
33204,0.287243317362548,"neotrop",0.286944545688178,0.000298771674369758
33208,0.317487444898058,"resid",0.30136337039012,0.0161240745079378
33208,0.317487444898058,"short",0.305206151854054,0.0122812930440037
33208,0.317487444898058,"neotrop",0.300977835045352,0.0165096098527064
33209,NA,"resid",0.46042361929211,NA
33209,NA,"short",0.4774148339997,NA
33209,NA,"neotrop",0.460916112518705,NA
33211,0.469995304008833,"resid",0.466513311581283,0.0034819924275496
33211,0.469995304008833,"short",0.473903657996068,-0.00390835398723516
33211,0.469995304008833,"neotrop",0.472057771228897,-0.00206246722006448
33212,0.299644403206051,"resid",0.290826614931126,0.00881778827492546
33212,0.299644403206051,"short",0.292484873375286,0.00715952983076534
33212,0.299644403206051,"neotrop",0.292478587367864,0.00716581583818682
33214,0.421501820508389,"resid",0.395433805182378,0.0260680153260109
33214,0.421501820508389,"short",0.413283503948027,0.00821831656036176
33214,0.421501820508389,"neotrop",0.389416015796187,0.0320858047122018
33217,0.430751594937038,"resid",0.417682702487924,0.013068892449114
33217,0.430751594937038,"short",0.411349506093162,0.0194020888438761
33217,0.430751594937038,"neotrop",0.42261633078574,0.0081352641512985
33218,0.46414224910247,"resid",0.457920350193438,0.00622189890903158
33218,0.46414224910247,"short",0.464331380432777,-0.000189131330307291
33218,0.46414224910247,"neotrop",0.470158081489904,-0.00601583238743442
33220,0.418442888545809,"resid",0.39173842496668,0.0267044635791286
33220,0.418442888545809,"short",0.402807556154602,0.0156353323912074
33220,0.418442888545809,"neotrop",0.39120820231196,0.0272346862338491
33222,0.417681983051302,"resid",0.387236668265332,0.0304453147859702
33222,0.417681983051302,"short",0.411608303170344,0.00607367988095769
33222,0.417681983051302,"neotrop",0.381767743706019,0.0359142393452833
34001,0.516366489421777,"short",0.491181287437529,0.0251852019842478
34001,0.516366489421777,"neotrop",0.473385532965163,0.0429809564566138
34001,0.516366489421777,"resid",0.482000012936993,0.0343664764847838
34002,0.56497115044283,"short",0.466164146518212,0.0988070039246183
34002,0.56497115044283,"neotrop",0.512239160506167,0.0527319899366629
34002,0.56497115044283,"resid",0.492743361380578,0.0722277890622516
34003,0.56497115044283,"short",0.466164146518212,0.0988070039246183
34003,0.56497115044283,"neotrop",0.512239160506167,0.0527319899366629
34003,0.56497115044283,"resid",0.492743361380578,0.0722277890622516
34012,0.561939580780164,"short",0.458662219218586,0.103277361561578
34012,0.561939580780164,"neotrop",0.502893782737297,0.0590457980428666
34012,0.561939580780164,"resid",0.487544680121017,0.0743949006591472
34014,0.556125871290121,"short",0.447164864180156,0.108961007109965
34014,0.556125871290121,"neotrop",0.493658964224272,0.0624669070658486
34014,0.556125871290121,"resid",0.47384444365452,0.0822814276356007
34020,0.551815358647799,"short",0.501642316392786,0.050173042255013
34020,0.551815358647799,"neotrop",0.50931634643699,0.0424990122108087
34020,0.551815358647799,"resid",0.521984383682474,0.0298309749653253
34022,0.554751451465829,"short",0.49853146029021,0.056219991175619
34022,0.554751451465829,"neotrop",0.521498959843203,0.033252491622626
34022,0.554751451465829,"resid",0.524064581986774,0.0306868694790549
