"stateroute","stops","scale","dir_all","dir_core"
6032,"stops1_25",0.5,0.373469620937125,0.401175744430009
6032,"stops26_50",0.5,0.389519542220235,0.409871928708806
6051,"stops1_25",0.5,0.383212627335188,0.361387710255597
6051,"stops26_50",0.5,0.358110074244481,0.352187219450923
6052,"stops1_25",0.5,0.31026791322287,0.346492321025306
6052,"stops26_50",0.5,0.344981432102276,0.368170875673971
6056,"stops1_25",0.5,0.358136246196049,0.348049881131806
6056,"stops26_50",0.5,0.381740356241931,0.366601909466159
6057,"stops1_25",0.5,0.320789698109054,0.328346283522616
6057,"stops26_50",0.5,0.313624095306013,0.378120008664545
6059,"stops1_25",0.5,0.409028050212866,0.435562446839712
6059,"stops26_50",0.5,0.370135775922258,0.410671163255204
6063,"stops1_25",0.5,0.336571000150403,0.312692045863302
6063,"stops26_50",0.5,0.344199897115009,0.355857543291452
6064,"stops1_25",0.5,0.382904420589324,0.393107523611789
6064,"stops26_50",0.5,0.405388998085479,0.412866940066638
6065,"stops1_25",0.5,0.3910524037345,0.382429339450994
6065,"stops26_50",0.5,0.364126380439427,0.354275215908302
6066,"stops1_25",0.5,0.356372008622389,0.378489784221632
6066,"stops26_50",0.5,0.370095111098466,0.326286957772203
6068,"stops1_25",0.5,0.378558042173861,0.41559848046829
6068,"stops26_50",0.5,0.396663015039187,0.464190860964268
6069,"stops1_25",0.5,0.379788241641257,0.34234527372584
6069,"stops26_50",0.5,0.360845474027101,0.342122807875499
6070,"stops1_25",0.5,0.397224715210026,0.364886060323844
6070,"stops26_50",0.5,0.402146054010625,0.423605528877311
6071,"stops1_25",0.5,0.412214371894154,0.42547027298949
6071,"stops26_50",0.5,0.382568240021227,0.386340680552336
6074,"stops1_25",0.5,0.401079119302272,0.428924807116237
6074,"stops26_50",0.5,0.414797702982656,0.471907636479529
6077,"stops1_25",0.5,0.450326574011355,0.424527851624873
6077,"stops26_50",0.5,0.419873275455117,0.437403509098087
6078,"stops1_25",0.5,0.417426991538663,0.432208269417821
6078,"stops26_50",0.5,0.374405758031855,0.385588730542625
6079,"stops1_25",0.5,0.350906715587849,0.390072597390496
6079,"stops26_50",0.5,0.419518967165784,0.362884428293415
6083,"stops1_25",0.5,0.381817190462065,0.38068189550145
6083,"stops26_50",0.5,0.395649991137079,0.370544932095079
6107,"stops1_25",0.5,0.421981633721302,0.428981667255357
6107,"stops26_50",0.5,0.402693417225037,0.414923986622059
6115,"stops1_25",0.5,0.357198033720211,0.433766526816206
6115,"stops26_50",0.5,0.368584533352233,0.402919053218824
6121,"stops1_25",0.5,0.447188049688006,0.440214718821782
6121,"stops26_50",0.5,0.463959226194405,0.465621457062742
6122,"stops1_25",0.5,0.399823471716925,0.364705225401028
6122,"stops26_50",0.5,0.399778887107024,0.418499307812416
6123,"stops1_25",0.5,0.423409877659336,0.406678799089986
6123,"stops26_50",0.5,0.379804955033613,0.405271661386295
6127,"stops1_25",0.5,0.341895239057713,0.381069355205083
6127,"stops26_50",0.5,0.367584406639361,0.384641451051073
6233,"stops1_25",0.5,0.444303318097965,0.380946457244165
6233,"stops26_50",0.5,0.372117822384675,0.331867958612962
7001,"stops1_25",0.5,0.408925142275697,0.384768055174484
7001,"stops26_50",0.5,0.400545022653931,0.404998845314935
7002,"stops1_25",0.5,0.417835794469816,0.42138836486454
7002,"stops26_50",0.5,0.415853737600547,0.376391178638382
7004,"stops1_25",0.5,0.417985917669566,0.439434434969993
7004,"stops26_50",0.5,0.405817823769687,0.420849930228754
7005,"stops1_25",0.5,0.400611926651701,0.406960039502065
7005,"stops26_50",0.5,0.392866848729219,0.366334630395334
7006,"stops1_25",0.5,0.495613607210729,0.498447576475296
7006,"stops26_50",0.5,0.467491609436577,0.517992442314112
7007,"stops1_25",0.5,0.409100088667621,0.416630358052504
7007,"stops26_50",0.5,0.368844089238208,0.386525529421651
7008,"stops1_25",0.5,0.454675053202097,0.459090525408498
7008,"stops26_50",0.5,0.422497298869898,0.44147413751658
7010,"stops1_25",0.5,0.368663634336497,0.394934810845307
7010,"stops26_50",0.5,0.392325285641889,0.425573701891401
7013,"stops1_25",0.5,0.379830247674042,0.361640300495321
7013,"stops26_50",0.5,0.339777659552132,0.339228127282238
7015,"stops1_25",0.5,0.337450019129073,0.376606601706193
7015,"stops26_50",0.5,0.384334398694249,0.383175067896872
7016,"stops1_25",0.5,0.410080027653592,0.386429855459859
7016,"stops26_50",0.5,0.42608019161463,0.436980060953625
7019,"stops1_25",0.5,0.397767451350725,0.399536399223415
7019,"stops26_50",0.5,0.367453809502973,0.380351319806613
7020,"stops1_25",0.5,0.363457582613968,0.387610860614998
7020,"stops26_50",0.5,0.375953137707889,0.407188458919906
7021,"stops1_25",0.5,0.39498109203214,0.366380939886092
7021,"stops26_50",0.5,0.430107254258484,0.398264840536812
7022,"stops1_25",0.5,0.383642699375257,0.389117595809388
7022,"stops26_50",0.5,0.374246695572179,0.383996826519232
7023,"stops1_25",0.5,0.356971490415924,0.363744579551428
7023,"stops26_50",0.5,0.387983313437228,0.377296174061523
7024,"stops1_25",0.5,0.438378610240209,0.433477908051271
7024,"stops26_50",0.5,0.406408742172307,0.41510253622631
7026,"stops1_25",0.5,0.346331163841454,0.358729171127561
7026,"stops26_50",0.5,0.355599459364875,0.354731917358949
7027,"stops1_25",0.5,0.427291975426789,0.413408436877778
7027,"stops26_50",0.5,0.405468011337317,0.383708206930169
7028,"stops1_25",0.5,0.382068791065008,0.37791569454456
7028,"stops26_50",0.5,0.386847006126854,0.396530365994137
7029,"stops1_25",0.5,0.469628944448243,0.412990308521664
7029,"stops26_50",0.5,0.4484293909494,0.4083922363958
7103,"stops1_25",0.5,0.40195367291615,0.39419835460964
7103,"stops26_50",0.5,0.41084616838237,0.385764439223052
7109,"stops1_25",0.5,0.362775833373274,0.377711435592918
7109,"stops26_50",0.5,0.374306609590717,0.408317556567648
7111,"stops1_25",0.5,0.391158169920403,0.406088917460901
7111,"stops26_50",0.5,0.410617606710192,0.406092416135971
7117,"stops1_25",0.5,0.368568045941266,0.372019696515721
7117,"stops26_50",0.5,0.442443220148824,0.439050761647617
7118,"stops1_25",0.5,0.370681169080951,0.362541466489952
7118,"stops26_50",0.5,0.344898039861138,0.330468239866091
88002,"stops1_25",0.5,0.403817800715682,0.391601483780362
88002,"stops26_50",0.5,0.339016046320182,0.390329858171523
88003,"stops1_25",0.5,0.367055197935365,0.339097959705294
88003,"stops26_50",0.5,0.409160949260309,0.391943300379067
88004,"stops1_25",0.5,0.395306587666743,0.401499109057023
88004,"stops26_50",0.5,0.415493800395739,0.426470066428305
88005,"stops1_25",0.5,0.434680346000498,0.42330069745832
88005,"stops26_50",0.5,0.420523677185877,0.407491976594821
88006,"stops1_25",0.5,0.327424542158345,0.33640450908466
88006,"stops26_50",0.5,0.354025636827765,0.368684350316829
88007,"stops1_25",0.5,0.442081630763724,0.431536115397838
88007,"stops26_50",0.5,0.412515425135989,0.419849793947455
88008,"stops1_25",0.5,0.424898509004208,0.407061152042721
88008,"stops26_50",0.5,0.367419611128597,0.357152603429147
88010,"stops1_25",0.5,0.276344379169263,0.382857964185816
88010,"stops26_50",0.5,0.293587407755009,0.38593895051269
88012,"stops1_25",0.5,0.357870541608989,0.34851730156425
88012,"stops26_50",0.5,0.379453061229647,0.376052795416618
88013,"stops1_25",0.5,0.405312445564282,0.411566992004889
88013,"stops26_50",0.5,0.403381543340932,0.382369964067558
88014,"stops1_25",0.5,0.37306746828928,0.384441144380343
88014,"stops26_50",0.5,0.360771385019433,0.383264133538532
88015,"stops1_25",0.5,0.360579913072116,0.398401371082191
88015,"stops26_50",0.5,0.331900790116644,0.33672592767956
88017,"stops1_25",0.5,0.402315355950105,0.356494083727765
88017,"stops26_50",0.5,0.400725245990309,0.361864500612196
88020,"stops1_25",0.5,0.344557249158281,0.347468236681682
88020,"stops26_50",0.5,0.318454523901824,0.305804912358818
88021,"stops1_25",0.5,0.348329178523272,0.339033991261411
88021,"stops26_50",0.5,0.358181346362798,0.377812486050113
88022,"stops1_25",0.5,0.379021330811975,0.319189695696937
88022,"stops26_50",0.5,0.349069392301549,0.32379282573715
88023,"stops1_25",0.5,0.41941609368392,0.414807367092186
88023,"stops26_50",0.5,0.394932269757059,0.401642768168631
88024,"stops1_25",0.5,0.370360553462351,0.363246317782317
88024,"stops26_50",0.5,0.410699493233498,0.392184395276405
88025,"stops1_25",0.5,0.367660305385169,0.400050648755605
88025,"stops26_50",0.5,0.385552521690334,0.409081955721759
88026,"stops1_25",0.5,0.379305348481395,0.400766953972323
88026,"stops26_50",0.5,0.367368240217514,0.385267699066041
88028,"stops1_25",0.5,0.419070435449184,0.420915881577826
88028,"stops26_50",0.5,0.406319743082668,0.414665934183956
88029,"stops1_25",0.5,0.377143033914014,0.396426237121073
88029,"stops26_50",0.5,0.37893189700504,0.394407779698966
88030,"stops1_25",0.5,0.37671560423987,0.362202407776623
88030,"stops26_50",0.5,0.369587416751704,0.391006436382851
88031,"stops1_25",0.5,0.355352773294357,0.372994292746504
88031,"stops26_50",0.5,0.381953461678901,0.391514188321378
88036,"stops1_25",0.5,0.348632758295902,0.344487694024074
88036,"stops26_50",0.5,0.3249481658709,0.328824638102004
88037,"stops1_25",0.5,0.370253905851254,0.370998028770302
88037,"stops26_50",0.5,0.396629834116034,0.380624373446351
88039,"stops1_25",0.5,0.379813214831923,0.358118828706671
88039,"stops26_50",0.5,0.383104029537677,0.387122369602726
88040,"stops1_25",0.5,0.397478462083406,0.415011211029875
88040,"stops26_50",0.5,0.395047152080036,0.386338656697867
88041,"stops1_25",0.5,0.386264653211051,0.370800178403501
88041,"stops26_50",0.5,0.378109434973598,0.392363982786013
88042,"stops1_25",0.5,0.396802462074935,0.403599361289221
88042,"stops26_50",0.5,0.401527732432072,0.401334091580896
88043,"stops1_25",0.5,0.422953381011565,0.435630573625306
88043,"stops26_50",0.5,0.442524470941901,0.445275747621913
88044,"stops1_25",0.5,0.416000278487022,0.422028754715392
88044,"stops26_50",0.5,0.378761222626179,0.408455794879646
88046,"stops1_25",0.5,0.373274507389616,0.32489095375173
88046,"stops26_50",0.5,0.386350645165644,0.344326818022122
88048,"stops1_25",0.5,0.45864765678992,0.443218401707568
88048,"stops26_50",0.5,0.396210011328834,0.398715934529775
88049,"stops1_25",0.5,0.368027927856088,0.386950701505436
88049,"stops26_50",0.5,0.405408190089716,0.40130775231415
88050,"stops1_25",0.5,0.438548723334605,0.42496953657918
88050,"stops26_50",0.5,0.397475149664089,0.382913586280101
88051,"stops1_25",0.5,0.371105682656023,0.384425790981693
