"focal_rte","aou","excl_dir"
2001,2890,0.543088592006235
2001,3131,0.58205896610497
2001,3160,0.580507031482786
2001,3870,0.579148617046915
2001,3930,0.579984764684034
2001,3940,0.581986433879871
2001,4050,0.581918016991911
2001,4060,0.58124723861431
2001,4090,0.581084178539082
2001,4120,0.5784349958824
2001,4230,0.57641641210065
2001,4280,0.580753857487037
2001,4440,0.579224786364942
2001,4520,0.579233501846809
2001,4560,0.580153891133769
2001,4610,0.57823429807352
2001,4650,0.581536712080141
2001,4740,0.580735878576556
2001,4770,0.580222048482066
2001,4880,0.579897691970357
2001,4930,0.580502224800189
2001,4950,0.579865959209598
2001,4980,0.571893804603135
2001,5010,0.569928813653021
2001,5060,0.582506482148334
2001,5110,0.576555640918491
2001,5190,0.588755446172248
2001,5290,0.580281856952031
2001,5460,0.579916262729883
2001,5600,0.579688434890457
2001,5630,0.580429833665394
2001,5810,0.579924788520656
2001,5870,0.579568762918281
2001,5930,0.579830925682632
2001,5970,0.583471100030939
2001,5980,0.581075065448776
2001,6040,0.580370706187644
2001,6080,0.579832240653449
2001,6100,0.580317060201157
2001,6110,0.586960325238486
2001,6120,0.582408796400658
2001,6130,0.581527818925214
2001,6170,0.581740441860162
2001,6190,0.579820738074466
2001,6220,0.579749437947468
2001,6240,0.579730037953622
2001,6280,0.57979510201738
2001,6310,0.578916998759256
2001,6480,0.578389322410869
2001,6630,0.57951213403906
2001,6710,0.580995374768394
2001,6730,0.581593136309722
2001,6760,0.579842273155568
2001,6770,0.579843167921093
2001,6810,0.579439452796011
2001,6830,0.582592162278186
2001,6840,0.580721457202762
2001,6882,0.575511176214079
2001,7030,0.5802129538642
2001,7040,0.580327600401682
2001,7050,0.580555074841875
2001,7180,0.581453207255685
2001,7210,0.579721294207628
2001,7270,0.580455311674668
2001,7310,0.580241265876013
2001,7360,0.581169743687643
2001,7510,0.581565550205181
2001,7550,0.577918990026836
2001,7610,0.579791715992886
2001,7660,0.580018670314489
2001,22860,0.574038791944878
2001,3100,0.580134006021114
2001,4900,0.579688293000783
2001,6360,0.579819436803489
2001,6370,0.580012400974616
2001,6380,0.579953573335059
2001,6390,0.581110506555834
2001,6520,0.579739809904932
2001,6870,0.579938860437516
2001,7290,0.58133347231699
2001,5520,0.579541461219427
2001,3200,0.579915542225364
2001,5750,0.580100224495403
2001,6410,0.579767152330617
2001,6740,0.579725437502452
2001,6140,0.57985962430775
2001,5470,0.579731407299035
2001,6160,0.580491694827893
2001,6270,0.579731478220838
2001,6580,0.579690600050288
2001,6010,0.579759557310968
2001,5070,0.579878912753371
2007,2890,0.587264967647188
2007,3100,0.587233866467038
2007,3131,0.60689832160322
2007,3160,0.600433013429773
2007,3870,0.598953023743084
2007,3940,0.600615035846162
2007,4050,0.599508847021396
2007,4090,0.599750780517515
2007,4120,0.598281409778958
2007,4230,0.594501417549761
2007,4280,0.600611136932264
2007,4440,0.599559899893647
2007,4520,0.600777402627453
2007,4560,0.601353212032284
2007,4610,0.599351931238399
2007,4650,0.599552069551802
2007,4770,0.600172432911918
2007,4880,0.600163109110873
2007,4930,0.601680281556257
2007,4950,0.599361248453796
2007,4980,0.596938190395732
2007,5010,0.59264209469144
2007,5060,0.599749323340369
2007,5110,0.592459016442695
2007,5190,0.603708422676307
2007,5290,0.600873768505612
2007,5460,0.599381285797277
2007,5600,0.597143402931175
2007,5630,0.600469152342315
2007,5810,0.599889269948742
2007,5870,0.600590223777902
2007,5930,0.599955744157396
2007,5970,0.599648181772215
2007,5980,0.599793306091128
2007,6040,0.600534099078724
2007,6080,0.599743906476661
2007,6100,0.601658718772
2007,6110,0.60294415042906
2007,6120,0.575899591429867
2007,6130,0.603582124555614
2007,6140,0.597729370704803
2007,6170,0.603648504654622
2007,6190,0.607061695607205
2007,6220,0.599348438400256
2007,6240,0.600517363928484
2007,6280,0.599811140292571
2007,6310,0.59944050862573
2007,6410,0.600504164113571
2007,6480,0.59235867111315
2007,6630,0.600066067967726
2007,6710,0.599851085107944
2007,6730,0.600533779258298
2007,6740,0.600002064944175
2007,6760,0.599573781621053
2007,6770,0.601072863002826
2007,6810,0.59971062919488
2007,6830,0.600035175579359
2007,6870,0.599543789729059
2007,6882,0.596774893932079
2007,7030,0.602500182562134
2007,7040,0.598596445366261
2007,7050,0.600858927541404
2007,7180,0.603401682712105
2007,7270,0.602354091035495
2007,7310,0.601517406150197
2007,7360,0.602934228740232
2007,7510,0.599402196432488
2007,7550,0.599575586059113
2007,7610,0.598963359434071
2007,7660,0.60033824972241
2007,22860,0.599895199808856
2007,3930,0.601402711527045
2007,4060,0.603432123391024
2007,4740,0.600246338717349
2007,5520,0.599695689930931
