"max_bins","stateroute","year_bin","n_years","n_bins"
5,36002,1997,5,5
5,36002,2002,5,5
5,36002,2007,5,5
5,36002,2012,5,5
5,36003,1992,5,5
5,36003,1997,5,5
5,36003,2002,5,5
5,36003,2007,5,5
5,36003,2012,4,5
5,36006,1992,5,5
5,36006,1997,5,5
5,36006,2002,5,5
5,36006,2007,5,5
5,36006,2012,5,5
5,36011,1992,5,5
5,36011,1997,5,5
5,36011,2002,5,5
5,36011,2007,4,5
5,36011,2012,4,5
5,36013,1992,5,5
5,36013,1997,5,5
5,36013,2002,5,5
5,36013,2007,5,5
5,36013,2012,5,5
5,36014,1992,5,5
5,36014,1997,5,5
5,36014,2002,4,5
5,36014,2007,5,5
5,36014,2012,5,5
5,36017,1992,5,5
5,36017,1997,4,5
5,36017,2002,5,5
5,36017,2007,5,5
5,36017,2012,5,5
5,36028,1992,5,5
5,36028,1997,5,5
5,36028,2002,5,5
5,36028,2007,5,5
5,36028,2012,5,5
5,36032,1992,5,5
5,36032,1997,5,5
5,36032,2002,4,5
5,36032,2007,5,5
5,36032,2012,5,5
5,36033,1992,5,5
5,36033,1997,5,5
5,36033,2002,5,5
5,36033,2007,4,5
5,36033,2012,5,5
5,38001,1992,4,5
5,38001,1997,3,5
5,38001,2002,5,5
5,38001,2007,3,5
5,38001,2012,4,5
5,38003,1992,5,5
5,38003,1997,5,5
5,38003,2002,4,5
5,38003,2007,5,5
5,38003,2012,3,5
5,38006,1992,4,5
5,38006,1997,4,5
5,38006,2002,5,5
5,38006,2007,5,5
5,38006,2012,5,5
5,38007,1992,4,5
5,38007,1997,4,5
5,38007,2002,4,5
5,38007,2007,5,5
5,38007,2012,5,5
5,38008,1992,5,5
5,38008,1997,4,5
5,38008,2002,5,5
5,38008,2007,4,5
5,38008,2012,5,5
5,38010,1992,5,5
5,38010,1997,5,5
5,38010,2002,5,5
5,38010,2007,5,5
5,38010,2012,3,5
5,38011,1992,3,5
5,38011,1997,5,5
5,38011,2002,3,5
5,38011,2007,4,5
5,38011,2012,5,5
5,38013,1992,5,5
5,38013,1997,5,5
5,38013,2002,5,5
5,38013,2007,3,5
5,38013,2012,5,5
5,38014,1992,5,5
5,38014,1997,5,5
5,38014,2002,5,5
5,38014,2007,5,5
5,38014,2012,5,5
5,38015,1992,5,5
5,38015,1997,5,5
5,38015,2002,5,5
5,38015,2007,5,5
5,38015,2012,5,5
5,38016,1992,5,5
5,38016,1997,5,5
5,38016,2002,5,5
5,38016,2007,5,5
5,38016,2012,5,5
5,38017,1992,4,5
5,38017,1997,5,5
5,38017,2002,5,5
5,38017,2007,5,5
5,38017,2012,5,5
5,38019,1992,3,5
5,38019,1997,5,5
5,38019,2002,5,5
5,38019,2007,5,5
5,38019,2012,4,5
5,38020,1992,5,5
5,38020,1997,3,5
5,38020,2002,4,5
5,38020,2007,3,5
5,38020,2012,5,5
5,38021,1992,3,5
5,38021,1997,4,5
5,38021,2002,5,5
5,38021,2007,5,5
5,38021,2012,5,5
5,38022,1992,4,5
5,38022,1997,3,5
5,38022,2002,4,5
5,38022,2007,4,5
5,38022,2012,3,5
5,38025,1992,4,5
5,38025,1997,4,5
5,38025,2002,5,5
5,38025,2007,4,5
5,38025,2012,4,5
5,38026,1992,5,5
5,38026,1997,5,5
5,38026,2002,5,5
5,38026,2007,5,5
5,38026,2012,5,5
5,38027,1992,4,5
5,38027,1997,5,5
5,38027,2002,5,5
5,38027,2007,5,5
5,38027,2012,5,5
5,38028,1992,5,5
5,38028,1997,5,5
5,38028,2002,5,5
5,38028,2007,5,5
5,38028,2012,5,5
5,38029,1992,5,5
5,38029,1997,5,5
5,38029,2002,5,5
5,38029,2007,5,5
5,38029,2012,4,5
5,38030,1992,5,5
5,38030,1997,5,5
5,38030,2002,5,5
5,38030,2007,5,5
5,38030,2012,5,5
5,38031,1992,5,5
5,38031,1997,4,5
5,38031,2002,4,5
5,38031,2007,5,5
5,38031,2012,3,5
5,38032,1992,5,5
5,38032,1997,3,5
5,38032,2002,5,5
5,38032,2007,5,5
5,38032,2012,5,5
5,38035,1992,5,5
5,38035,1997,5,5
5,38035,2002,5,5
5,38035,2007,3,5
5,38035,2012,3,5
5,38037,1992,5,5
5,38037,1997,5,5
5,38037,2002,5,5
5,38037,2007,4,5
5,38037,2012,5,5
5,38118,1992,3,5
5,38118,1997,5,5
5,38118,2002,5,5
5,38118,2007,4,5
5,38118,2012,5,5
5,39001,1992,4,5
5,39001,1997,5,5
5,39001,2002,5,5
5,39001,2007,5,5
5,39001,2012,3,5
5,39002,1992,3,5
5,39002,1997,4,5
5,39002,2002,5,5
5,39002,2007,5,5
5,39002,2012,4,5
5,39003,1992,4,5
5,39003,1997,5,5
5,39003,2002,5,5
5,39003,2007,5,5
5,39003,2012,5,5
5,39006,1992,5,5
5,39006,1997,5,5
5,39006,2002,5,5
5,39006,2007,5,5
5,39006,2012,4,5
5,39009,1992,5,5
5,39009,1997,5,5
5,39009,2002,5,5
5,39009,2007,5,5
5,39009,2012,5,5
5,39010,1992,5,5
5,39010,1997,5,5
5,39010,2002,5,5
5,39010,2007,5,5
5,39010,2012,5,5
5,39011,1992,5,5
5,39011,1997,5,5
5,39011,2002,3,5
5,39011,2007,5,5
5,39011,2012,5,5
5,39021,1992,5,5
5,39021,1997,5,5
5,39021,2002,4,5
5,39021,2007,5,5
5,39021,2012,5,5
5,39025,1992,4,5
5,39025,1997,5,5
5,39025,2002,5,5
5,39025,2007,5,5
5,39025,2012,5,5
5,39026,1992,3,5
5,39026,1997,4,5
5,39026,2002,5,5
5,39026,2007,4,5
5,39026,2012,5,5
5,39036,1992,3,5
5,39036,1997,5,5
5,39036,2002,5,5
5,39036,2007,4,5
5,39036,2012,4,5
5,39039,1992,5,5
5,39039,1997,3,5
5,39039,2002,5,5
5,39039,2007,5,5
5,39039,2012,5,5
5,39040,1992,5,5
5,39040,1997,5,5
5,39040,2002,5,5
5,39040,2007,5,5
5,39040,2012,3,5
5,39041,1992,5,5
5,39041,1997,4,5
5,39041,2002,5,5
5,39041,2007,5,5
5,39041,2012,5,5
5,39044,1992,5,5
5,39044,1997,5,5
5,39044,2002,5,5
5,39044,2007,5,5
5,39044,2012,5,5
5,39137,1992,5,5
5,39137,1997,5,5
5,39137,2002,3,5
5,39137,2007,5,5
5,39137,2012,5,5
5,42009,1992,4,5
5,42009,1997,3,5
5,42009,2002,5,5
5,42009,2007,5,5
5,42009,2012,5,5
5,42012,1992,5,5
5,42012,1997,4,5
5,42012,2002,4,5
5,42012,2007,5,5
5,42012,2012,4,5
5,42015,1992,4,5
5,42015,1997,5,5
5,42015,2002,5,5
5,42015,2007,5,5
5,42015,2012,5,5
5,42017,1992,5,5
5,42017,1997,4,5
5,42017,2002,3,5
5,42017,2007,4,5
5,42017,2012,4,5
5,42018,1992,5,5
5,42018,1997,5,5
5,42018,2002,5,5
5,42018,2007,5,5
5,42018,2012,5,5
5,42020,1992,5,5
5,42020,1997,4,5
5,42020,2002,3,5
5,42020,2007,5,5
5,42020,2012,5,5
5,42026,1992,5,5
5,42026,1997,5,5
5,42026,2002,3,5
5,42026,2007,5,5
5,42026,2012,5,5
5,42034,1992,5,5
5,42034,1997,5,5
5,42034,2002,5,5
5,42034,2007,5,5
5,42034,2012,5,5
5,42038,1992,5,5
5,42038,1997,5,5
5,42038,2002,3,5
5,42038,2007,5,5
5,42038,2012,5,5
5,42101,1992,5,5
5,42101,1997,5,5
5,42101,2002,5,5
5,42101,2007,5,5
5,42101,2012,5,5
5,42119,1992,5,5
5,42119,1997,5,5
5,42119,2002,5,5
5,42119,2007,5,5
5,42119,2012,4,5
5,42221,1992,5,5
5,42221,1997,5,5
5,42221,2002,5,5
5,42221,2007,5,5
5,42221,2012,5,5
5,44001,1992,5,5
5,44001,1997,4,5
5,44001,2002,5,5
5,44001,2007,5,5
5,44001,2012,3,5
5,44003,1992,5,5
5,44003,1997,5,5
5,44003,2002,5,5
5,44003,2007,4,5
5,44003,2012,4,5
5,44004,1992,5,5
5,44004,1997,4,5
5,44004,2002,5,5
5,44004,2007,5,5
5,44004,2012,3,5
5,44006,1992,5,5
5,44006,1997,5,5
5,44006,2002,5,5
5,44006,2007,5,5
5,44006,2012,5,5
5,44007,1992,5,5
5,44007,1997,5,5
5,44007,2002,5,5
5,44007,2007,4,5
5,44007,2012,5,5
5,44009,1992,5,5
5,44009,1997,5,5
5,44009,2002,3,5
5,44009,2007,4,5
5,44009,2012,3,5
5,44010,1992,5,5
5,44010,1997,5,5
5,44010,2002,5,5
5,44010,2007,4,5
5,44010,2012,3,5
5,44012,1992,5,5
5,44012,1997,5,5
5,44012,2002,5,5
5,44012,2007,5,5
5,44012,2012,4,5
5,44013,1992,5,5
5,44013,1997,5,5
5,44013,2002,5,5
5,44013,2007,5,5
5,44013,2012,5,5
5,44019,1992,5,5
5,44019,1997,5,5
5,44019,2002,5,5
5,44019,2007,5,5
5,44019,2012,5,5
5,44026,1992,5,5
5,44026,1997,5,5
5,44026,2002,5,5
5,44026,2007,5,5
5,44026,2012,4,5
5,44031,1992,5,5
5,44031,1997,5,5
5,44031,2002,5,5
5,44031,2007,5,5
5,44031,2012,4,5
5,44032,1992,5,5
5,44032,1997,5,5
5,44032,2002,5,5
5,44032,2007,5,5
5,44032,2012,5,5
5,44033,1992,5,5
5,44033,1997,5,5
5,44033,2002,5,5
5,44033,2007,5,5
5,44033,2012,3,5
5,44120,1992,5,5
5,44120,1997,5,5
5,44120,2002,5,5
5,44120,2007,5,5
5,44120,2012,5,5
5,46001,1992,4,5
5,46001,1997,5,5
5,46001,2002,4,5
5,46001,2007,5,5
5,46001,2012,5,5
5,46003,1992,5,5
5,46003,1997,5,5
5,46003,2002,5,5
5,46003,2007,5,5
5,46003,2012,5,5
5,46004,1992,5,5
5,46004,1997,5,5
5,46004,2002,5,5
5,46004,2007,4,5
5,46004,2012,5,5
5,46005,1992,5,5
5,46005,1997,5,5
5,46005,2002,5,5
5,46005,2007,5,5
5,46005,2012,5,5
5,46006,1992,5,5
5,46006,1997,5,5
5,46006,2002,5,5
5,46006,2007,5,5
5,46006,2012,5,5
5,46007,1992,4,5
5,46007,1997,5,5
5,46007,2002,5,5
5,46007,2007,4,5
5,46007,2012,3,5
5,46008,1992,5,5
5,46008,1997,5,5
5,46008,2002,5,5
5,46008,2007,4,5
5,46008,2012,5,5
5,46011,1992,5,5
5,46011,1997,5,5
5,46011,2002,5,5
5,46011,2007,5,5
5,46011,2012,5,5
5,46013,1992,5,5
5,46013,1997,5,5
5,46013,2002,5,5
5,46013,2007,5,5
5,46013,2012,5,5
5,46014,1992,5,5
5,46014,1997,5,5
5,46014,2002,5,5
5,46014,2007,5,5
5,46014,2012,5,5
5,46015,1992,5,5
5,46015,1997,5,5
5,46015,2002,5,5
5,46015,2007,5,5
5,46015,2012,5,5
5,46016,1992,5,5
5,46016,1997,5,5
5,46016,2002,5,5
5,46016,2007,5,5
5,46016,2012,5,5
5,46017,1992,5,5
5,46017,1997,5,5
5,46017,2002,5,5
5,46017,2007,5,5
5,46017,2012,3,5
5,46027,1992,5,5
5,46027,1997,5,5
5,46027,2002,5,5
5,46027,2007,4,5
5,46027,2012,3,5
5,46029,1992,4,5
5,46029,1997,5,5
5,46029,2002,5,5
5,46029,2007,5,5
5,46029,2012,5,5
5,46030,1992,5,5
5,46030,1997,5,5
5,46030,2002,5,5
5,46030,2007,5,5
5,46030,2012,4,5
5,46031,1992,5,5
5,46031,1997,5,5
5,46031,2002,5,5
5,46031,2007,4,5
5,46031,2012,5,5
5,46032,1992,5,5
5,46032,1997,5,5
5,46032,2002,5,5
5,46032,2007,5,5
5,46032,2012,5,5
5,46033,1992,4,5
5,46033,1997,5,5
5,46033,2002,5,5
5,46033,2007,5,5
5,46033,2012,5,5
5,46035,1992,5,5
5,46035,1997,4,5
5,46035,2002,5,5
5,46035,2007,5,5
5,46035,2012,5,5
5,46036,1992,5,5
5,46036,1997,5,5
5,46036,2002,5,5
5,46036,2007,5,5
5,46036,2012,5,5
5,46037,1992,4,5
5,46037,1997,5,5
5,46037,2002,5,5
5,46037,2007,5,5
5,46037,2012,5,5
5,46038,1992,5,5
5,46038,1997,5,5
5,46038,2002,5,5
5,46038,2007,5,5
5,46038,2012,5,5
5,46039,1992,5,5
5,46039,1997,5,5
5,46039,2002,5,5
5,46039,2007,4,5
5,46039,2012,5,5
5,46040,1992,3,5
5,46040,1997,5,5
5,46040,2002,5,5
5,46040,2007,5,5
5,46040,2012,5,5
5,46041,1992,5,5
5,46041,1997,5,5
5,46041,2002,5,5
5,46041,2007,4,5
5,46041,2012,5,5
5,46042,1992,4,5
5,46042,1997,5,5
5,46042,2002,5,5
5,46042,2007,5,5
5,46042,2012,5,5
5,46043,1992,5,5
5,46043,1997,5,5
5,46043,2002,5,5
5,46043,2007,5,5
5,46043,2012,5,5
5,46044,1992,5,5
5,46044,1997,5,5
5,46044,2002,5,5
5,46044,2007,5,5
5,46044,2012,5,5
5,46046,1992,4,5
5,46046,1997,5,5
5,46046,2002,5,5
5,46046,2007,5,5
5,46046,2012,4,5
5,46047,1992,5,5
5,46047,1997,5,5
5,46047,2002,5,5
5,46047,2007,5,5
5,46047,2012,5,5
5,46048,1992,5,5
5,46048,1997,5,5
5,46048,2002,5,5
5,46048,2007,5,5
5,46048,2012,4,5
5,46102,1992,5,5
5,46102,1997,5,5
5,46102,2002,5,5
5,46102,2007,5,5
5,46102,2012,5,5
5,46110,1992,3,5
5,46110,1997,4,5
5,46110,2002,5,5
5,46110,2007,4,5
5,46110,2012,5,5
5,46112,1992,5,5
5,46112,1997,5,5
5,46112,2002,5,5
5,46112,2007,4,5
5,46112,2012,5,5
5,46123,1992,5,5
5,46123,1997,5,5
5,46123,2002,5,5
5,46123,2007,5,5
5,46123,2012,5,5
5,46125,1992,5,5
5,46125,1997,5,5
5,46125,2002,3,5
5,46125,2007,5,5
5,46125,2012,5,5
5,46126,1992,5,5
5,46126,1997,4,5
5,46126,2002,5,5
5,46126,2007,5,5
5,46126,2012,5,5
5,47001,1992,4,5
5,47001,1997,5,5
5,47001,2002,5,5
5,47001,2007,5,5
5,47001,2012,5,5
5,47009,1992,5,5
5,47009,1997,5,5
5,47009,2002,4,5
5,47009,2007,5,5
5,47009,2012,5,5
5,47011,1992,4,5
5,47011,1997,4,5
5,47011,2002,5,5
5,47011,2007,4,5
5,47011,2012,3,5
5,47014,1992,5,5
5,47014,1997,5,5
5,47014,2002,5,5
5,47014,2007,5,5
5,47014,2012,5,5
5,47017,1992,5,5
5,47017,1997,5,5
5,47017,2002,4,5
5,47017,2007,5,5
5,47017,2012,5,5
5,47018,1992,5,5
5,47018,1997,5,5
5,47018,2002,5,5
5,47018,2007,5,5
5,47018,2012,3,5
5,47019,1992,5,5
5,47019,1997,5,5
5,47019,2002,5,5
5,47019,2007,5,5
5,47019,2012,5,5
5,47112,1992,3,5
5,47112,1997,4,5
5,47112,2002,5,5
5,47112,2007,5,5
5,47112,2012,5,5
5,49017,1992,5,5
5,49017,1997,5,5
5,49017,2002,4,5
5,49017,2007,5,5
5,49017,2012,5,5
5,49018,1992,5,5
5,49018,1997,5,5
5,49018,2002,5,5
5,49018,2007,5,5
5,49018,2012,5,5
5,49019,1992,5,5
5,49019,1997,5,5
5,49019,2002,3,5
5,49019,2007,4,5
5,49019,2012,4,5
5,49021,1992,5,5
5,49021,1997,5,5
5,49021,2002,5,5
5,49021,2007,5,5
5,49021,2012,3,5
5,49022,1992,5,5
5,49022,1997,5,5
5,49022,2002,3,5
5,49022,2007,4,5
5,49022,2012,5,5
5,49025,1992,5,5
5,49025,1997,4,5
5,49025,2002,4,5
5,49025,2007,5,5
5,49025,2012,5,5
5,49033,1992,4,5
5,49033,1997,5,5
5,49033,2002,5,5
5,49033,2007,5,5
5,49033,2012,5,5
5,49035,1992,5,5
5,49035,1997,4,5
5,49035,2002,5,5
5,49035,2007,3,5
5,49035,2012,5,5
5,49038,1992,5,5
5,49038,1997,5,5
5,49038,2002,5,5
5,49038,2007,5,5
5,49038,2012,5,5
5,49039,1992,5,5
5,49039,1997,5,5
5,49039,2002,4,5
5,49039,2007,5,5
5,49039,2012,5,5
5,49041,1992,5,5
5,49041,1997,5,5
5,49041,2002,4,5
5,49041,2007,5,5
5,49041,2012,5,5
5,49055,1992,5,5
5,49055,1997,5,5
5,49055,2002,5,5
5,49055,2007,5,5
5,49055,2012,5,5
5,49070,1992,5,5
5,49070,1997,4,5
5,49070,2002,5,5
5,49070,2007,5,5
5,49070,2012,5,5
5,49073,1992,5,5
5,49073,1997,5,5
5,49073,2002,5,5
5,49073,2007,5,5
5,49073,2012,4,5
5,49131,1992,5,5
5,49131,1997,5,5
5,49131,2002,5,5
5,49131,2007,5,5
5,49131,2012,5,5
5,50003,1992,5,5
5,50003,1997,5,5
5,50003,2002,5,5
5,50003,2007,5,5
5,50003,2012,5,5
5,50008,1992,5,5
5,50008,1997,5,5
5,50008,2002,5,5
5,50008,2007,5,5
5,50008,2012,5,5
5,50009,1992,5,5
5,50009,1997,4,5
5,50009,2002,5,5
5,50009,2007,5,5
5,50009,2012,4,5
5,50010,1992,4,5
5,50010,1997,4,5
5,50010,2002,4,5
5,50010,2007,4,5
5,50010,2012,5,5
5,50012,1992,5,5
5,50012,1997,5,5
5,50012,2002,5,5
5,50012,2007,4,5
5,50012,2012,5,5
5,50013,1992,3,5
5,50013,1997,5,5
5,50013,2002,4,5
5,50013,2007,4,5
5,50013,2012,4,5
5,50015,1992,5,5
5,50015,1997,5,5
5,50015,2002,5,5
5,50015,2007,5,5
5,50015,2012,5,5
5,50016,1992,5,5
5,50016,1997,3,5
5,50016,2002,3,5
5,50016,2007,5,5
5,50016,2012,5,5
5,50017,1992,5,5
5,50017,1997,5,5
5,50017,2002,5,5
5,50017,2007,5,5
5,50017,2012,3,5
5,50022,1992,3,5
5,50022,1997,5,5
5,50022,2002,3,5
5,50022,2007,4,5
5,50022,2012,4,5
5,50028,1992,4,5
5,50028,1997,5,5
5,50028,2002,4,5
5,50028,2007,5,5
5,50028,2012,5,5
5,50029,1992,4,5
5,50029,1997,5,5
5,50029,2002,3,5
5,50029,2007,5,5
5,50029,2012,5,5
5,50032,1992,5,5
5,50032,1997,5,5
5,50032,2002,5,5
5,50032,2007,5,5
5,50032,2012,5,5
5,50033,1992,5,5
5,50033,1997,5,5
5,50033,2002,5,5
5,50033,2007,5,5
5,50033,2012,5,5
5,50035,1992,4,5
5,50035,1997,5,5
5,50035,2002,5,5
5,50035,2007,5,5
5,50035,2012,5,5
5,50037,1992,5,5
5,50037,1997,5,5
5,50037,2002,5,5
5,50037,2007,5,5
5,50037,2012,5,5
5,50042,1992,4,5
5,50042,1997,5,5
5,50042,2002,5,5
5,50042,2007,5,5
5,50042,2012,5,5
5,50043,1992,5,5
5,50043,1997,4,5
5,50043,2002,5,5
5,50043,2007,5,5
5,50043,2012,5,5
5,50047,1992,4,5
5,50047,1997,5,5
5,50047,2002,5,5
5,50047,2007,5,5
5,50047,2012,5,5
5,50048,1992,5,5
5,50048,1997,5,5
5,50048,2002,5,5
5,50048,2007,5,5
5,50048,2012,5,5
5,50055,1992,4,5
5,50055,1997,5,5
5,50055,2002,5,5
5,50055,2007,3,5
5,50055,2012,5,5
5,50058,1992,4,5
5,50058,1997,4,5
5,50058,2002,3,5
5,50058,2007,5,5
5,50058,2012,5,5
5,50059,1992,4,5
5,50059,1997,5,5
5,50059,2002,4,5
5,50059,2007,5,5
5,50059,2012,5,5
5,50064,1992,3,5
5,50064,1997,3,5
5,50064,2002,4,5
5,50064,2007,5,5
5,50064,2012,5,5
5,50067,1992,4,5
5,50067,1997,5,5
5,50067,2002,5,5
5,50067,2007,5,5
5,50067,2012,5,5
5,50068,1992,4,5
5,50068,1997,5,5
5,50068,2002,5,5
5,50068,2007,5,5
5,50068,2012,3,5
5,50069,1992,4,5
5,50069,1997,4,5
5,50069,2002,5,5
5,50069,2007,4,5
5,50069,2012,3,5
5,50071,1992,4,5
5,50071,1997,3,5
5,50071,2002,3,5
5,50071,2007,5,5
5,50071,2012,5,5
5,50072,1992,4,5
5,50072,1997,5,5
5,50072,2002,5,5
5,50072,2007,5,5
5,50072,2012,5,5
5,50073,1992,3,5
5,50073,1997,5,5
5,50073,2002,5,5
5,50073,2007,3,5
5,50073,2012,4,5
5,50077,1992,4,5
5,50077,1997,4,5
5,50077,2002,4,5
5,50077,2007,5,5
5,50077,2012,4,5
5,50080,1992,3,5
5,50080,1997,4,5
5,50080,2002,3,5
5,50080,2007,4,5
5,50080,2012,5,5
5,50081,1992,4,5
5,50081,1997,5,5
5,50081,2002,3,5
5,50081,2007,5,5
5,50081,2012,5,5
5,51017,1992,5,5
5,51017,1997,4,5
5,51017,2002,4,5
5,51017,2007,5,5
5,51017,2012,3,5
5,51023,1992,5,5
5,51023,1997,5,5
5,51023,2002,5,5
5,51023,2007,5,5
5,51023,2012,5,5
5,51028,1992,5,5
5,51028,1997,4,5
5,51028,2002,5,5
5,51028,2007,5,5
5,51028,2012,3,5
5,51030,1992,5,5
5,51030,1997,5,5
5,51030,2002,5,5
5,51030,2007,5,5
5,51030,2012,5,5
5,51113,1992,5,5
5,51113,1997,5,5
5,51113,2002,5,5
5,51113,2007,5,5
5,51113,2012,5,5
5,52001,1992,3,5
5,52001,1997,5,5
5,52001,2002,5,5
5,52001,2007,5,5
5,52001,2012,5,5
5,52002,1992,4,5
5,52002,1997,5,5
5,52002,2002,5,5
5,52002,2007,5,5
5,52002,2012,5,5
5,52006,1992,4,5
5,52006,1997,3,5
5,52006,2002,3,5
5,52006,2007,3,5
5,52006,2012,4,5
5,52007,1992,4,5
5,52007,1997,5,5
5,52007,2002,5,5
5,52007,2007,5,5
5,52007,2012,5,5
5,52008,1992,5,5
5,52008,1997,5,5
5,52008,2002,4,5
5,52008,2007,5,5
5,52008,2012,4,5
5,52010,1992,5,5
5,52010,1997,5,5
5,52010,2002,5,5
5,52010,2007,5,5
5,52010,2012,5,5
5,52011,1992,5,5
5,52011,1997,5,5
5,52011,2002,5,5
5,52011,2007,5,5
5,52011,2012,5,5
5,52014,1992,5,5
5,52014,1997,5,5
5,52014,2002,5,5
5,52014,2007,5,5
5,52014,2012,5,5
5,52016,1992,5,5
5,52016,1997,5,5
5,52016,2002,5,5
5,52016,2007,5,5
5,52016,2012,4,5
5,52019,1992,3,5
5,52019,1997,4,5
5,52019,2002,5,5
5,52019,2007,5,5
5,52019,2012,5,5
5,52020,1992,5,5
5,52020,1997,4,5
5,52020,2002,4,5
5,52020,2007,5,5
5,52020,2012,4,5
5,52021,1992,5,5
5,52021,1997,5,5
5,52021,2002,5,5
5,52021,2007,5,5
5,52021,2012,4,5
5,52027,1992,5,5
5,52027,1997,5,5
5,52027,2002,5,5
5,52027,2007,5,5
5,52027,2012,5,5
5,52028,1992,4,5
5,52028,1997,3,5
5,52028,2002,5,5
5,52028,2007,4,5
5,52028,2012,5,5
5,52035,1992,4,5
5,52035,1997,4,5
5,52035,2002,3,5
5,52035,2007,3,5
5,52035,2012,3,5
5,52052,1992,3,5
5,52052,1997,5,5
5,52052,2002,5,5
5,52052,2007,5,5
5,52052,2012,5,5
5,52053,1992,3,5
5,52053,1997,5,5
5,52053,2002,5,5
5,52053,2007,5,5
5,52053,2012,5,5
5,52054,1992,3,5
5,52054,1997,5,5
5,52054,2002,5,5
5,52054,2007,5,5
5,52054,2012,5,5
5,52057,1992,3,5
5,52057,1997,5,5
5,52057,2002,4,5
5,52057,2007,5,5
5,52057,2012,4,5
5,52058,1992,3,5
5,52058,1997,3,5
5,52058,2002,5,5
5,52058,2007,5,5
5,52058,2012,5,5
5,52066,1992,3,5
5,52066,1997,5,5
5,52066,2002,5,5
5,52066,2007,5,5
5,52066,2012,5,5
5,52067,1992,3,5
5,52067,1997,4,5
5,52067,2002,5,5
5,52067,2007,5,5
5,52067,2012,5,5
5,52068,1992,3,5
5,52068,1997,5,5
5,52068,2002,5,5
5,52068,2007,5,5
5,52068,2012,5,5
5,52070,1992,3,5
5,52070,1997,5,5
5,52070,2002,5,5
5,52070,2007,4,5
5,52070,2012,5,5
5,52109,1992,5,5
5,52109,1997,4,5
5,52109,2002,5,5
5,52109,2007,5,5
5,52109,2012,4,5
5,52122,1992,5,5
5,52122,1997,5,5
5,52122,2002,4,5
5,52122,2007,4,5
5,52122,2012,3,5
5,52126,1992,3,5
5,52126,1997,5,5
5,52126,2002,5,5
5,52126,2007,5,5
5,52126,2012,3,5
5,52131,1992,5,5
5,52131,1997,5,5
5,52131,2002,5,5
5,52131,2007,5,5
5,52131,2012,5,5
5,53002,1992,5,5
5,53002,1997,5,5
5,53002,2002,5,5
5,53002,2007,5,5
5,53002,2012,5,5
5,53004,1992,4,5
5,53004,1997,4,5
5,53004,2002,4,5
5,53004,2007,3,5
5,53004,2012,3,5
5,53006,1992,5,5
5,53006,1997,5,5
5,53006,2002,5,5
5,53006,2007,3,5
5,53006,2012,5,5
5,53007,1992,5,5
5,53007,1997,4,5
5,53007,2002,4,5
5,53007,2007,3,5
5,53007,2012,5,5
5,53009,1992,5,5
5,53009,1997,5,5
5,53009,2002,5,5
5,53009,2007,5,5
5,53009,2012,5,5
5,53013,1992,5,5
5,53013,1997,5,5
5,53013,2002,3,5
5,53013,2007,5,5
5,53013,2012,5,5
5,53017,1992,5,5
5,53017,1997,3,5
5,53017,2002,5,5
5,53017,2007,5,5
5,53017,2012,5,5
5,53018,1992,5,5
5,53018,1997,5,5
5,53018,2002,5,5
5,53018,2007,4,5
5,53018,2012,4,5
5,53019,1992,5,5
5,53019,1997,4,5
5,53019,2002,5,5
5,53019,2007,5,5
5,53019,2012,5,5
5,53023,1992,5,5
5,53023,1997,5,5
5,53023,2002,4,5
5,53023,2007,4,5
5,53023,2012,3,5
5,53025,1992,5,5
5,53025,1997,5,5
5,53025,2002,4,5
5,53025,2007,5,5
5,53025,2012,5,5
5,53026,1992,5,5
5,53026,1997,5,5
5,53026,2002,5,5
5,53026,2007,5,5
5,53026,2012,5,5
5,53027,1992,4,5
5,53027,1997,5,5
5,53027,2002,5,5
5,53027,2007,5,5
5,53027,2012,5,5
5,53028,1992,5,5
5,53028,1997,5,5
5,53028,2002,5,5
5,53028,2007,5,5
5,53028,2012,5,5
5,53034,1992,5,5
5,53034,1997,5,5
5,53034,2002,5,5
5,53034,2007,3,5
5,53034,2012,4,5
5,53036,1992,4,5
5,53036,1997,5,5
5,53036,2002,5,5
5,53036,2007,5,5
5,53036,2012,5,5
5,53040,1992,5,5
5,53040,1997,5,5
5,53040,2002,5,5
5,53040,2007,5,5
5,53040,2012,5,5
5,53041,1992,4,5
5,53041,1997,4,5
5,53041,2002,5,5
5,53041,2007,5,5
5,53041,2012,3,5
5,53047,1992,5,5
5,53047,1997,3,5
5,53047,2002,4,5
5,53047,2007,4,5
5,53047,2012,4,5
5,53063,1992,4,5
5,53063,1997,4,5
5,53063,2002,4,5
5,53063,2007,3,5
5,53063,2012,5,5
5,53064,1992,4,5
5,53064,1997,5,5
5,53064,2002,5,5
5,53064,2007,5,5
5,53064,2012,4,5
5,53086,1992,5,5
5,53086,1997,5,5
5,53086,2002,4,5
5,53086,2007,4,5
5,53086,2012,5,5
5,53087,1992,4,5
5,53087,1997,5,5
5,53087,2002,5,5
5,53087,2007,5,5
5,53087,2012,4,5
5,53097,1992,3,5
5,53097,1997,4,5
5,53097,2002,4,5
5,53097,2007,5,5
5,53097,2012,4,5
5,54001,1992,5,5
5,54001,1997,5,5
5,54001,2002,3,5
5,54001,2007,5,5
5,54001,2012,5,5
5,54002,1992,5,5
5,54002,1997,5,5
5,54002,2002,5,5
5,54002,2007,3,5
5,54002,2012,4,5
