"max_bins","stateroute","year_bin","n_years","n_bins"
5,14080,2002,5,5
5,14080,2007,5,5
5,14080,2012,4,5
5,14082,1992,3,5
5,14082,1997,5,5
5,14082,2002,5,5
5,14082,2007,4,5
5,14082,2012,5,5
5,14088,1992,5,5
5,14088,1997,5,5
5,14088,2002,5,5
5,14088,2007,3,5
5,14088,2012,3,5
5,14098,1992,5,5
5,14098,1997,5,5
5,14098,2002,5,5
5,14098,2007,5,5
5,14098,2012,5,5
5,14106,1992,3,5
5,14106,1997,4,5
5,14106,2002,5,5
5,14106,2007,4,5
5,14106,2012,5,5
5,14108,1992,5,5
5,14108,1997,5,5
5,14108,2002,5,5
5,14108,2007,5,5
5,14108,2012,5,5
5,14137,1992,5,5
5,14137,1997,5,5
5,14137,2002,4,5
5,14137,2007,3,5
5,14137,2012,5,5
5,14138,1992,3,5
5,14138,1997,3,5
5,14138,2002,5,5
5,14138,2007,4,5
5,14138,2012,4,5
5,14140,1992,5,5
5,14140,1997,5,5
5,14140,2002,5,5
5,14140,2007,5,5
5,14140,2012,3,5
5,14153,1992,5,5
5,14153,1997,5,5
5,14153,2002,5,5
5,14153,2007,5,5
5,14153,2012,4,5
5,14155,1992,3,5
5,14155,1997,5,5
5,14155,2002,5,5
5,14155,2007,5,5
5,14155,2012,5,5
5,14156,1992,4,5
5,14156,1997,5,5
5,14156,2002,5,5
5,14156,2007,5,5
5,14156,2012,5,5
5,14158,1992,4,5
5,14158,1997,3,5
5,14158,2002,4,5
5,14158,2007,5,5
5,14158,2012,5,5
5,14162,1992,3,5
5,14162,1997,5,5
5,14162,2002,5,5
5,14162,2007,3,5
5,14162,2012,5,5
5,14166,1992,5,5
5,14166,1997,5,5
5,14166,2002,5,5
5,14166,2007,5,5
5,14166,2012,4,5
5,14168,1992,5,5
5,14168,1997,5,5
5,14168,2002,5,5
5,14168,2007,5,5
5,14168,2012,4,5
5,14175,1992,3,5
5,14175,1997,4,5
5,14175,2002,3,5
5,14175,2007,4,5
5,14175,2012,5,5
5,14179,1992,4,5
5,14179,1997,5,5
5,14179,2002,4,5
5,14179,2007,5,5
5,14179,2012,4,5
5,14181,1992,5,5
5,14181,1997,4,5
5,14181,2002,4,5
5,14181,2007,5,5
5,14181,2012,5,5
5,14185,1992,5,5
5,14185,1997,5,5
5,14185,2002,5,5
5,14185,2007,3,5
5,14185,2012,5,5
5,14186,1992,5,5
5,14186,1997,5,5
5,14186,2002,5,5
5,14186,2007,5,5
5,14186,2012,5,5
5,14188,1992,5,5
5,14188,1997,5,5
5,14188,2002,5,5
5,14188,2007,5,5
5,14188,2012,5,5
5,14189,1992,3,5
5,14189,1997,5,5
5,14189,2002,5,5
5,14189,2007,5,5
5,14189,2012,5,5
5,14193,1992,3,5
5,14193,1997,4,5
5,14193,2002,5,5
5,14193,2007,5,5
5,14193,2012,5,5
5,14198,1992,5,5
5,14198,1997,5,5
5,14198,2002,4,5
5,14198,2007,5,5
5,14198,2012,5,5
5,14199,1992,5,5
5,14199,1997,4,5
5,14199,2002,5,5
5,14199,2007,5,5
5,14199,2012,4,5
5,14308,1992,3,5
5,14308,1997,4,5
5,14308,2002,5,5
5,14308,2007,3,5
5,14308,2012,4,5
5,14435,1992,3,5
5,14435,1997,5,5
5,14435,2002,5,5
5,14435,2007,4,5
5,14435,2012,5,5
5,17001,1992,5,5
5,17001,1997,4,5
5,17001,2002,4,5
5,17001,2007,4,5
5,17001,2012,5,5
5,17002,1992,5,5
5,17002,1997,3,5
5,17002,2002,4,5
5,17002,2007,4,5
5,17002,2012,4,5
5,17003,1992,4,5
5,17003,1997,5,5
5,17003,2002,3,5
5,17003,2007,5,5
5,17003,2012,5,5
5,17004,1992,5,5
5,17004,1997,5,5
5,17004,2002,5,5
5,17004,2007,5,5
5,17004,2012,4,5
5,17009,1992,5,5
5,17009,1997,5,5
5,17009,2002,5,5
5,17009,2007,5,5
5,17009,2012,5,5
5,17010,1992,4,5
5,17010,1997,3,5
5,17010,2002,4,5
5,17010,2007,5,5
5,17010,2012,4,5
5,17011,1992,5,5
5,17011,1997,5,5
5,17011,2002,5,5
5,17011,2007,5,5
5,17011,2012,5,5
5,17012,1992,4,5
5,17012,1997,5,5
5,17012,2002,5,5
5,17012,2007,4,5
5,17012,2012,4,5
5,17013,1992,4,5
5,17013,1997,5,5
5,17013,2002,5,5
5,17013,2007,5,5
5,17013,2012,4,5
5,17017,1992,4,5
5,17017,1997,5,5
5,17017,2002,5,5
5,17017,2007,5,5
5,17017,2012,5,5
5,17019,1992,4,5
5,17019,1997,3,5
5,17019,2002,5,5
5,17019,2007,4,5
5,17019,2012,4,5
5,17031,1992,5,5
5,17031,1997,5,5
5,17031,2002,5,5
5,17031,2007,5,5
5,17031,2012,5,5
5,17032,1992,5,5
5,17032,1997,5,5
5,17032,2002,5,5
5,17032,2007,5,5
5,17032,2012,3,5
5,17035,1992,5,5
5,17035,1997,4,5
5,17035,2002,4,5
5,17035,2007,5,5
5,17035,2012,5,5
5,17037,1992,5,5
5,17037,1997,5,5
5,17037,2002,5,5
5,17037,2007,5,5
5,17037,2012,5,5
5,17040,1992,4,5
5,17040,1997,5,5
5,17040,2002,5,5
5,17040,2007,5,5
5,17040,2012,5,5
5,17042,1992,3,5
5,17042,1997,5,5
5,17042,2002,5,5
5,17042,2007,5,5
5,17042,2012,4,5
5,17044,1992,5,5
5,17044,1997,5,5
5,17044,2002,5,5
5,17044,2007,5,5
5,17044,2012,5,5
5,17047,1992,5,5
5,17047,1997,4,5
5,17047,2002,5,5
5,17047,2007,5,5
5,17047,2012,4,5
5,17049,1992,5,5
5,17049,1997,5,5
5,17049,2002,3,5
5,17049,2007,4,5
5,17049,2012,4,5
5,17052,1992,5,5
5,17052,1997,5,5
5,17052,2002,5,5
5,17052,2007,5,5
5,17052,2012,5,5
5,17055,1992,5,5
5,17055,1997,5,5
5,17055,2002,5,5
5,17055,2007,5,5
5,17055,2012,5,5
5,17058,1992,5,5
5,17058,1997,5,5
5,17058,2002,5,5
5,17058,2007,4,5
5,17058,2012,5,5
5,17202,1992,5,5
5,17202,1997,5,5
5,17202,2002,5,5
5,17202,2007,5,5
5,17202,2012,4,5
5,17203,1992,5,5
5,17203,1997,5,5
5,17203,2002,5,5
5,17203,2007,5,5
5,17203,2012,5,5
5,17207,1992,5,5
5,17207,1997,5,5
5,17207,2002,5,5
5,17207,2007,5,5
5,17207,2012,5,5
5,17208,1992,5,5
5,17208,1997,5,5
5,17208,2002,3,5
5,17208,2007,5,5
5,17208,2012,4,5
5,17209,1992,5,5
5,17209,1997,5,5
5,17209,2002,5,5
5,17209,2007,5,5
5,17209,2012,5,5
5,17211,1992,5,5
5,17211,1997,4,5
5,17211,2002,5,5
5,17211,2007,5,5
5,17211,2012,5,5
5,17216,1992,5,5
5,17216,1997,5,5
5,17216,2002,5,5
5,17216,2007,4,5
5,17216,2012,4,5
5,17218,1992,4,5
5,17218,1997,5,5
5,17218,2002,5,5
5,17218,2007,5,5
5,17218,2012,4,5
5,17221,1992,5,5
5,17221,1997,5,5
5,17221,2002,5,5
5,17221,2007,5,5
5,17221,2012,5,5
5,17222,1992,5,5
5,17222,1997,5,5
5,17222,2002,5,5
5,17222,2007,5,5
5,17222,2012,5,5
5,17225,1992,5,5
5,17225,1997,4,5
5,17225,2002,3,5
5,17225,2007,4,5
5,17225,2012,3,5
5,17228,1992,4,5
5,17228,1997,3,5
5,17228,2002,5,5
5,17228,2007,5,5
5,17228,2012,5,5
5,17304,1992,3,5
5,17304,1997,5,5
5,17304,2002,5,5
5,17304,2007,5,5
5,17304,2012,3,5
5,17308,1992,3,5
5,17308,1997,5,5
5,17308,2002,5,5
5,17308,2007,4,5
5,17308,2012,3,5
5,17309,1992,3,5
5,17309,1997,5,5
5,17309,2002,5,5
5,17309,2007,5,5
5,17309,2012,5,5
5,17318,1992,3,5
5,17318,1997,5,5
5,17318,2002,5,5
5,17318,2007,5,5
5,17318,2012,5,5
5,18003,1992,5,5
5,18003,1997,5,5
5,18003,2002,5,5
5,18003,2007,5,5
5,18003,2012,5,5
5,18008,1992,5,5
5,18008,1997,5,5
5,18008,2002,5,5
5,18008,2007,3,5
5,18008,2012,5,5
5,18009,1992,5,5
5,18009,1997,5,5
5,18009,2002,5,5
5,18009,2007,5,5
5,18009,2012,4,5
5,18102,1992,3,5
5,18102,1997,5,5
5,18102,2002,5,5
5,18102,2007,5,5
5,18102,2012,5,5
5,21001,1992,5,5
5,21001,1997,5,5
5,21001,2002,5,5
5,21001,2007,5,5
5,21001,2012,5,5
5,21002,1992,5,5
5,21002,1997,5,5
5,21002,2002,5,5
5,21002,2007,5,5
5,21002,2012,3,5
5,21003,1992,5,5
5,21003,1997,5,5
5,21003,2002,5,5
5,21003,2007,5,5
5,21003,2012,5,5
5,21004,1992,5,5
5,21004,1997,5,5
5,21004,2002,5,5
5,21004,2007,5,5
5,21004,2012,3,5
5,21010,1992,5,5
5,21010,1997,4,5
5,21010,2002,4,5
5,21010,2007,5,5
5,21010,2012,5,5
5,21105,1992,3,5
5,21105,1997,5,5
5,21105,2002,5,5
5,21105,2007,5,5
5,21105,2012,4,5
5,21109,1992,5,5
5,21109,1997,5,5
5,21109,2002,5,5
5,21109,2007,5,5
5,21109,2012,5,5
5,25006,1992,5,5
5,25006,1997,5,5
5,25006,2002,4,5
5,25006,2007,4,5
5,25006,2012,3,5
5,25010,1992,5,5
5,25010,1997,5,5
5,25010,2002,4,5
5,25010,2007,5,5
5,25010,2012,5,5
5,25014,1992,5,5
5,25014,1997,5,5
5,25014,2002,5,5
5,25014,2007,5,5
5,25014,2012,5,5
5,25015,1992,5,5
5,25015,1997,5,5
5,25015,2002,4,5
5,25015,2007,3,5
5,25015,2012,5,5
5,25018,1992,4,5
5,25018,1997,4,5
5,25018,2002,5,5
5,25018,2007,5,5
5,25018,2012,5,5
5,25020,1992,5,5
5,25020,1997,5,5
5,25020,2002,5,5
5,25020,2007,5,5
5,25020,2012,4,5
5,25021,1992,5,5
5,25021,1997,4,5
5,25021,2002,5,5
5,25021,2007,5,5
5,25021,2012,5,5
5,25022,1992,5,5
5,25022,1997,5,5
5,25022,2002,5,5
5,25022,2007,5,5
5,25022,2012,5,5
5,25024,1992,5,5
5,25024,1997,4,5
5,25024,2002,5,5
5,25024,2007,5,5
5,25024,2012,5,5
5,25025,1992,5,5
5,25025,1997,5,5
5,25025,2002,5,5
5,25025,2007,5,5
5,25025,2012,5,5
5,25027,1992,5,5
5,25027,1997,5,5
5,25027,2002,5,5
5,25027,2007,5,5
5,25027,2012,5,5
5,25030,1992,4,5
5,25030,1997,3,5
5,25030,2002,4,5
5,25030,2007,4,5
5,25030,2012,3,5
5,25031,1992,5,5
5,25031,1997,5,5
5,25031,2002,5,5
5,25031,2007,5,5
5,25031,2012,5,5
5,25037,1992,5,5
5,25037,1997,5,5
5,25037,2002,5,5
5,25037,2007,5,5
5,25037,2012,4,5
5,25053,1992,5,5
5,25053,1997,5,5
5,25053,2002,5,5
5,25053,2007,4,5
5,25053,2012,5,5
5,25056,1992,5,5
5,25056,1997,4,5
5,25056,2002,3,5
5,25056,2007,4,5
5,25056,2012,5,5
5,25057,1992,5,5
5,25057,1997,5,5
5,25057,2002,3,5
5,25057,2007,5,5
5,25057,2012,4,5
5,25062,1992,5,5
5,25062,1997,4,5
5,25062,2002,4,5
5,25062,2007,5,5
5,25062,2012,5,5
5,25063,1992,5,5
5,25063,1997,3,5
5,25063,2002,5,5
5,25063,2007,5,5
5,25063,2012,3,5
5,25066,1992,4,5
5,25066,1997,5,5
5,25066,2002,5,5
5,25066,2007,5,5
5,25066,2012,5,5
5,25067,1992,5,5
5,25067,1997,5,5
5,25067,2002,5,5
5,25067,2007,5,5
5,25067,2012,5,5
5,25073,1992,4,5
5,25073,1997,5,5
5,25073,2002,5,5
5,25073,2007,5,5
5,25073,2012,5,5
5,25081,1992,5,5
5,25081,1997,5,5
5,25081,2002,5,5
5,25081,2007,5,5
5,25081,2012,5,5
5,25084,1992,5,5
5,25084,1997,3,5
5,25084,2002,4,5
5,25084,2007,5,5
5,25084,2012,4,5
5,25086,1992,5,5
5,25086,1997,5,5
5,25086,2002,5,5
5,25086,2007,5,5
5,25086,2012,4,5
5,25087,1992,5,5
5,25087,1997,5,5
5,25087,2002,5,5
5,25087,2007,5,5
5,25087,2012,5,5
5,25113,1992,5,5
5,25113,1997,5,5
5,25113,2002,5,5
5,25113,2007,5,5
5,25113,2012,5,5
5,25116,1992,5,5
5,25116,1997,4,5
5,25116,2002,4,5
5,25116,2007,5,5
5,25116,2012,3,5
5,25129,1992,5,5
5,25129,1997,5,5
5,25129,2002,5,5
5,25129,2007,5,5
5,25129,2012,3,5
5,25132,1992,5,5
5,25132,1997,4,5
5,25132,2002,5,5
5,25132,2007,5,5
5,25132,2012,4,5
5,25175,1992,3,5
5,25175,1997,5,5
5,25175,2002,5,5
5,25175,2007,3,5
5,25175,2012,5,5
5,27001,1992,5,5
5,27001,1997,4,5
5,27001,2002,4,5
5,27001,2007,3,5
5,27001,2012,4,5
5,27004,1992,5,5
5,27004,1997,4,5
5,27004,2002,5,5
5,27004,2007,4,5
5,27004,2012,4,5
5,27005,1992,5,5
5,27005,1997,4,5
5,27005,2002,5,5
5,27005,2007,4,5
5,27005,2012,4,5
5,27010,1992,5,5
5,27010,1997,5,5
5,27010,2002,5,5
5,27010,2007,5,5
5,27010,2012,5,5
5,27014,1992,5,5
5,27014,1997,5,5
5,27014,2002,4,5
5,27014,2007,5,5
5,27014,2012,3,5
5,27021,1992,4,5
5,27021,1997,5,5
5,27021,2002,5,5
5,27021,2007,5,5
5,27021,2012,3,5
5,27027,1992,4,5
5,27027,1997,5,5
5,27027,2002,5,5
5,27027,2007,5,5
5,27027,2012,5,5
5,27033,1992,5,5
5,27033,1997,5,5
5,27033,2002,5,5
5,27033,2007,5,5
5,27033,2012,5,5
5,27036,1992,4,5
5,27036,1997,5,5
5,27036,2002,4,5
5,27036,2007,5,5
5,27036,2012,5,5
5,27041,1992,5,5
5,27041,1997,5,5
5,27041,2002,4,5
5,27041,2007,5,5
5,27041,2012,5,5
5,27044,1992,5,5
5,27044,1997,4,5
5,27044,2002,5,5
5,27044,2007,5,5
5,27044,2012,3,5
5,27046,1992,5,5
5,27046,1997,5,5
5,27046,2002,5,5
5,27046,2007,5,5
5,27046,2012,5,5
5,27048,1992,5,5
5,27048,1997,5,5
5,27048,2002,5,5
5,27048,2007,4,5
5,27048,2012,5,5
5,27049,1992,5,5
5,27049,1997,5,5
5,27049,2002,3,5
5,27049,2007,4,5
5,27049,2012,4,5
5,27050,1992,4,5
5,27050,1997,5,5
5,27050,2002,4,5
5,27050,2007,5,5
5,27050,2012,5,5
5,27051,1992,4,5
5,27051,1997,5,5
5,27051,2002,4,5
5,27051,2007,5,5
5,27051,2012,5,5
5,27057,1992,5,5
5,27057,1997,5,5
5,27057,2002,5,5
5,27057,2007,5,5
5,27057,2012,5,5
5,27155,1992,5,5
5,27155,1997,3,5
5,27155,2002,4,5
5,27155,2007,3,5
5,27155,2012,5,5
5,33001,1992,4,5
5,33001,1997,4,5
5,33001,2002,3,5
5,33001,2007,4,5
5,33001,2012,4,5
5,33002,1992,5,5
5,33002,1997,3,5
5,33002,2002,5,5
5,33002,2007,5,5
5,33002,2012,5,5
5,33006,1992,5,5
5,33006,1997,5,5
5,33006,2002,4,5
5,33006,2007,4,5
5,33006,2012,4,5
5,33010,1992,5,5
5,33010,1997,4,5
5,33010,2002,5,5
5,33010,2007,5,5
5,33010,2012,5,5
5,33012,1992,3,5
5,33012,1997,3,5
5,33012,2002,4,5
5,33012,2007,5,5
5,33012,2012,5,5
5,33014,1992,5,5
5,33014,1997,4,5
5,33014,2002,5,5
5,33014,2007,4,5
5,33014,2012,5,5
5,33017,1992,3,5
5,33017,1997,4,5
5,33017,2002,4,5
5,33017,2007,3,5
5,33017,2012,4,5
5,33018,1992,4,5
5,33018,1997,3,5
5,33018,2002,5,5
5,33018,2007,5,5
5,33018,2012,5,5
5,33020,1992,5,5
5,33020,1997,5,5
5,33020,2002,5,5
5,33020,2007,5,5
5,33020,2012,5,5
5,33021,1992,5,5
5,33021,1997,5,5
5,33021,2002,5,5
5,33021,2007,5,5
5,33021,2012,5,5
5,33023,1992,4,5
5,33023,1997,3,5
5,33023,2002,4,5
5,33023,2007,3,5
5,33023,2012,4,5
5,33025,1992,3,5
5,33025,1997,4,5
5,33025,2002,5,5
5,33025,2007,5,5
5,33025,2012,5,5
5,33027,1992,5,5
5,33027,1997,5,5
5,33027,2002,5,5
5,33027,2007,5,5
5,33027,2012,5,5
5,33029,1992,5,5
5,33029,1997,4,5
5,33029,2002,5,5
5,33029,2007,5,5
5,33029,2012,3,5
5,33111,1992,5,5
5,33111,1997,5,5
5,33111,2002,4,5
5,33111,2007,4,5
5,33111,2012,4,5
5,33119,1992,3,5
5,33119,1997,3,5
5,33119,2002,4,5
5,33119,2007,5,5
5,33119,2012,3,5
5,33128,1992,5,5
5,33128,1997,5,5
5,33128,2002,5,5
5,33128,2007,5,5
5,33128,2012,5,5
5,33204,1992,4,5
5,33204,1997,3,5
5,33204,2002,5,5
5,33204,2007,5,5
5,33204,2012,5,5
5,33208,1992,5,5
5,33208,1997,5,5
5,33208,2002,5,5
5,33208,2007,4,5
5,33208,2012,5,5
5,33209,1992,5,5
5,33209,1997,4,5
5,33209,2002,5,5
5,33209,2007,5,5
5,33209,2012,3,5
5,33211,1992,5,5
5,33211,1997,5,5
5,33211,2002,4,5
5,33211,2007,4,5
5,33211,2012,4,5
5,33212,1992,5,5
5,33212,1997,5,5
5,33212,2002,5,5
5,33212,2007,5,5
5,33212,2012,5,5
5,33214,1992,5,5
5,33214,1997,5,5
5,33214,2002,4,5
5,33214,2007,4,5
5,33214,2012,4,5
5,33217,1992,4,5
5,33217,1997,5,5
5,33217,2002,5,5
5,33217,2007,5,5
5,33217,2012,5,5
5,33218,1992,5,5
5,33218,1997,5,5
5,33218,2002,5,5
5,33218,2007,4,5
5,33218,2012,4,5
5,33220,1992,5,5
5,33220,1997,5,5
5,33220,2002,5,5
5,33220,2007,5,5
5,33220,2012,5,5
5,33222,1992,5,5
5,33222,1997,4,5
5,33222,2002,4,5
5,33222,2007,4,5
5,33222,2012,5,5
5,33225,1992,3,5
5,33225,1997,4,5
5,33225,2002,5,5
5,33225,2007,4,5
5,33225,2012,5,5
5,33227,1992,5,5
5,33227,1997,4,5
5,33227,2002,4,5
5,33227,2007,5,5
5,33227,2012,5,5
5,34001,1992,4,5
5,34001,1997,4,5
5,34001,2002,4,5
5,34001,2007,5,5
5,34001,2012,5,5
5,34002,1992,5,5
5,34002,1997,5,5
5,34002,2002,5,5
5,34002,2007,5,5
5,34002,2012,5,5
5,34003,1992,5,5
5,34003,1997,5,5
5,34003,2002,5,5
5,34003,2007,4,5
5,34003,2012,5,5
5,34007,1992,3,5
5,34007,1997,4,5
5,34007,2002,4,5
5,34007,2007,4,5
5,34007,2012,4,5
5,34008,1992,5,5
5,34008,1997,4,5
5,34008,2002,3,5
5,34008,2007,5,5
5,34008,2012,4,5
5,34009,1992,5,5
5,34009,1997,5,5
5,34009,2002,4,5
5,34009,2007,3,5
5,34009,2012,5,5
5,34010,1992,5,5
5,34010,1997,4,5
5,34010,2002,4,5
5,34010,2007,5,5
5,34010,2012,5,5
5,34012,1992,4,5
5,34012,1997,5,5
5,34012,2002,5,5
5,34012,2007,5,5
5,34012,2012,3,5
5,34014,1992,5,5
5,34014,1997,5,5
5,34014,2002,5,5
5,34014,2007,5,5
5,34014,2012,4,5
5,34015,1992,5,5
5,34015,1997,3,5
5,34015,2002,5,5
5,34015,2007,3,5
5,34015,2012,3,5
5,34019,1992,5,5
5,34019,1997,4,5
5,34019,2002,3,5
5,34019,2007,5,5
5,34019,2012,4,5
5,34020,1992,5,5
5,34020,1997,5,5
5,34020,2002,5,5
5,34020,2007,4,5
5,34020,2012,5,5
5,34021,1992,5,5
5,34021,1997,5,5
5,34021,2002,4,5
5,34021,2007,3,5
5,34021,2012,4,5
5,34022,1992,4,5
5,34022,1997,5,5
5,34022,2002,5,5
5,34022,2007,5,5
5,34022,2012,5,5
5,34023,1992,5,5
5,34023,1997,5,5
5,34023,2002,5,5
5,34023,2007,4,5
5,34023,2012,5,5
5,34024,1992,5,5
5,34024,1997,5,5
5,34024,2002,5,5
5,34024,2007,5,5
5,34024,2012,4,5
5,34025,1992,5,5
5,34025,1997,5,5
5,34025,2002,5,5
5,34025,2007,5,5
5,34025,2012,5,5
5,34026,1992,5,5
5,34026,1997,4,5
5,34026,2002,4,5
5,34026,2007,5,5
5,34026,2012,4,5
5,34029,1992,5,5
5,34029,1997,5,5
5,34029,2002,5,5
5,34029,2007,5,5
5,34029,2012,5,5
5,34030,1992,5,5
5,34030,1997,5,5
5,34030,2002,5,5
5,34030,2007,5,5
5,34030,2012,5,5
5,34031,1992,5,5
5,34031,1997,4,5
5,34031,2002,5,5
5,34031,2007,3,5
5,34031,2012,5,5
5,34032,1992,5,5
5,34032,1997,5,5
5,34032,2002,4,5
5,34032,2007,3,5
5,34032,2012,5,5
5,34036,1992,5,5
5,34036,1997,5,5
5,34036,2002,4,5
5,34036,2007,4,5
5,34036,2012,5,5
5,34038,1992,5,5
5,34038,1997,5,5
5,34038,2002,5,5
5,34038,2007,5,5
5,34038,2012,5,5
5,34041,1992,5,5
5,34041,1997,5,5
5,34041,2002,5,5
5,34041,2007,5,5
5,34041,2012,4,5
5,34042,1992,5,5
5,34042,1997,5,5
5,34042,2002,5,5
5,34042,2007,5,5
5,34042,2012,5,5
5,34043,1992,5,5
5,34043,1997,5,5
5,34043,2002,5,5
5,34043,2007,5,5
5,34043,2012,4,5
5,34044,1992,5,5
5,34044,1997,5,5
5,34044,2002,5,5
5,34044,2007,5,5
5,34044,2012,5,5
5,34046,1992,5,5
5,34046,1997,5,5
5,34046,2002,5,5
5,34046,2007,5,5
5,34046,2012,5,5
5,34047,1992,5,5
5,34047,1997,5,5
5,34047,2002,4,5
5,34047,2007,5,5
5,34047,2012,4,5
5,34049,1992,5,5
5,34049,1997,5,5
5,34049,2002,5,5
5,34049,2007,5,5
5,34049,2012,5,5
5,34050,1992,5,5
5,34050,1997,5,5
5,34050,2002,4,5
5,34050,2007,4,5
5,34050,2012,4,5
5,34051,1992,4,5
5,34051,1997,5,5
5,34051,2002,5,5
5,34051,2007,5,5
5,34051,2012,5,5
5,34052,1992,5,5
5,34052,1997,5,5
5,34052,2002,5,5
5,34052,2007,5,5
5,34052,2012,5,5
5,34053,1992,5,5
5,34053,1997,3,5
5,34053,2002,5,5
5,34053,2007,3,5
5,34053,2012,5,5
5,34054,1992,5,5
5,34054,1997,5,5
5,34054,2002,5,5
5,34054,2007,5,5
5,34054,2012,4,5
5,34055,1992,5,5
5,34055,1997,5,5
5,34055,2002,5,5
5,34055,2007,5,5
5,34055,2012,3,5
5,34056,1992,5,5
5,34056,1997,5,5
5,34056,2002,5,5
5,34056,2007,5,5
5,34056,2012,4,5
5,34059,1992,5,5
5,34059,1997,5,5
5,34059,2002,5,5
5,34059,2007,5,5
5,34059,2012,5,5
5,34060,1992,5,5
5,34060,1997,5,5
5,34060,2002,5,5
5,34060,2007,5,5
5,34060,2012,5,5
5,34061,1992,5,5
5,34061,1997,5,5
5,34061,2002,5,5
5,34061,2007,5,5
5,34061,2012,5,5
5,34062,1992,5,5
5,34062,1997,4,5
5,34062,2002,3,5
5,34062,2007,3,5
5,34062,2012,5,5
5,34063,1992,5,5
5,34063,1997,5,5
5,34063,2002,5,5
5,34063,2007,5,5
5,34063,2012,5,5
5,34065,1992,4,5
5,34065,1997,5,5
5,34065,2002,5,5
5,34065,2007,5,5
5,34065,2012,5,5
5,34066,1992,4,5
5,34066,1997,5,5
5,34066,2002,5,5
5,34066,2007,5,5
5,34066,2012,5,5
5,34067,1992,4,5
5,34067,1997,5,5
5,34067,2002,5,5
5,34067,2007,5,5
5,34067,2012,5,5
5,34069,1992,4,5
5,34069,1997,5,5
5,34069,2002,3,5
5,34069,2007,4,5
5,34069,2012,5,5
5,34070,1992,4,5
5,34070,1997,5,5
5,34070,2002,5,5
5,34070,2007,5,5
5,34070,2012,5,5
5,34071,1992,4,5
5,34071,1997,5,5
5,34071,2002,5,5
5,34071,2007,5,5
5,34071,2012,5,5
5,34074,1992,4,5
5,34074,1997,5,5
5,34074,2002,5,5
5,34074,2007,5,5
5,34074,2012,4,5
5,34075,1992,4,5
5,34075,1997,5,5
5,34075,2002,4,5
5,34075,2007,5,5
5,34075,2012,4,5
5,34076,1992,4,5
5,34076,1997,5,5
5,34076,2002,5,5
5,34076,2007,5,5
5,34076,2012,3,5
5,34077,1992,4,5
5,34077,1997,3,5
5,34077,2002,5,5
5,34077,2007,4,5
5,34077,2012,3,5
5,34078,1992,4,5
5,34078,1997,5,5
5,34078,2002,5,5
5,34078,2007,4,5
5,34078,2012,5,5
5,34079,1992,4,5
5,34079,1997,5,5
5,34079,2002,5,5
5,34079,2007,5,5
5,34079,2012,5,5
5,34080,1992,4,5
5,34080,1997,5,5
5,34080,2002,5,5
5,34080,2007,5,5
5,34080,2012,5,5
5,35005,1992,5,5
5,35005,1997,5,5
5,35005,2002,5,5
5,35005,2007,5,5
5,35005,2012,5,5
5,35009,1992,4,5
5,35009,1997,5,5
5,35009,2002,5,5
5,35009,2007,5,5
5,35009,2012,4,5
5,35010,1992,5,5
5,35010,1997,5,5
5,35010,2002,5,5
5,35010,2007,5,5
5,35010,2012,5,5
5,35011,1992,5,5
5,35011,1997,5,5
5,35011,2002,5,5
5,35011,2007,5,5
5,35011,2012,5,5
5,35012,1992,4,5
5,35012,1997,4,5
5,35012,2002,4,5
5,35012,2007,5,5
5,35012,2012,5,5
5,35013,1992,5,5
5,35013,1997,5,5
5,35013,2002,5,5
5,35013,2007,5,5
5,35013,2012,5,5
5,35014,1992,5,5
5,35014,1997,5,5
5,35014,2002,5,5
5,35014,2007,5,5
5,35014,2012,5,5
5,35016,1992,3,5
5,35016,1997,3,5
5,35016,2002,3,5
5,35016,2007,3,5
5,35016,2012,5,5
5,35020,1992,5,5
5,35020,1997,3,5
5,35020,2002,5,5
5,35020,2007,5,5
5,35020,2012,4,5
5,35021,1992,5,5
5,35021,1997,4,5
5,35021,2002,5,5
5,35021,2007,5,5
5,35021,2012,5,5
5,35022,1992,5,5
5,35022,1997,5,5
5,35022,2002,4,5
5,35022,2007,4,5
5,35022,2012,5,5
5,35026,1992,5,5
5,35026,1997,4,5
5,35026,2002,4,5
5,35026,2007,5,5
5,35026,2012,5,5
5,35028,1992,5,5
5,35028,1997,3,5
5,35028,2002,4,5
5,35028,2007,5,5
5,35028,2012,5,5
5,35029,1992,3,5
5,35029,1997,5,5
5,35029,2002,5,5
5,35029,2007,4,5
5,35029,2012,3,5
5,35035,1992,5,5
5,35035,1997,5,5
5,35035,2002,5,5
5,35035,2007,4,5
5,35035,2012,5,5
5,35037,1992,4,5
5,35037,1997,4,5
5,35037,2002,5,5
5,35037,2007,5,5
5,35037,2012,4,5
5,35038,1992,4,5
5,35038,1997,5,5
5,35038,2002,5,5
5,35038,2007,5,5
5,35038,2012,5,5
5,35039,1992,5,5
5,35039,1997,4,5
5,35039,2002,4,5
5,35039,2007,4,5
5,35039,2012,5,5
5,35041,1992,3,5
5,35041,1997,5,5
5,35041,2002,5,5
5,35041,2007,3,5
5,35041,2012,5,5
5,35042,1992,3,5
5,35042,1997,5,5
5,35042,2002,5,5
5,35042,2007,4,5
5,35042,2012,3,5
5,35115,1992,4,5
5,35115,1997,4,5
5,35115,2002,5,5
5,35115,2007,5,5
5,35115,2012,3,5
5,36002,1992,5,5
