"aou","english_common_name","mean_occ_trend","sd_occ_trend","routes"
6280,"Yellow-throated Vireo",0.0586720143574323,1.00410283032798,348
6290,"Blue-headed Vireo",0.12225975663394,1.21624403973613,174
6310,"White-eyed Vireo",-0.0931489094215236,1.47589316325769,348
6330,"Bell's Vireo",0.037289675205984,1.10692119028353,66
6360,"Black-and-white Warbler",-0.263704829456385,1.44900042411268,332
6370,"Prothonotary Warbler",0.126575826691135,1.24579548064901,80
6390,"Worm-eating Warbler",0.280406249508744,1.05310957049424,68
6410,"Blue-winged Warbler",-0.467305451129597,1.33443949241343,94
6450,"Nashville Warbler",-0.257177035642219,1.65389276180609,170
6460,"Orange-crowned Warbler",0.0125520429846433,1.18043414530128,60
6480,"Northern Parula",0.0193060678466966,1.45562207246434,338
6520,"Yellow Warbler",-0.0195752309671399,1.30965328869931,684
6540,"Black-throated Blue Warbler",-0.0912510112769782,1.19821963837315,98
6550,"(Myrtle Warbler) Yellow-rumped Warbler",-0.179234154844869,1.51613002262166,162
6560,"(Audubon's Warbler) Yellow-rumped Warbler",0.256916664430565,2.15119486242445,70
6570,"Magnolia Warbler",0.329831633760104,1.39159580615274,130
6590,"Chestnut-sided Warbler",0.0129131591884528,0.947831883624859,292
6620,"Blackburnian Warbler",0.0718320881772664,1.8066850864004,120
6630,"Yellow-throated Warbler",0.116546783879003,0.707721475482617,92
6670,"Black-throated Green Warbler",0.0181872400388753,1.58045432053141,210
6710,"Pine Warbler",0.242966004856325,1.79003154217743,312
6730,"Prairie Warbler",-0.199648057899779,1.84923412264428,206
6740,"Ovenbird",0.0562107944467373,1.0214011442205,512
6750,"Northern Waterthrush",-0.120595550271991,0.729236233332065,78
6760,"Louisiana Waterthrush",-0.175896357297526,0.96018073783087,92
6770,"Kentucky Warbler",-0.17550416981006,1.24951802530455,188
6790,"Mourning Warbler",-0.22691068448089,0.970813436174691,138
6800,"MacGillivray's Warbler",0.286143836777151,1.57342408773749,64
6810,"Common Yellowthroat",-0.0951253495819845,1.09955650280142,1000
6830,"Yellow-breasted Chat",-0.00177748580666829,1.53781365976444,360
6840,"Hooded Warbler",0.130941370749578,1.69823096193975,182
6850,"Wilson's Warbler",-0.163069638753248,0.85223012634383,54
6860,"Canada Warbler",-0.22267598457656,0.84480276664204,58
6870,"American Redstart",0.115426588070799,1.82555761552343,384
6882,"House Sparrow",-0.215171384112313,1.26139314765595,1004
7030,"Northern Mockingbird",0.00811496489825784,1.21062204662317,628
7040,"Gray Catbird",-0.0309444154893626,1.00698243024757,838
7050,"Brown Thrasher",-0.111940404600198,1.50034609911313,792
7180,"Carolina Wren",0.142858650908107,1.4024688803016,512
7190,"Bewick's Wren",-0.121151810426822,1.28051724871799,86
7210,"House Wren",0.0767729392007174,1.04765803625525,782
7222,"Winter Wren",0.00652189299888127,1.07884056384184,144
7240,"Sedge Wren",-0.468494032698211,1.62155493521783,116
7250,"Marsh Wren",0.00921891564863696,1.27966519229892,56
7260,"Brown Creeper",-0.0943777566765226,0.688259946657275,86
7270,"White-breasted Nuthatch",0.208399817504349,1.31999286636535,686
7280,"Red-breasted Nuthatch",-0.0673454774368037,1.17265705594734,242
7290,"Brown-headed Nuthatch",0.0605297243424083,1.86721514666958,52
7310,"Tufted Titmouse",-0.0118908757165594,1.09757836890636,668
7350,"Black-capped Chickadee",0.130239973630596,1.41340868609598,592
7360,"Carolina Chickadee",0.00943523867152125,1.4260753623299,416
7380,"Mountain Chickadee",-0.383002775181185,1.22868934095508,54
7480,"Golden-crowned Kinglet",-0.301863026082412,1.13175152504701,98
7490,"Ruby-crowned Kinglet",-0.244838869546204,2.06981273577482,80
7510,"Blue-gray Gnatcatcher",-0.0251147041917828,1.69753157456317,452
7550,"Wood Thrush",-0.223248534010831,1.49491057524331,622
7560,"Veery",0.0277631648959335,1.19530472065347,326
7580,"Swainson's Thrush",-0.301783534338174,1.15574676446107,120
7590,"Hermit Thrush",-0.0763030951733871,1.54719618584453,248
7610,"American Robin",-0.00380551443822754,0.56229008391562,1098
7660,"Eastern Bluebird",0.110160044975416,1.38562233727015,820
7680,"Mountain Bluebird",0.000890286223252773,1.1510894747541,62
