"focal_rte","Trophic.Group","excl_dir","dir_core","dir_diff"
2043,"omnivore",0.594008315708154,0.5985387,0.0045303842918456
2043,"nectarivore",0.59909120212779,0.5985387,-0.000552502127789789
2043,"insct/om",0.596501123444073,0.5985387,0.00203757655592718
2045,"herbivore",0.543088592006235,0.5796823,0.0365937079937649
2045,"granivore",0.589136330255846,0.5796823,-0.00945403025584624
2045,"insectivore",0.629046633281665,0.5796823,-0.0493643332816651
2045,"omnivore",0.580290639759442,0.5796823,-0.000608339759442411
2045,"nectarivore",0.580753857487037,0.5796823,-0.00107155748703658
2045,"insct/om",0.577379218934893,0.5796823,0.00230308106510679
2047,"herbivore",0.552954612160367,0.5840343,0.0310796878396334
2047,"granivore",0.586089588341184,0.5840343,-0.00205528834118351
2047,"insectivore",0.649723442896676,0.5840343,-0.0656891428966757
2047,"omnivore",0.579879756076458,0.5840343,0.00415454392354242
2047,"nectarivore",0.586279259538211,0.5840343,-0.00224495953821102
2047,"insct/om",0.580556139562997,0.5840343,0.00347816043700333
2050,"herbivore",0.572695136876591,0.5929405,0.0202453631234091
2050,"omnivore",0.592672430261104,0.5929405,0.000268069738895704
2050,"granivore",0.596615584899002,0.5929405,-0.00367508489900192
2050,"insectivore",0.635610194270448,0.5929405,-0.042669694270448
2050,"nectarivore",0.59334861414344,0.5929405,-0.000408114143439886
2050,"insct/om",0.587796203250702,0.5929405,0.00514429674929839
2052,"herbivore",0.583345260040795,0.6070583,0.0237130399592049
2052,"omnivore",0.606752510726997,0.6070583,0.000305789273003287
2052,"granivore",0.608385245413546,0.6070583,-0.00132694541354639
2052,"insectivore",0.65506748051077,0.6070583,-0.0480091805107702
2052,"nectarivore",0.607528610633584,0.6070583,-0.000470310633583493
2052,"insct/om",0.605358070640653,0.6070583,0.00170022935934722
2053,"herbivore",0.577744208923398,0.6025268,0.0247825910766023
2053,"omnivore",0.599498342522703,0.6025268,0.0030284574772973
2053,"granivore",0.605350479714173,0.6025268,-0.00282367971417286
2053,"insectivore",0.653227839225949,0.6025268,-0.050701039225949
2053,"nectarivore",0.602965821156009,0.6025268,-0.000439021156009356
2053,"insct/om",0.600815340062439,0.6025268,0.00171145993756139
2054,"herbivore",0.579979336740954,0.5973072,0.0173278632590464
2054,"granivore",0.607673300725613,0.5973072,-0.0103661007256127
2054,"insectivore",0.64134651496679,0.5973072,-0.04403931496679
2054,"omnivore",0.591911652294074,0.5973072,0.00539554770592643
2054,"insct/om",0.588356444665804,0.5973072,0.0089507553341962
2054,"nectarivore",0.597483858359328,0.5973072,-0.000176658359328008
2057,"herbivore",0.475437753572371,0.4842505,0.00881274642762897
2057,"granivore",0.498009227326521,0.4842505,-0.0137587273265207
2057,"insectivore",0.458004933769284,0.4842505,0.0262455662307159
2057,"omnivore",0.486972645890968,0.4842505,-0.0027221458909677
2057,"nectarivore",0.489224434608349,0.4842505,-0.00497393460834861
2057,"insct/om",0.482002527288302,0.4842505,0.00224797271169841
2060,"herbivore",0.55142914688785,0.5822527,0.0308235531121495
2060,"granivore",0.58626784451541,0.5822527,-0.00401514451540974
2060,"insectivore",0.64622531087411,0.5822527,-0.0639726108741095
2060,"omnivore",0.577781570444257,0.5822527,0.00447112955574303
2060,"nectarivore",0.583307132024273,0.5822527,-0.00105443202427336
2060,"insct/om",0.579209132760983,0.5822527,0.00304356723901744
2065,"herbivore",0.576717253581176,0.5952647,0.0185474464188236
2065,"omnivore",0.595015340356494,0.5952647,0.000249359643506364
2065,"granivore",0.602894223895501,0.5952647,-0.00762952389550053
2065,"insectivore",0.634108227798308,0.5952647,-0.0388435277983079
2065,"nectarivore",0.595458207648052,0.5952647,-0.000193507648051927
2065,"insct/om",0.586617731649243,0.5952647,0.00864696835075718
2066,"herbivore",0.572602422081813,0.5958105,0.0232080779181875
2066,"omnivore",0.594896386196486,0.5958105,0.000914113803514249
2066,"granivore",0.598352897801619,0.5958105,-0.00254239780161869
2066,"insectivore",0.647985495867055,0.5958105,-0.0521749958670545
2066,"nectarivore",0.596478587913685,0.5958105,-0.000668087913685333
2066,"insct/om",0.590051949529003,0.5958105,0.00575855047099716
2072,"herbivore",0.585217065928722,0.5969248,0.0117077340712779
2072,"omnivore",0.586490986783318,0.5969248,0.0104338132166821
2072,"granivore",0.609189641578273,0.5969248,-0.0122648415782731
2072,"insectivore",0.599333382532552,0.5969248,-0.0024085825325515
2072,"nectarivore",0.597966094460278,0.5969248,-0.00104129446027845
2072,"insct/om",0.607008706264015,0.5969248,-0.0100839062640155
2140,"herbivore",0.577377260827987,0.6002347,0.0228574391720129
2140,"omnivore",0.599490327284593,0.6002347,0.000744372715406727
2140,"granivore",0.601111908482767,0.6002347,-0.000877208482766623
2140,"insectivore",0.649511997193576,0.6002347,-0.0492772971935763
2140,"nectarivore",0.600742932213555,0.6002347,-0.000508232213555004
2140,"insct/om",0.597663673130653,0.6002347,0.00257102686934729
2142,"herbivore",0.569488672802292,0.592927,0.0234383271977076
2142,"granivore",0.59923454699396,0.592927,-0.00630754699395952
2142,"insectivore",0.643196048925295,0.592927,-0.050269048925295
2142,"omnivore",0.590468687610891,0.592927,0.00245831238910887
2142,"insct/om",0.587024186945209,0.592927,0.00590281305479112
2142,"nectarivore",0.593369964965822,0.592927,-0.000442964965822301
3021,"granivore",0.306438205325008,0.3161541,0.00971589467499151
3021,"insectivore",0.307793473790979,0.3161541,0.00836062620902106
3021,"nectarivore",0.317026740310663,0.3161541,-0.000872640310662809
3021,"omnivore",0.326228480075106,0.3161541,-0.0100743800751058
3021,"insct/om",0.317511638281492,0.3161541,-0.00135753828149171
3021,"herbivore",0.316159765658627,0.3161541,-5.66565862741841e-06
3224,"granivore",0.306438205325008,0.3161541,0.00971589467499151
3224,"insectivore",0.307793473790979,0.3161541,0.00836062620902106
3224,"nectarivore",0.317026740310663,0.3161541,-0.000872640310662809
3224,"omnivore",0.326228480075106,0.3161541,-0.0100743800751058
3224,"insct/om",0.317511638281492,0.3161541,-0.00135753828149171
3224,"herbivore",0.316159765658627,0.3161541,-5.66565862741841e-06
3429,"granivore",0.306438205325008,0.3161541,0.00971589467499151
3429,"insectivore",0.307793473790979,0.3161541,0.00836062620902106
3429,"nectarivore",0.317026740310663,0.3161541,-0.000872640310662809
3429,"omnivore",0.326228480075106,0.3161541,-0.0100743800751058
3429,"insct/om",0.317511638281492,0.3161541,-0.00135753828149171
3429,"herbivore",0.316159765658627,0.3161541,-5.66565862741841e-06
4002,"granivore",0.301940732276051,0.296632,-0.00530873227605133
4002,"omnivore",0.292847065226488,0.296632,0.00378493477351244
4002,"insectivore",0.293867936677229,0.296632,0.00276406332277085
4002,"insct/om",0.294501983573748,0.296632,0.00213001642625227
4002,"herbivore",0.296683001344181,0.296632,-5.1001344181012e-05
4004,"granivore",0.301940732276051,0.296632,-0.00530873227605133
4004,"omnivore",0.292847065226488,0.296632,0.00378493477351244
4004,"insectivore",0.293867936677229,0.296632,0.00276406332277085
4004,"insct/om",0.294501983573748,0.296632,0.00213001642625227
4004,"herbivore",0.296683001344181,0.296632,-5.1001344181012e-05
4007,"granivore",0.299843874913519,0.2933795,-0.00646437491351931
4007,"omnivore",0.289559548871766,0.2933795,0.00381995112823397
4007,"insectivore",0.28888279708133,0.2933795,0.00449670291867005
4007,"insct/om",0.291358415834201,0.2933795,0.00202108416579921
4007,"herbivore",0.293707757916283,0.2933795,-0.000328257916282493
4010,"omnivore",0.324527422282878,0.3263174,0.00178997771712219
4010,"insectivore",0.326973767748285,0.3263174,-0.00065636774828487
4010,"nectarivore",0.326143998912201,0.3263174,0.000173401087799063
4010,"granivore",0.328173635693599,0.3263174,-0.00185623569359872
4010,"insct/om",0.325786580960511,0.3263174,0.000530819039488983
4010,"herbivore",0.326303122142902,0.3263174,1.42778570984547e-05
4014,"granivore",0.299843874913519,0.2933795,-0.00646437491351931
4014,"omnivore",0.289559548871766,0.2933795,0.00381995112823397
4014,"insectivore",0.28888279708133,0.2933795,0.00449670291867005
4014,"insct/om",0.291358415834201,0.2933795,0.00202108416579921
4014,"herbivore",0.293707757916283,0.2933795,-0.000328257916282493
4017,"omnivore",0.325440076658942,0.3275263,0.00208622334105818
4017,"insectivore",0.330409958198124,0.3275263,-0.00288365819812447
4017,"nectarivore",0.327358242116003,0.3275263,0.000168057883996875
4017,"granivore",0.329800574176607,0.3275263,-0.00227427417660742
4017,"insct/om",0.327255971206052,0.3275263,0.000270328793947727
4017,"herbivore",0.327496050827466,0.3275263,3.02491725338583e-05
4018,"granivore",0.305620170197657,0.2998514,-0.00576877019765659
4018,"omnivore",0.298742927763303,0.2998514,0.00110847223669724
4018,"insectivore",0.295101562185525,0.2998514,0.00474983781447547
4018,"insct/om",0.296624808733038,0.2998514,0.00322659126696212
4018,"herbivore",0.300192567362644,0.2998514,-0.000341167362644001
4018,"nectarivore",0.299865337320197,0.2998514,-1.3937320197166e-05
4027,"granivore",0.305620170197657,0.2998514,-0.00576877019765659
4027,"omnivore",0.298742927763303,0.2998514,0.00110847223669724
4027,"insectivore",0.295101562185525,0.2998514,0.00474983781447547
4027,"insct/om",0.296624808733038,0.2998514,0.00322659126696212
4027,"herbivore",0.300192567362644,0.2998514,-0.000341167362644001
4027,"nectarivore",0.299865337320197,0.2998514,-1.3937320197166e-05
4028,"granivore",0.305620170197657,0.2998514,-0.00576877019765659
4028,"omnivore",0.298742927763303,0.2998514,0.00110847223669724
4028,"insectivore",0.295101562185525,0.2998514,0.00474983781447547
4028,"insct/om",0.296624808733038,0.2998514,0.00322659126696212
4028,"herbivore",0.300192567362644,0.2998514,-0.000341167362644001
4028,"nectarivore",0.299865337320197,0.2998514,-1.3937320197166e-05
4029,"granivore",0.305620170197657,0.2998514,-0.00576877019765659
4029,"omnivore",0.298742927763303,0.2998514,0.00110847223669724
4029,"insectivore",0.295101562185525,0.2998514,0.00474983781447547
4029,"insct/om",0.296624808733038,0.2998514,0.00322659126696212
4029,"herbivore",0.300192567362644,0.2998514,-0.000341167362644001
4029,"nectarivore",0.299865337320197,0.2998514,-1.3937320197166e-05
4105,"omnivore",0.311751751145028,0.3144747,0.00272294885497176
4105,"insectivore",0.312323074002841,0.3144747,0.00215162599715912
4105,"nectarivore",0.314400464081996,0.3144747,7.42359180043173e-05
4105,"granivore",0.316357688617104,0.3144747,-0.00188298861710434
4105,"insct/om",0.316607895691917,0.3144747,-0.00213319569191694
4105,"herbivore",0.314459897311586,0.3144747,1.48026884136954e-05
4113,"granivore",0.299843874913519,0.2933795,-0.00646437491351931
4113,"omnivore",0.289559548871766,0.2933795,0.00381995112823397
4113,"insectivore",0.28888279708133,0.2933795,0.00449670291867005
4113,"insct/om",0.291358415834201,0.2933795,0.00202108416579921
4113,"herbivore",0.293707757916283,0.2933795,-0.000328257916282493
4114,"granivore",0.299843874913519,0.2933795,-0.00646437491351931
4114,"omnivore",0.289559548871766,0.2933795,0.00381995112823397
4114,"insectivore",0.28888279708133,0.2933795,0.00449670291867005
4114,"insct/om",0.291358415834201,0.2933795,0.00202108416579921
4114,"herbivore",0.293707757916283,0.2933795,-0.000328257916282493
4115,"granivore",0.299843874913519,0.2933795,-0.00646437491351931
4115,"omnivore",0.289559548871766,0.2933795,0.00381995112823397
4115,"insectivore",0.28888279708133,0.2933795,0.00449670291867005
4115,"insct/om",0.291358415834201,0.2933795,0.00202108416579921
4115,"herbivore",0.293707757916283,0.2933795,-0.000328257916282493
4128,"granivore",0.305620170197657,0.2998514,-0.00576877019765659
4128,"omnivore",0.298742927763303,0.2998514,0.00110847223669724
4128,"insectivore",0.295101562185525,0.2998514,0.00474983781447547
4128,"insct/om",0.296624808733038,0.2998514,0.00322659126696212
4128,"herbivore",0.300192567362644,0.2998514,-0.000341167362644001
4128,"nectarivore",0.299865337320197,0.2998514,-1.3937320197166e-05
4129,"granivore",0.299843874913519,0.2933795,-0.00646437491351931
4129,"omnivore",0.289559548871766,0.2933795,0.00381995112823397
4129,"insectivore",0.28888279708133,0.2933795,0.00449670291867005
4129,"insct/om",0.291358415834201,0.2933795,0.00202108416579921
4129,"herbivore",0.293707757916283,0.2933795,-0.000328257916282493
4196,"omnivore",0.328896418365432,0.3302489,0.00135248163456797
4196,"insectivore",0.328330645288376,0.3302489,0.00191825471162399
4196,"nectarivore",0.33011560370554,0.3302489,0.000133296294459739
4196,"granivore",0.332262218646851,0.3302489,-0.00201331864685111
4196,"insct/om",0.330567331743682,0.3302489,-0.000318431743682179
4196,"herbivore",0.330234515240218,0.3302489,1.43847597817715e-05
6052,"granivore",0.424695749266997,0.4333621,0.00866635073300343
6052,"insectivore",0.428869119386845,0.4333621,0.00449298061315528
6052,"nectarivore",0.43241236326066,0.4333621,0.000949736739339957
6052,"omnivore",0.438659562200348,0.4333621,-0.0052974622003476
6052,"insct/om",0.434808226964356,0.4333621,-0.00144612696435553
6052,"herbivore",0.433394221806398,0.4333621,-3.2121806398e-05
7020,"herbivore",0.530454703041292,0.5441053,0.0136505969587084
7020,"omnivore",0.5279652505189,0.5441053,0.0161400494810996
7020,"granivore",0.552548565722051,0.5441053,-0.00844326572205134
7020,"insectivore",0.593827639539861,0.5441053,-0.0497223395398613
7020,"nectarivore",0.546303550525074,0.5441053,-0.00219825052507439
7020,"insct/om",0.54074538217731,0.5441053,0.00335991782268996
7023,"herbivore",0.530454703041292,0.5441053,0.0136505969587084
7023,"omnivore",0.5279652505189,0.5441053,0.0161400494810996
7023,"granivore",0.552548565722051,0.5441053,-0.00844326572205134
7023,"insectivore",0.593827639539861,0.5441053,-0.0497223395398613
7023,"nectarivore",0.546303550525074,0.5441053,-0.00219825052507439
7023,"insct/om",0.54074538217731,0.5441053,0.00335991782268996
7026,"herbivore",0.530454703041292,0.5441053,0.0136505969587084
7026,"omnivore",0.5279652505189,0.5441053,0.0161400494810996
7026,"granivore",0.552548565722051,0.5441053,-0.00844326572205134
7026,"insectivore",0.593827639539861,0.5441053,-0.0497223395398613
7026,"nectarivore",0.546303550525074,0.5441053,-0.00219825052507439
7026,"insct/om",0.54074538217731,0.5441053,0.00335991782268996
7028,"herbivore",0.530454703041292,0.5441053,0.0136505969587084
7028,"omnivore",0.5279652505189,0.5441053,0.0161400494810996
7028,"granivore",0.552548565722051,0.5441053,-0.00844326572205134
7028,"insectivore",0.593827639539861,0.5441053,-0.0497223395398613
7028,"nectarivore",0.546303550525074,0.5441053,-0.00219825052507439
7028,"insct/om",0.54074538217731,0.5441053,0.00335991782268996
11007,"omnivore",0.327674202430694,0.3291802,0.00150599756930608
11007,"insectivore",0.327205720168563,0.3291802,0.00197447983143673
11007,"nectarivore",0.329048358169083,0.3291802,0.000131841830916746
11007,"granivore",0.331250632057595,0.3291802,-0.00207043205759511
11007,"insct/om",0.328022329891567,0.3291802,0.00115787010843332
11007,"herbivore",0.329166152471224,0.3291802,1.40475287757624e-05
11009,"insectivore",0.290444803160869,0.3015329,0.0110880968391305
11009,"omnivore",0.30274330350163,0.3015329,-0.00121040350162971
11009,"insct/om",0.302322203983877,0.3015329,-0.000789303983877276
11009,"granivore",0.303869709889153,0.3015329,-0.00233680988915302
11009,"nectarivore",0.301486755010462,0.3015329,4.61449895384769e-05
11009,"herbivore",0.301527783464372,0.3015329,5.11653562823566e-06
11010,"granivore",0.302186063938599,0.3143404,0.0121543360614005
11010,"insectivore",0.306699168960875,0.3143404,0.00764123103912551
11010,"nectarivore",0.314759652477135,0.3143404,-0.00041925247713509
11010,"omnivore",0.328082209588839,0.3143404,-0.0137418095888388
11010,"insct/om",0.31436123128442,0.3143404,-2.0831284419931e-05
11010,"herbivore",0.314344038495609,0.3143404,-3.63849560869323e-06
11029,"omnivore",0.325440076658942,0.3275263,0.00208622334105818
11029,"insectivore",0.330409958198124,0.3275263,-0.00288365819812447
11029,"nectarivore",0.327358242116003,0.3275263,0.000168057883996875
11029,"granivore",0.329800574176607,0.3275263,-0.00227427417660742
11029,"insct/om",0.327255971206052,0.3275263,0.000270328793947727
11029,"herbivore",0.327496050827466,0.3275263,3.02491725338583e-05
11033,"omnivore",0.316119053112518,0.3174411,0.00132204688748228
11033,"insectivore",0.322378199891022,0.3174411,-0.00493709989102153
11033,"nectarivore",0.317274302217895,0.3174411,0.0001667977821046
11033,"granivore",0.319289977594546,0.3174411,-0.00184887759454605
11033,"insct/om",0.313451828935096,0.3174411,0.00398927106490443
11033,"herbivore",0.317435461910329,0.3174411,5.63808967057877e-06
11045,"omnivore",0.316119053112518,0.3174411,0.00132204688748228
11045,"insectivore",0.322378199891022,0.3174411,-0.00493709989102153
11045,"nectarivore",0.317274302217895,0.3174411,0.0001667977821046
11045,"granivore",0.319289977594546,0.3174411,-0.00184887759454605
11045,"insct/om",0.313451828935096,0.3174411,0.00398927106490443
11045,"herbivore",0.317435461910329,0.3174411,5.63808967057877e-06
11065,"omnivore",0.321267386799113,0.3226365,0.00136911320088673
11065,"insectivore",0.329070157006309,0.3226365,-0.00643365700630932
11065,"nectarivore",0.322478634822085,0.3226365,0.000157865177915439
11065,"granivore",0.324548699317105,0.3226365,-0.00191219931710457
11065,"insct/om",0.318768214885827,0.3226365,0.00386828511417259
11065,"herbivore",0.322635747319039,0.3226365,7.52680960891539e-07
11208,"insectivore",0.290444803160869,0.3015329,0.0110880968391305
11208,"omnivore",0.30274330350163,0.3015329,-0.00121040350162971
11208,"insct/om",0.302322203983877,0.3015329,-0.000789303983877276
11208,"granivore",0.303869709889153,0.3015329,-0.00233680988915302
11208,"nectarivore",0.301486755010462,0.3015329,4.61449895384769e-05
11208,"herbivore",0.301527783464372,0.3015329,5.11653562823566e-06
11210,"granivore",0.302186063938599,0.3143404,0.0121543360614005
11210,"insectivore",0.306699168960875,0.3143404,0.00764123103912551
11210,"nectarivore",0.314759652477135,0.3143404,-0.00041925247713509
11210,"omnivore",0.328082209588839,0.3143404,-0.0137418095888388
11210,"insct/om",0.31436123128442,0.3143404,-2.0831284419931e-05
11210,"herbivore",0.314344038495609,0.3143404,-3.63849560869323e-06
11223,"insectivore",0.308496344626761,0.316548,0.0080516553732386
11223,"nectarivore",0.31722801248818,0.316548,-0.000680012488180448
11223,"omnivore",0.329979905540946,0.316548,-0.013431905540946
11223,"granivore",0.304458396528997,0.316548,0.0120896034710034
11223,"insct/om",0.317039212666957,0.316548,-0.000491212666957452
11223,"herbivore",0.316551821251327,0.316548,-3.82125132714073e-06
11255,"omnivore",0.315607874723288,0.3178446,0.00223672527671187
11255,"insectivore",0.325161593309757,0.3178446,-0.00731699330975721
11255,"nectarivore",0.317677498974239,0.3178446,0.000167101025760896
11255,"granivore",0.31969804288728,0.3178446,-0.00185344288727984
11255,"insct/om",0.314727959742921,0.3178446,0.0031166402570792
11255,"herbivore",0.317847901843468,0.3178446,-3.3018434682508e-06
11256,"omnivore",0.315607874723288,0.3178446,0.00223672527671187
11256,"insectivore",0.325161593309757,0.3178446,-0.00731699330975721
11256,"nectarivore",0.317677498974239,0.3178446,0.000167101025760896
11256,"granivore",0.31969804288728,0.3178446,-0.00185344288727984
11256,"insct/om",0.314727959742921,0.3178446,0.0031166402570792
11256,"herbivore",0.317847901843468,0.3178446,-3.3018434682508e-06
11270,"omnivore",0.316119053112518,0.3174411,0.00132204688748228
11270,"insectivore",0.322378199891022,0.3174411,-0.00493709989102153
11270,"nectarivore",0.317274302217895,0.3174411,0.0001667977821046
11270,"granivore",0.319289977594546,0.3174411,-0.00184887759454605
11270,"insct/om",0.313451828935096,0.3174411,0.00398927106490443
11270,"herbivore",0.317435461910329,0.3174411,5.63808967057877e-06
11609,"insectivore",0.290444803160869,0.3015329,0.0110880968391305
11609,"omnivore",0.30274330350163,0.3015329,-0.00121040350162971
11609,"insct/om",0.302322203983877,0.3015329,-0.000789303983877276
11609,"granivore",0.303869709889153,0.3015329,-0.00233680988915302
11609,"nectarivore",0.301486755010462,0.3015329,4.61449895384769e-05
11609,"herbivore",0.301527783464372,0.3015329,5.11653562823566e-06
11709,"insectivore",0.290444803160869,0.3015329,0.0110880968391305
11709,"omnivore",0.30274330350163,0.3015329,-0.00121040350162971
11709,"insct/om",0.302322203983877,0.3015329,-0.000789303983877276
11709,"granivore",0.303869709889153,0.3015329,-0.00233680988915302
11709,"nectarivore",0.301486755010462,0.3015329,4.61449895384769e-05
11709,"herbivore",0.301527783464372,0.3015329,5.11653562823566e-06
14001,"granivore",0.303118245625602,0.3137665,0.0106482543743984
14001,"insectivore",0.309693272438777,0.3137665,0.00407322756122297
14001,"nectarivore",0.314755001137431,0.3137665,-0.000988501137431042
14001,"omnivore",0.322167515770302,0.3137665,-0.00840101577030195
14001,"insct/om",0.314217678720883,0.3137665,-0.000451178720882517
14001,"herbivore",0.313769209390834,0.3137665,-2.70939083374389e-06
14006,"granivore",0.303118245625602,0.3137665,0.0106482543743984
14006,"insectivore",0.309693272438777,0.3137665,0.00407322756122297
14006,"nectarivore",0.314755001137431,0.3137665,-0.000988501137431042
14006,"omnivore",0.322167515770302,0.3137665,-0.00840101577030195
14006,"insct/om",0.314217678720883,0.3137665,-0.000451178720882517
14006,"herbivore",0.313769209390834,0.3137665,-2.70939083374389e-06
14014,"granivore",0.303118245625602,0.3137665,0.0106482543743984
14014,"insectivore",0.309693272438777,0.3137665,0.00407322756122297
14014,"nectarivore",0.314755001137431,0.3137665,-0.000988501137431042
14014,"omnivore",0.322167515770302,0.3137665,-0.00840101577030195
14014,"insct/om",0.314217678720883,0.3137665,-0.000451178720882517
14014,"herbivore",0.313769209390834,0.3137665,-2.70939083374389e-06
14166,"granivore",0.449829284390711,0.4648783,0.0150490156092889
14166,"omnivore",0.465991744826118,0.4648783,-0.00111344482611764
14166,"insectivore",0.456994323990376,0.4648783,0.00788397600962393
14166,"insct/om",0.477050249011216,0.4648783,-0.012171949011216
14166,"nectarivore",0.464815268887785,0.4648783,6.30311122151728e-05
14166,"herbivore",0.464972377168485,0.4648783,-9.40771684846964e-05
14168,"granivore",0.446486872532046,0.4649154,0.0184285274679537
14168,"omnivore",0.466982827810631,0.4649154,-0.00206742781063063
14168,"insectivore",0.461588228667594,0.4649154,0.00332717133240562
14168,"insct/om",0.476199757519912,0.4649154,-0.0112843575199117
14168,"nectarivore",0.464846727333697,0.4649154,6.8672666302505e-05
14168,"herbivore",0.465012666703666,0.4649154,-9.72667036659991e-05
14198,"granivore",0.303118245625602,0.3137665,0.0106482543743984
14198,"insectivore",0.309693272438777,0.3137665,0.00407322756122297
14198,"nectarivore",0.314755001137431,0.3137665,-0.000988501137431042
14198,"omnivore",0.322167515770302,0.3137665,-0.00840101577030195
14198,"insct/om",0.314217678720883,0.3137665,-0.000451178720882517
14198,"herbivore",0.313769209390834,0.3137665,-2.70939083374389e-06
14199,"granivore",0.434146230422365,0.4546981,0.0205518695776347
14199,"omnivore",0.456865859087649,0.4546981,-0.00216775908764877
14199,"insectivore",0.453392087347052,0.4546981,0.00130601265294766
14199,"insct/om",0.467675475882059,0.4546981,-0.0129773758820589
14199,"nectarivore",0.454595327087632,0.4546981,0.000102772912367766
14199,"herbivore",0.454793412283987,0.4546981,-9.5312283986515e-05
17001,"herbivore",0.445607496416466,0.4446783,-0.000929196416466271
17001,"granivore",0.441117229763465,0.4446783,0.00356107023653551
17001,"insectivore",0.471280054243854,0.4446783,-0.0266017542438537
